relationship_id,source_entity_id,target_entity_id,relationship_type,ground_truth_status
REL_001792,PERSON_0231,PERSON_1471,CALLED,UNKNOWN
REL_001793,PERSON_0020,PERSON_0174,CALLED,UNKNOWN
REL_001794,PERSON_0519,PERSON_1038,CALLED,WEAK
REL_001795,PERSON_0111,PERSON_1231,CALLED,WEAK
REL_001796,PERSON_0721,PERSON_0768,CALLED,WEAK
REL_001797,PERSON_0535,PERSON_1269,CALLED,WEAK
REL_001798,PERSON_0071,PERSON_1202,CALLED,UNKNOWN
REL_001799,PERSON_1227,PERSON_1364,CALLED,WEAK
REL_001800,PERSON_0763,PERSON_1325,CALLED,WEAK
REL_001801,PERSON_1042,PERSON_1271,CALLED,UNKNOWN
REL_001802,PERSON_0018,PERSON_0145,CALLED,WEAK
REL_001803,PERSON_0024,PERSON_1005,CALLED,WEAK
REL_001804,PERSON_0062,PERSON_1344,CALLED,LIKELY
REL_001805,PERSON_0552,PERSON_1027,CALLED,LIKELY
REL_001806,PERSON_0355,PERSON_1125,CALLED,UNKNOWN
REL_001807,PERSON_0418,PERSON_0470,CALLED,WEAK
REL_001808,PERSON_0434,PERSON_0871,CALLED,UNKNOWN
REL_001809,PERSON_0263,PERSON_1093,CALLED,WEAK
REL_001810,PERSON_0203,PERSON_0956,CALLED,WEAK
REL_001811,PERSON_0206,PERSON_0611,CALLED,LIKELY
REL_001812,PERSON_1076,PERSON_1149,CALLED,LIKELY
REL_001813,PERSON_0582,PERSON_1453,CALLED,WEAK
REL_001814,PERSON_0165,PERSON_0732,CALLED,UNKNOWN
REL_001815,PERSON_0132,PERSON_0144,CALLED,UNKNOWN
REL_001816,PERSON_0312,PERSON_0415,CALLED,UNKNOWN
REL_001817,PERSON_0889,PERSON_1345,CALLED,UNKNOWN
REL_001818,PERSON_0192,PERSON_1449,CALLED,UNKNOWN
REL_001819,PERSON_0825,PERSON_1253,CALLED,UNKNOWN
REL_001820,PERSON_1227,PERSON_1368,CALLED,WEAK
REL_001821,PERSON_0013,PERSON_0109,CALLED,WEAK
REL_001822,PERSON_0382,PERSON_1107,CALLED,LIKELY
REL_001823,PERSON_0125,PERSON_0346,CALLED,WEAK
REL_001824,PERSON_0470,PERSON_1175,CALLED,LIKELY
REL_001825,PERSON_0199,PERSON_0264,CALLED,WEAK
REL_001826,PERSON_0706,PERSON_1211,CALLED,WEAK
REL_001827,PERSON_0324,PERSON_0903,CALLED,LIKELY
REL_001828,PERSON_0601,PERSON_0995,CALLED,UNKNOWN
REL_001829,PERSON_0539,PERSON_1438,CALLED,LIKELY
REL_001830,PERSON_0052,PERSON_0215,CALLED,UNKNOWN
REL_001831,PERSON_0748,PERSON_1213,CALLED,WEAK
REL_001832,PERSON_0927,PERSON_1120,CALLED,UNKNOWN
REL_001833,PERSON_0833,PERSON_1066,CALLED,LIKELY
REL_001834,PERSON_0164,PERSON_0875,CALLED,LIKELY
REL_001835,PERSON_0550,PERSON_1433,CALLED,LIKELY
REL_001836,PERSON_0555,PERSON_0792,CALLED,UNKNOWN
REL_001837,PERSON_0440,PERSON_0824,CALLED,UNKNOWN
REL_001838,PERSON_0400,PERSON_1461,CALLED,LIKELY
REL_001839,PERSON_0967,PERSON_1031,CALLED,UNKNOWN
REL_001840,PERSON_1107,PERSON_1374,CALLED,WEAK
REL_001841,PERSON_0447,PERSON_1316,CALLED,UNKNOWN
REL_001842,PERSON_0327,PERSON_0782,CALLED,LIKELY
REL_001843,PERSON_1011,PERSON_1187,CALLED,WEAK
REL_001844,PERSON_0551,PERSON_1323,CALLED,UNKNOWN
REL_001845,PERSON_0137,PERSON_0375,CALLED,WEAK
REL_001846,PERSON_0004,PERSON_0191,CALLED,WEAK
REL_001847,PERSON_0183,PERSON_1139,CALLED,WEAK
REL_001848,PERSON_0777,PERSON_1391,CALLED,UNKNOWN
REL_001849,PERSON_0266,PERSON_0662,CALLED,UNKNOWN
REL_001850,PERSON_0482,PERSON_1197,CALLED,WEAK
REL_001851,PERSON_0805,PERSON_1395,CALLED,WEAK
REL_001852,PERSON_0172,PERSON_0530,CALLED,LIKELY
REL_001853,PERSON_0033,PERSON_0172,CALLED,UNKNOWN
REL_001854,PERSON_0568,PERSON_1151,CALLED,UNKNOWN
REL_001855,PERSON_1033,PERSON_1280,CALLED,UNKNOWN
REL_001856,PERSON_0787,PERSON_1409,CALLED,UNKNOWN
REL_001857,PERSON_0453,PERSON_0633,CALLED,UNKNOWN
REL_001858,PERSON_0098,PERSON_1143,CALLED,UNKNOWN
REL_001859,PERSON_0190,PERSON_1106,CALLED,UNKNOWN
REL_001860,PERSON_0172,PERSON_1165,CALLED,LIKELY
REL_001861,PERSON_0019,PERSON_1189,CALLED,WEAK
REL_001862,PERSON_1024,PERSON_1279,CALLED,WEAK
REL_001863,PERSON_0045,PERSON_0580,CALLED,WEAK
REL_001864,PERSON_0920,PERSON_1297,CALLED,WEAK
REL_001865,PERSON_0565,PERSON_0636,CALLED,UNKNOWN
REL_001866,PERSON_0241,PERSON_0270,CALLED,WEAK
REL_001867,PERSON_0963,PERSON_1452,CALLED,UNKNOWN
REL_001868,PERSON_0191,PERSON_1063,CALLED,WEAK
REL_001869,PERSON_0174,PERSON_0824,CALLED,LIKELY
REL_001870,PERSON_0812,PERSON_0970,CALLED,WEAK
REL_001871,PERSON_0484,PERSON_0751,CALLED,WEAK
REL_001872,PERSON_0640,PERSON_0982,CALLED,WEAK
REL_001873,PERSON_0518,PERSON_1028,CALLED,WEAK
REL_001874,PERSON_0654,PERSON_1331,CALLED,LIKELY
REL_001875,PERSON_0727,PERSON_1363,CALLED,LIKELY
REL_001876,PERSON_0151,PERSON_0484,CALLED,UNKNOWN
REL_001877,PERSON_0629,PERSON_0765,CALLED,UNKNOWN
REL_001878,PERSON_0454,PERSON_1062,CALLED,WEAK
REL_001879,PERSON_0203,PERSON_0361,CALLED,UNKNOWN
REL_001880,PERSON_0423,PERSON_0490,CALLED,UNKNOWN
REL_001881,PERSON_0730,PERSON_1345,CALLED,LIKELY
REL_001882,PERSON_0673,PERSON_0891,CALLED,LIKELY
REL_001883,PERSON_0170,PERSON_0262,CALLED,UNKNOWN
REL_001884,PERSON_0047,PERSON_1122,CALLED,UNKNOWN
REL_001885,PERSON_1021,PERSON_1193,CALLED,UNKNOWN
REL_001886,PERSON_0486,PERSON_0610,CALLED,UNKNOWN
REL_001887,PERSON_0417,PERSON_1490,CALLED,WEAK
REL_001888,PERSON_0999,PERSON_1279,CALLED,LIKELY
REL_001889,PERSON_0344,PERSON_0748,CALLED,WEAK
REL_001890,PERSON_0877,PERSON_1498,CALLED,WEAK
REL_001891,PERSON_0593,PERSON_0714,CALLED,WEAK
REL_001892,PERSON_0626,PERSON_1199,CALLED,LIKELY
REL_001893,PERSON_0168,PERSON_0944,CALLED,WEAK
REL_001894,PERSON_0735,PERSON_1470,CALLED,WEAK
REL_001895,PERSON_0383,PERSON_1376,CALLED,LIKELY
REL_001896,PERSON_0715,PERSON_1203,CALLED,UNKNOWN
REL_001897,PERSON_0921,PERSON_1391,CALLED,WEAK
REL_001898,PERSON_0628,PERSON_0731,CALLED,WEAK
REL_001899,PERSON_0111,PERSON_0205,CALLED,LIKELY
REL_001900,PERSON_0177,PERSON_1373,CALLED,LIKELY
REL_001901,PERSON_0776,PERSON_1492,CALLED,LIKELY
REL_001902,PERSON_0027,PERSON_0923,CALLED,WEAK
REL_001903,PERSON_0394,PERSON_0557,CALLED,WEAK
REL_001904,PERSON_0403,PERSON_1320,CALLED,UNKNOWN
REL_001905,PERSON_0070,PERSON_1154,CALLED,UNKNOWN
REL_001906,PERSON_0012,PERSON_0887,CALLED,LIKELY
REL_001907,PERSON_0164,PERSON_0189,CALLED,UNKNOWN
REL_001908,PERSON_0158,PERSON_1450,CALLED,WEAK
REL_001909,PERSON_0300,PERSON_1092,CALLED,LIKELY
REL_001910,PERSON_0963,PERSON_1449,CALLED,UNKNOWN
REL_001911,PERSON_0192,PERSON_0409,CALLED,WEAK
REL_001912,PERSON_0381,PERSON_1130,CALLED,LIKELY
REL_001913,PERSON_0647,PERSON_1340,CALLED,WEAK
REL_001914,PERSON_1338,PERSON_1405,CALLED,WEAK
REL_001915,PERSON_0456,PERSON_1222,CALLED,WEAK
REL_001916,PERSON_1249,PERSON_1446,CALLED,LIKELY
REL_001917,PERSON_0459,PERSON_1043,CALLED,WEAK
REL_001918,PERSON_0954,PERSON_1032,CALLED,LIKELY
REL_001919,PERSON_0045,PERSON_1072,CALLED,UNKNOWN
REL_001920,PERSON_0143,PERSON_0348,CALLED,UNKNOWN
REL_001921,PERSON_0269,PERSON_1275,CALLED,UNKNOWN
REL_001922,PERSON_0643,PERSON_1343,CALLED,WEAK
REL_001923,PERSON_0252,PERSON_0455,CALLED,LIKELY
REL_001924,PERSON_0540,PERSON_1019,CALLED,LIKELY
REL_001925,PERSON_0259,PERSON_1192,CALLED,WEAK
REL_001926,PERSON_0050,PERSON_0248,CALLED,WEAK
REL_001927,PERSON_0333,PERSON_1364,CALLED,WEAK
REL_001928,PERSON_0997,PERSON_1308,CALLED,LIKELY
REL_001929,PERSON_0701,PERSON_1069,CALLED,UNKNOWN
REL_001930,PERSON_0781,PERSON_1122,CALLED,UNKNOWN
REL_001931,PERSON_1096,PERSON_1347,CALLED,UNKNOWN
REL_001932,PERSON_0693,PERSON_1298,CALLED,WEAK
REL_001933,PERSON_0924,PERSON_1100,CALLED,WEAK
REL_001934,PERSON_0076,PERSON_1078,CALLED,WEAK
REL_001935,PERSON_0330,PERSON_0681,CALLED,UNKNOWN
REL_001936,PERSON_0567,PERSON_1107,CALLED,WEAK
REL_001937,PERSON_0515,PERSON_1374,CALLED,LIKELY
REL_001938,PERSON_0293,PERSON_1266,CALLED,LIKELY
REL_001939,PERSON_0622,PERSON_1336,CALLED,UNKNOWN
REL_001940,PERSON_0277,PERSON_1086,CALLED,UNKNOWN
REL_001941,PERSON_0408,PERSON_1270,CALLED,WEAK
REL_001942,PERSON_0157,PERSON_0992,CALLED,UNKNOWN
REL_001943,PERSON_0932,PERSON_1307,CALLED,WEAK
REL_001944,PERSON_1004,PERSON_1141,CALLED,WEAK
REL_001945,PERSON_0500,PERSON_0779,CALLED,UNKNOWN
REL_001946,PERSON_0016,PERSON_0327,CALLED,UNKNOWN
REL_001947,PERSON_0189,PERSON_0217,CALLED,UNKNOWN
REL_001948,PERSON_0001,PERSON_1286,CALLED,WEAK
REL_001949,PERSON_0415,PERSON_1028,CALLED,WEAK
REL_001950,PERSON_0544,PERSON_1162,CALLED,LIKELY
REL_001951,PERSON_0311,PERSON_0835,CALLED,WEAK
REL_001952,PERSON_0408,PERSON_0961,CALLED,LIKELY
REL_001953,PERSON_0096,PERSON_0386,CALLED,LIKELY
REL_001954,PERSON_1003,PERSON_1257,CALLED,WEAK
REL_001955,PERSON_0026,PERSON_0164,CALLED,UNKNOWN
REL_001956,PERSON_0546,PERSON_0718,CALLED,WEAK
REL_001957,PERSON_0582,PERSON_1088,CALLED,LIKELY
REL_001958,PERSON_0968,PERSON_1046,CALLED,WEAK
REL_001959,PERSON_0845,PERSON_1147,CALLED,UNKNOWN
REL_001960,PERSON_0026,PERSON_0952,CALLED,UNKNOWN
REL_001961,PERSON_0318,PERSON_1346,CALLED,WEAK
REL_001962,PERSON_1141,PERSON_1267,CALLED,WEAK
REL_001963,PERSON_0588,PERSON_1118,CALLED,WEAK
REL_001964,PERSON_0867,PERSON_0872,CALLED,LIKELY
REL_001965,PERSON_1275,PERSON_1468,CALLED,WEAK
REL_001966,PERSON_0220,PERSON_0225,CALLED,LIKELY
REL_001967,PERSON_0430,PERSON_1166,CALLED,WEAK
REL_001968,PERSON_0402,PERSON_1029,CALLED,WEAK
REL_001969,PERSON_0541,PERSON_0877,CALLED,LIKELY
REL_001970,PERSON_0756,PERSON_0954,CALLED,UNKNOWN
REL_001971,PERSON_0590,PERSON_0714,CALLED,WEAK
REL_001972,PERSON_0232,PERSON_0814,CALLED,WEAK
REL_001973,PERSON_0164,PERSON_1395,CALLED,WEAK
REL_001974,PERSON_0162,PERSON_1207,CALLED,UNKNOWN
REL_001975,PERSON_0573,PERSON_1156,CALLED,UNKNOWN
REL_001976,PERSON_1100,PERSON_1279,CALLED,LIKELY
REL_001977,PERSON_0663,PERSON_0759,CALLED,UNKNOWN
REL_001978,PERSON_0024,PERSON_0594,CALLED,WEAK
REL_001979,PERSON_1378,PERSON_1449,CALLED,WEAK
REL_001980,PERSON_0145,PERSON_0772,CALLED,WEAK
REL_001981,PERSON_1001,PERSON_1416,CALLED,WEAK
REL_001982,PERSON_0264,PERSON_0355,CALLED,UNKNOWN
REL_001983,PERSON_0989,PERSON_1121,CALLED,LIKELY
REL_001984,PERSON_0080,PERSON_0823,CALLED,UNKNOWN
REL_001985,PERSON_0246,PERSON_1354,CALLED,LIKELY
REL_001986,PERSON_0406,PERSON_1089,CALLED,WEAK
REL_001987,PERSON_0015,PERSON_0960,CALLED,LIKELY
REL_001988,PERSON_0582,PERSON_1263,CALLED,UNKNOWN
REL_001989,PERSON_0035,PERSON_1179,CALLED,LIKELY
REL_001990,PERSON_0484,PERSON_0893,CALLED,LIKELY
REL_001991,PERSON_0045,PERSON_0673,CALLED,LIKELY
REL_001992,PERSON_0010,PERSON_0330,CALLED,LIKELY
REL_001993,PERSON_1291,PERSON_1444,CALLED,LIKELY
REL_001994,PERSON_0045,PERSON_1450,CALLED,WEAK
REL_001995,PERSON_0660,PERSON_0973,CALLED,WEAK
REL_001996,PERSON_1261,PERSON_1287,CALLED,UNKNOWN
REL_001997,PERSON_0839,PERSON_1237,CALLED,WEAK
REL_001998,PERSON_0421,PERSON_0935,CALLED,WEAK
REL_001999,PERSON_0101,PERSON_0879,CALLED,LIKELY
REL_002000,PERSON_0528,PERSON_0989,CALLED,LIKELY
REL_002001,PERSON_0652,PERSON_1402,CALLED,LIKELY
REL_002002,PERSON_0220,PERSON_0293,CALLED,UNKNOWN
REL_002003,PERSON_0780,PERSON_1005,CALLED,WEAK
REL_002004,PERSON_0623,PERSON_0891,CALLED,LIKELY
REL_002005,PERSON_0256,PERSON_1242,COMMUNICATED_WITH,UNKNOWN
REL_002006,PERSON_0560,PERSON_0909,CALLED,UNKNOWN
REL_002007,PERSON_0250,PERSON_1300,CALLED,LIKELY
REL_002008,PERSON_0346,PERSON_1331,CALLED,UNKNOWN
REL_002009,PERSON_0033,PERSON_0173,CALLED,WEAK
REL_002010,PERSON_0761,PERSON_0817,CALLED,LIKELY
REL_002011,PERSON_0941,PERSON_1118,CALLED,WEAK
REL_002012,PERSON_0417,PERSON_1383,CALLED,LIKELY
REL_002013,PERSON_0279,PERSON_0336,CALLED,LIKELY
REL_002014,PERSON_0820,PERSON_1290,CALLED,LIKELY
REL_002015,PERSON_0208,PERSON_0388,CALLED,WEAK
REL_002016,PERSON_0845,PERSON_1012,CALLED,WEAK
REL_002017,PERSON_1283,PERSON_1307,CALLED,UNKNOWN
REL_002018,PERSON_0477,PERSON_0734,CALLED,UNKNOWN
REL_002019,PERSON_0058,PERSON_1265,CALLED,LIKELY
REL_002020,PERSON_0618,PERSON_0893,CALLED,LIKELY
REL_002021,PERSON_0410,PERSON_1193,CALLED,WEAK
REL_002022,PERSON_0767,PERSON_1145,CALLED,UNKNOWN
REL_002023,PERSON_0033,PERSON_0046,CALLED,WEAK
REL_002024,PERSON_0693,PERSON_1133,CALLED,UNKNOWN
REL_002025,PERSON_0039,PERSON_1461,CALLED,UNKNOWN
REL_002026,PERSON_0155,PERSON_0554,CALLED,LIKELY
REL_002027,PERSON_0697,PERSON_1380,CALLED,LIKELY
REL_002028,PERSON_0164,PERSON_1020,CALLED,WEAK
REL_002029,PERSON_0539,PERSON_0900,CALLED,WEAK
REL_002030,PERSON_0203,PERSON_0205,CALLED,UNKNOWN
REL_002031,PERSON_0425,PERSON_1254,CALLED,LIKELY
REL_002032,PERSON_0458,PERSON_0688,CALLED,UNKNOWN
REL_002033,PERSON_0070,PERSON_1037,CALLED,UNKNOWN
REL_002034,PERSON_0797,PERSON_0933,CALLED,UNKNOWN
REL_002035,PERSON_0335,PERSON_1179,CALLED,WEAK
REL_002036,PERSON_0220,PERSON_0741,CALLED,UNKNOWN
REL_002037,PERSON_0953,PERSON_1138,CALLED,UNKNOWN
REL_002038,PERSON_0015,PERSON_0254,CALLED,WEAK
REL_002039,PERSON_0157,PERSON_0962,CALLED,WEAK
REL_002040,PERSON_0982,PERSON_1407,CALLED,UNKNOWN
REL_002041,PERSON_0904,PERSON_1108,CALLED,UNKNOWN
REL_002042,PERSON_0126,PERSON_0706,CALLED,UNKNOWN
REL_002043,PERSON_0804,PERSON_1076,CALLED,LIKELY
REL_002044,PERSON_0272,PERSON_0730,CALLED,WEAK
REL_002045,PERSON_0334,PERSON_1314,CALLED,UNKNOWN
REL_002046,PERSON_0949,PERSON_1055,CALLED,LIKELY
REL_002047,PERSON_0456,PERSON_1172,CALLED,WEAK
REL_002048,PERSON_0278,PERSON_0756,CALLED,UNKNOWN
REL_002049,PERSON_1159,PERSON_1269,CALLED,WEAK
REL_002050,PERSON_0712,PERSON_1204,CALLED,WEAK
REL_002051,PERSON_0161,PERSON_0567,CALLED,WEAK
REL_002052,PERSON_0456,PERSON_1097,CALLED,UNKNOWN
REL_002053,PERSON_0338,PERSON_1273,CALLED,LIKELY
REL_002054,PERSON_0118,PERSON_1268,CALLED,WEAK
REL_002055,PERSON_0310,PERSON_1255,CALLED,WEAK
REL_002056,PERSON_0279,PERSON_0887,CALLED,WEAK
REL_002057,PERSON_0553,PERSON_0647,CALLED,UNKNOWN
REL_002058,PERSON_0123,PERSON_1008,CALLED,UNKNOWN
REL_002059,PERSON_0180,PERSON_0264,CALLED,WEAK
REL_002060,PERSON_0066,PERSON_0228,CALLED,WEAK
REL_002061,PERSON_0073,PERSON_0876,CALLED,UNKNOWN
REL_002062,PERSON_0256,PERSON_0499,CALLED,WEAK
REL_002063,PERSON_1331,PERSON_1463,CALLED,UNKNOWN
REL_002064,PERSON_0811,PERSON_0944,CALLED,UNKNOWN
REL_002065,PERSON_0054,PERSON_0547,CALLED,WEAK
REL_002066,PERSON_0069,PERSON_0805,CALLED,UNKNOWN
REL_002067,PERSON_0280,PERSON_1078,CALLED,LIKELY
REL_002068,PERSON_0333,PERSON_0745,CALLED,WEAK
REL_002069,PERSON_0194,PERSON_1343,CALLED,WEAK
REL_002070,PERSON_0240,PERSON_1335,CALLED,WEAK
REL_002071,PERSON_0530,PERSON_0897,CALLED,LIKELY
REL_002072,PERSON_0132,PERSON_0232,CALLED,WEAK
REL_002073,PERSON_0165,PERSON_0749,CALLED,WEAK
REL_002074,PERSON_0057,PERSON_1110,CALLED,WEAK
REL_002075,PERSON_0338,PERSON_0768,CALLED,WEAK
REL_002076,PERSON_0948,PERSON_1310,CALLED,WEAK
REL_002077,PERSON_0932,PERSON_1500,CALLED,LIKELY
REL_002078,PERSON_0260,PERSON_1274,CALLED,WEAK
REL_002079,PERSON_0687,PERSON_0956,CALLED,WEAK
REL_002080,PERSON_0918,PERSON_1465,CALLED,LIKELY
REL_002081,PERSON_1173,PERSON_1334,CALLED,WEAK
REL_002082,PERSON_1110,PERSON_1484,CALLED,UNKNOWN
REL_002083,PERSON_0713,PERSON_1474,CALLED,UNKNOWN
REL_002084,PERSON_1142,PERSON_1294,CALLED,UNKNOWN
REL_002085,PERSON_0366,PERSON_1086,CALLED,UNKNOWN
REL_002086,PERSON_0371,PERSON_0441,CALLED,LIKELY
REL_002087,PERSON_0766,PERSON_0865,CALLED,WEAK
REL_002088,PERSON_0714,PERSON_1458,CALLED,WEAK
REL_002089,PERSON_0313,PERSON_0782,CALLED,LIKELY
REL_002090,PERSON_0311,PERSON_0466,CALLED,UNKNOWN
REL_002091,PERSON_0790,PERSON_1468,CALLED,LIKELY
REL_002092,PERSON_0691,PERSON_1054,CALLED,UNKNOWN
REL_002093,PERSON_0263,PERSON_1110,CALLED,UNKNOWN
REL_002094,PERSON_0324,PERSON_1430,CALLED,LIKELY
REL_002095,PERSON_0019,PERSON_1490,CALLED,WEAK
REL_002096,PERSON_0392,PERSON_0759,CALLED,WEAK
REL_002097,PERSON_0578,PERSON_0926,CALLED,UNKNOWN
REL_002098,PERSON_0464,PERSON_1284,CALLED,WEAK
REL_002099,PERSON_0199,PERSON_1439,CALLED,WEAK
REL_002100,PERSON_0646,PERSON_1202,CALLED,LIKELY
REL_002101,PERSON_0096,PERSON_1009,CALLED,WEAK
REL_002102,PERSON_0653,PERSON_1235,CALLED,UNKNOWN
REL_002103,PERSON_0496,PERSON_0851,CALLED,UNKNOWN
REL_002104,PERSON_0283,PERSON_0401,CALLED,WEAK
REL_002105,PERSON_0422,PERSON_0482,CALLED,UNKNOWN
REL_002106,PERSON_0626,PERSON_1250,CALLED,LIKELY
REL_002107,PERSON_0862,PERSON_1130,CALLED,WEAK
REL_002108,PERSON_1426,PERSON_1451,CALLED,WEAK
REL_002109,PERSON_0573,PERSON_1107,CALLED,UNKNOWN
REL_002110,PERSON_0431,PERSON_1082,CALLED,WEAK
REL_002111,PERSON_0598,PERSON_0640,CALLED,WEAK
REL_002112,PERSON_0905,PERSON_1089,CALLED,UNKNOWN
REL_002113,PERSON_0535,PERSON_1339,CALLED,UNKNOWN
REL_002114,PERSON_0443,PERSON_1300,CALLED,LIKELY
REL_002115,PERSON_0562,PERSON_1201,CALLED,LIKELY
REL_002116,PERSON_0100,PERSON_0204,CALLED,WEAK
REL_002117,PERSON_0346,PERSON_0885,CALLED,UNKNOWN
REL_002118,PERSON_0129,PERSON_0820,CALLED,WEAK
REL_002119,PERSON_0147,PERSON_1229,CALLED,LIKELY
REL_002120,PERSON_0550,PERSON_0636,CALLED,WEAK
REL_002121,PERSON_0347,PERSON_1385,CALLED,LIKELY
REL_002122,PERSON_0952,PERSON_0991,CALLED,LIKELY
REL_002123,PERSON_0146,PERSON_1382,CALLED,LIKELY
REL_002124,PERSON_0655,PERSON_1422,CALLED,UNKNOWN
REL_002125,PERSON_0601,PERSON_1117,CALLED,WEAK
REL_002126,PERSON_0703,PERSON_1130,CALLED,LIKELY
REL_002127,PERSON_0312,PERSON_1297,CALLED,UNKNOWN
REL_002128,PERSON_0024,PERSON_0432,CALLED,UNKNOWN
REL_002129,PERSON_0790,PERSON_1230,CALLED,LIKELY
REL_002130,PERSON_0943,PERSON_1107,CALLED,UNKNOWN
REL_002131,PERSON_0229,PERSON_0608,CALLED,UNKNOWN
REL_002132,PERSON_0455,PERSON_0875,CALLED,LIKELY
REL_002133,PERSON_0215,PERSON_1028,CALLED,LIKELY
REL_002134,PERSON_0375,PERSON_0942,CALLED,UNKNOWN
REL_002135,PERSON_0267,PERSON_1095,CALLED,UNKNOWN
REL_002136,PERSON_0312,PERSON_1355,CALLED,WEAK
REL_002137,PERSON_0514,PERSON_0851,CALLED,UNKNOWN
REL_002138,PERSON_1051,PERSON_1457,CALLED,LIKELY
REL_002139,PERSON_0455,PERSON_1427,CALLED,WEAK
REL_002140,PERSON_0474,PERSON_1309,CALLED,LIKELY
REL_002141,PERSON_0636,PERSON_0876,CALLED,LIKELY
REL_002142,PERSON_0223,PERSON_0289,CALLED,LIKELY
REL_002143,PERSON_0954,PERSON_1395,CALLED,WEAK
REL_002144,PERSON_0585,PERSON_0862,CALLED,LIKELY
REL_002145,PERSON_0500,PERSON_0944,CALLED,WEAK
REL_002146,PERSON_0768,PERSON_0787,CALLED,UNKNOWN
REL_002147,PERSON_0685,PERSON_0713,CALLED,WEAK
REL_002148,PERSON_0174,PERSON_0698,CALLED,UNKNOWN
REL_002149,PERSON_0921,PERSON_0941,CALLED,LIKELY
REL_002150,PERSON_0241,PERSON_0703,CALLED,LIKELY
REL_002151,PERSON_0684,PERSON_1152,CALLED,UNKNOWN
REL_002152,PERSON_1016,PERSON_1112,CALLED,WEAK
REL_002153,PERSON_0054,PERSON_1177,CALLED,UNKNOWN
REL_002154,PERSON_0706,PERSON_1409,CALLED,UNKNOWN
REL_002155,PERSON_0370,PERSON_0989,CALLED,WEAK
REL_002156,PERSON_0756,PERSON_0850,CALLED,LIKELY
REL_002157,PERSON_0861,PERSON_1011,CALLED,UNKNOWN
REL_002158,PERSON_0255,PERSON_1039,CALLED,WEAK
REL_002159,PERSON_0834,PERSON_1382,CALLED,WEAK
REL_002160,PERSON_0050,PERSON_0651,CALLED,LIKELY
REL_002161,PERSON_0327,PERSON_0614,CALLED,UNKNOWN
REL_002162,PERSON_1222,PERSON_1362,CALLED,LIKELY
REL_002163,PERSON_1056,PERSON_1109,CALLED,WEAK
REL_002164,PERSON_0051,PERSON_0198,CALLED,UNKNOWN
REL_002165,PERSON_0042,PERSON_1037,CALLED,UNKNOWN
REL_002166,PERSON_0888,PERSON_0944,CALLED,UNKNOWN
REL_002167,PERSON_1093,PERSON_1261,CALLED,WEAK
REL_002168,PERSON_0678,PERSON_1254,CALLED,WEAK
REL_002169,PERSON_0847,PERSON_1346,CALLED,LIKELY
REL_002170,PERSON_0583,PERSON_1468,CALLED,LIKELY
REL_002171,PERSON_0550,PERSON_0647,CALLED,UNKNOWN
REL_002172,PERSON_0509,PERSON_0743,CALLED,LIKELY
REL_002173,PERSON_0196,PERSON_1209,CALLED,WEAK
REL_002174,PERSON_0795,PERSON_1028,CALLED,UNKNOWN
REL_002175,PERSON_0127,PERSON_0341,CALLED,WEAK
REL_002176,PERSON_0366,PERSON_0655,CALLED,WEAK
REL_002177,PERSON_1097,PERSON_1249,CALLED,LIKELY
REL_002178,PERSON_0549,PERSON_0625,CALLED,UNKNOWN
REL_002179,PERSON_0258,PERSON_0559,CALLED,WEAK
REL_002180,PERSON_0080,PERSON_1273,CALLED,WEAK
REL_002181,PERSON_0661,PERSON_0749,CALLED,LIKELY
REL_002182,PERSON_0619,PERSON_0830,CALLED,UNKNOWN
REL_002183,PERSON_0874,PERSON_0955,CALLED,LIKELY
REL_002184,PERSON_0154,PERSON_0573,CALLED,WEAK
REL_002185,PERSON_0128,PERSON_0792,CALLED,LIKELY
REL_002186,PERSON_0057,PERSON_1230,CALLED,LIKELY
REL_002187,PERSON_1107,PERSON_1482,CALLED,UNKNOWN
REL_002188,PERSON_0811,PERSON_0922,CALLED,WEAK
REL_002189,PERSON_0499,PERSON_1345,CALLED,UNKNOWN
REL_002190,PERSON_0393,PERSON_0835,CALLED,WEAK
REL_002191,PERSON_1183,PERSON_1217,CALLED,UNKNOWN
REL_002192,PERSON_0245,PERSON_0323,CALLED,WEAK
REL_002193,PERSON_0049,PERSON_0439,CALLED,WEAK
REL_002194,PERSON_0633,PERSON_1122,CALLED,WEAK
REL_002195,PERSON_0173,PERSON_1211,CALLED,LIKELY
REL_002196,PERSON_0732,PERSON_1014,CALLED,WEAK
REL_002197,PERSON_0944,PERSON_0989,CALLED,LIKELY
REL_002198,PERSON_0432,PERSON_0549,CALLED,WEAK
REL_002199,PERSON_0495,PERSON_1319,CALLED,WEAK
REL_002200,PERSON_0689,PERSON_0918,CALLED,UNKNOWN
REL_002201,PERSON_0634,PERSON_1360,CALLED,WEAK
REL_002202,PERSON_0387,PERSON_1366,CALLED,UNKNOWN
REL_002203,PERSON_0476,PERSON_1096,CALLED,LIKELY
REL_002204,PERSON_0286,PERSON_0368,CALLED,LIKELY
REL_002205,PERSON_0122,PERSON_0753,CALLED,UNKNOWN
REL_002206,PERSON_0286,PERSON_1225,CALLED,UNKNOWN
REL_002207,PERSON_0336,PERSON_0934,CALLED,LIKELY
REL_002208,PERSON_0759,PERSON_1283,CALLED,LIKELY
REL_002209,PERSON_0216,PERSON_1293,CALLED,UNKNOWN
REL_002210,PERSON_0097,PERSON_1469,CALLED,WEAK
