source_id,source_type,target_id,target_type,edge_type,timestamp,weight,confidence,source_record_id
PERSON_0174,PERSON,PERSON_1405,PERSON,CALLED,2025-09-05 11:59:42,0.05,0.75,CDR_AGG_PERSON_0174_PERSON_1405
PERSON_1107,PERSON,PERSON_1141,PERSON,CALLED,2024-06-06 14:19:43,0.05,0.75,CDR_AGG_PERSON_1107_PERSON_1141
PERSON_0164,PERSON,PERSON_0564,PERSON,CALLED,2026-04-09 08:15:40,0.05,0.82,CDR_AGG_PERSON_0164_PERSON_0564
PERSON_0567,PERSON,PERSON_0935,PERSON,CALLED,2026-06-05 00:37:33,0.1,0.74,CDR_AGG_PERSON_0567_PERSON_0935
PERSON_0772,PERSON,PERSON_1222,PERSON,CALLED,2024-07-19 06:48:25,0.05,0.6,CDR_AGG_PERSON_0772_PERSON_1222
PERSON_0450,PERSON,PERSON_0640,PERSON,CALLED,2024-01-06 09:45:47,0.05,0.43,CDR_AGG_PERSON_0450_PERSON_0640
PERSON_0295,PERSON,PERSON_0524,PERSON,CALLED,2024-01-18 13:11:20,0.05,0.44,CDR_AGG_PERSON_0295_PERSON_0524
PERSON_0562,PERSON,PERSON_1090,PERSON,CALLED,2024-06-12 23:44:55,0.05,0.63,CDR_AGG_PERSON_0562_PERSON_1090
PERSON_0856,PERSON,PERSON_1288,PERSON,CALLED,2024-01-30 05:10:40,0.05,0.79,CDR_AGG_PERSON_0856_PERSON_1288
PERSON_0875,PERSON,PERSON_1000,PERSON,CALLED,2024-05-19 07:32:15,0.05,0.56,CDR_AGG_PERSON_0875_PERSON_1000
PERSON_0090,PERSON,PERSON_1135,PERSON,CALLED,2025-12-13 21:46:14,0.05,0.41,CDR_AGG_PERSON_0090_PERSON_1135
PERSON_0386,PERSON,PERSON_0460,PERSON,CALLED,2026-01-25 12:43:24,0.05,0.83,CDR_AGG_PERSON_0386_PERSON_0460
PERSON_0103,PERSON,PERSON_0467,PERSON,CALLED,2025-02-12 06:15:26,0.05,0.8,CDR_AGG_PERSON_0103_PERSON_0467
PERSON_0995,PERSON,PERSON_1110,PERSON,CALLED,2026-05-13 04:38:40,0.05,0.46,CDR_AGG_PERSON_0995_PERSON_1110
PERSON_0507,PERSON,PERSON_0679,PERSON,CALLED,2024-01-24 15:07:25,0.05,0.82,CDR_AGG_PERSON_0507_PERSON_0679
PERSON_0313,PERSON,PERSON_1043,PERSON,CALLED,2024-09-19 03:12:25,0.05,0.46,CDR_AGG_PERSON_0313_PERSON_1043
PERSON_0467,PERSON,PERSON_1097,PERSON,CALLED,2024-04-01 00:02:21,0.05,0.6,CDR_AGG_PERSON_0467_PERSON_1097
PERSON_0281,PERSON,PERSON_1099,PERSON,CALLED,2025-07-28 11:18:11,0.05,0.66,CDR_AGG_PERSON_0281_PERSON_1099
PERSON_0054,PERSON,PERSON_0991,PERSON,CALLED,2025-04-04 10:09:45,0.05,0.76,CDR_AGG_PERSON_0054_PERSON_0991
PERSON_0788,PERSON,PERSON_1097,PERSON,CALLED,2024-11-06 13:54:23,0.05,0.55,CDR_AGG_PERSON_0788_PERSON_1097
PERSON_0854,PERSON,PERSON_1446,PERSON,CALLED,2026-03-07 20:01:53,0.05,0.54,CDR_AGG_PERSON_0854_PERSON_1446
PERSON_0981,PERSON,PERSON_1101,PERSON,CALLED,2024-11-18 20:40:07,0.05,0.73,CDR_AGG_PERSON_0981_PERSON_1101
PERSON_0287,PERSON,PERSON_0808,PERSON,CALLED,2024-12-01 09:57:19,0.05,0.5,CDR_AGG_PERSON_0287_PERSON_0808
PERSON_0109,PERSON,PERSON_0347,PERSON,CALLED,2024-03-20 20:02:48,0.05,0.7,CDR_AGG_PERSON_0109_PERSON_0347
PERSON_0994,PERSON,PERSON_1011,PERSON,CALLED,2024-08-26 18:00:54,0.05,0.62,CDR_AGG_PERSON_0994_PERSON_1011
PERSON_0100,PERSON,PERSON_0152,PERSON,CALLED,2025-01-16 02:56:41,0.05,0.83,CDR_AGG_PERSON_0100_PERSON_0152
PERSON_0133,PERSON,PERSON_1096,PERSON,CALLED,2026-04-15 00:01:23,0.05,0.62,CDR_AGG_PERSON_0133_PERSON_1096
PERSON_0683,PERSON,PERSON_1071,PERSON,CALLED,2026-04-24 05:20:11,0.05,0.63,CDR_AGG_PERSON_0683_PERSON_1071
PERSON_0731,PERSON,PERSON_0830,PERSON,CALLED,2025-09-11 21:26:43,0.05,0.83,CDR_AGG_PERSON_0731_PERSON_0830
PERSON_0891,PERSON,PERSON_1365,PERSON,CALLED,2026-01-05 19:19:20,0.05,0.65,CDR_AGG_PERSON_0891_PERSON_1365
PERSON_0538,PERSON,PERSON_0751,PERSON,CALLED,2024-12-27 10:57:54,0.05,0.5,CDR_AGG_PERSON_0538_PERSON_0751
PERSON_0429,PERSON,PERSON_1496,PERSON,CALLED,2024-03-10 18:18:27,0.05,0.72,CDR_AGG_PERSON_0429_PERSON_1496
PERSON_0754,PERSON,PERSON_0989,PERSON,CALLED,2024-09-21 22:39:41,0.05,0.72,CDR_AGG_PERSON_0754_PERSON_0989
PERSON_0767,PERSON,PERSON_1496,PERSON,CALLED,2026-04-11 10:23:50,0.05,0.7,CDR_AGG_PERSON_0767_PERSON_1496
PERSON_0267,PERSON,PERSON_1276,PERSON,CALLED,2024-09-12 03:26:00,0.05,0.64,CDR_AGG_PERSON_0267_PERSON_1276
PERSON_0375,PERSON,PERSON_1239,PERSON,CALLED,2024-06-10 16:43:17,0.05,0.48,CDR_AGG_PERSON_0375_PERSON_1239
PERSON_0463,PERSON,PERSON_0542,PERSON,CALLED,2025-07-01 13:29:43,0.05,0.41,CDR_AGG_PERSON_0463_PERSON_0542
PERSON_0421,PERSON,PERSON_1341,PERSON,CALLED,2024-01-10 10:28:34,0.05,0.6,CDR_AGG_PERSON_0421_PERSON_1341
PERSON_0804,PERSON,PERSON_1424,PERSON,CALLED,2024-10-27 10:40:54,0.05,0.81,CDR_AGG_PERSON_0804_PERSON_1424
PERSON_0671,PERSON,PERSON_1151,PERSON,CALLED,2026-03-09 23:57:35,0.05,0.61,CDR_AGG_PERSON_0671_PERSON_1151
PERSON_0118,PERSON,PERSON_0249,PERSON,CALLED,2024-08-04 06:33:15,0.05,0.51,CDR_AGG_PERSON_0118_PERSON_0249
PERSON_0165,PERSON,PERSON_0691,PERSON,CALLED,2025-07-13 04:49:26,0.05,0.73,CDR_AGG_PERSON_0165_PERSON_0691
PERSON_0552,PERSON,PERSON_0881,PERSON,CALLED,2025-04-18 07:36:05,0.05,0.49,CDR_AGG_PERSON_0552_PERSON_0881
PERSON_0369,PERSON,PERSON_1151,PERSON,CALLED,2024-05-09 18:12:03,0.05,0.7,CDR_AGG_PERSON_0369_PERSON_1151
PERSON_0388,PERSON,PERSON_0824,PERSON,CALLED,2024-07-27 14:22:56,0.05,0.44,CDR_AGG_PERSON_0388_PERSON_0824
PERSON_0649,PERSON,PERSON_0682,PERSON,CALLED,2025-12-12 05:33:18,0.05,0.64,CDR_AGG_PERSON_0649_PERSON_0682
PERSON_0097,PERSON,PERSON_0808,PERSON,CALLED,2025-12-25 21:48:45,0.05,0.76,CDR_AGG_PERSON_0097_PERSON_0808
PERSON_0865,PERSON,PERSON_1129,PERSON,CALLED,2026-05-05 11:51:15,0.05,0.58,CDR_AGG_PERSON_0865_PERSON_1129
PERSON_0514,PERSON,PERSON_1285,PERSON,CALLED,2024-11-27 08:06:59,0.05,0.81,CDR_AGG_PERSON_0514_PERSON_1285
PERSON_0279,PERSON,PERSON_1417,PERSON,CALLED,2024-05-31 19:22:30,0.05,0.83,CDR_AGG_PERSON_0279_PERSON_1417
PERSON_0220,PERSON,PERSON_0620,PERSON,CALLED,2025-02-26 08:41:57,0.05,0.72,CDR_AGG_PERSON_0220_PERSON_0620
PERSON_0669,PERSON,PERSON_0962,PERSON,CALLED,2024-10-18 03:42:29,0.05,0.8,CDR_AGG_PERSON_0669_PERSON_0962
PERSON_0546,PERSON,PERSON_0729,PERSON,CALLED,2024-09-10 20:19:00,0.05,0.75,CDR_AGG_PERSON_0546_PERSON_0729
PERSON_0340,PERSON,PERSON_0575,PERSON,CALLED,2024-05-10 09:02:51,0.05,0.73,CDR_AGG_PERSON_0340_PERSON_0575
PERSON_0451,PERSON,PERSON_0903,PERSON,CALLED,2025-11-15 16:21:27,0.05,0.44,CDR_AGG_PERSON_0451_PERSON_0903
PERSON_0682,PERSON,PERSON_1233,PERSON,CALLED,2026-05-06 14:52:43,0.05,0.77,CDR_AGG_PERSON_0682_PERSON_1233
PERSON_0453,PERSON,PERSON_1143,PERSON,CALLED,2024-04-16 11:13:28,0.05,0.84,CDR_AGG_PERSON_0453_PERSON_1143
PERSON_0053,PERSON,PERSON_1351,PERSON,CALLED,2026-04-04 10:07:05,0.05,0.45,CDR_AGG_PERSON_0053_PERSON_1351
PERSON_0255,PERSON,PERSON_0832,PERSON,CALLED,2026-04-17 13:35:22,0.05,0.63,CDR_AGG_PERSON_0255_PERSON_0832
PERSON_0332,PERSON,PERSON_1454,PERSON,CALLED,2025-01-11 18:11:45,0.05,0.79,CDR_AGG_PERSON_0332_PERSON_1454
PERSON_0607,PERSON,PERSON_1220,PERSON,CALLED,2025-02-05 17:35:04,0.05,0.7,CDR_AGG_PERSON_0607_PERSON_1220
PERSON_0421,PERSON,PERSON_0841,PERSON,CALLED,2025-10-06 11:21:58,0.05,0.78,CDR_AGG_PERSON_0421_PERSON_0841
PERSON_0117,PERSON,PERSON_0643,PERSON,CALLED,2025-03-27 07:08:46,0.05,0.74,CDR_AGG_PERSON_0117_PERSON_0643
PERSON_1002,PERSON,PERSON_1461,PERSON,CALLED,2026-01-26 20:39:51,0.05,0.64,CDR_AGG_PERSON_1002_PERSON_1461
PERSON_0076,PERSON,PERSON_1413,PERSON,CALLED,2025-09-29 14:13:23,0.05,0.51,CDR_AGG_PERSON_0076_PERSON_1413
PERSON_0086,PERSON,PERSON_0504,PERSON,CALLED,2026-04-03 02:50:23,0.05,0.67,CDR_AGG_PERSON_0086_PERSON_0504
PERSON_0372,PERSON,PERSON_1424,PERSON,CALLED,2025-12-27 22:47:36,0.05,0.67,CDR_AGG_PERSON_0372_PERSON_1424
PERSON_0341,PERSON,PERSON_1212,PERSON,CALLED,2024-05-26 08:16:14,0.05,0.59,CDR_AGG_PERSON_0341_PERSON_1212
PERSON_0205,PERSON,PERSON_0876,PERSON,CALLED,2025-03-30 22:16:20,0.05,0.77,CDR_AGG_PERSON_0205_PERSON_0876
PERSON_0033,PERSON,PERSON_1377,PERSON,CALLED,2026-03-06 20:50:10,0.05,0.77,CDR_AGG_PERSON_0033_PERSON_1377
PERSON_1112,PERSON,PERSON_1439,PERSON,CALLED,2025-03-10 13:14:24,0.05,0.45,CDR_AGG_PERSON_1112_PERSON_1439
PERSON_0159,PERSON,PERSON_1014,PERSON,CALLED,2025-07-13 01:08:27,0.05,0.5,CDR_AGG_PERSON_0159_PERSON_1014
PERSON_0905,PERSON,PERSON_1268,PERSON,CALLED,2024-10-12 12:40:01,0.05,0.62,CDR_AGG_PERSON_0905_PERSON_1268
PERSON_0063,PERSON,PERSON_0337,PERSON,CALLED,2025-02-20 10:37:13,0.05,0.73,CDR_AGG_PERSON_0063_PERSON_0337
PERSON_0963,PERSON,PERSON_1417,PERSON,CALLED,2024-08-30 22:47:18,0.05,0.71,CDR_AGG_PERSON_0963_PERSON_1417
PERSON_0129,PERSON,PERSON_0607,PERSON,CALLED,2025-11-20 08:45:17,0.05,0.71,CDR_AGG_PERSON_0129_PERSON_0607
PERSON_0043,PERSON,PERSON_0062,PERSON,CALLED,2025-12-04 17:35:33,0.05,0.8,CDR_AGG_PERSON_0043_PERSON_0062
PERSON_0354,PERSON,PERSON_1484,PERSON,CALLED,2024-01-08 20:54:11,0.05,0.74,CDR_AGG_PERSON_0354_PERSON_1484
PERSON_0111,PERSON,PERSON_1077,PERSON,CALLED,2025-02-04 05:18:58,0.05,0.48,CDR_AGG_PERSON_0111_PERSON_1077
PERSON_0135,PERSON,PERSON_1187,PERSON,CALLED,2025-07-03 22:03:32,0.05,0.42,CDR_AGG_PERSON_0135_PERSON_1187
PERSON_0581,PERSON,PERSON_1331,PERSON,CALLED,2024-10-13 18:06:55,0.05,0.64,CDR_AGG_PERSON_0581_PERSON_1331
PERSON_0174,PERSON,PERSON_0247,PERSON,CALLED,2025-09-02 23:35:11,0.05,0.64,CDR_AGG_PERSON_0174_PERSON_0247
PERSON_0829,PERSON,PERSON_0922,PERSON,CALLED,2024-01-09 00:25:56,0.05,0.78,CDR_AGG_PERSON_0829_PERSON_0922
PERSON_0629,PERSON,PERSON_1426,PERSON,CALLED,2025-05-10 11:18:15,0.05,0.69,CDR_AGG_PERSON_0629_PERSON_1426
PERSON_0935,PERSON,PERSON_0944,PERSON,CALLED,2024-07-28 12:48:27,0.1,0.5,CDR_AGG_PERSON_0935_PERSON_0944
PERSON_0366,PERSON,PERSON_1068,PERSON,CALLED,2025-10-26 22:18:58,0.05,0.51,CDR_AGG_PERSON_0366_PERSON_1068
PERSON_0027,PERSON,PERSON_0154,PERSON,CALLED,2024-08-07 14:00:18,0.05,0.57,CDR_AGG_PERSON_0027_PERSON_0154
PERSON_0360,PERSON,PERSON_1011,PERSON,CALLED,2025-06-19 07:33:17,0.05,0.43,CDR_AGG_PERSON_0360_PERSON_1011
PERSON_0334,PERSON,PERSON_1485,PERSON,CALLED,2025-07-30 15:36:10,0.05,0.41,CDR_AGG_PERSON_0334_PERSON_1485
PERSON_0484,PERSON,PERSON_0597,PERSON,CALLED,2025-05-01 23:04:43,0.05,0.49,CDR_AGG_PERSON_0484_PERSON_0597
PERSON_0630,PERSON,PERSON_1224,PERSON,CALLED,2025-04-29 00:59:20,0.05,0.51,CDR_AGG_PERSON_0630_PERSON_1224
PERSON_0232,PERSON,PERSON_1435,PERSON,CALLED,2024-10-10 22:17:04,0.05,0.48,CDR_AGG_PERSON_0232_PERSON_1435
PERSON_0629,PERSON,PERSON_0715,PERSON,CALLED,2026-02-20 02:58:09,0.05,0.75,CDR_AGG_PERSON_0629_PERSON_0715
PERSON_1433,PERSON,PERSON_1445,PERSON,CALLED,2025-11-15 20:34:57,0.05,0.75,CDR_AGG_PERSON_1433_PERSON_1445
PERSON_0636,PERSON,PERSON_0813,PERSON,CALLED,2024-01-21 09:22:51,0.05,0.49,CDR_AGG_PERSON_0636_PERSON_0813
PERSON_0145,PERSON,PERSON_0648,PERSON,CALLED,2024-11-15 02:28:03,0.05,0.65,CDR_AGG_PERSON_0145_PERSON_0648
PERSON_0147,PERSON,PERSON_1040,PERSON,CALLED,2025-08-08 03:13:55,0.05,0.61,CDR_AGG_PERSON_0147_PERSON_1040
PERSON_0030,PERSON,PERSON_0104,PERSON,CALLED,2025-10-01 12:19:44,0.05,0.44,CDR_AGG_PERSON_0030_PERSON_0104
PERSON_0509,PERSON,PERSON_0624,PERSON,CALLED,2024-12-29 17:18:22,0.05,0.46,CDR_AGG_PERSON_0509_PERSON_0624
PERSON_0074,PERSON,PERSON_0293,PERSON,CALLED,2026-06-03 10:37:14,0.05,0.75,CDR_AGG_PERSON_0074_PERSON_0293
PERSON_0382,PERSON,PERSON_1008,PERSON,CALLED,2024-12-02 22:20:29,0.05,0.55,CDR_AGG_PERSON_0382_PERSON_1008
PERSON_0342,PERSON,PERSON_0477,PERSON,CALLED,2024-12-11 09:52:50,0.05,0.65,CDR_AGG_PERSON_0342_PERSON_0477
PERSON_0053,PERSON,PERSON_0430,PERSON,CALLED,2026-04-03 10:02:08,0.05,0.45,CDR_AGG_PERSON_0053_PERSON_0430
PERSON_0908,PERSON,PERSON_1123,PERSON,CALLED,2024-08-24 16:59:15,0.05,0.5,CDR_AGG_PERSON_0908_PERSON_1123
PERSON_0454,PERSON,PERSON_1458,PERSON,CALLED,2025-11-02 03:46:07,0.05,0.41,CDR_AGG_PERSON_0454_PERSON_1458
PERSON_0502,PERSON,PERSON_0566,PERSON,CALLED,2025-04-22 06:05:48,0.05,0.71,CDR_AGG_PERSON_0502_PERSON_0566
PERSON_0075,PERSON,PERSON_0647,PERSON,CALLED,2025-02-07 16:03:26,0.05,0.76,CDR_AGG_PERSON_0075_PERSON_0647
PERSON_0393,PERSON,PERSON_0555,PERSON,CALLED,2024-12-06 16:24:02,0.05,0.6,CDR_AGG_PERSON_0393_PERSON_0555
PERSON_0983,PERSON,PERSON_1110,PERSON,CALLED,2025-07-13 08:49:18,0.05,0.83,CDR_AGG_PERSON_0983_PERSON_1110
PERSON_0621,PERSON,PERSON_0826,PERSON,CALLED,2025-04-23 05:23:10,0.05,0.83,CDR_AGG_PERSON_0621_PERSON_0826
PERSON_0528,PERSON,PERSON_0951,PERSON,CALLED,2025-02-21 16:20:25,0.05,0.44,CDR_AGG_PERSON_0528_PERSON_0951
PERSON_0050,PERSON,PERSON_1269,PERSON,CALLED,2025-07-03 16:56:54,0.05,0.64,CDR_AGG_PERSON_0050_PERSON_1269
PERSON_0220,PERSON,PERSON_1185,PERSON,CALLED,2024-06-01 07:58:13,0.05,0.59,CDR_AGG_PERSON_0220_PERSON_1185
PERSON_0164,PERSON,PERSON_1449,PERSON,CALLED,2024-07-05 16:10:55,0.05,0.57,CDR_AGG_PERSON_0164_PERSON_1449
PERSON_0435,PERSON,PERSON_1158,PERSON,CALLED,2025-03-15 00:14:22,0.05,0.75,CDR_AGG_PERSON_0435_PERSON_1158
PERSON_0109,PERSON,PERSON_0164,PERSON,CALLED,2024-05-13 16:34:14,0.05,0.84,CDR_AGG_PERSON_0109_PERSON_0164
PERSON_0398,PERSON,PERSON_0811,PERSON,CALLED,2024-10-23 23:49:14,0.05,0.72,CDR_AGG_PERSON_0398_PERSON_0811
PERSON_0423,PERSON,PERSON_0580,PERSON,CALLED,2025-03-20 17:34:43,0.05,0.69,CDR_AGG_PERSON_0423_PERSON_0580
PERSON_0747,PERSON,PERSON_1041,PERSON,CALLED,2024-03-28 22:57:49,0.05,0.85,CDR_AGG_PERSON_0747_PERSON_1041
PERSON_1029,PERSON,PERSON_1329,PERSON,CALLED,2024-03-25 06:22:39,0.05,0.76,CDR_AGG_PERSON_1029_PERSON_1329
PERSON_0435,PERSON,PERSON_0501,PERSON,CALLED,2025-04-21 05:42:51,0.05,0.5,CDR_AGG_PERSON_0435_PERSON_0501
PERSON_0511,PERSON,PERSON_1488,PERSON,CALLED,2024-12-14 15:26:46,0.05,0.55,CDR_AGG_PERSON_0511_PERSON_1488
PERSON_0092,PERSON,PERSON_0927,PERSON,CALLED,2024-03-01 16:24:24,0.05,0.65,CDR_AGG_PERSON_0092_PERSON_0927
PERSON_0806,PERSON,PERSON_1245,PERSON,CALLED,2025-01-02 20:34:58,0.05,0.61,CDR_AGG_PERSON_0806_PERSON_1245
PERSON_1071,PERSON,PERSON_1186,PERSON,CALLED,2025-04-05 11:37:46,0.05,0.82,CDR_AGG_PERSON_1071_PERSON_1186
PERSON_1168,PERSON,PERSON_1194,PERSON,CALLED,2026-04-30 07:28:08,0.05,0.44,CDR_AGG_PERSON_1168_PERSON_1194
PERSON_0338,PERSON,PERSON_0604,PERSON,CALLED,2025-02-28 00:30:09,0.05,0.49,CDR_AGG_PERSON_0338_PERSON_0604
PERSON_0307,PERSON,PERSON_0743,PERSON,CALLED,2026-06-29 17:05:07,0.05,0.59,CDR_AGG_PERSON_0307_PERSON_0743
PERSON_0326,PERSON,PERSON_1391,PERSON,CALLED,2024-10-13 14:37:57,0.05,0.65,CDR_AGG_PERSON_0326_PERSON_1391
PERSON_0025,PERSON,PERSON_1352,PERSON,CALLED,2024-12-22 22:18:20,0.05,0.77,CDR_AGG_PERSON_0025_PERSON_1352
PERSON_1156,PERSON,PERSON_1348,PERSON,CALLED,2025-10-22 04:01:08,0.05,0.68,CDR_AGG_PERSON_1156_PERSON_1348
PERSON_0168,PERSON,PERSON_0455,PERSON,CALLED,2025-01-22 16:02:39,0.05,0.72,CDR_AGG_PERSON_0168_PERSON_0455
PERSON_0830,PERSON,PERSON_0985,PERSON,CALLED,2025-07-01 12:07:40,0.05,0.7,CDR_AGG_PERSON_0830_PERSON_0985
PERSON_0385,PERSON,PERSON_1417,PERSON,CALLED,2026-06-20 03:07:47,0.05,0.7,CDR_AGG_PERSON_0385_PERSON_1417
PERSON_0272,PERSON,PERSON_0341,PERSON,CALLED,2024-04-15 22:26:15,0.05,0.58,CDR_AGG_PERSON_0272_PERSON_0341
PERSON_0142,PERSON,PERSON_0630,PERSON,CALLED,2025-09-01 03:56:40,0.05,0.61,CDR_AGG_PERSON_0142_PERSON_0630
PERSON_0239,PERSON,PERSON_1403,PERSON,CALLED,2024-03-01 10:55:17,0.05,0.53,CDR_AGG_PERSON_0239_PERSON_1403
PERSON_0722,PERSON,PERSON_0746,PERSON,CALLED,2026-04-10 15:38:00,0.05,0.45,CDR_AGG_PERSON_0722_PERSON_0746
PERSON_0284,PERSON,PERSON_1272,PERSON,CALLED,2024-12-12 19:25:10,0.05,0.44,CDR_AGG_PERSON_0284_PERSON_1272
PERSON_0701,PERSON,PERSON_0954,PERSON,CALLED,2025-03-08 07:07:35,0.05,0.59,CDR_AGG_PERSON_0701_PERSON_0954
PERSON_0375,PERSON,PERSON_1404,PERSON,CALLED,2024-10-02 03:35:03,0.05,0.7,CDR_AGG_PERSON_0375_PERSON_1404
PERSON_0747,PERSON,PERSON_1422,PERSON,CALLED,2026-01-18 16:09:49,0.05,0.66,CDR_AGG_PERSON_0747_PERSON_1422
PERSON_0169,PERSON,PERSON_0888,PERSON,CALLED,2025-11-14 22:50:24,0.1,0.45,CDR_AGG_PERSON_0169_PERSON_0888
PERSON_0466,PERSON,PERSON_0501,PERSON,CALLED,2025-11-03 11:53:13,0.05,0.78,CDR_AGG_PERSON_0466_PERSON_0501
PERSON_0495,PERSON,PERSON_1368,PERSON,CALLED,2024-02-04 20:00:31,0.05,0.79,CDR_AGG_PERSON_0495_PERSON_1368
PERSON_0081,PERSON,PERSON_0282,PERSON,CALLED,2026-03-15 20:00:00,0.05,0.62,CDR_AGG_PERSON_0081_PERSON_0282
PERSON_0761,PERSON,PERSON_1275,PERSON,CALLED,2025-06-15 13:21:05,0.05,0.75,CDR_AGG_PERSON_0761_PERSON_1275
PERSON_0120,PERSON,PERSON_0189,PERSON,CALLED,2025-02-27 13:30:21,0.05,0.42,CDR_AGG_PERSON_0120_PERSON_0189
PERSON_0649,PERSON,PERSON_0709,PERSON,CALLED,2024-11-11 10:56:03,0.05,0.63,CDR_AGG_PERSON_0649_PERSON_0709
PERSON_0837,PERSON,PERSON_0907,PERSON,CALLED,2025-01-28 05:51:27,0.05,0.5,CDR_AGG_PERSON_0837_PERSON_0907
PERSON_0187,PERSON,PERSON_1279,PERSON,CALLED,2026-04-19 02:42:31,0.05,0.57,CDR_AGG_PERSON_0187_PERSON_1279
PERSON_1032,PERSON,PERSON_1181,PERSON,CALLED,2024-03-04 01:24:47,0.05,0.48,CDR_AGG_PERSON_1032_PERSON_1181
PERSON_0007,PERSON,PERSON_0627,PERSON,CALLED,2025-02-11 16:39:21,0.05,0.49,CDR_AGG_PERSON_0007_PERSON_0627
PERSON_0160,PERSON,PERSON_0481,PERSON,CALLED,2024-02-15 21:53:01,0.05,0.69,CDR_AGG_PERSON_0160_PERSON_0481
PERSON_0060,PERSON,PERSON_0703,PERSON,CALLED,2026-06-15 00:07:41,0.05,0.76,CDR_AGG_PERSON_0060_PERSON_0703
PERSON_0131,PERSON,PERSON_1326,PERSON,CALLED,2024-03-28 04:01:57,0.05,0.74,CDR_AGG_PERSON_0131_PERSON_1326
PERSON_0526,PERSON,PERSON_0787,PERSON,CALLED,2024-02-12 21:12:31,0.05,0.7,CDR_AGG_PERSON_0526_PERSON_0787
PERSON_0582,PERSON,PERSON_0681,PERSON,CALLED,2025-08-02 22:02:35,0.05,0.72,CDR_AGG_PERSON_0582_PERSON_0681
PERSON_0310,PERSON,PERSON_0962,PERSON,CALLED,2024-09-27 09:18:48,0.05,0.6,CDR_AGG_PERSON_0310_PERSON_0962
PERSON_0386,PERSON,PERSON_1246,PERSON,CALLED,2026-03-26 10:00:52,0.05,0.49,CDR_AGG_PERSON_0386_PERSON_1246
PERSON_0478,PERSON,PERSON_0908,PERSON,CALLED,2025-01-16 00:53:25,0.05,0.54,CDR_AGG_PERSON_0478_PERSON_0908
PERSON_0175,PERSON,PERSON_0338,PERSON,CALLED,2026-06-13 14:04:10,0.05,0.79,CDR_AGG_PERSON_0175_PERSON_0338
PERSON_0551,PERSON,PERSON_0932,PERSON,CALLED,2024-12-20 20:17:58,0.05,0.62,CDR_AGG_PERSON_0551_PERSON_0932
PERSON_0057,PERSON,PERSON_1376,PERSON,CALLED,2025-08-04 17:38:27,0.05,0.43,CDR_AGG_PERSON_0057_PERSON_1376
PERSON_0565,PERSON,PERSON_1250,PERSON,CALLED,2026-04-03 03:56:34,0.05,0.78,CDR_AGG_PERSON_0565_PERSON_1250
PERSON_0306,PERSON,PERSON_0621,PERSON,CALLED,2025-02-25 21:53:01,0.05,0.43,CDR_AGG_PERSON_0306_PERSON_0621
PERSON_0948,PERSON,PERSON_1497,PERSON,CALLED,2025-06-14 18:16:22,0.05,0.58,CDR_AGG_PERSON_0948_PERSON_1497
PERSON_1272,PERSON,PERSON_1414,PERSON,CALLED,2024-07-27 01:45:41,0.05,0.84,CDR_AGG_PERSON_1272_PERSON_1414
PERSON_0114,PERSON,PERSON_0857,PERSON,CALLED,2024-08-20 03:37:55,0.05,0.85,CDR_AGG_PERSON_0114_PERSON_0857
PERSON_0415,PERSON,PERSON_0790,PERSON,CALLED,2026-06-09 15:16:46,0.05,0.49,CDR_AGG_PERSON_0415_PERSON_0790
PERSON_0514,PERSON,PERSON_0745,PERSON,CALLED,2025-01-05 15:54:26,0.05,0.41,CDR_AGG_PERSON_0514_PERSON_0745
PERSON_1055,PERSON,PERSON_1087,PERSON,CALLED,2025-11-27 23:18:45,0.05,0.77,CDR_AGG_PERSON_1055_PERSON_1087
PERSON_0707,PERSON,PERSON_1483,PERSON,CALLED,2024-08-17 17:47:42,0.1,0.75,CDR_AGG_PERSON_0707_PERSON_1483
PERSON_0152,PERSON,PERSON_1455,PERSON,CALLED,2024-09-26 02:31:56,0.05,0.81,CDR_AGG_PERSON_0152_PERSON_1455
PERSON_0294,PERSON,PERSON_0647,PERSON,CALLED,2024-07-13 05:22:01,0.05,0.53,CDR_AGG_PERSON_0294_PERSON_0647
PERSON_0046,PERSON,PERSON_0707,PERSON,CALLED,2024-04-07 05:21:49,0.05,0.47,CDR_AGG_PERSON_0046_PERSON_0707
PERSON_0379,PERSON,PERSON_1416,PERSON,CALLED,2025-07-19 07:40:04,0.05,0.83,CDR_AGG_PERSON_0379_PERSON_1416
PERSON_0400,PERSON,PERSON_1166,PERSON,CALLED,2025-10-06 13:33:25,0.05,0.74,CDR_AGG_PERSON_0400_PERSON_1166
PERSON_0828,PERSON,PERSON_1087,PERSON,CALLED,2025-07-31 11:49:05,0.05,0.83,CDR_AGG_PERSON_0828_PERSON_1087
PERSON_1401,PERSON,PERSON_1493,PERSON,CALLED,2024-12-02 11:27:10,0.05,0.63,CDR_AGG_PERSON_1401_PERSON_1493
PERSON_0295,PERSON,PERSON_0518,PERSON,CALLED,2024-08-31 13:59:24,0.05,0.5,CDR_AGG_PERSON_0295_PERSON_0518
PERSON_0357,PERSON,PERSON_0453,PERSON,CALLED,2026-02-01 11:52:05,0.05,0.74,CDR_AGG_PERSON_0357_PERSON_0453
PERSON_0949,PERSON,PERSON_0969,PERSON,CALLED,2024-01-28 13:57:05,0.05,0.55,CDR_AGG_PERSON_0949_PERSON_0969
