event_id,timestamp,vehicle_id,location_id,event_type,source,confidence
VEVENT_002089,2024-08-12 01:40:31,VEHICLE_00138,LOCATION_0175,ANPR,FIELD_SURVEILLANCE,0.88
VEVENT_002090,2024-08-12 01:44:31,VEHICLE_00481,LOCATION_0175,ANPR,TOLL_PLAZA,0.83
VEVENT_002091,2025-08-31 19:00:23,VEHICLE_00138,LOCATION_0265,ANPR,FIELD_SURVEILLANCE,0.87
VEVENT_002092,2025-08-31 19:06:23,VEHICLE_00481,LOCATION_0265,ANPR,FIELD_SURVEILLANCE,0.93
VEVENT_002093,2025-08-31 19:12:23,VEHICLE_00138,LOCATION_0185,ANPR,FIELD_SURVEILLANCE,0.9
VEVENT_002094,2025-08-31 19:14:23,VEHICLE_00481,LOCATION_0185,ANPR,TOLL_PLAZA,0.8
VEVENT_002095,2025-08-31 19:24:23,VEHICLE_00138,LOCATION_0205,ANPR,FIELD_SURVEILLANCE,0.96
VEVENT_002096,2025-08-31 19:29:23,VEHICLE_00481,LOCATION_0205,ANPR,ANPR_CAMERA,0.9
VEVENT_002097,2025-08-31 19:36:23,VEHICLE_00138,LOCATION_0055,ANPR,ANPR_CAMERA,0.87
VEVENT_002098,2025-08-31 19:39:23,VEHICLE_00481,LOCATION_0055,ANPR,ANPR_CAMERA,0.92
VEVENT_002099,2025-08-31 19:48:23,VEHICLE_00138,LOCATION_0175,ANPR,TOLL_PLAZA,0.81
VEVENT_002100,2025-08-31 19:50:23,VEHICLE_00481,LOCATION_0175,ANPR,TOLL_PLAZA,0.93
VEVENT_002101,2026-01-30 17:35:54,VEHICLE_00138,LOCATION_0265,ANPR,FIELD_SURVEILLANCE,0.85
VEVENT_002102,2026-01-30 17:37:54,VEHICLE_00481,LOCATION_0265,ANPR,TOLL_PLAZA,0.93
VEVENT_002103,2026-01-30 17:47:54,VEHICLE_00138,LOCATION_0185,ANPR,ANPR_CAMERA,0.9
VEVENT_002104,2026-01-30 17:49:54,VEHICLE_00481,LOCATION_0185,ANPR,ANPR_CAMERA,0.86
VEVENT_002105,2026-01-30 17:59:54,VEHICLE_00138,LOCATION_0205,ANPR,TOLL_PLAZA,0.85
VEVENT_002106,2026-01-30 18:03:54,VEHICLE_00481,LOCATION_0205,ANPR,ANPR_CAMERA,0.87
VEVENT_002107,2026-01-30 18:11:54,VEHICLE_00138,LOCATION_0055,ANPR,TOLL_PLAZA,0.94
VEVENT_002108,2026-01-30 18:17:54,VEHICLE_00481,LOCATION_0055,ANPR,ANPR_CAMERA,0.96
VEVENT_002109,2026-01-30 18:23:54,VEHICLE_00138,LOCATION_0175,ANPR,POLICE_CHECKPOINT,0.86
VEVENT_002110,2026-01-30 18:24:54,VEHICLE_00481,LOCATION_0175,ANPR,ANPR_CAMERA,0.86
VEVENT_002111,2025-12-14 19:44:34,VEHICLE_00138,LOCATION_0265,ANPR,ANPR_CAMERA,0.86
VEVENT_002112,2025-12-14 19:48:34,VEHICLE_00481,LOCATION_0265,ANPR,TOLL_PLAZA,0.88
VEVENT_002113,2025-12-14 19:56:34,VEHICLE_00138,LOCATION_0185,ANPR,ANPR_CAMERA,0.91
VEVENT_002114,2025-12-14 20:02:34,VEHICLE_00481,LOCATION_0185,ANPR,FIELD_SURVEILLANCE,0.89
VEVENT_002115,2025-12-14 20:08:34,VEHICLE_00138,LOCATION_0205,ANPR,FIELD_SURVEILLANCE,0.9
VEVENT_002116,2025-12-14 20:12:34,VEHICLE_00481,LOCATION_0205,ANPR,TOLL_PLAZA,0.89
VEVENT_002117,2025-12-14 20:20:34,VEHICLE_00138,LOCATION_0055,ANPR,TOLL_PLAZA,0.89
VEVENT_002118,2025-12-14 20:24:34,VEHICLE_00481,LOCATION_0055,ANPR,TOLL_PLAZA,0.93
VEVENT_002119,2025-12-14 20:32:34,VEHICLE_00138,LOCATION_0175,ANPR,TOLL_PLAZA,0.95
VEVENT_002120,2025-12-14 20:38:34,VEHICLE_00481,LOCATION_0175,ANPR,POLICE_CHECKPOINT,0.89
VEVENT_002121,2026-05-19 16:20:29,VEHICLE_00497,LOCATION_0049,ANPR,TOLL_PLAZA,0.92
VEVENT_002122,2026-05-19 16:24:29,VEHICLE_00604,LOCATION_0049,ANPR,ANPR_CAMERA,0.89
VEVENT_002123,2026-05-19 16:32:29,VEHICLE_00497,LOCATION_0179,ANPR,ANPR_CAMERA,0.97
VEVENT_002124,2026-05-19 16:33:29,VEHICLE_00604,LOCATION_0179,ANPR,TOLL_PLAZA,0.94
VEVENT_002125,2026-05-19 16:44:29,VEHICLE_00497,LOCATION_0189,ANPR,FIELD_SURVEILLANCE,0.87
VEVENT_002126,2026-05-19 16:48:29,VEHICLE_00604,LOCATION_0189,ANPR,POLICE_CHECKPOINT,0.83
VEVENT_002127,2026-05-19 16:56:29,VEHICLE_00497,LOCATION_0299,ANPR,TOLL_PLAZA,0.89
VEVENT_002128,2026-05-19 17:02:29,VEHICLE_00604,LOCATION_0299,ANPR,FIELD_SURVEILLANCE,0.9
VEVENT_002129,2026-05-19 17:08:29,VEHICLE_00497,LOCATION_0229,ANPR,FIELD_SURVEILLANCE,0.83
VEVENT_002130,2026-05-19 17:10:29,VEHICLE_00604,LOCATION_0229,ANPR,TOLL_PLAZA,0.84
VEVENT_002131,2025-05-07 02:05:31,VEHICLE_00497,LOCATION_0049,ANPR,POLICE_CHECKPOINT,0.83
VEVENT_002132,2025-05-07 02:07:31,VEHICLE_00604,LOCATION_0049,ANPR,FIELD_SURVEILLANCE,0.81
VEVENT_002133,2025-05-07 02:17:31,VEHICLE_00497,LOCATION_0179,ANPR,POLICE_CHECKPOINT,0.93
VEVENT_002134,2025-05-07 02:20:31,VEHICLE_00604,LOCATION_0179,ANPR,ANPR_CAMERA,0.83
VEVENT_002135,2025-05-07 02:29:31,VEHICLE_00497,LOCATION_0189,ANPR,ANPR_CAMERA,0.93
VEVENT_002136,2025-05-07 02:31:31,VEHICLE_00604,LOCATION_0189,ANPR,FIELD_SURVEILLANCE,0.81
VEVENT_002137,2025-05-07 02:41:31,VEHICLE_00497,LOCATION_0299,ANPR,TOLL_PLAZA,0.92
VEVENT_002138,2025-05-07 02:47:31,VEHICLE_00604,LOCATION_0299,ANPR,TOLL_PLAZA,0.87
VEVENT_002139,2025-05-07 02:53:31,VEHICLE_00497,LOCATION_0229,ANPR,ANPR_CAMERA,0.89
VEVENT_002140,2025-05-07 02:55:31,VEHICLE_00604,LOCATION_0229,ANPR,POLICE_CHECKPOINT,0.89
VEVENT_002141,2025-10-25 08:32:56,VEHICLE_00497,LOCATION_0049,ANPR,FIELD_SURVEILLANCE,0.81
VEVENT_002142,2025-10-25 08:38:56,VEHICLE_00604,LOCATION_0049,ANPR,FIELD_SURVEILLANCE,0.83
VEVENT_002143,2025-10-25 08:44:56,VEHICLE_00497,LOCATION_0179,ANPR,POLICE_CHECKPOINT,0.9
VEVENT_002144,2025-10-25 08:46:56,VEHICLE_00604,LOCATION_0179,ANPR,TOLL_PLAZA,0.96
VEVENT_002145,2025-10-25 08:56:56,VEHICLE_00497,LOCATION_0189,ANPR,TOLL_PLAZA,0.88
VEVENT_002146,2025-10-25 08:58:56,VEHICLE_00604,LOCATION_0189,ANPR,ANPR_CAMERA,0.84
VEVENT_002147,2025-10-25 09:08:56,VEHICLE_00497,LOCATION_0299,ANPR,FIELD_SURVEILLANCE,0.9
VEVENT_002148,2025-10-25 09:14:56,VEHICLE_00604,LOCATION_0299,ANPR,TOLL_PLAZA,0.91
VEVENT_002149,2025-10-25 09:20:56,VEHICLE_00497,LOCATION_0229,ANPR,POLICE_CHECKPOINT,0.83
VEVENT_002150,2025-10-25 09:26:56,VEHICLE_00604,LOCATION_0229,ANPR,TOLL_PLAZA,0.92
VEVENT_002151,2026-03-02 19:12:36,VEHICLE_00497,LOCATION_0049,ANPR,TOLL_PLAZA,0.89
VEVENT_002152,2026-03-02 19:14:36,VEHICLE_00604,LOCATION_0049,ANPR,ANPR_CAMERA,0.91
VEVENT_002153,2026-03-02 19:24:36,VEHICLE_00497,LOCATION_0179,ANPR,POLICE_CHECKPOINT,0.87
VEVENT_002154,2026-03-02 19:26:36,VEHICLE_00604,LOCATION_0179,ANPR,POLICE_CHECKPOINT,0.92
VEVENT_002155,2026-03-02 19:36:36,VEHICLE_00497,LOCATION_0189,ANPR,POLICE_CHECKPOINT,0.96
VEVENT_002156,2026-03-02 19:38:36,VEHICLE_00604,LOCATION_0189,ANPR,ANPR_CAMERA,0.86
VEVENT_002157,2026-03-02 19:48:36,VEHICLE_00497,LOCATION_0299,ANPR,TOLL_PLAZA,0.92
VEVENT_002158,2026-03-02 19:49:36,VEHICLE_00604,LOCATION_0299,ANPR,POLICE_CHECKPOINT,0.94
VEVENT_002159,2026-03-02 20:00:36,VEHICLE_00497,LOCATION_0229,ANPR,FIELD_SURVEILLANCE,0.81
VEVENT_002160,2026-03-02 20:04:36,VEHICLE_00604,LOCATION_0229,ANPR,ANPR_CAMERA,0.91
VEVENT_002161,2025-08-19 10:26:08,VEHICLE_00497,LOCATION_0049,ANPR,FIELD_SURVEILLANCE,0.88
VEVENT_002162,2025-08-19 10:32:08,VEHICLE_00604,LOCATION_0049,ANPR,ANPR_CAMERA,0.94
VEVENT_002163,2025-08-19 10:38:08,VEHICLE_00497,LOCATION_0179,ANPR,TOLL_PLAZA,0.82
VEVENT_002164,2025-08-19 10:44:08,VEHICLE_00604,LOCATION_0179,ANPR,FIELD_SURVEILLANCE,0.81
VEVENT_002165,2025-08-19 10:50:08,VEHICLE_00497,LOCATION_0189,ANPR,FIELD_SURVEILLANCE,0.81
VEVENT_002166,2025-08-19 10:53:08,VEHICLE_00604,LOCATION_0189,ANPR,ANPR_CAMERA,0.8
VEVENT_002167,2025-08-19 11:02:08,VEHICLE_00497,LOCATION_0299,ANPR,TOLL_PLAZA,0.89
VEVENT_002168,2025-08-19 11:08:08,VEHICLE_00604,LOCATION_0299,ANPR,POLICE_CHECKPOINT,0.86
VEVENT_002169,2025-08-19 11:14:08,VEHICLE_00497,LOCATION_0229,ANPR,ANPR_CAMERA,0.92
VEVENT_002170,2025-08-19 11:16:08,VEHICLE_00604,LOCATION_0229,ANPR,ANPR_CAMERA,0.96
VEVENT_002171,2024-09-16 07:03:54,VEHICLE_00272,LOCATION_0278,ANPR,POLICE_CHECKPOINT,0.8
VEVENT_002172,2024-09-16 07:09:54,VEHICLE_00324,LOCATION_0278,ANPR,FIELD_SURVEILLANCE,0.83
VEVENT_002173,2024-09-16 07:15:54,VEHICLE_00272,LOCATION_0288,ANPR,FIELD_SURVEILLANCE,0.94
VEVENT_002174,2024-09-16 07:16:54,VEHICLE_00324,LOCATION_0288,ANPR,POLICE_CHECKPOINT,0.86
VEVENT_002175,2024-09-16 07:27:54,VEHICLE_00272,LOCATION_0108,ANPR,FIELD_SURVEILLANCE,0.89
VEVENT_002176,2024-09-16 07:32:54,VEHICLE_00324,LOCATION_0108,ANPR,ANPR_CAMERA,0.89
VEVENT_002177,2024-09-16 07:39:54,VEHICLE_00272,LOCATION_0028,ANPR,TOLL_PLAZA,0.85
VEVENT_002178,2024-09-16 07:41:54,VEHICLE_00324,LOCATION_0028,ANPR,FIELD_SURVEILLANCE,0.84
VEVENT_002179,2024-09-16 07:51:54,VEHICLE_00272,LOCATION_0068,ANPR,TOLL_PLAZA,0.82
VEVENT_002180,2024-09-16 07:54:54,VEHICLE_00324,LOCATION_0068,ANPR,POLICE_CHECKPOINT,0.94
VEVENT_002181,2025-10-12 10:58:30,VEHICLE_00272,LOCATION_0278,ANPR,ANPR_CAMERA,0.96
VEVENT_002182,2025-10-12 10:59:30,VEHICLE_00324,LOCATION_0278,ANPR,FIELD_SURVEILLANCE,0.9
VEVENT_002183,2025-10-12 11:10:30,VEHICLE_00272,LOCATION_0288,ANPR,FIELD_SURVEILLANCE,0.86
VEVENT_002184,2025-10-12 11:11:30,VEHICLE_00324,LOCATION_0288,ANPR,FIELD_SURVEILLANCE,0.83
VEVENT_002185,2025-10-12 11:22:30,VEHICLE_00272,LOCATION_0108,ANPR,POLICE_CHECKPOINT,0.93
VEVENT_002186,2025-10-12 11:24:30,VEHICLE_00324,LOCATION_0108,ANPR,TOLL_PLAZA,0.83
VEVENT_002187,2025-10-12 11:34:30,VEHICLE_00272,LOCATION_0028,ANPR,TOLL_PLAZA,0.81
VEVENT_002188,2025-10-12 11:39:30,VEHICLE_00324,LOCATION_0028,ANPR,POLICE_CHECKPOINT,0.84
VEVENT_002189,2025-10-12 11:46:30,VEHICLE_00272,LOCATION_0068,ANPR,ANPR_CAMERA,0.86
VEVENT_002190,2025-10-12 11:52:30,VEHICLE_00324,LOCATION_0068,ANPR,TOLL_PLAZA,0.92
VEVENT_002191,2024-02-24 07:45:29,VEHICLE_00272,LOCATION_0278,ANPR,FIELD_SURVEILLANCE,0.92
VEVENT_002192,2024-02-24 07:46:29,VEHICLE_00324,LOCATION_0278,ANPR,ANPR_CAMERA,0.93
VEVENT_002193,2024-02-24 07:57:29,VEHICLE_00272,LOCATION_0288,ANPR,POLICE_CHECKPOINT,0.88
VEVENT_002194,2024-02-24 08:01:29,VEHICLE_00324,LOCATION_0288,ANPR,ANPR_CAMERA,0.96
VEVENT_002195,2024-02-24 08:09:29,VEHICLE_00272,LOCATION_0108,ANPR,TOLL_PLAZA,0.85
VEVENT_002196,2024-02-24 08:10:29,VEHICLE_00324,LOCATION_0108,ANPR,ANPR_CAMERA,0.95
VEVENT_002197,2024-02-24 08:21:29,VEHICLE_00272,LOCATION_0028,ANPR,ANPR_CAMERA,0.83
VEVENT_002198,2024-02-24 08:25:29,VEHICLE_00324,LOCATION_0028,ANPR,ANPR_CAMERA,0.88
VEVENT_002199,2024-02-24 08:33:29,VEHICLE_00272,LOCATION_0068,ANPR,FIELD_SURVEILLANCE,0.91
VEVENT_002200,2024-02-24 08:36:29,VEHICLE_00324,LOCATION_0068,ANPR,TOLL_PLAZA,0.91
VEVENT_002201,2025-04-19 14:24:52,VEHICLE_00272,LOCATION_0278,ANPR,TOLL_PLAZA,0.81
VEVENT_002202,2025-04-19 14:29:52,VEHICLE_00324,LOCATION_0278,ANPR,TOLL_PLAZA,0.9
VEVENT_002203,2025-04-19 14:36:52,VEHICLE_00272,LOCATION_0288,ANPR,ANPR_CAMERA,0.86
VEVENT_002204,2025-04-19 14:37:52,VEHICLE_00324,LOCATION_0288,ANPR,ANPR_CAMERA,0.89
VEVENT_002205,2025-04-19 14:48:52,VEHICLE_00272,LOCATION_0108,ANPR,FIELD_SURVEILLANCE,0.91
VEVENT_002206,2025-04-19 14:49:52,VEHICLE_00324,LOCATION_0108,ANPR,ANPR_CAMERA,0.9
VEVENT_002207,2025-04-19 15:00:52,VEHICLE_00272,LOCATION_0028,ANPR,ANPR_CAMERA,0.92
VEVENT_002208,2025-04-19 15:01:52,VEHICLE_00324,LOCATION_0028,ANPR,POLICE_CHECKPOINT,0.94
VEVENT_002209,2025-04-19 15:12:52,VEHICLE_00272,LOCATION_0068,ANPR,TOLL_PLAZA,0.93
VEVENT_002210,2025-04-19 15:13:52,VEHICLE_00324,LOCATION_0068,ANPR,POLICE_CHECKPOINT,0.94
VEVENT_002211,2026-01-25 19:43:01,VEHICLE_00272,LOCATION_0278,ANPR,TOLL_PLAZA,0.86
VEVENT_002212,2026-01-25 19:45:01,VEHICLE_00324,LOCATION_0278,ANPR,ANPR_CAMERA,0.97
VEVENT_002213,2026-01-25 19:55:01,VEHICLE_00272,LOCATION_0288,ANPR,ANPR_CAMERA,0.88
VEVENT_002214,2026-01-25 20:01:01,VEHICLE_00324,LOCATION_0288,ANPR,POLICE_CHECKPOINT,0.81
VEVENT_002215,2026-01-25 20:07:01,VEHICLE_00272,LOCATION_0108,ANPR,FIELD_SURVEILLANCE,0.97
VEVENT_002216,2026-01-25 20:13:01,VEHICLE_00324,LOCATION_0108,ANPR,POLICE_CHECKPOINT,0.87
VEVENT_002217,2026-01-25 20:19:01,VEHICLE_00272,LOCATION_0028,ANPR,FIELD_SURVEILLANCE,0.82
VEVENT_002218,2026-01-25 20:22:01,VEHICLE_00324,LOCATION_0028,ANPR,ANPR_CAMERA,0.97
VEVENT_002219,2026-01-25 20:31:01,VEHICLE_00272,LOCATION_0068,ANPR,FIELD_SURVEILLANCE,0.96
VEVENT_002220,2026-01-25 20:36:01,VEHICLE_00324,LOCATION_0068,ANPR,ANPR_CAMERA,0.88
VEVENT_002221,2024-09-20 07:30:34,VEHICLE_00272,LOCATION_0278,ANPR,ANPR_CAMERA,0.94
VEVENT_002222,2024-09-20 07:32:34,VEHICLE_00324,LOCATION_0278,ANPR,ANPR_CAMERA,0.9
VEVENT_002223,2024-09-20 07:42:34,VEHICLE_00272,LOCATION_0288,ANPR,POLICE_CHECKPOINT,0.85
VEVENT_002224,2024-09-20 07:47:34,VEHICLE_00324,LOCATION_0288,ANPR,POLICE_CHECKPOINT,0.95
VEVENT_002225,2024-09-20 07:54:34,VEHICLE_00272,LOCATION_0108,ANPR,TOLL_PLAZA,0.97
VEVENT_002226,2024-09-20 07:55:34,VEHICLE_00324,LOCATION_0108,ANPR,FIELD_SURVEILLANCE,0.95
VEVENT_002227,2024-09-20 08:06:34,VEHICLE_00272,LOCATION_0028,ANPR,TOLL_PLAZA,0.81
VEVENT_002228,2024-09-20 08:12:34,VEHICLE_00324,LOCATION_0028,ANPR,TOLL_PLAZA,0.94
VEVENT_002229,2024-09-20 08:18:34,VEHICLE_00272,LOCATION_0068,ANPR,ANPR_CAMERA,0.83
VEVENT_002230,2024-09-20 08:22:34,VEHICLE_00324,LOCATION_0068,ANPR,FIELD_SURVEILLANCE,0.96
VEVENT_002231,2024-05-13 19:56:11,VEHICLE_00272,LOCATION_0278,ANPR,TOLL_PLAZA,0.84
VEVENT_002232,2024-05-13 19:57:11,VEHICLE_00324,LOCATION_0278,ANPR,FIELD_SURVEILLANCE,0.82
VEVENT_002233,2024-05-13 20:08:11,VEHICLE_00272,LOCATION_0288,ANPR,ANPR_CAMERA,0.82
VEVENT_002234,2024-05-13 20:09:11,VEHICLE_00324,LOCATION_0288,ANPR,POLICE_CHECKPOINT,0.83
VEVENT_002235,2024-05-13 20:20:11,VEHICLE_00272,LOCATION_0108,ANPR,POLICE_CHECKPOINT,0.9
VEVENT_002236,2024-05-13 20:23:11,VEHICLE_00324,LOCATION_0108,ANPR,FIELD_SURVEILLANCE,0.97
VEVENT_002237,2024-05-13 20:32:11,VEHICLE_00272,LOCATION_0028,ANPR,POLICE_CHECKPOINT,0.94
VEVENT_002238,2024-05-13 20:33:11,VEHICLE_00324,LOCATION_0028,ANPR,ANPR_CAMERA,0.81
VEVENT_002239,2024-05-13 20:44:11,VEHICLE_00272,LOCATION_0068,ANPR,TOLL_PLAZA,0.97
VEVENT_002240,2024-05-13 20:47:11,VEHICLE_00324,LOCATION_0068,ANPR,TOLL_PLAZA,0.93
VEVENT_002241,2025-03-18 02:45:05,VEHICLE_00733,LOCATION_0265,ANPR,FIELD_SURVEILLANCE,0.86
VEVENT_002242,2025-03-18 02:48:05,VEHICLE_00275,LOCATION_0265,ANPR,TOLL_PLAZA,0.92
VEVENT_002243,2025-03-18 02:57:05,VEHICLE_00733,LOCATION_0185,ANPR,FIELD_SURVEILLANCE,0.9
VEVENT_002244,2025-03-18 03:01:05,VEHICLE_00275,LOCATION_0185,ANPR,FIELD_SURVEILLANCE,0.81
VEVENT_002245,2025-03-18 03:09:05,VEHICLE_00733,LOCATION_0205,ANPR,TOLL_PLAZA,0.85
VEVENT_002246,2025-03-18 03:11:05,VEHICLE_00275,LOCATION_0205,ANPR,POLICE_CHECKPOINT,0.96
VEVENT_002247,2025-03-18 03:21:05,VEHICLE_00733,LOCATION_0055,ANPR,ANPR_CAMERA,0.92
VEVENT_002248,2025-03-18 03:26:05,VEHICLE_00275,LOCATION_0055,ANPR,ANPR_CAMERA,0.87
VEVENT_002249,2025-03-18 03:33:05,VEHICLE_00733,LOCATION_0175,ANPR,ANPR_CAMERA,0.93
VEVENT_002250,2025-03-18 03:34:05,VEHICLE_00275,LOCATION_0175,ANPR,TOLL_PLAZA,0.83
VEVENT_002251,2025-02-22 04:01:57,VEHICLE_00733,LOCATION_0265,ANPR,POLICE_CHECKPOINT,0.86
VEVENT_002252,2025-02-22 04:04:57,VEHICLE_00275,LOCATION_0265,ANPR,ANPR_CAMERA,0.8
VEVENT_002253,2025-02-22 04:13:57,VEHICLE_00733,LOCATION_0185,ANPR,TOLL_PLAZA,0.94
VEVENT_002254,2025-02-22 04:16:57,VEHICLE_00275,LOCATION_0185,ANPR,POLICE_CHECKPOINT,0.92
VEVENT_002255,2025-02-22 04:25:57,VEHICLE_00733,LOCATION_0205,ANPR,FIELD_SURVEILLANCE,0.85
VEVENT_002256,2025-02-22 04:26:57,VEHICLE_00275,LOCATION_0205,ANPR,TOLL_PLAZA,0.89
VEVENT_002257,2025-02-22 04:37:57,VEHICLE_00733,LOCATION_0055,ANPR,ANPR_CAMERA,0.93
VEVENT_002258,2025-02-22 04:43:57,VEHICLE_00275,LOCATION_0055,ANPR,ANPR_CAMERA,0.82
VEVENT_002259,2025-02-22 04:49:57,VEHICLE_00733,LOCATION_0175,ANPR,FIELD_SURVEILLANCE,0.92
VEVENT_002260,2025-02-22 04:52:57,VEHICLE_00275,LOCATION_0175,ANPR,FIELD_SURVEILLANCE,0.91
VEVENT_002261,2025-12-31 20:50:10,VEHICLE_00733,LOCATION_0265,ANPR,TOLL_PLAZA,0.82
VEVENT_002262,2025-12-31 20:55:10,VEHICLE_00275,LOCATION_0265,ANPR,FIELD_SURVEILLANCE,0.97
VEVENT_002263,2025-12-31 21:02:10,VEHICLE_00733,LOCATION_0185,ANPR,POLICE_CHECKPOINT,0.85
VEVENT_002264,2025-12-31 21:04:10,VEHICLE_00275,LOCATION_0185,ANPR,TOLL_PLAZA,0.91
VEVENT_002265,2025-12-31 21:14:10,VEHICLE_00733,LOCATION_0205,ANPR,ANPR_CAMERA,0.86
VEVENT_002266,2025-12-31 21:17:10,VEHICLE_00275,LOCATION_0205,ANPR,ANPR_CAMERA,0.85
VEVENT_002267,2025-12-31 21:26:10,VEHICLE_00733,LOCATION_0055,ANPR,TOLL_PLAZA,0.87
VEVENT_002268,2025-12-31 21:27:10,VEHICLE_00275,LOCATION_0055,ANPR,FIELD_SURVEILLANCE,0.86
VEVENT_002269,2025-12-31 21:38:10,VEHICLE_00733,LOCATION_0175,ANPR,ANPR_CAMERA,0.87
VEVENT_002270,2025-12-31 21:39:10,VEHICLE_00275,LOCATION_0175,ANPR,TOLL_PLAZA,0.88
VEVENT_002271,2024-11-18 02:28:25,VEHICLE_00733,LOCATION_0265,ANPR,FIELD_SURVEILLANCE,0.89
VEVENT_002272,2024-11-18 02:34:25,VEHICLE_00275,LOCATION_0265,ANPR,FIELD_SURVEILLANCE,0.95
VEVENT_002273,2024-11-18 02:40:25,VEHICLE_00733,LOCATION_0185,ANPR,FIELD_SURVEILLANCE,0.85
VEVENT_002274,2024-11-18 02:41:25,VEHICLE_00275,LOCATION_0185,ANPR,POLICE_CHECKPOINT,0.82
VEVENT_002275,2024-11-18 02:52:25,VEHICLE_00733,LOCATION_0205,ANPR,FIELD_SURVEILLANCE,0.86
VEVENT_002276,2024-11-18 02:56:25,VEHICLE_00275,LOCATION_0205,ANPR,TOLL_PLAZA,0.95
VEVENT_002277,2024-11-18 03:04:25,VEHICLE_00733,LOCATION_0055,ANPR,ANPR_CAMERA,0.88
VEVENT_002278,2024-11-18 03:07:25,VEHICLE_00275,LOCATION_0055,ANPR,ANPR_CAMERA,0.89
VEVENT_002279,2024-11-18 03:16:25,VEHICLE_00733,LOCATION_0175,ANPR,ANPR_CAMERA,0.91
VEVENT_002280,2024-11-18 03:22:25,VEHICLE_00275,LOCATION_0175,ANPR,TOLL_PLAZA,0.9
VEVENT_002281,2025-07-31 11:15:20,VEHICLE_00733,LOCATION_0265,ANPR,FIELD_SURVEILLANCE,0.8
VEVENT_002282,2025-07-31 11:18:20,VEHICLE_00275,LOCATION_0265,ANPR,ANPR_CAMERA,0.92
VEVENT_002283,2025-07-31 11:27:20,VEHICLE_00733,LOCATION_0185,ANPR,FIELD_SURVEILLANCE,0.91
VEVENT_002284,2025-07-31 11:30:20,VEHICLE_00275,LOCATION_0185,ANPR,POLICE_CHECKPOINT,0.8
VEVENT_002285,2025-07-31 11:39:20,VEHICLE_00733,LOCATION_0205,ANPR,TOLL_PLAZA,0.88
VEVENT_002286,2025-07-31 11:40:20,VEHICLE_00275,LOCATION_0205,ANPR,ANPR_CAMERA,0.94
VEVENT_002287,2025-07-31 11:51:20,VEHICLE_00733,LOCATION_0055,ANPR,TOLL_PLAZA,0.95
VEVENT_002288,2025-07-31 11:52:20,VEHICLE_00275,LOCATION_0055,ANPR,ANPR_CAMERA,0.87
VEVENT_002289,2025-07-31 12:03:20,VEHICLE_00733,LOCATION_0175,ANPR,FIELD_SURVEILLANCE,0.84
VEVENT_002290,2025-07-31 12:06:20,VEHICLE_00275,LOCATION_0175,ANPR,FIELD_SURVEILLANCE,0.83
VEVENT_002291,2024-09-19 09:09:07,VEHICLE_00521,LOCATION_0265,ANPR,POLICE_CHECKPOINT,0.81
VEVENT_002292,2024-09-19 09:13:07,VEHICLE_00622,LOCATION_0265,ANPR,POLICE_CHECKPOINT,0.89
VEVENT_002293,2024-09-19 09:21:07,VEHICLE_00521,LOCATION_0185,ANPR,FIELD_SURVEILLANCE,0.97
VEVENT_002294,2024-09-19 09:25:07,VEHICLE_00622,LOCATION_0185,ANPR,POLICE_CHECKPOINT,0.97
VEVENT_002295,2024-09-19 09:33:07,VEHICLE_00521,LOCATION_0205,ANPR,POLICE_CHECKPOINT,0.85
VEVENT_002296,2024-09-19 09:36:07,VEHICLE_00622,LOCATION_0205,ANPR,FIELD_SURVEILLANCE,0.89
VEVENT_002297,2024-09-19 09:45:07,VEHICLE_00521,LOCATION_0055,ANPR,TOLL_PLAZA,0.87
VEVENT_002298,2024-09-19 09:51:07,VEHICLE_00622,LOCATION_0055,ANPR,ANPR_CAMERA,0.91
VEVENT_002299,2024-09-19 09:57:07,VEHICLE_00521,LOCATION_0175,ANPR,ANPR_CAMERA,0.84
VEVENT_002300,2024-09-19 10:03:07,VEHICLE_00622,LOCATION_0175,ANPR,TOLL_PLAZA,0.94
VEVENT_002301,2024-11-26 13:40:13,VEHICLE_00521,LOCATION_0265,ANPR,POLICE_CHECKPOINT,0.88
VEVENT_002302,2024-11-26 13:42:13,VEHICLE_00622,LOCATION_0265,ANPR,ANPR_CAMERA,0.87
VEVENT_002303,2024-11-26 13:52:13,VEHICLE_00521,LOCATION_0185,ANPR,ANPR_CAMERA,0.84
VEVENT_002304,2024-11-26 13:55:13,VEHICLE_00622,LOCATION_0185,ANPR,FIELD_SURVEILLANCE,0.83
VEVENT_002305,2024-11-26 14:04:13,VEHICLE_00521,LOCATION_0205,ANPR,FIELD_SURVEILLANCE,0.94
VEVENT_002306,2024-11-26 14:05:13,VEHICLE_00622,LOCATION_0205,ANPR,ANPR_CAMERA,0.96
VEVENT_002307,2024-11-26 14:16:13,VEHICLE_00521,LOCATION_0055,ANPR,ANPR_CAMERA,0.86
VEVENT_002308,2024-11-26 14:19:13,VEHICLE_00622,LOCATION_0055,ANPR,ANPR_CAMERA,0.89
VEVENT_002309,2024-11-26 14:28:13,VEHICLE_00521,LOCATION_0175,ANPR,FIELD_SURVEILLANCE,0.95
VEVENT_002310,2024-11-26 14:29:13,VEHICLE_00622,LOCATION_0175,ANPR,POLICE_CHECKPOINT,0.9
VEVENT_002311,2024-01-17 18:23:53,VEHICLE_00521,LOCATION_0265,ANPR,FIELD_SURVEILLANCE,0.83
