transaction_id,timestamp,sender_account_id,receiver_account_id,amount,transaction_type,channel,location_id,reference,case_id,confidence
TXN_005439,2024-03-21 02:22:14,ACCOUNT_00198,ACCOUNT_00869,799.72,NEFT,atm,LOCATION_0253,REF0005439,,0.85
TXN_005440,2025-12-17 16:08:38,ACCOUNT_00886,ACCOUNT_00159,353.59,internal transfer,net_banking,LOCATION_0153,REF0005440,,0.91
TXN_005441,2025-08-24 22:18:17,ACCOUNT_00256,ACCOUNT_00163,5066.2,UPI,mobile_app,LOCATION_0132,REF0005441,,0.9
TXN_005442,2024-12-15 04:10:57,ACCOUNT_00778,ACCOUNT_00524,3721.26,UPI,mobile_app,LOCATION_0142,REF0005442,,0.86
TXN_005443,2025-12-15 05:11:31,ACCOUNT_00657,ACCOUNT_00082,3103.55,cash withdrawal,atm,LOCATION_0195,REF0005443,,0.95
TXN_005444,2024-10-14 14:15:30,ACCOUNT_00152,ACCOUNT_00213,3316.24,cash deposit,branch,LOCATION_0238,REF0005444,,0.85
TXN_005445,2024-06-06 15:20:16,ACCOUNT_00172,ACCOUNT_00667,849.56,IMPS,atm,LOCATION_0046,REF0005445,,0.87
TXN_005446,2026-02-16 03:00:56,ACCOUNT_00616,ACCOUNT_00479,5825.01,NEFT,atm,LOCATION_0138,REF0005446,,0.96
TXN_005447,2024-09-30 02:36:44,ACCOUNT_00553,ACCOUNT_00498,1899.92,cash deposit,branch,LOCATION_0091,REF0005447,,0.92
TXN_005448,2025-03-26 10:26:57,ACCOUNT_00187,ACCOUNT_00753,3901.78,UPI,atm,LOCATION_0251,REF0005448,,0.92
TXN_005449,2025-02-19 17:48:21,ACCOUNT_00136,ACCOUNT_00308,28537.25,internal transfer,mobile_app,LOCATION_0223,REF0005449,,0.87
TXN_005450,2024-06-05 05:48:01,ACCOUNT_00792,ACCOUNT_00849,2397.79,NEFT,atm,LOCATION_0046,REF0005450,,0.98
TXN_005451,2025-09-29 05:42:00,ACCOUNT_00802,ACCOUNT_00031,682.58,cash withdrawal,net_banking,LOCATION_0258,REF0005451,,0.9
TXN_005452,2024-01-14 06:51:25,ACCOUNT_00707,ACCOUNT_00441,23874.5,IMPS,mobile_app,LOCATION_0283,REF0005452,,0.93
TXN_005453,2026-04-03 05:06:15,ACCOUNT_00284,ACCOUNT_00362,8319.38,UPI,net_banking,LOCATION_0034,REF0005453,,0.87
TXN_005454,2025-03-08 06:44:53,ACCOUNT_00016,ACCOUNT_00254,687.51,cash deposit,net_banking,LOCATION_0020,REF0005454,,0.91
TXN_005455,2024-05-27 19:07:07,ACCOUNT_00230,ACCOUNT_00616,11859.11,NEFT,net_banking,LOCATION_0219,REF0005455,,0.92
TXN_005456,2024-05-15 18:26:50,ACCOUNT_00816,ACCOUNT_00856,3694.41,cash deposit,atm,LOCATION_0244,REF0005456,,0.86
TXN_005457,2024-06-07 13:52:35,ACCOUNT_00517,ACCOUNT_00600,8472.37,UPI,mobile_app,LOCATION_0224,REF0005457,,0.9
TXN_005458,2024-02-12 07:14:22,ACCOUNT_00201,ACCOUNT_00135,9096.85,internal transfer,net_banking,LOCATION_0102,REF0005458,,0.86
TXN_005459,2026-01-12 18:10:51,ACCOUNT_00136,ACCOUNT_00294,5721.68,cash withdrawal,branch,LOCATION_0263,REF0005459,,0.98
TXN_005460,2025-05-04 18:37:10,ACCOUNT_00270,ACCOUNT_00378,4208.3,cash deposit,atm,LOCATION_0101,REF0005460,,0.86
TXN_005461,2025-07-05 03:09:31,ACCOUNT_00818,ACCOUNT_00242,1522.76,NEFT,branch,LOCATION_0226,REF0005461,,0.86
TXN_005462,2025-03-01 06:30:00,ACCOUNT_00210,ACCOUNT_00258,5136.49,internal transfer,net_banking,LOCATION_0183,REF0005462,,0.91
TXN_005463,2025-04-01 20:07:17,ACCOUNT_00539,ACCOUNT_00726,14689.83,NEFT,mobile_app,LOCATION_0179,REF0005463,,0.85
TXN_005464,2024-07-17 03:50:08,ACCOUNT_00070,ACCOUNT_00763,2424.94,cash withdrawal,atm,LOCATION_0294,REF0005464,,0.92
TXN_005465,2025-12-22 08:59:27,ACCOUNT_00728,ACCOUNT_00035,13614.82,IMPS,branch,LOCATION_0187,REF0005465,,0.9
TXN_005466,2024-12-09 21:58:59,ACCOUNT_00353,ACCOUNT_00631,16066.79,cash withdrawal,net_banking,LOCATION_0108,REF0005466,,0.93
TXN_005467,2025-10-06 10:22:35,ACCOUNT_00494,ACCOUNT_00308,2528.6,cash deposit,net_banking,LOCATION_0189,REF0005467,,0.9
TXN_005468,2025-09-10 19:46:56,ACCOUNT_00738,ACCOUNT_00741,7505.8,internal transfer,net_banking,LOCATION_0203,REF0005468,,0.88
TXN_005469,2024-01-24 21:39:45,ACCOUNT_00304,ACCOUNT_00598,9948.26,internal transfer,mobile_app,LOCATION_0084,REF0005469,,0.88
TXN_005470,2025-12-10 07:31:10,ACCOUNT_00151,ACCOUNT_00761,3527.84,internal transfer,branch,LOCATION_0135,REF0005470,,0.96
TXN_005471,2025-02-18 12:48:42,ACCOUNT_00671,ACCOUNT_00101,1278.43,UPI,mobile_app,LOCATION_0247,REF0005471,,0.89
TXN_005472,2024-02-07 23:26:29,ACCOUNT_00252,ACCOUNT_00271,6726.87,internal transfer,mobile_app,LOCATION_0194,REF0005472,,0.92
TXN_005473,2026-01-12 04:15:51,ACCOUNT_00879,ACCOUNT_00888,3417.72,internal transfer,mobile_app,LOCATION_0200,REF0005473,,0.94
TXN_005474,2025-11-14 00:10:10,ACCOUNT_00336,ACCOUNT_00864,13756.11,NEFT,branch,LOCATION_0171,REF0005474,,0.88
TXN_005475,2025-06-25 16:46:17,ACCOUNT_00090,ACCOUNT_00864,11273.65,cash deposit,net_banking,LOCATION_0214,REF0005475,,0.94
TXN_005476,2025-06-20 04:06:05,ACCOUNT_00295,ACCOUNT_00045,1221.88,internal transfer,net_banking,LOCATION_0110,REF0005476,,0.86
TXN_005477,2024-02-21 13:46:30,ACCOUNT_00538,ACCOUNT_00714,1156.9,NEFT,mobile_app,LOCATION_0279,REF0005477,,0.91
TXN_005478,2024-06-05 03:55:19,ACCOUNT_00474,ACCOUNT_00401,7322.82,internal transfer,branch,LOCATION_0074,REF0005478,,0.9
TXN_005479,2024-12-26 04:36:01,ACCOUNT_00054,ACCOUNT_00295,1310.16,internal transfer,net_banking,LOCATION_0283,REF0005479,,0.89
TXN_005480,2024-02-04 16:11:30,ACCOUNT_00844,ACCOUNT_00019,1885.55,internal transfer,branch,LOCATION_0040,REF0005480,,0.91
TXN_005481,2025-09-17 12:57:02,ACCOUNT_00553,ACCOUNT_00835,5872.44,NEFT,branch,LOCATION_0211,REF0005481,,0.97
TXN_005482,2025-06-14 14:45:44,ACCOUNT_00191,ACCOUNT_00844,4981.21,IMPS,atm,LOCATION_0054,REF0005482,,0.85
TXN_005483,2026-05-31 15:45:25,ACCOUNT_00023,ACCOUNT_00110,1079.63,UPI,atm,LOCATION_0229,REF0005483,,0.91
TXN_005484,2024-02-19 05:57:49,ACCOUNT_00904,ACCOUNT_00171,7933.64,internal transfer,branch,LOCATION_0265,REF0005484,,0.85
TXN_005485,2024-08-23 06:33:31,ACCOUNT_00788,ACCOUNT_00238,2863.07,UPI,branch,LOCATION_0011,REF0005485,,0.88
TXN_005486,2025-04-29 07:13:08,ACCOUNT_00826,ACCOUNT_00008,10192.0,IMPS,branch,LOCATION_0290,REF0005486,,0.87
TXN_005487,2024-09-22 01:15:29,ACCOUNT_00399,ACCOUNT_00374,189.93,IMPS,mobile_app,LOCATION_0139,REF0005487,,0.93
TXN_005488,2024-06-26 05:14:16,ACCOUNT_00390,ACCOUNT_00432,795.34,cash deposit,mobile_app,LOCATION_0107,REF0005488,,0.93
TXN_005489,2024-09-26 16:29:26,ACCOUNT_00212,ACCOUNT_00121,7198.21,cash deposit,branch,LOCATION_0093,REF0005489,,0.94
TXN_005490,2025-11-14 06:36:05,ACCOUNT_00491,ACCOUNT_00664,1880.37,IMPS,branch,LOCATION_0160,REF0005490,,0.88
TXN_005491,2025-07-01 19:27:06,ACCOUNT_00577,ACCOUNT_00680,1939.02,IMPS,mobile_app,LOCATION_0067,REF0005491,,0.86
TXN_005492,2024-11-11 08:26:59,ACCOUNT_00065,ACCOUNT_00855,8393.49,IMPS,net_banking,LOCATION_0244,REF0005492,,0.94
TXN_005493,2025-06-29 05:55:32,ACCOUNT_00132,ACCOUNT_00803,4065.76,IMPS,net_banking,LOCATION_0119,REF0005493,,0.88
TXN_005494,2025-05-16 06:09:05,ACCOUNT_00404,ACCOUNT_00156,451.02,cash deposit,branch,LOCATION_0269,REF0005494,,0.96
TXN_005495,2024-09-08 20:04:05,ACCOUNT_00729,ACCOUNT_00459,1458.85,NEFT,mobile_app,LOCATION_0104,REF0005495,,0.88
TXN_005496,2024-05-18 08:28:36,ACCOUNT_00305,ACCOUNT_00168,2357.85,NEFT,mobile_app,LOCATION_0210,REF0005496,,0.86
TXN_005497,2024-05-06 17:30:29,ACCOUNT_00685,ACCOUNT_00137,5041.64,cash withdrawal,branch,LOCATION_0047,REF0005497,,0.97
TXN_005498,2026-01-02 05:34:29,ACCOUNT_00163,ACCOUNT_00170,1297.94,IMPS,branch,LOCATION_0100,REF0005498,,0.87
TXN_005499,2025-02-03 13:35:23,ACCOUNT_00132,ACCOUNT_00480,2422.91,internal transfer,atm,LOCATION_0059,REF0005499,,0.97
TXN_005500,2025-11-24 13:56:35,ACCOUNT_00609,ACCOUNT_00492,1836.42,IMPS,net_banking,LOCATION_0226,REF0005500,,0.95
TXN_005501,2025-07-18 12:53:53,ACCOUNT_00908,ACCOUNT_00070,3538.29,cash deposit,branch,LOCATION_0110,REF0005501,,0.91
TXN_005502,2024-08-11 02:26:58,ACCOUNT_00609,ACCOUNT_00344,2079.71,cash deposit,mobile_app,LOCATION_0106,REF0005502,,0.87
TXN_005503,2024-08-24 13:34:14,ACCOUNT_00007,ACCOUNT_00880,6214.65,NEFT,mobile_app,LOCATION_0147,REF0005503,,0.94
TXN_005504,2024-02-22 16:28:11,ACCOUNT_00419,ACCOUNT_00911,8249.25,internal transfer,net_banking,LOCATION_0057,REF0005504,,0.89
TXN_005505,2025-03-15 09:22:33,ACCOUNT_00776,ACCOUNT_00479,927.33,cash deposit,mobile_app,LOCATION_0147,REF0005505,,0.96
TXN_005506,2025-02-19 22:54:01,ACCOUNT_00059,ACCOUNT_00241,4974.93,UPI,atm,LOCATION_0059,REF0005506,,0.93
TXN_005507,2025-07-20 04:47:44,ACCOUNT_00491,ACCOUNT_00870,5225.99,internal transfer,mobile_app,LOCATION_0220,REF0005507,,0.88
TXN_005508,2025-05-22 05:04:33,ACCOUNT_00187,ACCOUNT_00062,5434.3,internal transfer,atm,LOCATION_0191,REF0005508,,0.96
TXN_005509,2026-03-05 07:32:37,ACCOUNT_00244,ACCOUNT_00137,2454.32,internal transfer,branch,LOCATION_0187,REF0005509,,0.88
TXN_005510,2025-03-28 07:33:31,ACCOUNT_00792,ACCOUNT_00043,1662.96,internal transfer,atm,LOCATION_0126,REF0005510,,0.94
TXN_005511,2025-12-17 23:24:04,ACCOUNT_00666,ACCOUNT_00207,951.03,internal transfer,atm,LOCATION_0222,REF0005511,,0.96
TXN_005512,2025-08-03 18:24:09,ACCOUNT_00206,ACCOUNT_00850,7132.87,internal transfer,mobile_app,LOCATION_0091,REF0005512,,0.88
TXN_005513,2024-09-28 14:10:23,ACCOUNT_00347,ACCOUNT_00883,1295.42,UPI,branch,LOCATION_0291,REF0005513,,0.86
TXN_005514,2025-09-14 15:11:11,ACCOUNT_00673,ACCOUNT_00300,11093.97,IMPS,net_banking,LOCATION_0270,REF0005514,,0.86
TXN_005515,2025-08-05 09:02:30,ACCOUNT_00629,ACCOUNT_00431,1397.64,cash deposit,net_banking,LOCATION_0164,REF0005515,,0.92
TXN_005516,2025-05-20 08:27:50,ACCOUNT_00014,ACCOUNT_00881,5062.38,internal transfer,atm,LOCATION_0159,REF0005516,,0.89
TXN_005517,2026-04-05 19:53:50,ACCOUNT_00585,ACCOUNT_00298,11783.01,cash withdrawal,atm,LOCATION_0181,REF0005517,,0.95
TXN_005518,2024-08-28 07:02:02,ACCOUNT_00244,ACCOUNT_00633,1548.61,UPI,mobile_app,LOCATION_0267,REF0005518,,0.89
TXN_005519,2025-10-23 02:43:25,ACCOUNT_00119,ACCOUNT_00874,1951.09,internal transfer,branch,LOCATION_0208,REF0005519,,0.98
TXN_005520,2026-02-04 13:56:41,ACCOUNT_00213,ACCOUNT_00090,44790.61,UPI,atm,LOCATION_0173,REF0005520,,0.96
TXN_005521,2026-05-21 19:20:16,ACCOUNT_00271,ACCOUNT_00268,288.1,UPI,mobile_app,LOCATION_0093,REF0005521,,0.88
TXN_005522,2024-10-23 05:12:36,ACCOUNT_00836,ACCOUNT_00316,8434.33,cash deposit,atm,LOCATION_0209,REF0005522,,0.87
TXN_005523,2025-03-27 06:40:12,ACCOUNT_00261,ACCOUNT_00130,2312.54,UPI,mobile_app,LOCATION_0238,REF0005523,,0.96
TXN_005524,2024-10-24 02:45:58,ACCOUNT_00523,ACCOUNT_00350,909.03,cash deposit,mobile_app,LOCATION_0036,REF0005524,,0.87
TXN_005525,2024-09-23 08:23:00,ACCOUNT_00098,ACCOUNT_00524,2615.1,cash deposit,branch,LOCATION_0091,REF0005525,,0.85
TXN_005526,2024-07-29 06:11:23,ACCOUNT_00645,ACCOUNT_00893,4614.13,cash deposit,mobile_app,LOCATION_0251,REF0005526,,0.93
TXN_005527,2026-03-31 10:04:16,ACCOUNT_00257,ACCOUNT_00400,854.95,cash withdrawal,mobile_app,LOCATION_0048,REF0005527,,0.96
TXN_005528,2025-03-04 17:26:13,ACCOUNT_00289,ACCOUNT_00076,1411.29,NEFT,mobile_app,LOCATION_0006,REF0005528,,0.98
TXN_005529,2024-12-24 08:08:10,ACCOUNT_00397,ACCOUNT_00857,8240.96,cash deposit,atm,LOCATION_0182,REF0005529,,0.86
TXN_005530,2024-01-16 17:22:47,ACCOUNT_00282,ACCOUNT_00356,334.9,cash withdrawal,net_banking,LOCATION_0282,REF0005530,,0.87
TXN_005531,2024-04-12 07:57:06,ACCOUNT_00484,ACCOUNT_00275,3765.07,NEFT,branch,LOCATION_0162,REF0005531,,0.97
TXN_005532,2026-01-28 09:36:12,ACCOUNT_00875,ACCOUNT_00684,64012.73,cash withdrawal,mobile_app,LOCATION_0157,REF0005532,,0.89
TXN_005533,2026-01-25 04:16:30,ACCOUNT_00818,ACCOUNT_00261,244.47,cash withdrawal,branch,LOCATION_0076,REF0005533,,0.88
TXN_005534,2025-11-29 14:05:33,ACCOUNT_00389,ACCOUNT_00820,4908.07,cash deposit,net_banking,LOCATION_0106,REF0005534,,0.95
TXN_005535,2024-05-02 21:53:13,ACCOUNT_00235,ACCOUNT_00689,11991.33,IMPS,mobile_app,LOCATION_0162,REF0005535,,0.86
TXN_005536,2025-07-17 06:06:22,ACCOUNT_00679,ACCOUNT_00154,5416.78,NEFT,net_banking,LOCATION_0201,REF0005536,,0.93
TXN_005537,2024-11-20 15:11:34,ACCOUNT_00017,ACCOUNT_00772,3034.96,cash deposit,net_banking,LOCATION_0062,REF0005537,,0.87
TXN_005538,2024-04-20 04:42:43,ACCOUNT_00193,ACCOUNT_00191,6928.56,IMPS,net_banking,LOCATION_0232,REF0005538,,0.9
TXN_005539,2026-05-15 10:03:50,ACCOUNT_00244,ACCOUNT_00161,379.29,IMPS,atm,LOCATION_0047,REF0005539,,0.97
TXN_005540,2024-10-09 09:59:46,ACCOUNT_00515,ACCOUNT_00334,11769.56,internal transfer,mobile_app,LOCATION_0062,REF0005540,,0.95
TXN_005541,2026-01-09 16:35:47,ACCOUNT_00461,ACCOUNT_00159,3099.4,cash withdrawal,mobile_app,LOCATION_0251,REF0005541,,0.85
TXN_005542,2024-10-31 06:46:00,ACCOUNT_00502,ACCOUNT_00293,2160.83,IMPS,net_banking,LOCATION_0236,REF0005542,,0.9
TXN_005543,2025-08-03 05:08:21,ACCOUNT_00077,ACCOUNT_00491,5631.38,UPI,branch,LOCATION_0203,REF0005543,,0.96
TXN_005544,2026-01-13 21:11:07,ACCOUNT_00372,ACCOUNT_00790,2323.76,NEFT,branch,LOCATION_0021,REF0005544,,0.89
TXN_005545,2025-06-22 23:52:45,ACCOUNT_00618,ACCOUNT_00177,8033.89,UPI,atm,LOCATION_0004,REF0005545,,0.96
TXN_005546,2025-04-19 18:28:37,ACCOUNT_00295,ACCOUNT_00248,1284.24,cash deposit,net_banking,LOCATION_0270,REF0005546,,0.89
TXN_005547,2024-01-05 12:37:11,ACCOUNT_00579,ACCOUNT_00754,951.1,IMPS,atm,LOCATION_0084,REF0005547,,0.87
TXN_005548,2026-01-22 18:28:27,ACCOUNT_00691,ACCOUNT_00486,1138.13,IMPS,atm,LOCATION_0081,REF0005548,,0.89
TXN_005549,2025-04-10 14:46:47,ACCOUNT_00309,ACCOUNT_00086,9856.89,internal transfer,atm,LOCATION_0144,REF0005549,,0.88
TXN_005550,2025-12-12 18:21:34,ACCOUNT_00835,ACCOUNT_00834,5479.86,cash withdrawal,net_banking,LOCATION_0052,REF0005550,,0.88
TXN_005551,2024-11-22 04:08:24,ACCOUNT_00038,ACCOUNT_00759,480.21,cash withdrawal,branch,LOCATION_0083,REF0005551,,0.98
TXN_005552,2025-10-21 17:34:54,ACCOUNT_00583,ACCOUNT_00669,2872.16,internal transfer,net_banking,LOCATION_0072,REF0005552,,0.93
TXN_005553,2025-12-25 06:17:24,ACCOUNT_00631,ACCOUNT_00083,3012.37,cash withdrawal,branch,LOCATION_0161,REF0005553,,0.89
TXN_005554,2024-08-08 18:39:36,ACCOUNT_00913,ACCOUNT_00896,8597.89,IMPS,net_banking,LOCATION_0145,REF0005554,,0.87
TXN_005555,2024-10-12 04:41:47,ACCOUNT_00187,ACCOUNT_00381,3508.32,IMPS,mobile_app,LOCATION_0071,REF0005555,,0.98
TXN_005556,2024-03-25 17:59:50,ACCOUNT_00812,ACCOUNT_00734,3281.62,IMPS,atm,LOCATION_0024,REF0005556,,0.86
TXN_005557,2025-04-20 17:21:29,ACCOUNT_00260,ACCOUNT_00313,1655.56,IMPS,net_banking,LOCATION_0026,REF0005557,,0.98
TXN_005558,2025-07-17 04:23:35,ACCOUNT_00453,ACCOUNT_00577,1075.32,cash withdrawal,branch,LOCATION_0179,REF0005558,,0.86
TXN_005559,2024-04-13 11:43:39,ACCOUNT_00831,ACCOUNT_00776,11777.8,UPI,net_banking,LOCATION_0066,REF0005559,,0.94
TXN_005560,2024-10-13 19:28:27,ACCOUNT_00265,ACCOUNT_00483,923.02,NEFT,net_banking,LOCATION_0122,REF0005560,,0.92
TXN_005561,2024-06-13 17:03:51,ACCOUNT_00433,ACCOUNT_00617,1709.59,NEFT,mobile_app,LOCATION_0013,REF0005561,,0.94
TXN_005562,2024-01-15 16:40:55,ACCOUNT_00431,ACCOUNT_00809,7388.16,UPI,atm,LOCATION_0012,REF0005562,,0.95
TXN_005563,2024-11-23 13:20:41,ACCOUNT_00843,ACCOUNT_00151,1303.51,cash withdrawal,net_banking,LOCATION_0115,REF0005563,,0.98
TXN_005564,2025-11-29 01:24:33,ACCOUNT_00670,ACCOUNT_00212,3353.13,UPI,atm,LOCATION_0212,REF0005564,,0.86
TXN_005565,2026-03-16 09:28:04,ACCOUNT_00015,ACCOUNT_00036,2714.35,internal transfer,atm,LOCATION_0216,REF0005565,,0.9
TXN_005566,2024-02-26 17:24:29,ACCOUNT_00580,ACCOUNT_00497,8322.86,IMPS,mobile_app,LOCATION_0032,REF0005566,,0.9
TXN_005567,2024-12-03 19:35:28,ACCOUNT_00374,ACCOUNT_00030,4049.94,IMPS,net_banking,LOCATION_0272,REF0005567,,0.88
TXN_005568,2026-05-16 22:23:59,ACCOUNT_00871,ACCOUNT_00698,5178.23,cash withdrawal,branch,LOCATION_0013,REF0005568,,0.86
TXN_005569,2024-11-26 05:57:14,ACCOUNT_00191,ACCOUNT_00544,3022.4,cash deposit,net_banking,LOCATION_0104,REF0005569,,0.9
TXN_005570,2025-07-07 23:42:32,ACCOUNT_00888,ACCOUNT_00641,7785.94,UPI,branch,LOCATION_0190,REF0005570,,0.96
TXN_005571,2024-01-18 18:16:09,ACCOUNT_00514,ACCOUNT_00492,5432.3,IMPS,net_banking,LOCATION_0011,REF0005571,,0.92
TXN_005572,2026-01-05 18:19:54,ACCOUNT_00910,ACCOUNT_00257,3089.34,UPI,net_banking,LOCATION_0012,REF0005572,,0.86
TXN_005573,2024-02-08 22:49:39,ACCOUNT_00278,ACCOUNT_00389,9054.19,IMPS,atm,LOCATION_0256,REF0005573,,0.93
TXN_005574,2024-08-31 10:33:21,ACCOUNT_00632,ACCOUNT_00646,5246.41,UPI,mobile_app,LOCATION_0100,REF0005574,,0.96
TXN_005575,2024-07-21 04:43:01,ACCOUNT_00006,ACCOUNT_00723,2990.53,internal transfer,branch,LOCATION_0258,REF0005575,,0.9
TXN_005576,2026-04-27 06:33:59,ACCOUNT_00132,ACCOUNT_00584,3013.67,internal transfer,mobile_app,LOCATION_0139,REF0005576,,0.92
TXN_005577,2026-06-26 08:00:09,ACCOUNT_00434,ACCOUNT_00114,6133.82,UPI,atm,LOCATION_0194,REF0005577,,0.98
TXN_005578,2025-12-17 18:17:18,ACCOUNT_00585,ACCOUNT_00125,20958.85,internal transfer,mobile_app,LOCATION_0201,REF0005578,,0.87
TXN_005579,2025-03-10 20:45:31,ACCOUNT_00656,ACCOUNT_00281,720.91,UPI,branch,LOCATION_0075,REF0005579,,0.88
TXN_005580,2025-07-20 03:31:36,ACCOUNT_00019,ACCOUNT_00516,2692.15,UPI,net_banking,LOCATION_0242,REF0005580,,0.86
TXN_005581,2025-01-06 23:38:13,ACCOUNT_00256,ACCOUNT_00456,2143.16,internal transfer,atm,LOCATION_0192,REF0005581,,0.87
TXN_005582,2026-06-03 17:05:57,ACCOUNT_00396,ACCOUNT_00555,460.59,internal transfer,branch,LOCATION_0111,REF0005582,,0.92
TXN_005583,2025-12-25 07:53:35,ACCOUNT_00691,ACCOUNT_00809,4233.79,UPI,atm,LOCATION_0191,REF0005583,,0.98
TXN_005584,2024-12-23 08:49:18,ACCOUNT_00317,ACCOUNT_00090,3639.57,IMPS,net_banking,LOCATION_0001,REF0005584,,0.86
TXN_005585,2024-07-20 15:59:27,ACCOUNT_00500,ACCOUNT_00765,1796.0,internal transfer,mobile_app,LOCATION_0044,REF0005585,,0.94
TXN_005586,2024-04-29 11:30:28,ACCOUNT_00750,ACCOUNT_00582,4237.86,cash deposit,atm,LOCATION_0277,REF0005586,,0.91
TXN_005587,2024-02-22 20:08:18,ACCOUNT_00488,ACCOUNT_00739,12397.02,cash deposit,net_banking,LOCATION_0149,REF0005587,,0.88
TXN_005588,2026-05-07 09:32:15,ACCOUNT_00549,ACCOUNT_00190,6189.61,cash withdrawal,mobile_app,LOCATION_0236,REF0005588,,0.93
TXN_005589,2026-04-01 00:33:13,ACCOUNT_00790,ACCOUNT_00830,2983.58,NEFT,mobile_app,LOCATION_0014,REF0005589,,0.94
TXN_005590,2024-04-25 11:48:05,ACCOUNT_00153,ACCOUNT_00435,7720.0,IMPS,net_banking,LOCATION_0040,REF0005590,,0.92
TXN_005591,2024-06-02 10:53:34,ACCOUNT_00207,ACCOUNT_00201,664.05,cash withdrawal,net_banking,LOCATION_0017,REF0005591,,0.95
TXN_005592,2026-01-19 11:27:31,ACCOUNT_00126,ACCOUNT_00131,1409.02,cash deposit,mobile_app,LOCATION_0192,REF0005592,,0.98
TXN_005593,2025-10-28 11:44:51,ACCOUNT_00499,ACCOUNT_00588,4712.02,cash deposit,mobile_app,LOCATION_0199,REF0005593,,0.85
TXN_005594,2024-01-17 18:46:01,ACCOUNT_00418,ACCOUNT_00227,1001.02,IMPS,branch,LOCATION_0023,REF0005594,,0.86
TXN_005595,2026-04-11 19:16:44,ACCOUNT_00458,ACCOUNT_00799,5494.54,NEFT,branch,LOCATION_0255,REF0005595,,0.86
TXN_005596,2024-04-23 01:53:23,ACCOUNT_00053,ACCOUNT_00811,2066.15,IMPS,branch,LOCATION_0141,REF0005596,,0.91
TXN_005597,2025-09-20 01:42:57,ACCOUNT_00373,ACCOUNT_00878,1666.93,IMPS,net_banking,LOCATION_0004,REF0005597,,0.92
TXN_005598,2026-01-13 20:30:35,ACCOUNT_00544,ACCOUNT_00450,511.58,cash deposit,mobile_app,LOCATION_0253,REF0005598,,0.91
TXN_005599,2026-01-15 05:04:00,ACCOUNT_00590,ACCOUNT_00219,433.73,internal transfer,atm,LOCATION_0008,REF0005599,,0.87
TXN_005600,2024-11-07 22:48:06,ACCOUNT_00575,ACCOUNT_00574,10602.59,UPI,atm,LOCATION_0017,REF0005600,,0.95
TXN_005601,2025-09-18 11:24:12,ACCOUNT_00130,ACCOUNT_00290,2002.21,internal transfer,branch,LOCATION_0123,REF0005601,,0.9
TXN_005602,2024-12-30 09:16:03,ACCOUNT_00344,ACCOUNT_00789,3179.45,internal transfer,mobile_app,LOCATION_0042,REF0005602,,0.85
TXN_005603,2024-12-26 09:06:16,ACCOUNT_00842,ACCOUNT_00289,5041.5,internal transfer,net_banking,LOCATION_0190,REF0005603,,0.88
TXN_005604,2024-03-05 01:00:18,ACCOUNT_00012,ACCOUNT_00888,1565.44,IMPS,mobile_app,LOCATION_0170,REF0005604,,0.96
TXN_005605,2024-06-23 11:14:00,ACCOUNT_00504,ACCOUNT_00021,3550.08,cash withdrawal,branch,LOCATION_0248,REF0005605,,0.89
TXN_005606,2024-05-10 16:50:19,ACCOUNT_00477,ACCOUNT_00025,3245.69,cash deposit,mobile_app,LOCATION_0061,REF0005606,,0.89
TXN_005607,2025-04-19 22:05:04,ACCOUNT_00595,ACCOUNT_00054,5823.06,cash deposit,mobile_app,LOCATION_0062,REF0005607,,0.95
TXN_005608,2024-11-30 07:04:43,ACCOUNT_00169,ACCOUNT_00550,1820.0,cash deposit,atm,LOCATION_0163,REF0005608,,0.86
TXN_005609,2025-10-04 06:55:29,ACCOUNT_00359,ACCOUNT_00113,13504.02,NEFT,branch,LOCATION_0199,REF0005609,,0.87
TXN_005610,2025-10-05 08:21:20,ACCOUNT_00882,ACCOUNT_00053,5903.12,cash withdrawal,net_banking,LOCATION_0040,REF0005610,,0.93
TXN_005611,2025-12-07 13:44:41,ACCOUNT_00311,ACCOUNT_00348,8457.67,internal transfer,atm,LOCATION_0210,REF0005611,,0.97
TXN_005612,2025-08-14 06:00:55,ACCOUNT_00567,ACCOUNT_00079,1619.88,internal transfer,mobile_app,LOCATION_0107,REF0005612,,0.91
TXN_005613,2025-09-17 12:15:05,ACCOUNT_00739,ACCOUNT_00516,315.69,IMPS,mobile_app,LOCATION_0213,REF0005613,,0.89
TXN_005614,2025-06-26 17:59:48,ACCOUNT_00658,ACCOUNT_00389,24174.41,NEFT,branch,LOCATION_0137,REF0005614,,0.93
TXN_005615,2025-11-30 21:25:27,ACCOUNT_00278,ACCOUNT_00640,4689.3,internal transfer,atm,LOCATION_0016,REF0005615,,0.98
TXN_005616,2025-04-05 02:38:50,ACCOUNT_00050,ACCOUNT_00904,858.79,cash deposit,net_banking,LOCATION_0082,REF0005616,,0.89
TXN_005617,2025-12-19 17:30:21,ACCOUNT_00415,ACCOUNT_00071,3621.29,cash withdrawal,net_banking,LOCATION_0254,REF0005617,,0.95
TXN_005618,2025-09-14 02:36:53,ACCOUNT_00531,ACCOUNT_00731,1350.24,NEFT,mobile_app,LOCATION_0009,REF0005618,,0.9
TXN_005619,2025-10-01 02:24:29,ACCOUNT_00552,ACCOUNT_00275,3525.28,cash deposit,net_banking,LOCATION_0134,REF0005619,,0.92
