evidence_id,case_id,evidence_type,source_record_id,entity_id,related_entity_id,timestamp,description,reliability,confidence,supports_relationship,ground_truth_status
EVID_000459,CASE_0288,FIR,FIR_0288,PERSON_0680,PERSON_0501,2025-05-17 01:15:00,Standalone synthetic case; limited relational clues in narrative.,0.521,0.635,,CONFIRMED
EVID_000460,CASE_0289,FIR,FIR_0289,PERSON_1395,PERSON_0913,2026-01-24 16:51:47,Standalone synthetic case; limited relational clues in narrative.,0.735,0.577,,CONFIRMED
EVID_000461,CASE_0290,FIR,FIR_0290,PERSON_0917,PERSON_1139,2025-12-19 06:17:14,Standalone synthetic case; limited relational clues in narrative.,0.553,0.572,,CONFIRMED
EVID_000462,CASE_0291,FIR,FIR_0291,PERSON_1040,PERSON_0100,2025-10-11 04:27:25,Standalone synthetic case; limited relational clues in narrative.,0.673,0.941,,CONFIRMED
EVID_000463,CASE_0292,FIR,FIR_0292,PERSON_0855,PERSON_0558,2025-11-25 00:53:09,Standalone synthetic case; limited relational clues in narrative.,0.692,0.746,,CONFIRMED
EVID_000464,CASE_0293,FIR,FIR_0293,PERSON_1246,PERSON_1316,2024-12-29 20:48:46,Standalone synthetic case; limited relational clues in narrative.,0.693,0.944,,CONFIRMED
EVID_000465,CASE_0294,FIR,FIR_0294,PERSON_1373,PERSON_0258,2026-04-18 05:27:06,Standalone synthetic case; limited relational clues in narrative.,0.56,0.583,,CONFIRMED
EVID_000466,CASE_0295,FIR,FIR_0295,PERSON_1274,PERSON_1097,2024-12-26 00:30:38,Standalone synthetic case; limited relational clues in narrative.,0.656,0.745,,CONFIRMED
EVID_000467,CASE_0296,FIR,FIR_0296,PERSON_0330,PERSON_1300,2025-11-06 08:00:55,Standalone synthetic case; limited relational clues in narrative.,0.711,0.812,,CONFIRMED
EVID_000468,CASE_0297,FIR,FIR_0297,PERSON_1431,PERSON_0442,2026-02-03 15:42:22,Standalone synthetic case; limited relational clues in narrative.,0.531,0.72,,CONFIRMED
EVID_000469,CASE_0298,FIR,FIR_0298,PERSON_1493,PERSON_1492,2025-05-04 10:38:54,Standalone synthetic case; limited relational clues in narrative.,0.679,0.619,,CONFIRMED
EVID_000470,CASE_0299,FIR,FIR_0299,PERSON_0155,PERSON_1264,2026-01-31 13:33:14,Standalone synthetic case; limited relational clues in narrative.,0.637,0.827,,CONFIRMED
EVID_000471,CASE_0300,FIR,FIR_0300,PERSON_1365,PERSON_0859,2025-06-24 04:45:16,Standalone synthetic case; limited relational clues in narrative.,0.751,0.547,,CONFIRMED
EVID_000472,CASE_0001,SURVEILLANCE,SURV_00001,Swati Chauhan,VEHICLE_00001,2025-02-22 21:50:28,Swati Chauhan was clearly identified near LOCATION_0211 meeting with an associate.,0.672,0.841,,LIKELY
EVID_000473,CASE_0001,SURVEILLANCE,SURV_00002,Vivek Joshi,VEHICLE_00002,2025-07-24 16:37:44,Vivek Joshi was clearly identified near LOCATION_0101 meeting with an associate.,0.683,0.574,,LIKELY
EVID_000474,CASE_0001,SURVEILLANCE,SURV_00003,V. Tiwari,VEHICLE_00003,2026-04-19 07:28:58,A male individual resembling V. Tiwari was observed near LOCATION_0141.,0.608,0.517,,LIKELY
EVID_000475,CASE_0002,SURVEILLANCE,SURV_00004,NaveenSaxena,VEHICLE_00006,2025-04-14 13:44:06,A male individual resembling NaveenSaxena was observed near LOCATION_0242.,0.815,0.89,,LIKELY
EVID_000476,CASE_0002,SURVEILLANCE,SURV_00005,S. Saxena,VEHICLE_00007,2025-08-03 21:44:59,A male individual resembling S. Saxena was observed near LOCATION_0202.,0.87,0.841,,LIKELY
EVID_000477,CASE_0002,SURVEILLANCE,SURV_00006,Ritu P.,VEHICLE_00008,2026-02-28 15:27:59,A male individual resembling Ritu P. was observed near LOCATION_0092.,0.68,0.785,,LIKELY
EVID_000478,CASE_0003,SURVEILLANCE,SURV_00007,Manju Joshi,VEHICLE_00015,2026-04-30 14:29:22,Manju Joshi was clearly identified near LOCATION_0293 meeting with an associate.,0.885,0.966,,LIKELY
EVID_000479,CASE_0003,SURVEILLANCE,SURV_00008,Deepak Verma,,2025-02-02 07:08:20,A male individual resembling Deepak Verma was observed near LOCATION_0203.,0.862,0.742,,LIKELY
EVID_000480,CASE_0003,SURVEILLANCE,SURV_00009,Ritu Singh,VEHICLE_00016,2026-02-12 07:42:52,Ritu Singh was clearly identified near LOCATION_0233 meeting with an associate.,0.694,0.632,,LIKELY
EVID_000481,CASE_0004,SURVEILLANCE,SURV_00010,A. Kulkarni,VEHICLE_00023,2025-10-17 10:34:16,A male individual resembling A. Kulkarni was observed near LOCATION_0284.,0.719,0.699,,LIKELY
EVID_000482,CASE_0004,SURVEILLANCE,SURV_00011,Aman Sharma,VEHICLE_00024,2025-05-23 13:41:40,Aman Sharma was clearly identified near LOCATION_0204 meeting with an associate.,0.769,0.626,,LIKELY
EVID_000483,CASE_0004,SURVEILLANCE,SURV_00012,Ashok Chauhan,VEHICLE_00025,2025-07-03 15:32:15,Ashok Chauhan was clearly identified near LOCATION_0274 meeting with an associate.,0.84,0.765,,LIKELY
EVID_000484,CASE_0005,SURVEILLANCE,SURV_00013,Preeti Reddy,VEHICLE_00032,2026-01-15 05:33:51,Preeti Reddy was clearly identified near LOCATION_0105 meeting with an associate.,0.785,0.633,,LIKELY
EVID_000485,CASE_0005,SURVEILLANCE,SURV_00014,Karan Nair,VEHICLE_00454,2025-11-21 00:35:04,Karan Nair was clearly identified near LOCATION_0095 meeting with an associate.,0.743,0.534,,LIKELY
EVID_000486,CASE_0005,SURVEILLANCE,SURV_00015,Rohit Singh,VEHICLE_00033,2026-04-05 19:11:59,Rohit Singh was clearly identified near LOCATION_0245 meeting with an associate.,0.843,0.815,,LIKELY
EVID_000487,CASE_0006,SURVEILLANCE,SURV_00016,Ravi Y.,VEHICLE_00040,2026-02-24 09:37:34,A male individual resembling Ravi Y. was observed near LOCATION_0266.,0.9,0.546,,LIKELY
EVID_000488,CASE_0006,SURVEILLANCE,SURV_00017,Vikram Chauhan,VEHICLE_00041,2026-02-26 17:29:26,Vikram Chauhan was clearly identified near LOCATION_0156 meeting with an associate.,0.892,0.878,,LIKELY
EVID_000489,CASE_0006,SURVEILLANCE,SURV_00018,rajesh gupta,VEHICLE_00042,2026-04-06 18:39:56,A male individual resembling rajesh gupta was observed near LOCATION_0006.,0.681,0.938,,LIKELY
EVID_000490,CASE_0007,SURVEILLANCE,SURV_00019,Priya N.,VEHICLE_00043,2025-03-22 05:16:30,A male individual resembling Priya N. was observed near LOCATION_0247.,0.712,0.899,,LIKELY
EVID_000491,CASE_0007,SURVEILLANCE,SURV_00020,Suresh Reddy,VEHICLE_00044,2025-12-28 23:32:26,Suresh Reddy was clearly identified near LOCATION_0037 meeting with an associate.,0.68,0.972,,LIKELY
EVID_000492,CASE_0007,SURVEILLANCE,SURV_00021,Alka Kulkarni,VEHICLE_00045,2025-07-05 00:14:42,Alka Kulkarni was clearly identified near LOCATION_0227 meeting with an associate.,0.725,0.602,,LIKELY
EVID_000493,CASE_0008,SURVEILLANCE,SURV_00022,Mohit R.,VEHICLE_00052,2025-09-22 23:41:51,A male individual resembling Mohit R. was observed near LOCATION_0278.,0.637,0.589,,LIKELY
EVID_000494,CASE_0008,SURVEILLANCE,SURV_00023,T. Pandey,VEHICLE_00053,2026-02-06 12:38:35,A male individual resembling T. Pandey was observed near LOCATION_0088.,0.705,0.674,,LIKELY
EVID_000495,CASE_0008,SURVEILLANCE,SURV_00024,KIRTI MISHRA,VEHICLE_00054,2026-04-28 17:38:12,A male individual resembling KIRTI MISHRA was observed near LOCATION_0188.,0.641,0.827,,LIKELY
EVID_000496,CASE_0009,SURVEILLANCE,SURV_00025,PANKAJ VERMA,VEHICLE_00055,2025-12-03 18:14:55,A male individual resembling PANKAJ VERMA was observed near LOCATION_0079.,0.855,0.569,,LIKELY
EVID_000497,CASE_0009,SURVEILLANCE,SURV_00026,Neha Bhatt,VEHICLE_00056,2025-06-13 17:12:43,Neha Bhatt was clearly identified near LOCATION_0299 meeting with an associate.,0.857,0.765,,LIKELY
EVID_000498,CASE_0009,SURVEILLANCE,SURV_00027,Kirti Gupta,VEHICLE_00057,2026-04-06 01:45:20,Kirti Gupta was clearly identified near LOCATION_0269 meeting with an associate.,0.63,0.567,,LIKELY
EVID_000499,CASE_0010,SURVEILLANCE,SURV_00028,A. Gupta,VEHICLE_00064,2025-02-25 21:52:02,A male individual resembling A. Gupta was observed near LOCATION_0100.,0.698,0.729,,LIKELY
EVID_000500,CASE_0010,SURVEILLANCE,SURV_00029,Ravi Joshi,VEHICLE_00065,2025-03-26 16:12:27,Ravi Joshi was clearly identified near LOCATION_0280 meeting with an associate.,0.635,0.631,,LIKELY
EVID_000501,CASE_0010,SURVEILLANCE,SURV_00030,VIKRAM AGARWAL,VEHICLE_00066,2025-03-31 23:24:25,A male individual resembling VIKRAM AGARWAL was observed near LOCATION_0230.,0.806,0.844,,LIKELY
EVID_000502,CASE_0011,SURVEILLANCE,SURV_00031,Sanjay Joshi,VEHICLE_00069,2025-03-03 02:39:12,Sanjay Joshi was clearly identified near LOCATION_0221 meeting with an associate.,0.786,0.703,,LIKELY
EVID_000503,CASE_0011,SURVEILLANCE,SURV_00032,Anita Chauhan,VEHICLE_00752,2025-08-24 18:59:06,Anita Chauhan was clearly identified near LOCATION_0021 meeting with an associate.,0.772,0.881,,LIKELY
EVID_000504,CASE_0011,SURVEILLANCE,SURV_00033,Kirti Saxena,VEHICLE_00070,2025-10-18 03:21:05,Kirti Saxena was clearly identified near LOCATION_0061 meeting with an associate.,0.809,0.659,,LIKELY
EVID_000505,CASE_0012,SURVEILLANCE,SURV_00034,Amit Kulkarni,VEHICLE_00077,2025-03-08 05:13:37,Amit Kulkarni was clearly identified near LOCATION_0202 meeting with an associate.,0.608,0.598,,LIKELY
EVID_000506,CASE_0012,SURVEILLANCE,SURV_00035,Meena Bansal,VEHICLE_00078,2026-04-07 12:41:32,Meena Bansal was clearly identified near LOCATION_0142 meeting with an associate.,0.758,0.946,,LIKELY
EVID_000507,CASE_0012,SURVEILLANCE,SURV_00036,Swati Singh,VEHICLE_00079,2025-01-07 14:58:57,Swati Singh was clearly identified near LOCATION_0092 meeting with an associate.,0.815,0.539,,LIKELY
EVID_000508,,INTELLIGENCE_REPORT,INTEL_00001,PERSON_1476,ORG_0054,2025-08-11 05:33:06,Field source reports subject was seen meeting with unidentified associates.,0.609,0.962,,LIKELY
EVID_000509,CASE_0001,INTELLIGENCE_REPORT,INTEL_00002,PERSON_1459,ORG_0054,2025-08-12 15:49:23,Unverified report suggests financial support is being routed through an intermediary.,0.478,0.9,,UNKNOWN
EVID_000510,CASE_0002,INTELLIGENCE_REPORT,INTEL_00003,PERSON_1104,ORG_0204,2025-01-02 04:45:26,Source with prior reliable reporting indicates increased contact frequency before an incident.,0.794,0.65,,LIKELY
EVID_000511,CASE_0002,INTELLIGENCE_REPORT,INTEL_00004,PERSON_0809,ORG_0204,2025-07-28 20:45:46,Source with prior reliable reporting indicates increased contact frequency before an incident.,0.324,0.882,,LIKELY
EVID_000512,CASE_0003,INTELLIGENCE_REPORT,INTEL_00005,PERSON_0486,ORG_0028,2025-05-09 03:13:32,Source indicates the subject may be coordinating activities with an associate network.,0.744,0.673,,UNKNOWN
EVID_000513,CASE_0003,INTELLIGENCE_REPORT,INTEL_00006,PERSON_1232,ORG_0028,2025-05-15 06:07:39,Low-confidence tip regarding possible involvement in ongoing case activity.,0.597,0.649,,LIKELY
EVID_000514,CASE_0004,INTELLIGENCE_REPORT,INTEL_00007,PERSON_1060,ORG_0289,2026-04-18 09:00:27,Source indicates the subject may be coordinating activities with an associate network.,0.579,0.54,,LIKELY
EVID_000515,CASE_0004,INTELLIGENCE_REPORT,INTEL_00008,PERSON_0096,ORG_0289,2025-07-06 14:24:02,Low-confidence tip regarding possible involvement in ongoing case activity.,0.59,0.887,,UNKNOWN
EVID_000516,CASE_0005,INTELLIGENCE_REPORT,INTEL_00009,PERSON_1008,ORG_0017,2026-02-26 04:13:35,Field source reports subject was seen meeting with unidentified associates.,0.589,0.702,,UNKNOWN
EVID_000517,CASE_0005,INTELLIGENCE_REPORT,INTEL_00010,PERSON_1269,ORG_0017,2025-01-22 04:05:42,Field source reports subject was seen meeting with unidentified associates.,0.699,0.634,,UNKNOWN
EVID_000518,CASE_0006,INTELLIGENCE_REPORT,INTEL_00011,PERSON_1190,ORG_0003,2025-11-15 21:04:51,Field source reports subject was seen meeting with unidentified associates.,0.343,0.822,,LIKELY
EVID_000519,CASE_0006,INTELLIGENCE_REPORT,INTEL_00012,PERSON_0266,ORG_0003,2025-10-09 12:55:00,Unverified report suggests financial support is being routed through an intermediary.,0.756,0.755,,LIKELY
EVID_000520,CASE_0007,INTELLIGENCE_REPORT,INTEL_00013,PERSON_1499,ORG_0183,2026-03-19 17:11:17,Source with prior reliable reporting indicates increased contact frequency before an incident.,0.56,0.693,,LIKELY
EVID_000521,CASE_0007,INTELLIGENCE_REPORT,INTEL_00014,PERSON_1303,ORG_0183,2025-03-09 22:39:23,Source indicates the subject may be coordinating activities with an associate network.,0.329,0.502,,LIKELY
EVID_000522,CASE_0008,INTELLIGENCE_REPORT,INTEL_00015,PERSON_0398,ORG_0182,2025-05-02 23:35:59,Field source reports subject was seen meeting with unidentified associates.,0.515,0.652,,LIKELY
EVID_000523,CASE_0008,INTELLIGENCE_REPORT,INTEL_00016,PERSON_0785,ORG_0182,2025-08-17 13:27:17,Field source reports subject was seen meeting with unidentified associates.,0.716,0.755,,LIKELY
EVID_000524,CASE_0009,INTELLIGENCE_REPORT,INTEL_00017,PERSON_0671,ORG_0255,2025-08-22 21:54:28,Field source reports subject was seen meeting with unidentified associates.,0.501,0.612,,LIKELY
EVID_000525,CASE_0009,INTELLIGENCE_REPORT,INTEL_00018,PERSON_0945,ORG_0255,2025-11-20 22:14:21,Source indicates the subject may be coordinating activities with an associate network.,0.554,0.937,,LIKELY
EVID_000526,CASE_0010,INTELLIGENCE_REPORT,INTEL_00019,PERSON_0104,ORG_0119,2025-08-04 22:42:30,Low-confidence tip regarding possible involvement in ongoing case activity.,0.493,0.855,,LIKELY
EVID_000527,CASE_0010,INTELLIGENCE_REPORT,INTEL_00020,PERSON_0030,ORG_0119,2025-10-14 21:02:55,Low-confidence tip regarding possible involvement in ongoing case activity.,0.842,0.705,,LIKELY
EVID_000528,CASE_0011,INTELLIGENCE_REPORT,INTEL_00021,PERSON_1242,ORG_0015,2025-06-08 22:02:43,Field source reports subject was seen meeting with unidentified associates.,0.698,0.737,,LIKELY
EVID_000529,CASE_0011,INTELLIGENCE_REPORT,INTEL_00022,PERSON_1376,ORG_0015,2025-01-22 17:35:15,Low-confidence tip regarding possible involvement in ongoing case activity.,0.544,0.853,,LIKELY
EVID_000530,CASE_0012,INTELLIGENCE_REPORT,INTEL_00023,PERSON_0423,ORG_0116,2026-01-14 07:09:40,Source indicates the subject may be coordinating activities with an associate network.,0.386,0.773,,UNKNOWN
EVID_000531,CASE_0012,INTELLIGENCE_REPORT,INTEL_00024,PERSON_0725,ORG_0116,2025-11-18 00:49:47,Field source reports subject was seen meeting with unidentified associates.,0.304,0.845,,UNKNOWN
EVID_000532,,VEHICLE_RECORD,COTRAVEL_STRONG_001,VEHICLE_00625,VEHICLE_00681,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.877,0.889,,LIKELY
EVID_000533,,VEHICLE_RECORD,COTRAVEL_STRONG_002,VEHICLE_00608,VEHICLE_00027,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.918,0.863,,LIKELY
EVID_000534,,VEHICLE_RECORD,COTRAVEL_STRONG_003,VEHICLE_00446,VEHICLE_00571,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.921,0.79,,LIKELY
EVID_000535,,VEHICLE_RECORD,COTRAVEL_STRONG_004,VEHICLE_00164,VEHICLE_00439,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.909,0.781,,LIKELY
EVID_000536,,VEHICLE_RECORD,COTRAVEL_STRONG_005,VEHICLE_00648,VEHICLE_00191,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.904,0.796,,LIKELY
EVID_000537,,VEHICLE_RECORD,COTRAVEL_STRONG_006,VEHICLE_00338,VEHICLE_00510,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.911,0.769,,LIKELY
EVID_000538,,VEHICLE_RECORD,COTRAVEL_STRONG_007,VEHICLE_00190,VEHICLE_00448,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.915,0.779,,LIKELY
EVID_000539,,VEHICLE_RECORD,COTRAVEL_STRONG_008,VEHICLE_00217,VEHICLE_00226,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.876,0.538,,LIKELY
EVID_000540,,VEHICLE_RECORD,COTRAVEL_STRONG_009,VEHICLE_00055,VEHICLE_00587,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.937,0.614,,LIKELY
EVID_000541,,VEHICLE_RECORD,COTRAVEL_STRONG_010,VEHICLE_00506,VEHICLE_00156,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.817,0.939,,LIKELY
EVID_000542,,VEHICLE_RECORD,COTRAVEL_STRONG_011,VEHICLE_00739,VEHICLE_00347,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.8,0.827,,LIKELY
EVID_000543,,VEHICLE_RECORD,COTRAVEL_STRONG_012,VEHICLE_00461,VEHICLE_00142,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.857,0.644,,LIKELY
EVID_000544,,VEHICLE_RECORD,COTRAVEL_STRONG_013,VEHICLE_00424,VEHICLE_00584,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.823,0.594,,LIKELY
EVID_000545,,VEHICLE_RECORD,COTRAVEL_STRONG_014,VEHICLE_00065,VEHICLE_00710,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.886,0.804,,LIKELY
EVID_000546,,VEHICLE_RECORD,COTRAVEL_STRONG_015,VEHICLE_00228,VEHICLE_00302,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.888,0.915,,LIKELY
EVID_000547,,VEHICLE_RECORD,COTRAVEL_STRONG_016,VEHICLE_00025,VEHICLE_00548,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.931,0.888,,LIKELY
EVID_000548,,VEHICLE_RECORD,COTRAVEL_STRONG_017,VEHICLE_00233,VEHICLE_00258,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.89,0.589,,LIKELY
EVID_000549,,VEHICLE_RECORD,COTRAVEL_STRONG_018,VEHICLE_00264,VEHICLE_00576,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.865,0.639,,LIKELY
EVID_000550,,VEHICLE_RECORD,COTRAVEL_STRONG_019,VEHICLE_00652,VEHICLE_00499,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.81,0.68,,LIKELY
EVID_000551,,VEHICLE_RECORD,COTRAVEL_STRONG_020,VEHICLE_00563,VEHICLE_00695,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.831,0.594,,LIKELY
EVID_000552,,VEHICLE_RECORD,COTRAVEL_STRONG_021,VEHICLE_00354,VEHICLE_00609,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.898,0.87,,LIKELY
EVID_000553,,VEHICLE_RECORD,COTRAVEL_STRONG_022,VEHICLE_00596,VEHICLE_00296,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.916,0.674,,LIKELY
EVID_000554,,VEHICLE_RECORD,COTRAVEL_STRONG_023,VEHICLE_00118,VEHICLE_00333,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.886,0.872,,LIKELY
EVID_000555,,VEHICLE_RECORD,COTRAVEL_STRONG_024,VEHICLE_00412,VEHICLE_00223,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.831,0.926,,LIKELY
EVID_000556,,VEHICLE_RECORD,COTRAVEL_STRONG_025,VEHICLE_00117,VEHICLE_00523,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.811,0.517,,LIKELY
EVID_000557,,VEHICLE_RECORD,COTRAVEL_STRONG_026,VEHICLE_00460,VEHICLE_00480,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.888,0.659,,LIKELY
EVID_000558,,VEHICLE_RECORD,COTRAVEL_STRONG_027,VEHICLE_00541,VEHICLE_00331,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.936,0.907,,LIKELY
EVID_000559,,VEHICLE_RECORD,COTRAVEL_STRONG_028,VEHICLE_00742,VEHICLE_00671,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.864,0.902,,LIKELY
EVID_000560,,VEHICLE_RECORD,COTRAVEL_STRONG_029,VEHICLE_00294,VEHICLE_00051,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.935,0.916,,LIKELY
EVID_000561,,VEHICLE_RECORD,COTRAVEL_STRONG_030,VEHICLE_00698,VEHICLE_00741,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.814,0.892,,LIKELY
EVID_000562,,VEHICLE_RECORD,COTRAVEL_STRONG_031,VEHICLE_00577,VEHICLE_00263,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.875,0.604,,LIKELY
EVID_000563,,VEHICLE_RECORD,COTRAVEL_STRONG_032,VEHICLE_00248,VEHICLE_00450,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.888,0.654,,LIKELY
EVID_000564,,VEHICLE_RECORD,COTRAVEL_STRONG_033,VEHICLE_00138,VEHICLE_00481,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.827,0.671,,LIKELY
EVID_000565,,VEHICLE_RECORD,COTRAVEL_STRONG_034,VEHICLE_00497,VEHICLE_00604,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.931,0.525,,LIKELY
EVID_000566,,VEHICLE_RECORD,COTRAVEL_STRONG_035,VEHICLE_00272,VEHICLE_00324,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.844,0.759,,LIKELY
EVID_000567,,VEHICLE_RECORD,COTRAVEL_STRONG_036,VEHICLE_00733,VEHICLE_00275,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.832,0.633,,LIKELY
EVID_000568,,VEHICLE_RECORD,COTRAVEL_STRONG_037,VEHICLE_00521,VEHICLE_00622,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.856,0.9,,LIKELY
EVID_000569,,VEHICLE_RECORD,COTRAVEL_STRONG_038,VEHICLE_00227,VEHICLE_00557,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.949,0.724,,LIKELY
EVID_000570,,VEHICLE_RECORD,COTRAVEL_STRONG_039,VEHICLE_00559,VEHICLE_00124,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.858,0.537,,LIKELY
EVID_000571,,VEHICLE_RECORD,COTRAVEL_STRONG_040,VEHICLE_00511,VEHICLE_00487,2024-01-01 00:00:00,Repeated synchronized ANPR sightings without corresponding direct phone contact.,0.875,0.623,,LIKELY
EVID_000572,,TRANSACTION,TXN_AGG_PERSON_1077_PERSON_1184,PERSON_1077,PERSON_1184,2025-02-25 14:04:52,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_1077 and PERSON_1184.,0.917,0.926,REL_004583,LIKELY
EVID_000573,,CDR,CDR_AGG_PERSON_0209_PERSON_0589,PERSON_0209,PERSON_0589,2024-01-06 07:00:46,Supporting record for relationship type CALLED between PERSON_0209 and PERSON_0589.,0.88,0.787,REL_003751,UNKNOWN
EVID_000574,,LOCATION_RECORD,CDR_AGG_PERSON_0192_PERSON_0409,PERSON_0192,PERSON_0409,2024-01-20 03:04:02,Supporting record for relationship type CALLED between PERSON_0192 and PERSON_0409.,0.604,0.715,REL_001911,WEAK
EVID_000575,,SOCIAL_MEDIA,CDR_AGG_PERSON_0386_PERSON_1080,PERSON_0386,PERSON_1080,2024-10-25 00:53:15,Supporting record for relationship type CALLED between PERSON_0386 and PERSON_1080.,0.731,0.896,REL_003750,UNKNOWN
EVID_000576,,LOCATION_RECORD,TELCO_SUBSCRIBER_RECORD,PERSON_0509,PHONE_00509,,Supporting record for relationship type USED between PERSON_0509 and PHONE_00509.,0.725,0.835,REL_007224,CONFIRMED
EVID_000577,,LOCATION_RECORD,CDR_AGG_PERSON_0470_PERSON_0626,PERSON_0470,PERSON_0626,2025-03-28 09:59:51,Supporting record for relationship type CALLED between PERSON_0470 and PERSON_0626.,0.751,0.974,REL_003900,WEAK
EVID_000578,,SOCIAL_MEDIA,CDR_AGG_PERSON_0174_PERSON_1195,PERSON_0174,PERSON_1195,2024-11-14 10:40:56,Supporting record for relationship type CALLED between PERSON_0174 and PERSON_1195.,0.782,0.925,REL_003566,WEAK
EVID_000579,,CDR,LOCATION_0032,PERSON_0149,PERSON_0352,2026-06-30 00:00:00,Supporting record for relationship type ASSOCIATED_WITH between PERSON_0149 and PERSON_0352.,0.851,0.599,REL_006159,INNOCENT
EVID_000580,,TRANSACTION,TXN_AGG_PERSON_0539_PERSON_0805,PERSON_0539,PERSON_0805,2024-03-19 09:22:48,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0539 and PERSON_0805.,0.904,0.853,REL_004324,UNKNOWN
EVID_000581,,SURVEILLANCE,CDR_AGG_PERSON_0968_PERSON_1046,PERSON_0968,PERSON_1046,2025-10-14 23:01:03,Supporting record for relationship type CALLED between PERSON_0968 and PERSON_1046.,0.759,0.834,REL_001958,WEAK
EVID_000582,,TRANSACTION,TELCO_SUBSCRIBER_RECORD,PERSON_0761,PHONE_00761,,Supporting record for relationship type USED between PERSON_0761 and PHONE_00761.,0.977,0.813,REL_007259,CONFIRMED
EVID_000583,,LOCATION_RECORD,CDR_AGG_PERSON_0375_PERSON_1168,PERSON_0375,PERSON_1168,2025-12-08 08:58:56,Supporting record for relationship type CALLED between PERSON_0375 and PERSON_1168.,0.645,0.88,REL_001210,LIKELY
EVID_000584,,CDR,TXN_AGG_PERSON_0049_PERSON_1228,PERSON_0049,PERSON_1228,2024-11-25 07:03:07,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0049 and PERSON_1228.,0.929,0.635,REL_005458,WEAK
EVID_000585,,LOCATION_RECORD,CDR_AGG_PERSON_0588_PERSON_1445,PERSON_0588,PERSON_1445,2024-12-11 05:41:25,Supporting record for relationship type CALLED between PERSON_0588 and PERSON_1445.,0.628,0.94,REL_000209,WEAK
EVID_000586,,SURVEILLANCE,CDR_AGG_PERSON_0545_PERSON_1330,PERSON_0545,PERSON_1330,2025-09-23 12:26:36,Supporting record for relationship type CALLED between PERSON_0545 and PERSON_1330.,0.83,0.841,REL_003565,WEAK
