phone_id,person_id,device_id,activation_date,deactivation_date,ownership_confidence,source
PHONE_00219,PERSON_0219,DEVICE_00219,2024-10-20 09:23:35,,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00220,PERSON_0220,DEVICE_00220,2025-05-21 18:51:26,2026-03-07 19:05:12,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00221,PERSON_0221,DEVICE_00221,2025-04-26 16:17:29,,0.94,TELCO_SUBSCRIBER_RECORD
PHONE_00222,PERSON_0222,DEVICE_00222,2025-04-30 11:27:26,2025-09-20 09:20:01,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00223,PERSON_0223,DEVICE_00223,2025-02-08 12:50:53,,0.84,TELCO_SUBSCRIBER_RECORD
PHONE_00224,PERSON_0224,DEVICE_00224,2024-03-04 18:45:30,,0.89,TELCO_SUBSCRIBER_RECORD
PHONE_00225,PERSON_0225,DEVICE_00225,2025-06-11 05:48:44,,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00226,PERSON_0226,DEVICE_00226,2025-07-02 16:12:23,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00227,PERSON_0227,DEVICE_00227,2024-07-15 03:02:20,,0.72,TELCO_SUBSCRIBER_RECORD
PHONE_00228,PERSON_0228,DEVICE_00228,2025-11-06 11:37:44,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00229,PERSON_0229,DEVICE_00229,2025-04-07 16:46:21,,0.78,TELCO_SUBSCRIBER_RECORD
PHONE_00230,PERSON_0230,DEVICE_00230,2024-05-18 05:51:55,,0.79,TELCO_SUBSCRIBER_RECORD
PHONE_00231,PERSON_0231,DEVICE_00231,2024-10-22 22:11:53,2025-02-24 13:41:11,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00232,PERSON_0232,DEVICE_00232,2024-09-20 01:05:16,,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00233,PERSON_0233,DEVICE_00233,2024-11-22 04:33:05,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00234,PERSON_0234,DEVICE_00234,2024-05-23 04:07:31,,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00235,PERSON_0235,DEVICE_00235,2025-02-05 14:45:34,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00236,PERSON_0236,DEVICE_00236,2025-01-08 03:30:52,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00237,PERSON_0237,DEVICE_00237,2026-04-11 08:21:00,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00238,PERSON_0238,DEVICE_00238,2026-02-14 10:03:23,,0.76,TELCO_SUBSCRIBER_RECORD
PHONE_00239,PERSON_0239,DEVICE_00239,2024-04-30 21:59:34,,0.79,TELCO_SUBSCRIBER_RECORD
PHONE_00240,PERSON_0240,DEVICE_00240,2025-09-23 14:38:10,,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00241,PERSON_0241,DEVICE_00241,2025-08-25 15:02:13,,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00242,PERSON_0242,DEVICE_00242,2024-12-04 23:24:56,,0.83,TELCO_SUBSCRIBER_RECORD
PHONE_00243,PERSON_0243,DEVICE_00243,2026-02-28 17:44:10,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00244,PERSON_0244,DEVICE_00244,2024-10-03 23:23:31,,0.7,TELCO_SUBSCRIBER_RECORD
PHONE_00245,PERSON_0245,DEVICE_00245,2024-06-03 03:14:42,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00246,PERSON_0246,DEVICE_00246,2025-01-08 17:31:23,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00247,PERSON_0247,DEVICE_00247,2026-03-02 04:27:05,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00248,PERSON_0248,DEVICE_00248,2025-10-15 01:44:43,,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00249,PERSON_0249,DEVICE_00249,2024-09-07 00:39:10,,0.79,TELCO_SUBSCRIBER_RECORD
PHONE_00250,PERSON_0250,DEVICE_00250,2025-01-28 07:02:25,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00251,PERSON_0251,DEVICE_00251,2026-04-01 01:21:23,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00252,PERSON_0252,DEVICE_00252,2025-09-07 01:40:07,,0.77,TELCO_SUBSCRIBER_RECORD
PHONE_00253,PERSON_0253,DEVICE_00253,2024-10-16 19:21:38,,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00254,PERSON_0254,DEVICE_00254,2026-01-10 13:25:06,,0.83,TELCO_SUBSCRIBER_RECORD
PHONE_00255,PERSON_0255,DEVICE_00255,2024-12-25 07:36:18,,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00256,PERSON_0256,DEVICE_00256,2024-08-10 13:41:14,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00257,PERSON_0257,DEVICE_00257,2026-01-20 01:55:15,,0.74,TELCO_SUBSCRIBER_RECORD
PHONE_00258,PERSON_0258,DEVICE_00258,2025-05-08 14:29:47,,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00259,PERSON_0259,DEVICE_00259,2024-06-05 00:09:23,2025-01-01 19:36:15,0.81,TELCO_SUBSCRIBER_RECORD
PHONE_00260,PERSON_0260,DEVICE_00260,2024-03-29 11:41:09,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00261,PERSON_0261,DEVICE_00261,2025-12-18 21:36:35,,0.8,TELCO_SUBSCRIBER_RECORD
PHONE_00262,PERSON_0262,DEVICE_00262,2024-01-08 11:03:02,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00263,PERSON_0263,DEVICE_00263,2025-10-12 11:38:50,,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00264,PERSON_0264,DEVICE_00264,2025-09-10 22:54:38,,0.74,TELCO_SUBSCRIBER_RECORD
PHONE_00265,PERSON_0265,DEVICE_00265,2024-03-30 16:58:44,,0.76,TELCO_SUBSCRIBER_RECORD
PHONE_00266,PERSON_0266,DEVICE_00266,2026-05-14 06:25:11,,0.81,TELCO_SUBSCRIBER_RECORD
PHONE_00267,PERSON_0267,DEVICE_00267,2024-08-09 12:48:35,,0.83,TELCO_SUBSCRIBER_RECORD
PHONE_00268,PERSON_0268,DEVICE_00268,2024-07-27 19:27:02,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00269,PERSON_0269,DEVICE_00269,2026-01-05 13:04:51,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00270,PERSON_0270,DEVICE_00270,2024-07-22 08:38:50,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00271,PERSON_0271,DEVICE_00271,2024-05-28 23:50:19,2026-04-02 18:39:17,0.99,TELCO_SUBSCRIBER_RECORD
PHONE_00272,PERSON_0272,DEVICE_00272,2025-01-22 01:54:47,,0.79,TELCO_SUBSCRIBER_RECORD
PHONE_00273,PERSON_0273,DEVICE_00273,2025-05-18 01:57:36,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00274,PERSON_0274,DEVICE_00274,2024-12-27 04:03:51,,0.76,TELCO_SUBSCRIBER_RECORD
PHONE_00275,PERSON_0275,DEVICE_00275,2025-09-08 19:59:59,,0.79,TELCO_SUBSCRIBER_RECORD
PHONE_00276,PERSON_0276,DEVICE_00276,2024-12-11 07:44:58,,0.75,TELCO_SUBSCRIBER_RECORD
PHONE_00277,PERSON_0277,DEVICE_00277,2024-11-10 16:51:51,,0.85,TELCO_SUBSCRIBER_RECORD
PHONE_00278,PERSON_0278,DEVICE_00278,2024-11-12 20:00:34,,0.89,TELCO_SUBSCRIBER_RECORD
PHONE_00279,PERSON_0279,DEVICE_00279,2025-04-03 05:11:30,,0.89,TELCO_SUBSCRIBER_RECORD
PHONE_00280,PERSON_0280,DEVICE_00280,2025-06-09 05:48:34,,0.94,TELCO_SUBSCRIBER_RECORD
PHONE_00281,PERSON_0281,DEVICE_00281,2024-06-11 09:50:06,,0.75,TELCO_SUBSCRIBER_RECORD
PHONE_00282,PERSON_0282,DEVICE_00282,2026-04-07 10:10:35,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00283,PERSON_0283,DEVICE_00283,2024-08-28 21:39:25,,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00284,PERSON_0284,DEVICE_00284,2024-06-16 18:47:20,,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00285,PERSON_0285,DEVICE_00285,2026-03-07 03:40:50,,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00286,PERSON_0286,DEVICE_00286,2026-03-23 13:54:29,,0.77,TELCO_SUBSCRIBER_RECORD
PHONE_00287,PERSON_0287,DEVICE_00287,2026-02-03 16:59:37,,0.83,TELCO_SUBSCRIBER_RECORD
PHONE_00288,PERSON_0288,DEVICE_00288,2025-05-19 04:34:26,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00289,PERSON_0289,DEVICE_00289,2025-06-11 21:28:20,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00290,PERSON_0290,DEVICE_00290,2024-11-15 20:59:41,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00291,PERSON_0291,DEVICE_00291,2024-10-05 02:07:30,,0.81,TELCO_SUBSCRIBER_RECORD
PHONE_00292,PERSON_0292,DEVICE_00292,2026-03-04 06:13:12,,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00293,PERSON_0293,DEVICE_00293,2026-03-02 04:17:35,,0.84,TELCO_SUBSCRIBER_RECORD
PHONE_00294,PERSON_0294,DEVICE_00294,2024-12-23 07:01:51,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00295,PERSON_0295,DEVICE_00295,2024-08-15 08:19:14,,0.99,TELCO_SUBSCRIBER_RECORD
PHONE_00296,PERSON_0296,DEVICE_00296,2025-08-31 09:21:55,,0.85,TELCO_SUBSCRIBER_RECORD
PHONE_00297,PERSON_0297,DEVICE_00297,2026-04-13 08:45:50,,0.83,TELCO_SUBSCRIBER_RECORD
PHONE_00298,PERSON_0298,DEVICE_00298,2024-05-17 10:00:12,,0.89,TELCO_SUBSCRIBER_RECORD
PHONE_00299,PERSON_0299,DEVICE_00299,2024-02-12 23:34:55,,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00300,PERSON_0300,DEVICE_00300,2025-04-27 20:15:09,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00301,PERSON_0301,DEVICE_00301,2026-05-21 04:54:31,,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00302,PERSON_0302,DEVICE_00302,2024-10-14 09:16:24,2025-06-23 13:04:43,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00303,PERSON_0303,DEVICE_00303,2025-10-06 09:14:05,,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00304,PERSON_0304,DEVICE_00304,2024-05-05 07:31:10,,0.81,TELCO_SUBSCRIBER_RECORD
PHONE_00305,PERSON_0305,DEVICE_00305,2025-03-23 14:59:03,,0.73,TELCO_SUBSCRIBER_RECORD
PHONE_00306,PERSON_0306,DEVICE_00306,2025-08-17 08:52:11,,0.86,TELCO_SUBSCRIBER_RECORD
PHONE_00307,PERSON_0307,DEVICE_00307,2024-02-11 12:16:43,,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00308,PERSON_0308,DEVICE_00308,2026-01-19 17:17:12,,0.79,TELCO_SUBSCRIBER_RECORD
PHONE_00309,PERSON_0309,DEVICE_00309,2026-01-06 15:09:44,,0.8,TELCO_SUBSCRIBER_RECORD
PHONE_00310,PERSON_0310,DEVICE_00310,2025-11-08 08:41:43,,0.89,TELCO_SUBSCRIBER_RECORD
PHONE_00311,PERSON_0311,DEVICE_00311,2025-11-09 05:16:18,,0.75,TELCO_SUBSCRIBER_RECORD
PHONE_00312,PERSON_0312,DEVICE_00312,2024-12-27 03:52:42,,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00313,PERSON_0313,DEVICE_00313,2025-09-03 04:06:59,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00314,PERSON_0314,DEVICE_00314,2024-12-05 03:48:25,2026-05-23 20:47:29,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00315,PERSON_0315,DEVICE_00315,2024-12-05 18:19:34,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00316,PERSON_0316,DEVICE_00316,2025-09-03 23:41:02,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00317,PERSON_0317,DEVICE_00317,2025-10-14 02:14:21,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00318,PERSON_0318,DEVICE_00318,2024-04-25 17:32:05,,0.84,TELCO_SUBSCRIBER_RECORD
PHONE_00319,PERSON_0319,DEVICE_00319,2024-05-17 08:40:23,,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00320,PERSON_0320,DEVICE_00320,2025-01-12 13:30:47,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00321,PERSON_0321,DEVICE_00321,2024-06-04 19:56:59,,0.75,TELCO_SUBSCRIBER_RECORD
PHONE_00322,PERSON_0322,DEVICE_00322,2025-03-05 03:15:34,,0.83,TELCO_SUBSCRIBER_RECORD
PHONE_00323,PERSON_0323,DEVICE_00323,2024-04-11 05:23:07,,0.77,TELCO_SUBSCRIBER_RECORD
PHONE_00324,PERSON_0324,DEVICE_00324,2024-08-15 01:03:02,,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00325,PERSON_0325,DEVICE_00325,2026-05-24 05:03:30,,0.83,TELCO_SUBSCRIBER_RECORD
PHONE_00326,PERSON_0326,DEVICE_00326,2024-05-20 10:39:42,,0.73,TELCO_SUBSCRIBER_RECORD
PHONE_00327,PERSON_0327,DEVICE_00327,2026-05-17 05:52:51,,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00328,PERSON_0328,DEVICE_00328,2025-02-23 11:52:10,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00329,PERSON_0329,DEVICE_00329,2025-03-07 12:09:37,,0.93,TELCO_SUBSCRIBER_RECORD
PHONE_00330,PERSON_0330,DEVICE_00330,2025-09-13 06:28:48,,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00331,PERSON_0331,DEVICE_00331,2025-09-30 13:23:21,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00332,PERSON_0332,DEVICE_00332,2026-04-14 14:53:15,,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00333,PERSON_0333,DEVICE_00333,2025-03-02 05:09:37,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00334,PERSON_0334,DEVICE_00334,2026-02-20 18:46:49,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00335,PERSON_0335,DEVICE_00335,2024-11-28 20:25:34,,0.86,TELCO_SUBSCRIBER_RECORD
PHONE_00336,PERSON_0336,DEVICE_00336,2026-02-07 09:39:59,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00337,PERSON_0337,DEVICE_00337,2024-10-02 23:45:37,,0.86,TELCO_SUBSCRIBER_RECORD
PHONE_00338,PERSON_0338,DEVICE_00338,2024-11-16 17:04:30,,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00339,PERSON_0339,DEVICE_00339,2025-06-27 11:52:26,,0.89,TELCO_SUBSCRIBER_RECORD
PHONE_00340,PERSON_0340,DEVICE_00340,2026-05-22 13:01:50,,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00341,PERSON_0341,DEVICE_00341,2024-06-10 21:12:50,2026-01-30 14:50:47,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00342,PERSON_0342,DEVICE_00342,2024-12-30 23:09:48,,0.72,TELCO_SUBSCRIBER_RECORD
PHONE_00343,PERSON_0343,DEVICE_00343,2025-06-08 15:49:12,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00344,PERSON_0344,DEVICE_00344,2025-05-11 17:22:59,,0.93,TELCO_SUBSCRIBER_RECORD
PHONE_00345,PERSON_0345,DEVICE_00345,2025-08-01 00:37:00,,0.72,TELCO_SUBSCRIBER_RECORD
PHONE_00346,PERSON_0346,DEVICE_00346,2024-12-07 09:27:35,,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00347,PERSON_0347,DEVICE_00347,2025-11-04 03:39:52,,0.89,TELCO_SUBSCRIBER_RECORD
PHONE_00348,PERSON_0348,DEVICE_00348,2025-07-22 16:52:29,,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00349,PERSON_0349,DEVICE_00349,2025-02-04 19:34:09,,0.99,TELCO_SUBSCRIBER_RECORD
PHONE_00350,PERSON_0350,DEVICE_00350,2025-06-12 12:41:54,,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00351,PERSON_0351,DEVICE_00351,2025-10-25 00:23:15,,0.91,TELCO_SUBSCRIBER_RECORD
PHONE_00352,PERSON_0352,DEVICE_00352,2024-12-11 11:23:53,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00353,PERSON_0353,DEVICE_00353,2025-03-14 08:35:34,,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00354,PERSON_0354,DEVICE_00354,2026-05-27 03:50:28,,0.74,TELCO_SUBSCRIBER_RECORD
PHONE_00355,PERSON_0355,DEVICE_00355,2024-12-26 17:54:39,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00356,PERSON_0356,DEVICE_00356,2024-05-01 00:22:33,,0.74,TELCO_SUBSCRIBER_RECORD
PHONE_00357,PERSON_0357,DEVICE_00357,2024-10-12 10:33:07,,0.89,TELCO_SUBSCRIBER_RECORD
PHONE_00358,PERSON_0358,DEVICE_00358,2024-09-26 01:40:15,,0.94,TELCO_SUBSCRIBER_RECORD
PHONE_00359,PERSON_0359,DEVICE_00359,2026-01-28 11:32:02,,0.77,TELCO_SUBSCRIBER_RECORD
PHONE_00360,PERSON_0360,DEVICE_00360,2026-05-20 04:46:25,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00361,PERSON_0361,DEVICE_00361,2025-12-14 00:01:44,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00362,PERSON_0362,DEVICE_00362,2024-04-24 16:10:22,,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00363,PERSON_0363,DEVICE_00363,2026-05-12 21:43:25,,0.8,TELCO_SUBSCRIBER_RECORD
PHONE_00364,PERSON_0364,DEVICE_00364,2024-04-26 22:43:13,,0.72,TELCO_SUBSCRIBER_RECORD
PHONE_00365,PERSON_0365,DEVICE_00365,2024-04-03 00:02:51,,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00366,PERSON_0366,DEVICE_00366,2024-12-28 08:55:23,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00367,PERSON_0367,DEVICE_00367,2024-07-03 01:23:36,,0.76,TELCO_SUBSCRIBER_RECORD
PHONE_00368,PERSON_0368,DEVICE_00368,2024-09-24 18:08:32,,0.97,TELCO_SUBSCRIBER_RECORD
PHONE_00369,PERSON_0369,DEVICE_00369,2024-05-16 00:35:46,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00370,PERSON_0370,DEVICE_00370,2024-05-06 15:26:20,,0.72,TELCO_SUBSCRIBER_RECORD
PHONE_00371,PERSON_0371,DEVICE_00371,2025-09-15 18:50:54,,0.8,TELCO_SUBSCRIBER_RECORD
PHONE_00372,PERSON_0372,DEVICE_00372,2025-08-06 22:56:55,,0.74,TELCO_SUBSCRIBER_RECORD
PHONE_00373,PERSON_0373,DEVICE_00373,2024-04-24 02:39:09,,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00374,PERSON_0374,DEVICE_00374,2026-02-15 05:58:39,,0.85,TELCO_SUBSCRIBER_RECORD
PHONE_00375,PERSON_0375,DEVICE_00375,2026-01-12 09:15:14,2026-03-30 12:07:31,0.76,TELCO_SUBSCRIBER_RECORD
PHONE_00376,PERSON_0376,DEVICE_00376,2024-05-05 00:43:44,,0.79,TELCO_SUBSCRIBER_RECORD
PHONE_00377,PERSON_0377,DEVICE_00377,2025-05-21 07:35:08,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00378,PERSON_0378,DEVICE_00378,2026-05-06 14:28:52,,0.85,TELCO_SUBSCRIBER_RECORD
PHONE_00379,PERSON_0379,DEVICE_00379,2025-07-24 10:53:21,,0.77,TELCO_SUBSCRIBER_RECORD
PHONE_00380,PERSON_0380,DEVICE_00380,2025-12-27 15:51:06,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00381,PERSON_0381,DEVICE_00381,2025-07-22 08:29:59,2025-12-28 06:50:20,0.86,TELCO_SUBSCRIBER_RECORD
PHONE_00382,PERSON_0382,DEVICE_00382,2024-11-09 02:25:09,,0.8,TELCO_SUBSCRIBER_RECORD
PHONE_00383,PERSON_0383,DEVICE_00383,2025-06-08 05:39:02,,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00384,PERSON_0384,DEVICE_00384,2025-11-15 06:36:20,,0.86,TELCO_SUBSCRIBER_RECORD
PHONE_00385,PERSON_0385,DEVICE_00385,2025-07-04 01:18:42,2025-12-26 08:19:07,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00386,PERSON_0386,DEVICE_00386,2025-06-01 15:32:22,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00387,PERSON_0387,DEVICE_00387,2025-04-10 10:32:07,,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00388,PERSON_0388,DEVICE_00388,2024-11-02 01:55:37,,0.93,TELCO_SUBSCRIBER_RECORD
PHONE_00389,PERSON_0389,DEVICE_00389,2025-06-16 13:17:53,,0.75,TELCO_SUBSCRIBER_RECORD
PHONE_00390,PERSON_0390,DEVICE_00390,2024-08-07 12:05:16,,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00391,PERSON_0391,DEVICE_00391,2025-11-19 01:52:05,2026-02-17 18:44:03,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00392,PERSON_0392,DEVICE_00392,2024-11-27 22:33:33,,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00393,PERSON_0393,DEVICE_00393,2024-05-23 12:08:35,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00394,PERSON_0394,DEVICE_00394,2025-08-16 23:00:11,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00395,PERSON_0395,DEVICE_00395,2026-01-30 05:22:04,,0.85,TELCO_SUBSCRIBER_RECORD
PHONE_00396,PERSON_0396,DEVICE_00396,2024-01-27 00:42:48,,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00397,PERSON_0397,DEVICE_00397,2025-06-06 00:52:49,,0.76,TELCO_SUBSCRIBER_RECORD
PHONE_00398,PERSON_0398,DEVICE_00398,2025-12-22 20:50:02,,0.81,TELCO_SUBSCRIBER_RECORD
PHONE_00399,PERSON_0399,DEVICE_00399,2024-07-24 00:46:13,,0.94,TELCO_SUBSCRIBER_RECORD
PHONE_00400,PERSON_0400,DEVICE_00400,2024-07-02 14:30:22,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00401,PERSON_0401,DEVICE_00401,2024-10-29 01:52:51,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00402,PERSON_0402,DEVICE_00402,2025-09-12 09:30:50,,0.82,TELCO_SUBSCRIBER_RECORD
PHONE_00403,PERSON_0403,DEVICE_00403,2025-08-04 00:44:12,,0.75,TELCO_SUBSCRIBER_RECORD
PHONE_00404,PERSON_0404,DEVICE_00404,2026-03-22 08:45:16,,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00405,PERSON_0405,DEVICE_00405,2025-01-13 01:39:39,,0.83,TELCO_SUBSCRIBER_RECORD
PHONE_00406,PERSON_0406,DEVICE_00406,2025-07-21 18:17:22,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00407,PERSON_0407,DEVICE_00407,2024-12-25 12:48:35,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00408,PERSON_0408,DEVICE_00408,2024-09-01 22:08:57,,0.84,TELCO_SUBSCRIBER_RECORD
PHONE_00409,PERSON_0409,DEVICE_00409,2024-07-28 12:29:02,,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00410,PERSON_0410,DEVICE_00410,2024-12-08 04:25:15,,0.93,TELCO_SUBSCRIBER_RECORD
PHONE_00411,PERSON_0411,DEVICE_00411,2026-05-09 16:15:17,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00412,PERSON_0412,DEVICE_00412,2026-04-07 17:03:18,,0.99,TELCO_SUBSCRIBER_RECORD
PHONE_00413,PERSON_0413,DEVICE_00413,2024-11-08 08:44:18,,0.9,TELCO_SUBSCRIBER_RECORD
PHONE_00414,PERSON_0414,DEVICE_00414,2024-12-27 12:57:32,,0.78,TELCO_SUBSCRIBER_RECORD
PHONE_00415,PERSON_0415,DEVICE_00415,2024-10-08 00:59:44,,0.95,TELCO_SUBSCRIBER_RECORD
PHONE_00416,PERSON_0416,DEVICE_00416,2024-02-11 15:11:39,,0.92,TELCO_SUBSCRIBER_RECORD
PHONE_00417,PERSON_0417,DEVICE_00417,2024-09-22 21:58:30,,0.89,TELCO_SUBSCRIBER_RECORD
PHONE_00418,PERSON_0418,DEVICE_00418,2025-07-17 13:50:25,,0.76,TELCO_SUBSCRIBER_RECORD
PHONE_00419,PERSON_0419,DEVICE_00419,2026-01-04 12:08:31,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00420,PERSON_0420,DEVICE_00420,2024-12-23 02:45:40,,0.94,TELCO_SUBSCRIBER_RECORD
PHONE_00421,PERSON_0421,DEVICE_00421,2026-03-17 15:57:22,,0.76,TELCO_SUBSCRIBER_RECORD
PHONE_00422,PERSON_0422,DEVICE_00422,2025-01-12 11:44:09,,0.85,TELCO_SUBSCRIBER_RECORD
PHONE_00423,PERSON_0423,DEVICE_00423,2026-03-18 23:24:50,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00424,PERSON_0424,DEVICE_00424,2024-06-05 01:15:36,,0.89,TELCO_SUBSCRIBER_RECORD
PHONE_00425,PERSON_0425,DEVICE_00425,2025-02-25 14:58:18,,0.7,TELCO_SUBSCRIBER_RECORD
PHONE_00426,PERSON_0426,DEVICE_00426,2025-12-16 05:33:46,,0.98,TELCO_SUBSCRIBER_RECORD
PHONE_00427,PERSON_0427,DEVICE_00427,2024-10-27 06:18:09,,0.87,TELCO_SUBSCRIBER_RECORD
PHONE_00428,PERSON_0428,DEVICE_00428,2025-07-20 03:35:34,,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00429,PERSON_0429,DEVICE_00429,2025-08-27 23:34:23,2026-05-16 12:52:26,0.88,TELCO_SUBSCRIBER_RECORD
PHONE_00430,PERSON_0430,DEVICE_00430,2024-01-26 11:46:21,,0.71,TELCO_SUBSCRIBER_RECORD
PHONE_00431,PERSON_0431,DEVICE_00431,2025-11-02 14:39:11,,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00432,PERSON_0432,DEVICE_00432,2024-02-15 04:57:40,,0.74,TELCO_SUBSCRIBER_RECORD
PHONE_00433,PERSON_0433,DEVICE_00433,2024-05-01 11:30:19,2024-07-23 16:16:12,0.96,TELCO_SUBSCRIBER_RECORD
PHONE_00434,PERSON_0434,DEVICE_00434,2024-10-10 05:44:56,,0.94,TELCO_SUBSCRIBER_RECORD
PHONE_00435,PERSON_0435,DEVICE_00435,2025-05-09 17:14:03,2025-06-10 09:15:37,0.86,TELCO_SUBSCRIBER_RECORD
PHONE_00436,PERSON_0436,DEVICE_00436,2024-10-13 21:53:58,,0.84,TELCO_SUBSCRIBER_RECORD
