vehicle_id,owner_person_id,vehicle_type,model,registration_alias,ownership_start,ownership_end,confidence
VEHICLE_00223,PERSON_0960,two_wheeler,SynModel-X1,JAI-92-SYN-7583,2025-06-14 15:10:02,,0.91
VEHICLE_00224,PERSON_0758,sedan,SynModel-X1,AHM-84-SYN-1312,2024-01-31 17:41:17,,0.84
VEHICLE_00225,PERSON_1087,sedan,SynModel-X1,MUM-93-SYN-8032,2021-10-19 22:33:58,,0.97
VEHICLE_00226,PERSON_0289,two_wheeler,SynModel-Y2,AHM-38-SYN-8128,2026-04-25 09:22:48,,0.98
VEHICLE_00227,PERSON_0751,sedan,SynModel-A4,JAI-83-SYN-4200,2023-05-02 12:14:48,,0.87
VEHICLE_00228,PERSON_1004,SUV,SynModel-Y2,JAI-65-SYN-8055,2021-12-01 06:44:55,,0.97
VEHICLE_00229,PERSON_0920,sedan,SynModel-Z3,LKO-62-SYN-2878,2022-01-01 17:35:41,,0.89
VEHICLE_00230,PERSON_1370,SUV,SynModel-B5,DEL-37-SYN-6891,2023-03-14 15:27:25,,0.86
VEHICLE_00231,PERSON_0834,sedan,SynModel-A4,JAI-98-SYN-2792,2023-07-14 12:28:35,,0.92
VEHICLE_00232,PERSON_0349,two_wheeler,SynModel-X1,JAI-34-SYN-8410,2025-03-22 07:06:16,,0.83
VEHICLE_00233,PERSON_1140,SUV,SynModel-X1,BHO-68-SYN-5524,2025-01-17 01:56:14,,0.83
VEHICLE_00234,PERSON_0775,two_wheeler,SynModel-Y2,PUN-40-SYN-7281,2023-04-29 11:01:54,,0.83
VEHICLE_00235,PERSON_0240,two_wheeler,SynModel-A4,JAI-43-SYN-5472,2024-08-11 05:26:08,,0.95
VEHICLE_00236,PERSON_0562,hatchback,SynModel-A4,CHD-77-SYN-8706,2024-12-12 03:19:49,,0.97
VEHICLE_00237,PERSON_0074,two_wheeler,SynModel-X1,JAI-97-SYN-9696,2025-05-14 04:49:11,,0.93
VEHICLE_00238,PERSON_0434,SUV,SynModel-B5,DEL-75-SYN-8732,2023-03-31 22:40:04,,0.81
VEHICLE_00239,PERSON_1400,sedan,SynModel-Y2,CHD-63-SYN-9413,2023-06-17 00:32:29,,0.86
VEHICLE_00240,PERSON_0247,hatchback,SynModel-B5,CHD-24-SYN-9192,2024-06-11 14:21:26,,0.89
VEHICLE_00241,PERSON_1198,hatchback,SynModel-Z3,MUM-10-SYN-3599,2021-12-29 09:06:24,,0.96
VEHICLE_00242,PERSON_0293,sedan,SynModel-X1,PUN-21-SYN-1329,2024-04-09 18:06:14,,0.82
VEHICLE_00243,PERSON_0968,commercial_van,SynModel-Y2,CHD-17-SYN-6815,2024-07-14 08:08:33,,0.88
VEHICLE_00244,PERSON_1483,commercial_van,SynModel-Y2,BHO-39-SYN-4806,2024-06-12 13:29:49,,0.81
VEHICLE_00245,PERSON_0290,hatchback,SynModel-X1,AHM-11-SYN-7945,2024-08-09 06:58:41,,0.94
VEHICLE_00246,PERSON_0912,sedan,SynModel-B5,PUN-28-SYN-2821,2024-09-03 22:16:58,,0.94
VEHICLE_00247,PERSON_1291,SUV,SynModel-A4,IND-81-SYN-3690,2024-05-04 14:23:58,,0.86
VEHICLE_00248,PERSON_0973,SUV,SynModel-A4,BHO-78-SYN-4172,2026-01-06 22:21:10,,0.92
VEHICLE_00249,PERSON_0137,SUV,SynModel-Y2,CHD-40-SYN-8706,2023-05-15 22:14:40,,0.95
VEHICLE_00250,PERSON_0899,sedan,SynModel-Y2,HYD-87-SYN-4466,2026-03-14 15:35:52,,0.94
VEHICLE_00251,PERSON_0389,sedan,SynModel-A4,AHM-26-SYN-6246,2024-04-02 12:09:53,,0.98
VEHICLE_00252,PERSON_0606,sedan,SynModel-Y2,IND-76-SYN-1730,2024-12-06 17:12:19,,0.88
VEHICLE_00253,PERSON_0655,hatchback,SynModel-X1,CHD-33-SYN-3553,2025-09-13 16:38:06,,0.9
VEHICLE_00254,PERSON_0347,sedan,SynModel-X1,MUM-75-SYN-4814,2024-12-07 21:20:43,,0.99
VEHICLE_00255,PERSON_1458,sedan,SynModel-B5,DEL-86-SYN-8853,2022-12-23 08:10:39,,0.94
VEHICLE_00256,PERSON_1059,two_wheeler,SynModel-Z3,DEL-31-SYN-5968,2023-04-06 13:50:50,,0.88
VEHICLE_00257,PERSON_0731,SUV,SynModel-Z3,LKO-37-SYN-6666,2023-04-26 11:51:22,,0.93
VEHICLE_00258,PERSON_1082,hatchback,SynModel-Y2,MUM-64-SYN-5967,2024-11-23 14:59:59,,0.96
VEHICLE_00259,PERSON_0853,sedan,SynModel-X1,IND-54-SYN-9943,2023-03-25 08:26:45,,0.94
VEHICLE_00260,PERSON_0952,hatchback,SynModel-B5,LKO-78-SYN-4461,2024-04-20 03:16:41,,0.93
VEHICLE_00261,PERSON_1112,two_wheeler,SynModel-A4,DEL-88-SYN-5916,2024-09-02 03:15:33,,0.8
VEHICLE_00262,PERSON_0692,two_wheeler,SynModel-X1,PUN-12-SYN-3363,2022-01-24 20:00:50,,0.88
VEHICLE_00263,PERSON_0042,sedan,SynModel-X1,JAI-71-SYN-1033,2022-12-06 16:00:35,,0.94
VEHICLE_00264,PERSON_0178,commercial_van,SynModel-Y2,IND-27-SYN-6455,2025-12-25 20:36:28,,0.82
VEHICLE_00265,PERSON_1364,sedan,SynModel-B5,PUN-31-SYN-6514,2026-03-05 14:47:16,,0.8
VEHICLE_00266,PERSON_0500,hatchback,SynModel-Z3,MUM-87-SYN-1061,2024-02-11 11:29:36,,0.82
VEHICLE_00267,PERSON_0663,sedan,SynModel-Z3,MUM-73-SYN-2953,2025-04-07 23:02:47,,0.83
VEHICLE_00268,PERSON_0906,SUV,SynModel-Z3,MUM-55-SYN-6618,2023-01-07 19:06:49,,0.85
VEHICLE_00269,PERSON_0027,SUV,SynModel-A4,BHO-26-SYN-2962,2023-04-04 03:35:44,,0.96
VEHICLE_00270,PERSON_1026,two_wheeler,SynModel-Z3,PUN-24-SYN-9740,2025-11-15 19:52:27,,0.86
VEHICLE_00271,PERSON_1410,two_wheeler,SynModel-B5,BHO-88-SYN-6871,2024-08-11 18:23:27,,0.94
VEHICLE_00272,PERSON_0176,commercial_van,SynModel-X1,IND-81-SYN-4442,2022-11-19 08:27:06,,0.91
VEHICLE_00273,PERSON_0003,two_wheeler,SynModel-X1,HYD-87-SYN-5611,2025-07-10 00:29:27,,0.8
VEHICLE_00274,PERSON_1484,commercial_van,SynModel-A4,LKO-36-SYN-7950,2023-01-31 17:08:55,,0.95
VEHICLE_00275,PERSON_0129,two_wheeler,SynModel-Z3,PUN-26-SYN-8448,2022-04-08 04:26:52,,0.9
VEHICLE_00276,PERSON_1085,commercial_van,SynModel-X1,AHM-91-SYN-4636,2024-07-11 00:19:02,,0.91
VEHICLE_00277,PERSON_1466,hatchback,SynModel-X1,BHO-56-SYN-1800,2026-03-13 10:29:27,,0.87
VEHICLE_00278,PERSON_0802,commercial_van,SynModel-X1,HYD-97-SYN-5668,2022-09-09 16:19:06,,0.98
VEHICLE_00279,PERSON_0481,commercial_van,SynModel-Z3,PUN-65-SYN-2585,2024-10-11 05:33:02,,0.93
VEHICLE_00280,PERSON_0465,two_wheeler,SynModel-Y2,DEL-76-SYN-9442,2025-01-04 03:24:06,,0.88
VEHICLE_00281,PERSON_0984,hatchback,SynModel-Z3,IND-48-SYN-1344,2024-03-25 13:00:48,,0.93
VEHICLE_00282,PERSON_1027,hatchback,SynModel-X1,DEL-71-SYN-5863,2023-10-23 09:26:23,,0.86
VEHICLE_00283,PERSON_0585,hatchback,SynModel-Y2,MUM-81-SYN-3116,2025-11-20 23:20:17,,0.96
VEHICLE_00284,PERSON_0872,SUV,SynModel-B5,AHM-73-SYN-5961,2026-02-25 01:03:07,,0.92
VEHICLE_00285,PERSON_0195,SUV,SynModel-B5,AHM-33-SYN-7103,2023-02-17 10:52:43,,0.95
VEHICLE_00286,PERSON_0712,SUV,SynModel-X1,LKO-99-SYN-7196,2024-03-27 13:25:50,,0.85
VEHICLE_00287,PERSON_0715,SUV,SynModel-X1,MUM-94-SYN-6443,2022-05-20 13:18:47,,0.89
VEHICLE_00288,PERSON_0820,commercial_van,SynModel-Z3,JAI-32-SYN-2818,2024-02-29 05:26:10,,0.98
VEHICLE_00289,PERSON_1009,sedan,SynModel-A4,IND-76-SYN-5052,2025-06-30 13:52:52,,0.94
VEHICLE_00290,PERSON_1297,commercial_van,SynModel-Z3,MUM-79-SYN-2034,2022-12-08 08:00:02,,0.98
VEHICLE_00291,PERSON_0879,two_wheeler,SynModel-B5,PUN-65-SYN-1337,2025-11-04 09:19:37,,0.81
VEHICLE_00292,PERSON_1472,two_wheeler,SynModel-X1,LKO-92-SYN-5229,2023-06-21 13:26:40,,0.94
VEHICLE_00293,PERSON_0726,two_wheeler,SynModel-Y2,PUN-28-SYN-1786,2022-06-21 22:20:32,,0.83
VEHICLE_00294,PERSON_0628,SUV,SynModel-A4,CHD-56-SYN-5513,2022-06-08 10:21:44,,0.91
VEHICLE_00295,PERSON_0318,two_wheeler,SynModel-Y2,BHO-53-SYN-4510,2024-07-20 08:28:06,,0.96
VEHICLE_00296,PERSON_0217,SUV,SynModel-B5,HYD-55-SYN-5869,2021-10-02 15:31:27,,0.84
VEHICLE_00297,PERSON_0354,two_wheeler,SynModel-A4,PUN-89-SYN-8234,2023-05-17 19:33:40,,0.91
VEHICLE_00298,PERSON_1423,two_wheeler,SynModel-Y2,PUN-16-SYN-2346,2026-01-21 06:00:40,,0.84
VEHICLE_00299,PERSON_1092,hatchback,SynModel-B5,DEL-69-SYN-7994,2025-09-03 07:11:53,,0.94
VEHICLE_00300,PERSON_0305,two_wheeler,SynModel-B5,IND-93-SYN-9427,2025-09-10 23:01:56,,0.89
VEHICLE_00301,PERSON_0456,commercial_van,SynModel-Z3,DEL-74-SYN-7573,2023-05-18 04:50:53,,0.87
VEHICLE_00302,PERSON_0836,SUV,SynModel-B5,CHD-10-SYN-6392,2026-01-20 18:26:04,,0.93
VEHICLE_00303,PERSON_0703,two_wheeler,SynModel-B5,MUM-34-SYN-4200,2023-12-02 16:38:24,,0.99
VEHICLE_00304,PERSON_1252,two_wheeler,SynModel-Z3,BHO-64-SYN-2795,2023-12-26 08:38:17,,0.85
VEHICLE_00305,PERSON_0350,two_wheeler,SynModel-X1,MUM-42-SYN-8619,2024-12-24 11:57:13,,0.81
VEHICLE_00306,PERSON_1467,commercial_van,SynModel-X1,PUN-79-SYN-5459,2024-07-04 10:22:05,,0.87
VEHICLE_00307,PERSON_0312,two_wheeler,SynModel-Z3,BHO-44-SYN-3872,2022-12-13 03:44:21,,0.84
VEHICLE_00308,PERSON_0489,SUV,SynModel-Y2,BHO-95-SYN-6833,2026-02-18 04:15:17,,0.98
VEHICLE_00309,PERSON_1330,SUV,SynModel-X1,CHD-88-SYN-4620,2023-12-27 05:14:52,,0.9
VEHICLE_00310,PERSON_0904,hatchback,SynModel-Y2,HYD-82-SYN-4815,2021-08-14 18:59:52,,0.83
VEHICLE_00311,PERSON_0403,two_wheeler,SynModel-A4,CHD-72-SYN-5836,2024-09-27 00:26:50,,0.9
VEHICLE_00312,PERSON_0927,sedan,SynModel-B5,AHM-87-SYN-8965,2022-05-01 12:49:41,,0.81
VEHICLE_00313,PERSON_1277,two_wheeler,SynModel-Z3,MUM-58-SYN-4924,2025-08-31 17:59:02,,0.88
VEHICLE_00314,PERSON_1154,hatchback,SynModel-Z3,DEL-19-SYN-4658,2024-10-29 18:55:09,,0.83
VEHICLE_00315,PERSON_1333,SUV,SynModel-Z3,LKO-33-SYN-4823,2025-12-16 03:45:47,,0.87
VEHICLE_00316,PERSON_0330,sedan,SynModel-X1,LKO-93-SYN-4494,2026-03-23 01:29:21,,0.96
VEHICLE_00317,PERSON_0905,sedan,SynModel-Y2,CHD-17-SYN-7067,2025-11-06 10:30:22,,0.92
VEHICLE_00318,PERSON_0509,SUV,SynModel-X1,IND-55-SYN-9524,2024-06-21 04:24:59,,0.86
VEHICLE_00319,PERSON_0634,hatchback,SynModel-Z3,BHO-30-SYN-3298,2021-07-27 10:18:57,,0.81
VEHICLE_00320,PERSON_0190,commercial_van,SynModel-B5,LKO-91-SYN-8601,2025-10-21 09:02:53,,0.91
VEHICLE_00321,PERSON_0270,sedan,SynModel-A4,DEL-46-SYN-1245,2023-08-26 15:46:37,,0.89
VEHICLE_00322,PERSON_0369,sedan,SynModel-X1,DEL-76-SYN-8134,2026-02-19 00:51:13,,0.92
VEHICLE_00323,PERSON_0045,two_wheeler,SynModel-X1,PUN-22-SYN-4497,2021-07-30 06:58:33,,0.88
VEHICLE_00324,PERSON_0149,SUV,SynModel-B5,JAI-67-SYN-1870,2023-09-04 23:42:32,,0.83
VEHICLE_00325,PERSON_0642,two_wheeler,SynModel-Y2,AHM-24-SYN-8245,2022-11-14 09:51:13,,0.81
VEHICLE_00326,PERSON_0513,two_wheeler,SynModel-B5,LKO-58-SYN-6158,2022-05-17 17:28:50,,0.92
VEHICLE_00327,PERSON_0280,sedan,SynModel-X1,CHD-10-SYN-4954,2025-10-04 21:11:00,,0.92
VEHICLE_00328,PERSON_1396,hatchback,SynModel-X1,DEL-79-SYN-4603,2024-04-12 19:49:00,,0.9
VEHICLE_00329,PERSON_1099,hatchback,SynModel-Z3,DEL-86-SYN-6266,2022-08-06 04:40:45,,0.92
VEHICLE_00330,PERSON_0067,two_wheeler,SynModel-Z3,DEL-36-SYN-4896,2025-11-28 09:15:39,,0.83
VEHICLE_00331,PERSON_1479,two_wheeler,SynModel-A4,AHM-39-SYN-8573,2022-06-24 04:00:51,,0.89
VEHICLE_00332,PERSON_1240,SUV,SynModel-B5,HYD-89-SYN-3509,2026-01-14 08:10:06,,0.95
VEHICLE_00333,PERSON_0047,commercial_van,SynModel-Z3,JAI-34-SYN-9590,2023-10-09 00:43:19,,0.98
VEHICLE_00334,PERSON_1188,hatchback,SynModel-A4,DEL-31-SYN-3349,2022-01-31 15:27:56,,0.95
VEHICLE_00335,PERSON_1019,sedan,SynModel-Y2,JAI-13-SYN-8642,2025-02-04 09:10:26,,0.98
VEHICLE_00336,PERSON_0443,SUV,SynModel-B5,BHO-36-SYN-5579,2021-11-22 15:36:28,,0.8
VEHICLE_00337,PERSON_1439,hatchback,SynModel-A4,LKO-15-SYN-7429,2025-01-14 02:51:04,,0.86
VEHICLE_00338,PERSON_0084,SUV,SynModel-Y2,DEL-67-SYN-1319,2024-10-01 10:51:33,,0.98
VEHICLE_00339,PERSON_1380,SUV,SynModel-B5,IND-39-SYN-3148,2025-12-22 11:53:36,,0.96
VEHICLE_00340,PERSON_0999,commercial_van,SynModel-Y2,MUM-56-SYN-1360,2026-03-24 03:29:12,,0.85
VEHICLE_00341,PERSON_0738,two_wheeler,SynModel-B5,HYD-31-SYN-7679,2025-12-12 20:07:54,,0.81
VEHICLE_00342,PERSON_1174,sedan,SynModel-Y2,JAI-49-SYN-3584,2023-11-08 06:18:40,,0.98
VEHICLE_00343,PERSON_0898,SUV,SynModel-X1,MUM-61-SYN-4603,2024-03-29 03:04:47,,0.82
VEHICLE_00344,PERSON_0799,sedan,SynModel-A4,JAI-48-SYN-3556,2025-03-19 07:38:42,,0.95
VEHICLE_00345,PERSON_1355,commercial_van,SynModel-A4,LKO-48-SYN-9014,2024-01-01 23:37:25,,0.89
VEHICLE_00346,PERSON_0616,hatchback,SynModel-X1,BHO-96-SYN-4106,2022-12-17 22:08:29,,0.84
VEHICLE_00347,PERSON_1450,two_wheeler,SynModel-B5,IND-60-SYN-6804,2024-01-26 08:52:00,,0.91
VEHICLE_00348,PERSON_0068,commercial_van,SynModel-X1,BHO-12-SYN-1231,2025-02-28 02:08:10,,0.96
VEHICLE_00349,PERSON_1075,hatchback,SynModel-X1,BHO-77-SYN-1693,2023-03-03 04:02:30,,0.85
VEHICLE_00350,PERSON_0917,hatchback,SynModel-B5,BHO-92-SYN-6071,2021-09-19 04:57:10,,0.87
VEHICLE_00351,PERSON_0539,commercial_van,SynModel-X1,HYD-30-SYN-2623,2024-03-20 02:16:29,,0.92
VEHICLE_00352,PERSON_1329,SUV,SynModel-B5,BHO-96-SYN-9166,2021-07-17 11:25:05,,0.81
VEHICLE_00353,PERSON_0246,SUV,SynModel-X1,CHD-14-SYN-4360,2022-12-06 19:53:21,,0.85
VEHICLE_00354,PERSON_0222,sedan,SynModel-A4,HYD-59-SYN-1089,2022-02-05 11:58:39,,0.84
VEHICLE_00355,PERSON_0743,SUV,SynModel-B5,BHO-65-SYN-7667,2025-10-27 16:03:37,,0.84
VEHICLE_00356,PERSON_1292,sedan,SynModel-X1,MUM-48-SYN-4529,2025-11-27 06:54:51,,0.87
VEHICLE_00357,PERSON_1016,two_wheeler,SynModel-B5,PUN-10-SYN-4730,2023-12-20 13:27:35,,0.83
VEHICLE_00358,PERSON_0254,sedan,SynModel-X1,HYD-43-SYN-8115,2025-08-12 13:06:22,,0.84
VEHICLE_00359,PERSON_0345,hatchback,SynModel-A4,HYD-78-SYN-3155,2024-01-30 11:39:20,,0.82
VEHICLE_00360,PERSON_0226,hatchback,SynModel-B5,CHD-71-SYN-1477,2025-01-04 19:27:22,,0.85
VEHICLE_00361,PERSON_1132,two_wheeler,SynModel-A4,DEL-52-SYN-5042,2024-07-23 07:00:37,,0.92
VEHICLE_00362,PERSON_0777,sedan,SynModel-X1,BHO-55-SYN-8128,2022-12-01 15:56:23,,0.87
VEHICLE_00363,PERSON_0559,two_wheeler,SynModel-B5,HYD-61-SYN-5905,2021-11-27 01:07:26,,0.82
VEHICLE_00364,PERSON_1017,two_wheeler,SynModel-X1,JAI-21-SYN-5582,2022-01-25 05:44:21,,0.85
VEHICLE_00365,PERSON_1121,hatchback,SynModel-Y2,PUN-62-SYN-7553,2022-09-08 10:36:59,,0.88
VEHICLE_00366,PERSON_0260,sedan,SynModel-B5,CHD-94-SYN-3449,2025-04-14 23:47:44,,0.82
VEHICLE_00367,PERSON_0182,two_wheeler,SynModel-Y2,BHO-62-SYN-3483,2021-09-05 03:44:31,,0.84
VEHICLE_00368,PERSON_1296,commercial_van,SynModel-X1,LKO-39-SYN-2726,2021-10-01 12:13:10,,0.91
VEHICLE_00369,PERSON_1042,commercial_van,SynModel-X1,BHO-31-SYN-4193,2026-04-11 01:01:17,,0.86
VEHICLE_00370,PERSON_0093,hatchback,SynModel-B5,DEL-52-SYN-1576,2023-12-30 14:55:34,,0.83
VEHICLE_00371,PERSON_0498,hatchback,SynModel-Y2,BHO-17-SYN-3478,2026-03-18 16:29:34,,0.9
VEHICLE_00372,PERSON_1081,sedan,SynModel-A4,CHD-72-SYN-4352,2025-09-17 17:17:32,,0.92
VEHICLE_00373,PERSON_1341,sedan,SynModel-A4,PUN-24-SYN-5154,2023-04-01 23:52:34,,0.95
VEHICLE_00374,PERSON_0485,sedan,SynModel-B5,MUM-34-SYN-5443,2022-08-11 07:34:53,,0.82
VEHICLE_00375,PERSON_0538,commercial_van,SynModel-A4,LKO-47-SYN-7144,2026-03-12 09:04:20,,0.99
VEHICLE_00376,PERSON_0295,two_wheeler,SynModel-Y2,AHM-62-SYN-7487,2024-12-05 00:46:52,,0.85
VEHICLE_00377,PERSON_0756,hatchback,SynModel-A4,DEL-79-SYN-6779,2022-07-29 15:25:56,,0.8
VEHICLE_00378,PERSON_0061,commercial_van,SynModel-B5,HYD-50-SYN-4620,2024-01-03 19:17:26,,0.83
VEHICLE_00379,PERSON_0473,SUV,SynModel-Y2,AHM-42-SYN-1235,2024-09-11 07:14:41,,0.94
VEHICLE_00380,PERSON_0251,hatchback,SynModel-Y2,AHM-43-SYN-7284,2023-12-28 15:02:02,,0.94
VEHICLE_00381,PERSON_0278,SUV,SynModel-A4,JAI-34-SYN-9726,2021-11-29 03:28:09,,0.96
VEHICLE_00382,PERSON_1221,hatchback,SynModel-Z3,LKO-42-SYN-5245,2026-01-27 21:43:13,,0.96
VEHICLE_00383,PERSON_0039,SUV,SynModel-A4,PUN-81-SYN-6048,2024-10-10 18:50:04,,0.88
VEHICLE_00384,PERSON_0608,SUV,SynModel-Z3,MUM-49-SYN-5475,2022-11-25 02:59:12,,0.93
VEHICLE_00385,PERSON_0334,sedan,SynModel-X1,CHD-30-SYN-3578,2021-12-11 11:39:20,,0.89
VEHICLE_00386,PERSON_0078,commercial_van,SynModel-Y2,IND-97-SYN-2504,2022-11-27 07:45:08,,0.93
VEHICLE_00387,PERSON_0288,commercial_van,SynModel-A4,DEL-69-SYN-4375,2023-04-30 22:00:16,,0.99
VEHICLE_00388,PERSON_1161,SUV,SynModel-Y2,HYD-86-SYN-9344,2023-07-06 05:34:14,,0.9
VEHICLE_00389,PERSON_0659,sedan,SynModel-A4,PUN-66-SYN-1371,2023-03-18 09:16:15,,0.97
VEHICLE_00390,PERSON_0817,sedan,SynModel-Y2,HYD-34-SYN-6100,2026-03-27 20:58:50,,0.9
VEHICLE_00391,PERSON_0656,sedan,SynModel-Z3,MUM-18-SYN-5119,2022-09-10 18:15:49,,0.93
VEHICLE_00392,PERSON_0647,SUV,SynModel-Y2,PUN-80-SYN-8748,2021-10-22 11:59:10,,0.89
VEHICLE_00393,PERSON_1151,sedan,SynModel-B5,AHM-42-SYN-6526,2026-02-28 08:13:21,,0.83
VEHICLE_00394,PERSON_0910,commercial_van,SynModel-B5,JAI-84-SYN-3506,2022-02-26 09:51:26,,0.85
VEHICLE_00395,PERSON_0173,SUV,SynModel-Z3,MUM-58-SYN-5386,2026-03-30 03:41:50,,0.93
VEHICLE_00396,PERSON_1386,commercial_van,SynModel-Y2,BHO-24-SYN-2755,2024-10-17 17:33:44,,0.94
VEHICLE_00397,PERSON_0070,commercial_van,SynModel-B5,DEL-14-SYN-2755,2024-09-14 17:00:35,,0.98
VEHICLE_00398,PERSON_1383,two_wheeler,SynModel-Z3,CHD-83-SYN-1168,2023-04-05 06:37:06,,0.83
VEHICLE_00399,PERSON_1211,hatchback,SynModel-A4,AHM-16-SYN-7191,2024-03-24 02:00:23,,0.97
VEHICLE_00400,PERSON_0448,two_wheeler,SynModel-Y2,LKO-95-SYN-6313,2024-02-15 12:56:19,,0.98
VEHICLE_00401,PERSON_0814,sedan,SynModel-B5,MUM-77-SYN-8483,2022-05-14 22:58:59,,0.86
VEHICLE_00402,PERSON_0327,two_wheeler,SynModel-B5,JAI-80-SYN-5562,2022-10-31 00:27:47,,0.97
VEHICLE_00403,PERSON_0929,hatchback,SynModel-A4,CHD-97-SYN-1826,2025-05-27 08:03:56,,0.89
VEHICLE_00404,PERSON_0370,SUV,SynModel-B5,PUN-24-SYN-9005,2025-03-19 00:53:00,,0.83
VEHICLE_00405,PERSON_0299,two_wheeler,SynModel-X1,CHD-77-SYN-9809,2024-01-31 11:42:02,,0.83
VEHICLE_00406,PERSON_0395,sedan,SynModel-B5,IND-60-SYN-6842,2024-06-03 23:47:49,,0.91
VEHICLE_00407,PERSON_0926,SUV,SynModel-A4,BHO-29-SYN-9731,2026-02-21 02:36:09,,0.86
VEHICLE_00408,PERSON_0357,two_wheeler,SynModel-Z3,IND-70-SYN-3078,2025-05-12 05:40:17,,0.92
VEHICLE_00409,PERSON_0674,hatchback,SynModel-A4,HYD-99-SYN-4168,2023-07-29 00:24:45,,0.98
VEHICLE_00410,PERSON_0145,commercial_van,SynModel-X1,IND-59-SYN-7588,2023-05-06 23:06:31,,0.96
VEHICLE_00411,PERSON_1368,sedan,SynModel-X1,DEL-85-SYN-9364,2024-07-15 14:41:42,,0.86
VEHICLE_00412,PERSON_0297,commercial_van,SynModel-Y2,PUN-59-SYN-7805,2022-01-08 20:09:07,,0.96
VEHICLE_00413,PERSON_1205,hatchback,SynModel-B5,BHO-94-SYN-2087,2025-03-20 22:12:08,,0.84
VEHICLE_00414,PERSON_0244,commercial_van,SynModel-Y2,CHD-13-SYN-5555,2025-04-13 13:05:54,,0.87
VEHICLE_00415,PERSON_0795,SUV,SynModel-Z3,MUM-61-SYN-3362,2025-06-09 16:19:49,,0.84
VEHICLE_00416,PERSON_0672,two_wheeler,SynModel-Y2,PUN-22-SYN-1840,2025-07-16 13:10:05,,0.98
VEHICLE_00417,PERSON_0474,SUV,SynModel-Y2,HYD-46-SYN-5893,2024-05-26 12:16:35,,0.92
VEHICLE_00418,PERSON_1407,sedan,SynModel-A4,CHD-79-SYN-2767,2026-02-18 10:25:01,,0.84
VEHICLE_00419,PERSON_1229,two_wheeler,SynModel-X1,CHD-27-SYN-6712,2022-07-15 15:00:50,,0.85
VEHICLE_00420,PERSON_0532,commercial_van,SynModel-X1,BHO-19-SYN-9693,2025-01-21 05:13:27,,0.83
VEHICLE_00421,PERSON_0760,SUV,SynModel-B5,IND-39-SYN-8402,2021-10-01 23:34:31,,0.83
VEHICLE_00422,PERSON_1088,sedan,SynModel-Z3,MUM-86-SYN-8813,2024-12-31 13:12:58,,0.94
VEHICLE_00423,PERSON_0612,two_wheeler,SynModel-A4,JAI-99-SYN-9429,2022-06-09 09:18:09,,0.83
VEHICLE_00424,PERSON_0942,hatchback,SynModel-B5,LKO-24-SYN-1352,2022-05-19 23:49:07,,0.97
VEHICLE_00425,PERSON_0537,commercial_van,SynModel-Z3,IND-41-SYN-2637,2025-09-01 17:42:19,,0.98
VEHICLE_00426,PERSON_0272,hatchback,SynModel-B5,HYD-14-SYN-4240,2022-09-14 23:35:40,,0.9
VEHICLE_00427,PERSON_1036,commercial_van,SynModel-Y2,PUN-35-SYN-3342,2023-10-04 07:41:20,,0.9
VEHICLE_00428,PERSON_0328,commercial_van,SynModel-X1,CHD-25-SYN-5519,2022-02-09 14:21:13,,0.84
VEHICLE_00429,PERSON_1047,sedan,SynModel-Z3,CHD-67-SYN-4725,2023-02-13 14:42:31,,0.85
VEHICLE_00430,PERSON_0769,hatchback,SynModel-B5,DEL-77-SYN-1886,2024-01-11 11:19:15,,0.98
VEHICLE_00431,PERSON_1334,hatchback,SynModel-B5,AHM-46-SYN-1589,2025-09-06 06:04:17,,0.85
VEHICLE_00432,PERSON_0866,SUV,SynModel-X1,BHO-44-SYN-1298,2024-04-19 15:15:28,,0.83
VEHICLE_00433,PERSON_0792,SUV,SynModel-Y2,PUN-70-SYN-5646,2026-03-13 01:59:26,,0.81
VEHICLE_00434,PERSON_1418,hatchback,SynModel-Y2,BHO-34-SYN-5601,2025-06-13 23:51:34,,0.98
VEHICLE_00435,PERSON_1120,hatchback,SynModel-Y2,JAI-52-SYN-5387,2026-01-23 00:39:45,,0.93
VEHICLE_00436,PERSON_0156,sedan,SynModel-X1,DEL-27-SYN-6553,2024-05-18 10:36:01,,0.89
VEHICLE_00437,PERSON_0578,two_wheeler,SynModel-B5,AHM-53-SYN-1165,2023-08-16 07:50:25,,0.92
VEHICLE_00438,PERSON_0894,commercial_van,SynModel-Z3,PUN-83-SYN-5984,2023-05-09 20:28:46,,0.85
VEHICLE_00439,PERSON_0058,hatchback,SynModel-A4,BHO-47-SYN-9919,2022-07-21 09:36:54,,0.85
VEHICLE_00440,PERSON_1251,two_wheeler,SynModel-A4,IND-86-SYN-1890,2021-09-08 12:03:51,,0.91
VEHICLE_00441,PERSON_0122,two_wheeler,SynModel-Z3,CHD-55-SYN-2718,2023-10-09 22:22:32,,0.9
VEHICLE_00442,PERSON_1080,hatchback,SynModel-Z3,JAI-91-SYN-3624,2022-08-08 09:09:36,,0.92
VEHICLE_00443,PERSON_1086,two_wheeler,SynModel-Y2,AHM-94-SYN-5785,2023-06-22 04:28:19,,0.87
VEHICLE_00444,PERSON_1145,hatchback,SynModel-Y2,BHO-44-SYN-4697,2024-01-14 16:58:30,,0.87
VEHICLE_00445,PERSON_0768,hatchback,SynModel-A4,CHD-52-SYN-2361,2021-10-22 17:30:17,,0.8
