social_record_id,person_id,platform_alias,username_alias,timestamp,content,mentioned_entity,location_id,confidence,source
SOC_000503,PERSON_0037,ChirpNet,user_person_0037,2026-02-16 01:46:31,"New shop opening next week, everyone welcome.",,LOCATION_0047,0.63,SOCIAL_MEDIA_MONITORING
SOC_000504,PERSON_0851,TalkStream,user_person_0851,2024-08-29 05:10:41,Keep this between us for now.,PERSON_1422,LOCATION_0071,0.8,SOCIAL_MEDIA_MONITORING
SOC_000505,PERSON_1170,SnapCircle,user_person_1170,2024-08-03 02:53:46,"New shop opening next week, everyone welcome.",,LOCATION_0247,0.62,SOCIAL_MEDIA_MONITORING
SOC_000506,PERSON_0577,TalkStream,user_person_0577,2025-10-26 21:25:45,Weather has been unusually warm this month.,,LOCATION_0278,0.79,SOCIAL_MEDIA_MONITORING
SOC_000507,PERSON_0096,ConnectHub,user_person_0096,2024-08-28 18:01:07,Keep this between us for now.,,LOCATION_0274,0.4,SOCIAL_MEDIA_MONITORING
SOC_000508,PERSON_0304,TalkStream,user_person_0304,2025-05-16 06:19:10,Weather has been unusually warm this month.,,LOCATION_0015,0.62,SOCIAL_MEDIA_MONITORING
SOC_000509,PERSON_0196,PicWall,user_person_0196,2026-01-11 16:19:15,"Package ready, will hand it over as discussed.",,LOCATION_0218,0.75,SOCIAL_MEDIA_MONITORING
SOC_000510,PERSON_1348,ChirpNet,user_person_1348,2026-03-23 17:20:26,"New shop opening next week, everyone welcome.",,LOCATION_0176,0.76,SOCIAL_MEDIA_MONITORING
SOC_000511,PERSON_0365,SnapCircle,user_person_0365,2025-12-07 16:27:51,Traffic was terrible near the market today.,,LOCATION_0246,0.83,SOCIAL_MEDIA_MONITORING
SOC_000512,PERSON_0120,PicWall,user_person_0120,2025-03-21 14:27:53,Traffic was terrible near the market today.,,LOCATION_0019,0.59,SOCIAL_MEDIA_MONITORING
SOC_000513,PERSON_0838,PicWall,user_person_0838,2024-03-06 01:50:25,"New shop opening next week, everyone welcome.",,LOCATION_0160,0.42,SOCIAL_MEDIA_MONITORING
SOC_000514,PERSON_1386,PicWall,user_person_1386,2026-05-27 06:25:22,Weather has been unusually warm this month.,,LOCATION_0109,0.4,SOCIAL_MEDIA_MONITORING
SOC_000515,PERSON_1335,ConnectHub,user_person_1335,2025-12-22 07:14:11,"Everything is set for the evening, see you there.",PERSON_0741,LOCATION_0120,0.43,SOCIAL_MEDIA_MONITORING
SOC_000516,PERSON_0456,PicWall,user_person_0456,2025-07-09 00:44:46,Happy to share we completed the delivery on time.,,LOCATION_0121,0.64,SOCIAL_MEDIA_MONITORING
SOC_000517,PERSON_1436,ConnectHub,user_person_1436,2025-03-15 21:09:57,"Great weekend with family, back to work tomorrow.",,LOCATION_0293,0.52,SOCIAL_MEDIA_MONITORING
SOC_000518,PERSON_0094,ChirpNet,user_person_0094,2025-07-07 09:52:49,Happy to share we completed the delivery on time.,,LOCATION_0067,0.59,SOCIAL_MEDIA_MONITORING
SOC_000519,PERSON_1074,SnapCircle,user_person_1074,2024-04-09 07:02:52,Meeting postponed. Same place tomorrow.,PERSON_1324,LOCATION_0145,0.69,SOCIAL_MEDIA_MONITORING
SOC_000520,PERSON_0711,SnapCircle,user_person_0711,2026-02-10 21:03:08,"Everything is set for the evening, see you there.",PERSON_1450,LOCATION_0220,0.53,SOCIAL_MEDIA_MONITORING
SOC_000521,PERSON_0904,PicWall,user_person_0904,2026-05-10 18:26:06,"Great weekend with family, back to work tomorrow.",,LOCATION_0080,0.61,SOCIAL_MEDIA_MONITORING
SOC_000522,PERSON_1276,ChirpNet,user_person_1276,2024-07-29 04:40:36,Happy to share we completed the delivery on time.,,LOCATION_0204,0.42,SOCIAL_MEDIA_MONITORING
SOC_000523,PERSON_0101,ConnectHub,user_person_0101,2026-03-04 08:03:34,"Package ready, will hand it over as discussed.",PERSON_0039,LOCATION_0165,0.84,SOCIAL_MEDIA_MONITORING
SOC_000524,PERSON_1036,ConnectHub,user_person_1036,2024-05-03 14:50:21,Weather has been unusually warm this month.,,LOCATION_0117,0.65,SOCIAL_MEDIA_MONITORING
SOC_000525,PERSON_0652,ChirpNet,user_person_0652,2024-12-12 07:36:33,"New shop opening next week, everyone welcome.",,LOCATION_0082,0.8,SOCIAL_MEDIA_MONITORING
SOC_000526,PERSON_1034,SnapCircle,user_person_1034,2024-02-02 19:38:27,Happy to share we completed the delivery on time.,,LOCATION_0009,0.59,SOCIAL_MEDIA_MONITORING
SOC_000527,PERSON_0880,TalkStream,user_person_0880,2024-07-10 14:17:15,Weather has been unusually warm this month.,,LOCATION_0167,0.61,SOCIAL_MEDIA_MONITORING
SOC_000528,PERSON_0696,TalkStream,user_person_0696,2024-10-20 11:20:39,Happy to share we completed the delivery on time.,,LOCATION_0221,0.46,SOCIAL_MEDIA_MONITORING
SOC_000529,PERSON_0508,TalkStream,user_person_0508,2024-11-08 21:37:20,"Great weekend with family, back to work tomorrow.",,LOCATION_0208,0.5,SOCIAL_MEDIA_MONITORING
SOC_000530,PERSON_1412,SnapCircle,user_person_1412,2025-04-11 09:34:50,"New shop opening next week, everyone welcome.",,LOCATION_0072,0.7,SOCIAL_MEDIA_MONITORING
SOC_000531,PERSON_0291,SnapCircle,user_person_0291,2024-02-23 01:59:22,"Package ready, will hand it over as discussed.",,LOCATION_0138,0.56,SOCIAL_MEDIA_MONITORING
SOC_000532,PERSON_0939,SnapCircle,user_person_0939,2026-05-19 22:30:36,"Package ready, will hand it over as discussed.",PERSON_1113,LOCATION_0064,0.53,SOCIAL_MEDIA_MONITORING
SOC_000533,PERSON_1412,TalkStream,user_person_1412,2025-04-30 00:02:26,Weather has been unusually warm this month.,,LOCATION_0102,0.49,SOCIAL_MEDIA_MONITORING
SOC_000534,PERSON_1414,ConnectHub,user_person_1414,2025-08-27 20:31:22,Weather has been unusually warm this month.,,LOCATION_0258,0.66,SOCIAL_MEDIA_MONITORING
SOC_000535,PERSON_0150,ConnectHub,user_person_0150,2025-04-07 20:33:44,Traffic was terrible near the market today.,,LOCATION_0025,0.49,SOCIAL_MEDIA_MONITORING
SOC_000536,PERSON_0848,ConnectHub,user_person_0848,2026-05-02 04:09:31,Weather has been unusually warm this month.,,LOCATION_0170,0.68,SOCIAL_MEDIA_MONITORING
SOC_000537,PERSON_0280,PicWall,user_person_0280,2024-12-15 16:34:07,"Package ready, will hand it over as discussed.",,LOCATION_0224,0.85,SOCIAL_MEDIA_MONITORING
SOC_000538,PERSON_0966,ConnectHub,user_person_0966,2024-11-21 11:17:25,Happy to share we completed the delivery on time.,,LOCATION_0129,0.76,SOCIAL_MEDIA_MONITORING
SOC_000539,PERSON_1116,PicWall,user_person_1116,2024-02-27 00:03:49,Traffic was terrible near the market today.,,LOCATION_0021,0.48,SOCIAL_MEDIA_MONITORING
SOC_000540,PERSON_0072,SnapCircle,user_person_0072,2024-10-07 23:43:51,"New shop opening next week, everyone welcome.",,LOCATION_0222,0.41,SOCIAL_MEDIA_MONITORING
SOC_000541,PERSON_1084,ConnectHub,user_person_1084,2025-12-15 00:58:33,Traffic was terrible near the market today.,,LOCATION_0203,0.43,SOCIAL_MEDIA_MONITORING
SOC_000542,PERSON_1303,PicWall,user_person_1303,2025-07-15 21:23:47,Weather has been unusually warm this month.,,LOCATION_0242,0.74,SOCIAL_MEDIA_MONITORING
SOC_000543,PERSON_1486,PicWall,user_person_1486,2024-07-04 11:20:02,Happy to share we completed the delivery on time.,,LOCATION_0095,0.62,SOCIAL_MEDIA_MONITORING
SOC_000544,PERSON_0185,ChirpNet,user_person_0185,2024-03-11 08:29:26,"Great weekend with family, back to work tomorrow.",,LOCATION_0231,0.83,SOCIAL_MEDIA_MONITORING
SOC_000545,PERSON_0327,SnapCircle,user_person_0327,2026-06-25 16:29:19,Happy to share we completed the delivery on time.,,LOCATION_0132,0.64,SOCIAL_MEDIA_MONITORING
SOC_000546,PERSON_0865,ConnectHub,user_person_0865,2025-07-03 04:09:24,Traffic was terrible near the market today.,,LOCATION_0267,0.66,SOCIAL_MEDIA_MONITORING
SOC_000547,PERSON_0385,ChirpNet,user_person_0385,2025-11-18 18:22:41,Traffic was terrible near the market today.,,LOCATION_0093,0.47,SOCIAL_MEDIA_MONITORING
SOC_000548,PERSON_1168,ChirpNet,user_person_1168,2024-04-27 05:58:30,Traffic was terrible near the market today.,,LOCATION_0059,0.73,SOCIAL_MEDIA_MONITORING
SOC_000549,PERSON_0084,SnapCircle,user_person_0084,2025-05-04 10:51:35,Weather has been unusually warm this month.,,LOCATION_0211,0.48,SOCIAL_MEDIA_MONITORING
SOC_000550,PERSON_0752,TalkStream,user_person_0752,2025-08-15 13:01:23,Meeting postponed. Same place tomorrow.,,LOCATION_0227,0.73,SOCIAL_MEDIA_MONITORING
SOC_000551,PERSON_0569,PicWall,user_person_0569,2024-10-25 00:53:06,Traffic was terrible near the market today.,,LOCATION_0077,0.66,SOCIAL_MEDIA_MONITORING
SOC_000552,PERSON_0201,SnapCircle,user_person_0201,2024-10-22 20:19:38,"Great weekend with family, back to work tomorrow.",,LOCATION_0118,0.5,SOCIAL_MEDIA_MONITORING
SOC_000553,PERSON_0486,PicWall,user_person_0486,2025-04-01 19:03:35,Weather has been unusually warm this month.,,LOCATION_0034,0.65,SOCIAL_MEDIA_MONITORING
SOC_000554,PERSON_0109,PicWall,user_person_0109,2025-01-23 16:19:10,Happy to share we completed the delivery on time.,,LOCATION_0026,0.62,SOCIAL_MEDIA_MONITORING
SOC_000555,PERSON_0474,ConnectHub,user_person_0474,2026-01-16 13:38:10,Traffic was terrible near the market today.,,LOCATION_0150,0.72,SOCIAL_MEDIA_MONITORING
SOC_000556,PERSON_0068,SnapCircle,user_person_0068,2024-11-19 13:34:40,"Great weekend with family, back to work tomorrow.",,LOCATION_0069,0.54,SOCIAL_MEDIA_MONITORING
SOC_000557,PERSON_0176,ConnectHub,user_person_0176,2024-02-14 05:10:41,Traffic was terrible near the market today.,,LOCATION_0148,0.76,SOCIAL_MEDIA_MONITORING
SOC_000558,PERSON_0004,PicWall,user_person_0004,2025-04-10 05:49:06,"New shop opening next week, everyone welcome.",,LOCATION_0273,0.65,SOCIAL_MEDIA_MONITORING
SOC_000559,PERSON_0791,ConnectHub,user_person_0791,2024-12-02 06:18:22,Happy to share we completed the delivery on time.,,LOCATION_0227,0.77,SOCIAL_MEDIA_MONITORING
SOC_000560,PERSON_0414,SnapCircle,user_person_0414,2025-04-27 02:10:06,Traffic was terrible near the market today.,,LOCATION_0155,0.55,SOCIAL_MEDIA_MONITORING
SOC_000561,PERSON_1013,ChirpNet,user_person_1013,2025-03-19 12:04:36,Happy to share we completed the delivery on time.,,LOCATION_0110,0.41,SOCIAL_MEDIA_MONITORING
SOC_000562,PERSON_1324,ConnectHub,user_person_1324,2024-04-21 08:08:56,"Everything is set for the evening, see you there.",PERSON_1249,LOCATION_0077,0.44,SOCIAL_MEDIA_MONITORING
SOC_000563,PERSON_1313,SnapCircle,user_person_1313,2025-06-20 03:23:50,Weather has been unusually warm this month.,,LOCATION_0057,0.52,SOCIAL_MEDIA_MONITORING
SOC_000564,PERSON_1332,PicWall,user_person_1332,2026-01-17 21:06:34,Weather has been unusually warm this month.,,LOCATION_0212,0.55,SOCIAL_MEDIA_MONITORING
SOC_000565,PERSON_0215,TalkStream,user_person_0215,2025-10-28 03:35:22,"Great weekend with family, back to work tomorrow.",,LOCATION_0017,0.57,SOCIAL_MEDIA_MONITORING
SOC_000566,PERSON_0698,SnapCircle,user_person_0698,2024-03-03 06:23:22,"Great weekend with family, back to work tomorrow.",,LOCATION_0054,0.48,SOCIAL_MEDIA_MONITORING
SOC_000567,PERSON_1375,PicWall,user_person_1375,2026-04-14 05:19:06,Weather has been unusually warm this month.,,LOCATION_0174,0.83,SOCIAL_MEDIA_MONITORING
SOC_000568,PERSON_1240,ChirpNet,user_person_1240,2025-05-03 02:32:03,Happy to share we completed the delivery on time.,,LOCATION_0300,0.49,SOCIAL_MEDIA_MONITORING
SOC_000569,PERSON_0064,SnapCircle,user_person_0064,2025-09-28 17:17:57,Weather has been unusually warm this month.,,LOCATION_0223,0.55,SOCIAL_MEDIA_MONITORING
SOC_000570,PERSON_0770,PicWall,user_person_0770,2026-06-11 04:28:23,Meeting postponed. Same place tomorrow.,,LOCATION_0205,0.66,SOCIAL_MEDIA_MONITORING
SOC_000571,PERSON_0598,ChirpNet,user_person_0598,2024-02-06 20:39:18,"Everything is set for the evening, see you there.",PERSON_0978,LOCATION_0243,0.5,SOCIAL_MEDIA_MONITORING
SOC_000572,PERSON_0615,SnapCircle,user_person_0615,2024-11-20 17:46:33,"Great weekend with family, back to work tomorrow.",,LOCATION_0296,0.8,SOCIAL_MEDIA_MONITORING
SOC_000573,PERSON_1356,ChirpNet,user_person_1356,2025-08-03 05:46:20,Meeting postponed. Same place tomorrow.,PERSON_0087,LOCATION_0006,0.41,SOCIAL_MEDIA_MONITORING
SOC_000574,PERSON_1237,SnapCircle,user_person_1237,2025-11-12 13:21:22,Traffic was terrible near the market today.,,LOCATION_0262,0.41,SOCIAL_MEDIA_MONITORING
SOC_000575,PERSON_0665,PicWall,user_person_0665,2024-05-27 10:37:21,Weather has been unusually warm this month.,,LOCATION_0019,0.56,SOCIAL_MEDIA_MONITORING
SOC_000576,PERSON_1267,PicWall,user_person_1267,2024-12-17 09:45:22,Weather has been unusually warm this month.,,LOCATION_0127,0.79,SOCIAL_MEDIA_MONITORING
SOC_000577,PERSON_1278,PicWall,user_person_1278,2025-01-09 12:56:45,Weather has been unusually warm this month.,,LOCATION_0285,0.59,SOCIAL_MEDIA_MONITORING
SOC_000578,PERSON_0660,TalkStream,user_person_0660,2024-08-02 12:51:20,Meeting postponed. Same place tomorrow.,,LOCATION_0158,0.69,SOCIAL_MEDIA_MONITORING
SOC_000579,PERSON_1094,ConnectHub,user_person_1094,2026-04-12 16:41:24,"New shop opening next week, everyone welcome.",,LOCATION_0220,0.75,SOCIAL_MEDIA_MONITORING
SOC_000580,PERSON_0569,ConnectHub,user_person_0569,2025-03-07 09:15:16,"Great weekend with family, back to work tomorrow.",,LOCATION_0057,0.45,SOCIAL_MEDIA_MONITORING
SOC_000581,PERSON_0518,TalkStream,user_person_0518,2025-07-18 21:41:41,"Great weekend with family, back to work tomorrow.",,LOCATION_0297,0.51,SOCIAL_MEDIA_MONITORING
SOC_000582,PERSON_1014,SnapCircle,user_person_1014,2026-02-12 22:56:24,Happy to share we completed the delivery on time.,,LOCATION_0256,0.42,SOCIAL_MEDIA_MONITORING
SOC_000583,PERSON_1373,SnapCircle,user_person_1373,2025-05-13 21:42:23,"New shop opening next week, everyone welcome.",,LOCATION_0062,0.77,SOCIAL_MEDIA_MONITORING
SOC_000584,PERSON_0727,SnapCircle,user_person_0727,2024-07-12 19:34:02,"Great weekend with family, back to work tomorrow.",,LOCATION_0224,0.74,SOCIAL_MEDIA_MONITORING
SOC_000585,PERSON_0571,SnapCircle,user_person_0571,2024-05-09 21:40:46,"Great weekend with family, back to work tomorrow.",,LOCATION_0245,0.79,SOCIAL_MEDIA_MONITORING
SOC_000586,PERSON_0697,ChirpNet,user_person_0697,2025-10-15 04:13:46,Traffic was terrible near the market today.,,LOCATION_0064,0.57,SOCIAL_MEDIA_MONITORING
SOC_000587,PERSON_1405,SnapCircle,user_person_1405,2024-03-07 10:02:26,Traffic was terrible near the market today.,,LOCATION_0141,0.64,SOCIAL_MEDIA_MONITORING
SOC_000588,PERSON_0001,ChirpNet,user_person_0001,2024-07-06 23:42:42,Traffic was terrible near the market today.,,LOCATION_0243,0.77,SOCIAL_MEDIA_MONITORING
SOC_000589,PERSON_0024,ConnectHub,user_person_0024,2024-10-21 23:50:20,Happy to share we completed the delivery on time.,,LOCATION_0060,0.8,SOCIAL_MEDIA_MONITORING
SOC_000590,PERSON_0518,ConnectHub,user_person_0518,2025-02-15 16:14:55,"Great weekend with family, back to work tomorrow.",,LOCATION_0007,0.62,SOCIAL_MEDIA_MONITORING
SOC_000591,PERSON_0209,TalkStream,user_person_0209,2026-04-07 17:26:40,Traffic was terrible near the market today.,,LOCATION_0050,0.68,SOCIAL_MEDIA_MONITORING
SOC_000592,PERSON_0286,ConnectHub,user_person_0286,2025-01-29 20:28:29,"Great weekend with family, back to work tomorrow.",,LOCATION_0065,0.4,SOCIAL_MEDIA_MONITORING
SOC_000593,PERSON_0584,ConnectHub,user_person_0584,2026-03-23 02:35:36,"New shop opening next week, everyone welcome.",,LOCATION_0059,0.56,SOCIAL_MEDIA_MONITORING
SOC_000594,PERSON_0008,SnapCircle,user_person_0008,2026-03-22 05:25:53,Traffic was terrible near the market today.,,LOCATION_0037,0.5,SOCIAL_MEDIA_MONITORING
SOC_000595,PERSON_1331,SnapCircle,user_person_1331,2024-01-09 10:15:43,Happy to share we completed the delivery on time.,,LOCATION_0083,0.58,SOCIAL_MEDIA_MONITORING
SOC_000596,PERSON_1134,ConnectHub,user_person_1134,2024-05-04 03:49:15,Happy to share we completed the delivery on time.,,LOCATION_0086,0.44,SOCIAL_MEDIA_MONITORING
SOC_000597,PERSON_0029,TalkStream,user_person_0029,2026-06-10 09:33:25,"Great weekend with family, back to work tomorrow.",,LOCATION_0078,0.75,SOCIAL_MEDIA_MONITORING
SOC_000598,PERSON_0614,PicWall,user_person_0614,2025-07-12 05:51:50,"Great weekend with family, back to work tomorrow.",,LOCATION_0154,0.47,SOCIAL_MEDIA_MONITORING
SOC_000599,PERSON_0081,ConnectHub,user_person_0081,2024-11-25 02:41:58,Meeting postponed. Same place tomorrow.,,LOCATION_0205,0.42,SOCIAL_MEDIA_MONITORING
SOC_000600,PERSON_0325,PicWall,user_person_0325,2026-03-22 03:26:26,"Great weekend with family, back to work tomorrow.",,LOCATION_0226,0.8,SOCIAL_MEDIA_MONITORING
SOC_000601,PERSON_0763,PicWall,user_person_0763,2025-04-14 21:02:52,Traffic was terrible near the market today.,,LOCATION_0196,0.79,SOCIAL_MEDIA_MONITORING
SOC_000602,PERSON_0211,ChirpNet,user_person_0211,2025-10-20 05:46:54,Happy to share we completed the delivery on time.,,LOCATION_0143,0.43,SOCIAL_MEDIA_MONITORING
SOC_000603,PERSON_1385,TalkStream,user_person_1385,2024-01-23 19:56:44,Traffic was terrible near the market today.,,LOCATION_0260,0.72,SOCIAL_MEDIA_MONITORING
SOC_000604,PERSON_1020,ConnectHub,user_person_1020,2025-09-11 05:57:52,Meeting postponed. Same place tomorrow.,,LOCATION_0036,0.58,SOCIAL_MEDIA_MONITORING
SOC_000605,PERSON_1354,SnapCircle,user_person_1354,2024-05-20 07:23:36,Happy to share we completed the delivery on time.,,LOCATION_0127,0.66,SOCIAL_MEDIA_MONITORING
SOC_000606,PERSON_0066,SnapCircle,user_person_0066,2024-03-27 10:28:02,"Great weekend with family, back to work tomorrow.",,LOCATION_0148,0.72,SOCIAL_MEDIA_MONITORING
SOC_000607,PERSON_1421,TalkStream,user_person_1421,2026-02-07 11:16:13,"New shop opening next week, everyone welcome.",,LOCATION_0097,0.8,SOCIAL_MEDIA_MONITORING
SOC_000608,PERSON_0280,ConnectHub,user_person_0280,2025-01-27 04:42:32,Weather has been unusually warm this month.,,LOCATION_0094,0.84,SOCIAL_MEDIA_MONITORING
SOC_000609,PERSON_0897,TalkStream,user_person_0897,2026-05-09 09:55:55,"New shop opening next week, everyone welcome.",,LOCATION_0229,0.78,SOCIAL_MEDIA_MONITORING
SOC_000610,PERSON_0477,SnapCircle,user_person_0477,2025-04-22 22:50:06,"Great weekend with family, back to work tomorrow.",,LOCATION_0276,0.63,SOCIAL_MEDIA_MONITORING
SOC_000611,PERSON_0338,PicWall,user_person_0338,2024-02-14 00:12:33,"New shop opening next week, everyone welcome.",,LOCATION_0150,0.79,SOCIAL_MEDIA_MONITORING
SOC_000612,PERSON_0617,ChirpNet,user_person_0617,2025-10-21 17:05:47,"Great weekend with family, back to work tomorrow.",,LOCATION_0185,0.44,SOCIAL_MEDIA_MONITORING
SOC_000613,PERSON_0767,ConnectHub,user_person_0767,2024-05-22 10:20:01,Weather has been unusually warm this month.,,LOCATION_0249,0.62,SOCIAL_MEDIA_MONITORING
SOC_000614,PERSON_0815,PicWall,user_person_0815,2025-11-10 10:40:58,"Package ready, will hand it over as discussed.",PERSON_0681,LOCATION_0067,0.84,SOCIAL_MEDIA_MONITORING
SOC_000615,PERSON_0155,SnapCircle,user_person_0155,2024-10-24 00:42:06,Happy to share we completed the delivery on time.,,LOCATION_0130,0.81,SOCIAL_MEDIA_MONITORING
SOC_000616,PERSON_0801,TalkStream,user_person_0801,2025-10-09 08:19:44,Happy to share we completed the delivery on time.,,LOCATION_0169,0.53,SOCIAL_MEDIA_MONITORING
SOC_000617,PERSON_0162,ChirpNet,user_person_0162,2024-02-01 14:58:28,Happy to share we completed the delivery on time.,,LOCATION_0267,0.56,SOCIAL_MEDIA_MONITORING
SOC_000618,PERSON_0633,ConnectHub,user_person_0633,2026-04-01 11:07:36,"Great weekend with family, back to work tomorrow.",,LOCATION_0266,0.78,SOCIAL_MEDIA_MONITORING
SOC_000619,PERSON_0666,SnapCircle,user_person_0666,2026-01-20 03:59:30,Happy to share we completed the delivery on time.,,LOCATION_0017,0.64,SOCIAL_MEDIA_MONITORING
SOC_000620,PERSON_0788,SnapCircle,user_person_0788,2025-03-10 17:51:17,Meeting postponed. Same place tomorrow.,PERSON_0822,LOCATION_0114,0.64,SOCIAL_MEDIA_MONITORING
SOC_000621,PERSON_1222,SnapCircle,user_person_1222,2025-05-18 23:00:52,"Plan is confirmed, let's proceed as talked about.",PERSON_0367,LOCATION_0072,0.54,SOCIAL_MEDIA_MONITORING
SOC_000622,PERSON_0459,ChirpNet,user_person_0459,2024-05-27 11:41:15,Weather has been unusually warm this month.,,LOCATION_0193,0.54,SOCIAL_MEDIA_MONITORING
SOC_000623,PERSON_0794,SnapCircle,user_person_0794,2024-11-18 04:01:14,"Package ready, will hand it over as discussed.",,LOCATION_0079,0.66,SOCIAL_MEDIA_MONITORING
SOC_000624,PERSON_0954,ConnectHub,user_person_0954,2024-05-07 04:18:56,"Great weekend with family, back to work tomorrow.",,LOCATION_0188,0.59,SOCIAL_MEDIA_MONITORING
SOC_000625,PERSON_0306,ConnectHub,user_person_0306,2025-06-13 20:53:47,Traffic was terrible near the market today.,,LOCATION_0121,0.51,SOCIAL_MEDIA_MONITORING
SOC_000626,PERSON_0303,ChirpNet,user_person_0303,2026-05-22 19:57:05,"Great weekend with family, back to work tomorrow.",,LOCATION_0186,0.61,SOCIAL_MEDIA_MONITORING
SOC_000627,PERSON_1405,PicWall,user_person_1405,2025-04-02 21:45:18,Happy to share we completed the delivery on time.,,LOCATION_0261,0.57,SOCIAL_MEDIA_MONITORING
SOC_000628,PERSON_1202,ConnectHub,user_person_1202,2024-04-06 01:22:47,"New shop opening next week, everyone welcome.",,LOCATION_0235,0.46,SOCIAL_MEDIA_MONITORING
SOC_000629,PERSON_0639,ConnectHub,user_person_0639,2026-01-29 14:30:08,Traffic was terrible near the market today.,,LOCATION_0230,0.55,SOCIAL_MEDIA_MONITORING
SOC_000630,PERSON_0286,ConnectHub,user_person_0286,2025-12-03 11:10:15,"New shop opening next week, everyone welcome.",,LOCATION_0045,0.52,SOCIAL_MEDIA_MONITORING
SOC_000631,PERSON_1100,TalkStream,user_person_1100,2025-02-13 23:47:32,Keep this between us for now.,PERSON_0950,LOCATION_0249,0.5,SOCIAL_MEDIA_MONITORING
SOC_000632,PERSON_0848,SnapCircle,user_person_0848,2024-03-16 12:21:14,"Great weekend with family, back to work tomorrow.",,LOCATION_0230,0.82,SOCIAL_MEDIA_MONITORING
SOC_000633,PERSON_0687,ChirpNet,user_person_0687,2026-04-22 17:47:11,"New shop opening next week, everyone welcome.",,LOCATION_0043,0.56,SOCIAL_MEDIA_MONITORING
SOC_000634,PERSON_0854,ConnectHub,user_person_0854,2025-05-16 23:00:13,"New shop opening next week, everyone welcome.",,LOCATION_0114,0.53,SOCIAL_MEDIA_MONITORING
SOC_000635,PERSON_1488,ChirpNet,user_person_1488,2025-04-12 00:26:28,Traffic was terrible near the market today.,,LOCATION_0170,0.5,SOCIAL_MEDIA_MONITORING
SOC_000636,PERSON_0795,ConnectHub,user_person_0795,2024-12-22 08:34:33,"New shop opening next week, everyone welcome.",,LOCATION_0006,0.48,SOCIAL_MEDIA_MONITORING
SOC_000637,PERSON_0792,SnapCircle,user_person_0792,2026-05-23 21:32:19,Weather has been unusually warm this month.,,LOCATION_0107,0.44,SOCIAL_MEDIA_MONITORING
SOC_000638,PERSON_1201,ConnectHub,user_person_1201,2026-03-23 21:02:06,Traffic was terrible near the market today.,,LOCATION_0050,0.82,SOCIAL_MEDIA_MONITORING
SOC_000639,PERSON_1418,ChirpNet,user_person_1418,2026-01-06 03:49:39,Weather has been unusually warm this month.,,LOCATION_0089,0.55,SOCIAL_MEDIA_MONITORING
SOC_000640,PERSON_1385,TalkStream,user_person_1385,2025-01-13 06:32:14,"Plan is confirmed, let's proceed as talked about.",PERSON_0762,LOCATION_0070,0.71,SOCIAL_MEDIA_MONITORING
SOC_000641,PERSON_0862,ChirpNet,user_person_0862,2024-11-25 23:39:31,"Great weekend with family, back to work tomorrow.",,LOCATION_0168,0.49,SOCIAL_MEDIA_MONITORING
SOC_000642,PERSON_0154,SnapCircle,user_person_0154,2026-02-28 04:07:31,"Plan is confirmed, let's proceed as talked about.",PERSON_0266,LOCATION_0189,0.65,SOCIAL_MEDIA_MONITORING
SOC_000643,PERSON_0501,PicWall,user_person_0501,2024-08-22 16:13:07,Traffic was terrible near the market today.,,LOCATION_0246,0.81,SOCIAL_MEDIA_MONITORING
SOC_000644,PERSON_0166,ConnectHub,user_person_0166,2025-12-26 11:07:37,"Great weekend with family, back to work tomorrow.",,LOCATION_0166,0.66,SOCIAL_MEDIA_MONITORING
SOC_000645,PERSON_1130,ConnectHub,user_person_1130,2025-04-02 06:45:27,Happy to share we completed the delivery on time.,,LOCATION_0189,0.64,SOCIAL_MEDIA_MONITORING
SOC_000646,PERSON_0727,PicWall,user_person_0727,2026-04-09 10:38:11,Weather has been unusually warm this month.,,LOCATION_0074,0.46,SOCIAL_MEDIA_MONITORING
SOC_000647,PERSON_0888,PicWall,user_person_0888,2024-09-19 20:20:20,Happy to share we completed the delivery on time.,,LOCATION_0266,0.71,SOCIAL_MEDIA_MONITORING
SOC_000648,PERSON_0077,ConnectHub,user_person_0077,2024-07-31 00:15:26,Happy to share we completed the delivery on time.,,LOCATION_0113,0.54,SOCIAL_MEDIA_MONITORING
SOC_000649,PERSON_1329,ChirpNet,user_person_1329,2024-04-07 22:52:53,Happy to share we completed the delivery on time.,,LOCATION_0099,0.54,SOCIAL_MEDIA_MONITORING
SOC_000650,PERSON_1084,ConnectHub,user_person_1084,2025-10-13 16:26:16,"Great weekend with family, back to work tomorrow.",,LOCATION_0183,0.66,SOCIAL_MEDIA_MONITORING
SOC_000651,PERSON_0638,ConnectHub,user_person_0638,2026-01-25 12:32:10,Weather has been unusually warm this month.,,LOCATION_0294,0.47,SOCIAL_MEDIA_MONITORING
SOC_000652,PERSON_1167,PicWall,user_person_1167,2024-10-27 09:37:38,Traffic was terrible near the market today.,,LOCATION_0012,0.43,SOCIAL_MEDIA_MONITORING
SOC_000653,PERSON_0865,ConnectHub,user_person_0865,2025-06-25 22:54:14,Happy to share we completed the delivery on time.,,LOCATION_0047,0.57,SOCIAL_MEDIA_MONITORING
SOC_000654,PERSON_0634,SnapCircle,user_person_0634,2026-05-11 21:30:18,"Great weekend with family, back to work tomorrow.",,LOCATION_0049,0.51,SOCIAL_MEDIA_MONITORING
