call_id,timestamp,caller_phone_id,receiver_phone_id,duration_seconds,call_type,caller_tower_id,receiver_tower_id,source,confidence
CALL_009460,2024-10-28 05:55:10,PHONE_00315,PHONE_01131,240,outgoing,TOWER_0140,TOWER_0056,TELCO_A,0.95
CALL_009461,2025-11-10 06:22:02,PHONE_00869,PHONE_00649,187,missed,TOWER_0142,TOWER_0014,TELCO_B,0.87
CALL_009462,2026-01-28 15:26:28,PHONE_00702,PHONE_00374,441,missed,TOWER_0125,TOWER_0145,TELCO_A,0.93
CALL_009463,2026-01-23 03:13:48,PHONE_01219,PHONE_01031,107,missed,TOWER_0119,TOWER_0130,TELCO_C,0.98
CALL_009464,2025-12-19 13:27:02,PHONE_00250,PHONE_01043,37,missed,TOWER_0014,TOWER_0001,TELCO_A,0.94
CALL_009465,2025-10-10 14:58:37,PHONE_00851,PHONE_00242,50,missed,TOWER_0121,TOWER_0131,TELCO_C,0.96
CALL_009466,2024-03-22 08:22:17,PHONE_01751,PHONE_01280,65,missed,TOWER_0065,TOWER_0005,TELCO_A,0.88
CALL_009467,2026-05-03 20:09:54,PHONE_01760,PHONE_01087,48,outgoing,TOWER_0084,TOWER_0046,TELCO_B,0.94
CALL_009468,2024-08-05 17:02:43,PHONE_01975,PHONE_01003,299,incoming,TOWER_0105,TOWER_0074,TELCO_A,0.94
CALL_009469,2026-04-13 22:15:10,PHONE_01957,PHONE_00385,139,incoming,TOWER_0024,TOWER_0033,TELCO_A,0.87
CALL_009470,2025-11-17 04:25:43,PHONE_01497,PHONE_00812,116,outgoing,TOWER_0066,TOWER_0057,TELCO_B,0.92
CALL_009471,2025-06-22 15:29:04,PHONE_01882,PHONE_01686,51,missed,TOWER_0136,TOWER_0056,TELCO_C,0.93
CALL_009472,2024-09-12 08:16:14,PHONE_00223,PHONE_00179,197,missed,TOWER_0085,TOWER_0100,TELCO_B,0.86
CALL_009473,2024-06-19 22:27:34,PHONE_01819,PHONE_01453,171,outgoing,TOWER_0069,TOWER_0002,TELCO_C,0.99
CALL_009474,2025-09-23 06:45:28,PHONE_00010,PHONE_01051,223,incoming,TOWER_0074,TOWER_0006,TELCO_C,0.98
CALL_009475,2025-06-04 11:51:56,PHONE_00788,PHONE_00312,83,outgoing,TOWER_0134,TOWER_0079,TELCO_A,0.95
CALL_009476,2024-12-27 01:28:42,PHONE_00714,PHONE_01991,181,outgoing,TOWER_0109,TOWER_0069,TELCO_C,0.85
CALL_009477,2025-10-26 01:13:41,PHONE_00347,PHONE_01773,182,outgoing,TOWER_0056,TOWER_0133,TELCO_A,0.86
CALL_009478,2024-03-10 11:57:04,PHONE_00604,PHONE_01928,52,missed,TOWER_0091,TOWER_0027,TELCO_A,0.86
CALL_009479,2025-11-15 16:04:07,PHONE_01949,PHONE_01678,23,missed,TOWER_0018,TOWER_0141,TELCO_C,0.99
CALL_009480,2025-07-14 16:29:56,PHONE_00703,PHONE_00861,107,incoming,TOWER_0096,TOWER_0067,TELCO_A,0.89
CALL_009481,2024-10-14 06:18:19,PHONE_00306,PHONE_00849,12,missed,TOWER_0041,TOWER_0117,TELCO_B,0.87
CALL_009482,2024-07-15 15:44:42,PHONE_01713,PHONE_01731,48,incoming,TOWER_0122,TOWER_0083,TELCO_C,0.95
CALL_009483,2024-03-17 20:12:36,PHONE_01703,PHONE_00407,133,incoming,TOWER_0132,TOWER_0057,TELCO_B,0.94
CALL_009484,2025-09-21 05:52:35,PHONE_01665,PHONE_00129,89,incoming,TOWER_0123,TOWER_0107,TELCO_A,0.94
CALL_009485,2025-02-10 23:56:05,PHONE_00515,PHONE_01694,8,missed,TOWER_0056,TOWER_0064,TELCO_A,0.94
CALL_009486,2025-03-05 20:47:19,PHONE_01870,PHONE_01744,26,outgoing,TOWER_0033,TOWER_0060,TELCO_B,0.99
CALL_009487,2025-04-22 02:35:57,PHONE_01501,PHONE_01032,15,missed,TOWER_0131,TOWER_0096,TELCO_A,0.93
CALL_009488,2025-06-18 23:22:32,PHONE_00221,PHONE_00980,62,missed,TOWER_0049,TOWER_0046,TELCO_C,0.89
CALL_009489,2025-11-16 13:54:27,PHONE_01896,PHONE_01633,7,incoming,TOWER_0020,TOWER_0017,TELCO_C,0.9
CALL_009490,2025-02-09 02:54:09,PHONE_00537,PHONE_00219,38,missed,TOWER_0088,TOWER_0028,TELCO_A,0.93
CALL_009491,2025-02-03 06:35:48,PHONE_01990,PHONE_00753,203,incoming,TOWER_0038,TOWER_0133,TELCO_C,0.96
CALL_009492,2026-03-11 11:04:22,PHONE_00458,PHONE_01146,58,missed,TOWER_0048,TOWER_0101,TELCO_B,0.93
CALL_009493,2026-05-05 21:02:08,PHONE_00294,PHONE_00953,40,missed,TOWER_0052,TOWER_0086,TELCO_C,0.93
CALL_009494,2025-03-19 09:54:51,PHONE_01491,PHONE_00962,36,missed,TOWER_0029,TOWER_0023,TELCO_B,0.9
CALL_009495,2025-03-27 23:20:26,PHONE_00220,PHONE_00766,66,outgoing,TOWER_0120,TOWER_0132,TELCO_B,0.97
CALL_009496,2024-10-28 05:53:39,PHONE_01842,PHONE_01533,138,outgoing,TOWER_0148,TOWER_0142,TELCO_C,0.94
CALL_009497,2026-05-06 14:06:15,PHONE_01383,PHONE_00671,406,incoming,TOWER_0144,TOWER_0016,TELCO_B,0.96
CALL_009498,2024-09-28 02:21:56,PHONE_00829,PHONE_00613,62,outgoing,TOWER_0006,TOWER_0121,TELCO_C,0.97
CALL_009499,2025-06-24 09:36:31,PHONE_00228,PHONE_00142,23,outgoing,TOWER_0096,TOWER_0044,TELCO_C,0.9
CALL_009500,2025-03-29 16:33:54,PHONE_00639,PHONE_01968,11,outgoing,TOWER_0040,TOWER_0009,TELCO_C,0.98
CALL_009501,2025-02-25 02:22:37,PHONE_00606,PHONE_00885,110,outgoing,TOWER_0038,TOWER_0143,TELCO_C,0.92
CALL_009502,2026-04-09 08:04:37,PHONE_01439,PHONE_01791,47,missed,TOWER_0063,TOWER_0046,TELCO_A,0.89
CALL_009503,2025-10-21 04:47:09,PHONE_01522,PHONE_01256,82,outgoing,TOWER_0117,TOWER_0028,TELCO_C,0.9
CALL_009504,2025-01-23 14:38:21,PHONE_00556,PHONE_00024,162,missed,TOWER_0086,TOWER_0060,TELCO_A,0.87
CALL_009505,2025-07-01 04:41:22,PHONE_01839,PHONE_01104,14,missed,TOWER_0001,TOWER_0080,TELCO_A,0.91
CALL_009506,2024-08-10 03:18:31,PHONE_01224,PHONE_01899,38,missed,TOWER_0044,TOWER_0133,TELCO_C,0.9
CALL_009507,2024-12-19 16:23:39,PHONE_00505,PHONE_01239,35,outgoing,TOWER_0071,TOWER_0041,TELCO_C,0.89
CALL_009508,2025-08-16 04:20:58,PHONE_01446,PHONE_01527,132,incoming,TOWER_0120,TOWER_0035,TELCO_B,0.88
CALL_009509,2026-05-10 08:32:16,PHONE_00051,PHONE_00311,65,incoming,TOWER_0069,TOWER_0018,TELCO_B,0.95
CALL_009510,2024-06-01 03:55:37,PHONE_00590,PHONE_01738,201,incoming,TOWER_0042,TOWER_0030,TELCO_C,0.91
CALL_009511,2025-12-13 15:06:57,PHONE_01417,PHONE_00643,90,missed,TOWER_0129,TOWER_0040,TELCO_A,0.86
CALL_009512,2024-12-16 06:37:15,PHONE_00863,PHONE_00135,5,outgoing,TOWER_0110,TOWER_0087,TELCO_A,0.92
CALL_009513,2025-09-11 08:28:17,PHONE_00834,PHONE_00029,45,outgoing,TOWER_0002,TOWER_0038,TELCO_C,0.91
CALL_009514,2025-10-15 12:01:00,PHONE_01294,PHONE_00804,30,missed,TOWER_0082,TOWER_0120,TELCO_C,0.93
CALL_009515,2026-03-04 02:47:26,PHONE_00266,PHONE_00579,67,missed,TOWER_0101,TOWER_0022,TELCO_C,0.97
CALL_009516,2024-11-06 04:55:14,PHONE_01750,PHONE_00041,57,outgoing,TOWER_0145,TOWER_0052,TELCO_B,0.98
CALL_009517,2025-06-04 02:15:45,PHONE_00535,PHONE_01753,310,missed,TOWER_0040,TOWER_0141,TELCO_C,0.89
CALL_009518,2024-10-05 17:08:26,PHONE_02016,PHONE_00683,57,incoming,TOWER_0026,TOWER_0058,TELCO_A,0.91
CALL_009519,2026-01-20 11:02:04,PHONE_01180,PHONE_00503,190,missed,TOWER_0057,TOWER_0149,TELCO_C,0.91
CALL_009520,2026-02-10 05:15:44,PHONE_01600,PHONE_01840,52,incoming,TOWER_0054,TOWER_0146,TELCO_B,0.94
CALL_009521,2025-02-20 01:46:37,PHONE_01931,PHONE_01013,50,incoming,TOWER_0068,TOWER_0100,TELCO_A,0.89
CALL_009522,2024-01-06 23:53:12,PHONE_01586,PHONE_00420,153,incoming,TOWER_0007,TOWER_0123,TELCO_B,0.93
CALL_009523,2026-03-10 16:47:54,PHONE_00863,PHONE_00941,45,missed,TOWER_0060,TOWER_0122,TELCO_B,0.98
CALL_009524,2025-12-16 14:33:34,PHONE_00162,PHONE_00164,63,incoming,TOWER_0077,TOWER_0136,TELCO_A,0.98
CALL_009525,2024-08-23 14:48:00,PHONE_01979,PHONE_00279,6,outgoing,TOWER_0095,TOWER_0072,TELCO_C,0.98
CALL_009526,2025-09-02 05:37:54,PHONE_00765,PHONE_01662,6,missed,TOWER_0091,TOWER_0098,TELCO_A,0.98
CALL_009527,2024-11-03 03:16:31,PHONE_00555,PHONE_00736,15,missed,TOWER_0113,TOWER_0078,TELCO_C,0.95
CALL_009528,2024-01-07 04:30:25,PHONE_01842,PHONE_01666,34,outgoing,TOWER_0068,TOWER_0106,TELCO_A,0.97
CALL_009529,2026-05-12 16:55:55,PHONE_01063,PHONE_00397,288,outgoing,TOWER_0129,TOWER_0135,TELCO_B,0.92
CALL_009530,2026-03-07 11:31:45,PHONE_01668,PHONE_01644,31,missed,TOWER_0063,TOWER_0014,TELCO_A,0.96
CALL_009531,2025-01-18 15:54:20,PHONE_01104,PHONE_00216,34,missed,TOWER_0150,TOWER_0002,TELCO_C,0.86
CALL_009532,2024-09-18 07:34:24,PHONE_00788,PHONE_01363,117,incoming,TOWER_0054,TOWER_0009,TELCO_B,0.97
CALL_009533,2026-02-10 06:56:45,PHONE_00555,PHONE_01119,10,incoming,TOWER_0053,TOWER_0051,TELCO_A,0.98
CALL_009534,2024-06-24 16:56:49,PHONE_00045,PHONE_01795,33,missed,TOWER_0057,TOWER_0124,TELCO_A,0.85
CALL_009535,2025-10-05 00:17:37,PHONE_00738,PHONE_00535,99,incoming,TOWER_0020,TOWER_0120,TELCO_C,0.86
CALL_009536,2025-10-10 01:42:15,PHONE_01396,PHONE_00059,96,outgoing,TOWER_0051,TOWER_0064,TELCO_A,0.9
CALL_009537,2025-04-19 02:09:19,PHONE_01828,PHONE_01997,327,missed,TOWER_0145,TOWER_0027,TELCO_A,0.93
CALL_009538,2025-02-11 21:14:48,PHONE_00438,PHONE_01833,407,outgoing,TOWER_0113,TOWER_0002,TELCO_A,0.96
CALL_009539,2024-05-20 13:19:03,PHONE_00365,PHONE_00982,138,outgoing,TOWER_0036,TOWER_0024,TELCO_B,0.93
CALL_009540,2026-01-24 10:06:16,PHONE_01169,PHONE_01150,187,incoming,TOWER_0112,TOWER_0139,TELCO_B,0.86
CALL_009541,2024-03-01 15:57:18,PHONE_00961,PHONE_01461,157,outgoing,TOWER_0097,TOWER_0122,TELCO_B,0.93
CALL_009542,2024-05-12 14:07:07,PHONE_00729,PHONE_01756,11,missed,TOWER_0012,TOWER_0071,TELCO_A,0.94
CALL_009543,2026-02-14 22:19:44,PHONE_00223,PHONE_00760,67,outgoing,TOWER_0015,TOWER_0048,TELCO_A,0.96
CALL_009544,2025-08-24 00:28:43,PHONE_01033,PHONE_01870,198,missed,TOWER_0109,TOWER_0113,TELCO_C,0.98
CALL_009545,2026-01-20 16:39:20,PHONE_01300,PHONE_00934,177,outgoing,TOWER_0081,TOWER_0140,TELCO_C,0.99
CALL_009546,2025-04-28 00:56:33,PHONE_01319,PHONE_00009,36,outgoing,TOWER_0069,TOWER_0050,TELCO_B,0.88
CALL_009547,2025-01-29 20:26:15,PHONE_01398,PHONE_01247,80,missed,TOWER_0014,TOWER_0117,TELCO_B,0.92
CALL_009548,2025-06-05 08:41:03,PHONE_01935,PHONE_00390,60,missed,TOWER_0148,TOWER_0102,TELCO_C,0.86
CALL_009549,2024-02-07 02:46:07,PHONE_01924,PHONE_01802,336,missed,TOWER_0061,TOWER_0132,TELCO_B,0.96
CALL_009550,2025-12-03 02:07:55,PHONE_01669,PHONE_00653,51,missed,TOWER_0085,TOWER_0148,TELCO_B,0.91
CALL_009551,2024-07-25 23:24:10,PHONE_00366,PHONE_01584,181,missed,TOWER_0058,TOWER_0095,TELCO_C,0.89
CALL_009552,2024-11-08 00:29:39,PHONE_00793,PHONE_01106,94,outgoing,TOWER_0117,TOWER_0117,TELCO_B,0.9
CALL_009553,2025-02-23 16:05:39,PHONE_00202,PHONE_00376,11,missed,TOWER_0059,TOWER_0006,TELCO_A,0.98
CALL_009554,2025-04-06 12:51:55,PHONE_00833,PHONE_00979,27,incoming,TOWER_0063,TOWER_0011,TELCO_A,0.93
CALL_009555,2024-08-13 18:32:59,PHONE_00960,PHONE_00173,29,outgoing,TOWER_0092,TOWER_0056,TELCO_A,0.94
CALL_009556,2024-07-12 16:19:15,PHONE_01973,PHONE_01800,184,missed,TOWER_0083,TOWER_0042,TELCO_C,0.98
CALL_009557,2024-05-21 21:56:10,PHONE_00838,PHONE_01595,7,outgoing,TOWER_0080,TOWER_0076,TELCO_B,0.87
CALL_009558,2024-01-16 16:05:36,PHONE_01548,PHONE_00362,10,incoming,TOWER_0088,TOWER_0082,TELCO_B,0.91
CALL_009559,2025-02-14 12:27:07,PHONE_00931,PHONE_01847,39,incoming,TOWER_0067,TOWER_0067,TELCO_C,0.96
CALL_009560,2026-03-22 19:41:09,PHONE_00721,PHONE_01737,295,missed,TOWER_0117,TOWER_0062,TELCO_C,0.86
CALL_009561,2025-11-14 07:33:18,PHONE_01325,PHONE_00313,88,missed,TOWER_0090,TOWER_0007,TELCO_C,0.87
CALL_009562,2025-01-17 03:33:10,PHONE_00529,PHONE_00632,166,missed,TOWER_0036,TOWER_0040,TELCO_C,0.96
CALL_009563,2025-11-29 02:04:41,PHONE_01462,PHONE_01169,19,missed,TOWER_0076,TOWER_0102,TELCO_C,0.86
CALL_009564,2024-04-15 08:28:52,PHONE_01080,PHONE_00048,445,missed,TOWER_0092,TOWER_0040,TELCO_C,0.91
CALL_009565,2025-06-01 14:05:37,PHONE_00070,PHONE_01037,87,missed,TOWER_0101,TOWER_0092,TELCO_C,0.9
CALL_009566,2025-04-02 05:05:19,PHONE_01801,PHONE_00204,21,outgoing,TOWER_0111,TOWER_0013,TELCO_B,0.91
CALL_009567,2025-12-03 22:19:49,PHONE_00105,PHONE_00238,136,missed,TOWER_0021,TOWER_0061,TELCO_A,0.88
CALL_009568,2025-10-09 04:20:25,PHONE_00686,PHONE_00970,73,incoming,TOWER_0136,TOWER_0033,TELCO_A,0.92
CALL_009569,2024-01-05 08:13:41,PHONE_00899,PHONE_01132,13,outgoing,TOWER_0080,TOWER_0061,TELCO_B,0.91
CALL_009570,2024-04-23 13:48:45,PHONE_00971,PHONE_00089,378,incoming,TOWER_0045,TOWER_0150,TELCO_B,0.92
CALL_009571,2025-01-14 07:09:36,PHONE_01764,PHONE_00481,142,missed,TOWER_0146,TOWER_0007,TELCO_B,0.97
CALL_009572,2025-07-20 00:32:49,PHONE_01656,PHONE_00823,66,outgoing,TOWER_0120,TOWER_0107,TELCO_A,0.87
CALL_009573,2026-02-17 14:36:39,PHONE_00216,PHONE_01284,55,missed,TOWER_0092,TOWER_0005,TELCO_A,0.95
CALL_009574,2024-03-04 01:34:42,PHONE_00453,PHONE_00633,33,incoming,TOWER_0026,TOWER_0096,TELCO_C,0.96
CALL_009575,2025-05-21 20:31:53,PHONE_01635,PHONE_01062,33,missed,TOWER_0084,TOWER_0068,TELCO_B,0.92
CALL_009576,2025-07-20 06:28:49,PHONE_00076,PHONE_00120,49,incoming,TOWER_0135,TOWER_0109,TELCO_C,0.92
CALL_009577,2025-05-30 12:56:29,PHONE_00322,PHONE_00573,39,incoming,TOWER_0112,TOWER_0009,TELCO_B,0.93
CALL_009578,2025-09-07 20:13:23,PHONE_01137,PHONE_01620,186,outgoing,TOWER_0088,TOWER_0038,TELCO_A,0.85
CALL_009579,2025-06-13 13:47:11,PHONE_01271,PHONE_00135,26,missed,TOWER_0149,TOWER_0087,TELCO_A,0.88
CALL_009580,2024-09-08 05:59:48,PHONE_01116,PHONE_00828,21,outgoing,TOWER_0111,TOWER_0138,TELCO_A,0.95
CALL_009581,2026-01-17 07:30:49,PHONE_01348,PHONE_00569,281,missed,TOWER_0086,TOWER_0087,TELCO_B,0.9
CALL_009582,2024-10-18 15:16:19,PHONE_00238,PHONE_01325,63,incoming,TOWER_0071,TOWER_0040,TELCO_B,0.86
CALL_009583,2024-08-06 19:56:18,PHONE_00172,PHONE_00290,97,outgoing,TOWER_0120,TOWER_0035,TELCO_C,0.94
CALL_009584,2024-12-28 23:41:52,PHONE_01837,PHONE_00246,8,outgoing,TOWER_0041,TOWER_0024,TELCO_B,0.85
CALL_009585,2024-08-08 19:19:09,PHONE_01403,PHONE_00297,37,outgoing,TOWER_0064,TOWER_0027,TELCO_C,0.94
CALL_009586,2024-07-05 15:41:23,PHONE_01798,PHONE_01505,378,incoming,TOWER_0018,TOWER_0139,TELCO_B,0.98
CALL_009587,2025-10-25 16:40:00,PHONE_01751,PHONE_01431,218,missed,TOWER_0145,TOWER_0126,TELCO_C,0.9
CALL_009588,2024-03-25 18:27:50,PHONE_00670,PHONE_00135,199,outgoing,TOWER_0070,TOWER_0147,TELCO_B,0.91
CALL_009589,2024-05-26 06:41:01,PHONE_01909,PHONE_00461,116,outgoing,TOWER_0094,TOWER_0080,TELCO_C,0.97
CALL_009590,2024-10-01 05:35:40,PHONE_01051,PHONE_01632,123,incoming,TOWER_0036,TOWER_0123,TELCO_A,0.88
CALL_009591,2024-04-25 20:00:13,PHONE_01379,PHONE_01781,94,missed,TOWER_0090,TOWER_0004,TELCO_A,0.93
CALL_009592,2024-08-21 14:48:01,PHONE_00374,PHONE_01340,12,missed,TOWER_0005,TOWER_0013,TELCO_A,0.85
CALL_009593,2024-03-05 10:04:11,PHONE_01741,PHONE_00175,25,missed,TOWER_0126,TOWER_0016,TELCO_B,0.86
CALL_009594,2025-07-07 13:49:59,PHONE_00426,PHONE_00925,179,outgoing,TOWER_0121,TOWER_0062,TELCO_C,0.94
CALL_009595,2026-04-12 09:35:50,PHONE_01133,PHONE_00442,222,missed,TOWER_0051,TOWER_0051,TELCO_B,0.89
CALL_009596,2024-03-14 13:37:02,PHONE_01491,PHONE_00232,17,incoming,TOWER_0069,TOWER_0149,TELCO_A,0.91
CALL_009597,2025-01-18 19:47:24,PHONE_00572,PHONE_01178,95,missed,TOWER_0042,TOWER_0002,TELCO_B,0.95
CALL_009598,2025-10-09 06:46:18,PHONE_00860,PHONE_01534,99,missed,TOWER_0150,TOWER_0130,TELCO_A,0.92
CALL_009599,2025-01-22 22:14:29,PHONE_01622,PHONE_01155,133,missed,TOWER_0002,TOWER_0136,TELCO_A,0.94
CALL_009600,2025-05-22 12:03:38,PHONE_00571,PHONE_00041,185,incoming,TOWER_0005,TOWER_0012,TELCO_A,0.95
CALL_009601,2024-05-13 12:55:28,PHONE_01689,PHONE_01581,11,outgoing,TOWER_0024,TOWER_0104,TELCO_B,0.88
CALL_009602,2024-01-17 16:03:59,PHONE_01441,PHONE_01306,143,incoming,TOWER_0134,TOWER_0118,TELCO_C,0.92
CALL_009603,2025-07-27 06:10:51,PHONE_01189,PHONE_01452,103,incoming,TOWER_0010,TOWER_0069,TELCO_A,0.99
CALL_009604,2025-01-28 01:36:20,PHONE_01943,PHONE_00071,28,missed,TOWER_0007,TOWER_0035,TELCO_A,0.94
CALL_009605,2025-06-02 16:56:40,PHONE_01741,PHONE_02009,19,outgoing,TOWER_0006,TOWER_0019,TELCO_B,0.91
CALL_009606,2024-02-22 06:06:33,PHONE_00574,PHONE_01040,38,missed,TOWER_0028,TOWER_0056,TELCO_B,0.98
CALL_009607,2024-02-04 13:32:05,PHONE_02023,PHONE_00806,31,incoming,TOWER_0118,TOWER_0035,TELCO_B,0.99
CALL_009608,2025-08-22 05:05:46,PHONE_00394,PHONE_00471,152,outgoing,TOWER_0063,TOWER_0136,TELCO_C,0.92
CALL_009609,2025-01-19 03:14:17,PHONE_01687,PHONE_01611,61,incoming,TOWER_0006,TOWER_0029,TELCO_A,0.95
CALL_009610,2024-09-21 18:42:58,PHONE_00492,PHONE_00389,14,missed,TOWER_0084,TOWER_0045,TELCO_B,0.92
CALL_009611,2025-07-08 15:31:18,PHONE_01892,PHONE_01455,31,incoming,TOWER_0149,TOWER_0136,TELCO_B,0.97
CALL_009612,2025-06-28 15:25:18,PHONE_01807,PHONE_01535,5,incoming,TOWER_0130,TOWER_0099,TELCO_A,0.98
CALL_009613,2025-01-10 02:41:17,PHONE_01965,PHONE_01313,289,incoming,TOWER_0038,TOWER_0007,TELCO_C,0.86
CALL_009614,2025-05-19 06:11:36,PHONE_01318,PHONE_00176,82,missed,TOWER_0021,TOWER_0078,TELCO_C,0.97
CALL_009615,2024-02-23 06:53:58,PHONE_01863,PHONE_01504,37,missed,TOWER_0074,TOWER_0008,TELCO_C,0.99
CALL_009616,2025-06-02 20:44:00,PHONE_01856,PHONE_00723,35,missed,TOWER_0110,TOWER_0108,TELCO_C,0.99
CALL_009617,2024-10-27 09:08:03,PHONE_00668,PHONE_01206,88,outgoing,TOWER_0065,TOWER_0137,TELCO_C,0.91
CALL_009618,2024-02-09 15:34:02,PHONE_01934,PHONE_01205,38,incoming,TOWER_0140,TOWER_0059,TELCO_C,0.94
CALL_009619,2024-06-14 18:07:29,PHONE_01408,PHONE_01174,118,missed,TOWER_0046,TOWER_0102,TELCO_A,0.91
CALL_009620,2026-06-01 21:46:33,PHONE_01935,PHONE_01972,59,missed,TOWER_0048,TOWER_0004,TELCO_A,0.91
CALL_009621,2024-01-25 07:39:41,PHONE_01925,PHONE_00509,144,incoming,TOWER_0053,TOWER_0108,TELCO_A,0.89
CALL_009622,2025-01-20 12:59:19,PHONE_00146,PHONE_00032,101,outgoing,TOWER_0049,TOWER_0053,TELCO_C,0.96
CALL_009623,2026-03-07 08:08:39,PHONE_00423,PHONE_01241,72,outgoing,TOWER_0083,TOWER_0073,TELCO_C,0.86
CALL_009624,2025-04-06 17:20:42,PHONE_01467,PHONE_01584,128,incoming,TOWER_0107,TOWER_0065,TELCO_A,0.96
CALL_009625,2026-04-08 16:53:51,PHONE_01352,PHONE_00153,19,incoming,TOWER_0125,TOWER_0021,TELCO_C,0.89
CALL_009626,2026-05-27 07:19:41,PHONE_01716,PHONE_00695,19,outgoing,TOWER_0131,TOWER_0078,TELCO_C,0.86
CALL_009627,2025-07-18 09:24:01,PHONE_01318,PHONE_00946,108,missed,TOWER_0051,TOWER_0017,TELCO_C,0.89
CALL_009628,2024-02-24 13:41:21,PHONE_00325,PHONE_00199,144,incoming,TOWER_0046,TOWER_0101,TELCO_B,0.92
CALL_009629,2025-03-31 17:03:26,PHONE_00533,PHONE_00080,19,missed,TOWER_0029,TOWER_0088,TELCO_A,0.93
CALL_009630,2026-06-23 12:10:46,PHONE_01431,PHONE_00251,10,incoming,TOWER_0086,TOWER_0025,TELCO_A,0.99
CALL_009631,2024-02-01 09:39:16,PHONE_01869,PHONE_01510,154,missed,TOWER_0064,TOWER_0105,TELCO_B,0.97
CALL_009632,2026-02-24 07:25:58,PHONE_01417,PHONE_01028,100,incoming,TOWER_0019,TOWER_0089,TELCO_A,0.96
CALL_009633,2025-07-16 01:26:45,PHONE_00569,PHONE_01266,17,missed,TOWER_0047,TOWER_0141,TELCO_A,0.98
CALL_009634,2024-06-17 02:05:15,PHONE_01768,PHONE_00556,44,outgoing,TOWER_0087,TOWER_0036,TELCO_A,0.9
CALL_009635,2025-04-20 19:50:58,PHONE_01746,PHONE_01490,124,incoming,TOWER_0033,TOWER_0053,TELCO_A,0.97
CALL_009636,2024-03-01 08:47:38,PHONE_00854,PHONE_00041,60,incoming,TOWER_0144,TOWER_0112,TELCO_B,0.96
CALL_009637,2024-04-30 10:51:00,PHONE_00841,PHONE_01654,77,incoming,TOWER_0088,TOWER_0001,TELCO_B,0.88
CALL_009638,2025-01-29 11:50:39,PHONE_00991,PHONE_01224,132,missed,TOWER_0130,TOWER_0064,TELCO_C,0.91
CALL_009639,2024-12-20 07:49:51,PHONE_00617,PHONE_00967,75,missed,TOWER_0015,TOWER_0065,TELCO_C,0.98
CALL_009640,2026-05-07 07:08:00,PHONE_01259,PHONE_00544,174,outgoing,TOWER_0012,TOWER_0096,TELCO_A,0.93
CALL_009641,2025-03-13 05:41:28,PHONE_00822,PHONE_00066,211,outgoing,TOWER_0008,TOWER_0048,TELCO_B,0.86
CALL_009642,2024-07-31 13:38:57,PHONE_00146,PHONE_00920,49,incoming,TOWER_0009,TOWER_0063,TELCO_C,0.93
CALL_009643,2024-03-02 13:04:28,PHONE_01380,PHONE_00547,97,missed,TOWER_0058,TOWER_0064,TELCO_B,0.92
CALL_009644,2026-02-26 17:14:12,PHONE_01959,PHONE_01501,53,outgoing,TOWER_0149,TOWER_0051,TELCO_A,0.96
CALL_009645,2024-12-18 12:27:42,PHONE_01121,PHONE_01473,79,missed,TOWER_0087,TOWER_0072,TELCO_B,0.96
CALL_009646,2026-04-06 13:21:40,PHONE_01221,PHONE_00330,45,missed,TOWER_0123,TOWER_0123,TELCO_B,0.95
CALL_009647,2024-03-27 08:54:50,PHONE_00870,PHONE_01870,440,incoming,TOWER_0056,TOWER_0103,TELCO_A,0.92
CALL_009648,2025-09-18 16:25:17,PHONE_00121,PHONE_01260,35,missed,TOWER_0147,TOWER_0004,TELCO_C,0.91
CALL_009649,2026-04-10 04:33:50,PHONE_00151,PHONE_01552,66,incoming,TOWER_0046,TOWER_0091,TELCO_C,0.98
CALL_009650,2024-07-17 07:50:02,PHONE_01311,PHONE_01779,148,incoming,TOWER_0112,TOWER_0150,TELCO_A,0.91
CALL_009651,2024-07-13 11:07:15,PHONE_01035,PHONE_00919,70,missed,TOWER_0126,TOWER_0114,TELCO_A,0.88
CALL_009652,2025-12-04 21:34:27,PHONE_00919,PHONE_01999,229,outgoing,TOWER_0034,TOWER_0130,TELCO_A,0.92
CALL_009653,2024-09-28 12:10:57,PHONE_00270,PHONE_00556,33,incoming,TOWER_0101,TOWER_0106,TELCO_B,0.96
CALL_009654,2024-09-29 17:10:37,PHONE_01944,PHONE_01932,29,missed,TOWER_0031,TOWER_0017,TELCO_C,0.93
CALL_009655,2025-12-30 03:45:20,PHONE_01600,PHONE_01001,24,missed,TOWER_0124,TOWER_0042,TELCO_C,0.97
CALL_009656,2026-01-08 15:34:32,PHONE_01661,PHONE_01121,133,incoming,TOWER_0027,TOWER_0047,TELCO_C,0.97
CALL_009657,2025-07-17 15:02:05,PHONE_01877,PHONE_00051,19,incoming,TOWER_0056,TOWER_0139,TELCO_B,0.89
CALL_009658,2024-02-01 12:37:49,PHONE_00772,PHONE_00145,189,incoming,TOWER_0064,TOWER_0048,TELCO_C,0.95
CALL_009659,2024-12-23 22:14:08,PHONE_00595,PHONE_01314,630,missed,TOWER_0022,TOWER_0112,TELCO_B,0.95
CALL_009660,2024-03-02 15:51:15,PHONE_00630,PHONE_00465,9,outgoing,TOWER_0087,TOWER_0071,TELCO_A,0.95
CALL_009661,2024-12-13 14:07:31,PHONE_00777,PHONE_00332,71,missed,TOWER_0039,TOWER_0040,TELCO_B,0.87
