device_id,device_type,first_seen,source
DEVICE_00354,smartphone,2026-04-24 22:56:13,TELCO_REGISTRY
DEVICE_00355,smartphone,2024-11-27 09:55:44,TELCO_REGISTRY
DEVICE_00356,smartphone,2023-07-22 01:37:00,TELCO_REGISTRY
DEVICE_00357,smartphone,2023-08-15 20:43:16,TELCO_REGISTRY
DEVICE_00358,smartphone,2023-07-06 22:22:42,TELCO_REGISTRY
DEVICE_00359,feature_phone,2023-03-01 19:59:25,TELCO_REGISTRY
DEVICE_00360,feature_phone,2023-06-22 20:29:56,TELCO_REGISTRY
DEVICE_00361,smartphone,2025-12-10 12:54:04,TELCO_REGISTRY
DEVICE_00362,feature_phone,2024-11-27 16:59:26,TELCO_REGISTRY
DEVICE_00363,smartphone,2025-04-18 17:05:30,TELCO_REGISTRY
DEVICE_00364,smartphone,2023-10-19 02:29:57,TELCO_REGISTRY
DEVICE_00365,feature_phone,2025-06-04 21:48:28,TELCO_REGISTRY
DEVICE_00366,feature_phone,2023-02-24 06:28:23,TELCO_REGISTRY
DEVICE_00367,smartphone,2024-05-07 09:03:02,TELCO_REGISTRY
DEVICE_00368,smartphone,2025-06-15 00:10:14,TELCO_REGISTRY
DEVICE_00369,feature_phone,2025-06-26 00:15:23,TELCO_REGISTRY
DEVICE_00370,feature_phone,2025-03-28 11:17:37,TELCO_REGISTRY
DEVICE_00371,smartphone,2024-05-27 09:10:37,TELCO_REGISTRY
DEVICE_00372,feature_phone,2025-09-22 18:05:30,TELCO_REGISTRY
DEVICE_00373,smartphone,2025-11-02 13:30:10,TELCO_REGISTRY
DEVICE_00374,smartphone,2022-12-28 03:29:23,TELCO_REGISTRY
DEVICE_00375,feature_phone,2025-10-08 12:43:30,TELCO_REGISTRY
DEVICE_00376,feature_phone,2023-05-27 00:01:31,TELCO_REGISTRY
DEVICE_00377,smartphone,2023-08-19 22:56:34,TELCO_REGISTRY
DEVICE_00378,smartphone,2023-09-29 19:45:35,TELCO_REGISTRY
DEVICE_00379,feature_phone,2023-11-29 10:21:44,TELCO_REGISTRY
DEVICE_00380,feature_phone,2025-08-09 20:17:04,TELCO_REGISTRY
DEVICE_00381,smartphone,2022-12-22 13:58:57,TELCO_REGISTRY
DEVICE_00382,feature_phone,2023-02-13 20:11:18,TELCO_REGISTRY
DEVICE_00383,smartphone,2023-04-16 12:08:19,TELCO_REGISTRY
DEVICE_00384,smartphone,2022-12-27 02:09:57,TELCO_REGISTRY
DEVICE_00385,feature_phone,2023-01-29 15:59:20,TELCO_REGISTRY
DEVICE_00386,smartphone,2023-08-19 14:28:15,TELCO_REGISTRY
DEVICE_00387,smartphone,2023-04-07 04:22:01,TELCO_REGISTRY
DEVICE_00388,smartphone,2023-02-21 12:29:23,TELCO_REGISTRY
DEVICE_00389,smartphone,2024-07-20 12:09:41,TELCO_REGISTRY
DEVICE_00390,smartphone,2024-05-08 04:25:14,TELCO_REGISTRY
DEVICE_00391,smartphone,2025-06-06 16:48:53,TELCO_REGISTRY
DEVICE_00392,smartphone,2025-01-11 23:29:44,TELCO_REGISTRY
DEVICE_00393,feature_phone,2024-08-01 12:26:25,TELCO_REGISTRY
DEVICE_00394,smartphone,2024-02-24 03:07:56,TELCO_REGISTRY
DEVICE_00395,feature_phone,2025-08-13 11:45:15,TELCO_REGISTRY
DEVICE_00396,feature_phone,2024-08-23 23:23:06,TELCO_REGISTRY
DEVICE_00397,smartphone,2024-05-03 00:14:01,TELCO_REGISTRY
DEVICE_00398,smartphone,2024-08-12 10:54:50,TELCO_REGISTRY
DEVICE_00399,feature_phone,2024-12-16 00:12:10,TELCO_REGISTRY
DEVICE_00400,smartphone,2026-01-07 02:55:27,TELCO_REGISTRY
DEVICE_00401,smartphone,2026-03-18 04:59:44,TELCO_REGISTRY
DEVICE_00402,smartphone,2023-04-06 21:21:44,TELCO_REGISTRY
DEVICE_00403,feature_phone,2026-04-16 15:10:42,TELCO_REGISTRY
DEVICE_00404,feature_phone,2025-06-04 07:41:28,TELCO_REGISTRY
DEVICE_00405,smartphone,2025-09-14 18:59:14,TELCO_REGISTRY
DEVICE_00406,smartphone,2024-10-21 21:43:20,TELCO_REGISTRY
DEVICE_00407,feature_phone,2024-01-09 20:53:06,TELCO_REGISTRY
DEVICE_00408,smartphone,2026-04-14 23:12:05,TELCO_REGISTRY
DEVICE_00409,feature_phone,2023-06-23 05:06:13,TELCO_REGISTRY
DEVICE_00410,smartphone,2025-06-05 20:08:20,TELCO_REGISTRY
DEVICE_00411,smartphone,2024-03-13 05:45:54,TELCO_REGISTRY
DEVICE_00412,smartphone,2023-12-27 22:16:48,TELCO_REGISTRY
DEVICE_00413,smartphone,2025-08-22 01:30:33,TELCO_REGISTRY
DEVICE_00414,smartphone,2025-07-08 08:36:46,TELCO_REGISTRY
DEVICE_00415,smartphone,2025-05-17 17:54:49,TELCO_REGISTRY
DEVICE_00416,feature_phone,2023-04-29 01:37:14,TELCO_REGISTRY
DEVICE_00417,smartphone,2024-10-18 10:39:56,TELCO_REGISTRY
DEVICE_00418,smartphone,2025-05-29 22:19:55,TELCO_REGISTRY
DEVICE_00419,smartphone,2023-10-14 02:27:20,TELCO_REGISTRY
DEVICE_00420,smartphone,2026-02-25 00:45:37,TELCO_REGISTRY
DEVICE_00421,feature_phone,2026-01-29 03:53:05,TELCO_REGISTRY
DEVICE_00422,smartphone,2026-01-11 11:37:49,TELCO_REGISTRY
DEVICE_00423,feature_phone,2025-05-24 04:52:07,TELCO_REGISTRY
DEVICE_00424,smartphone,2024-08-21 05:49:25,TELCO_REGISTRY
DEVICE_00425,feature_phone,2025-04-18 17:52:17,TELCO_REGISTRY
DEVICE_00426,smartphone,2025-09-30 09:47:13,TELCO_REGISTRY
DEVICE_00427,smartphone,2026-03-16 20:51:39,TELCO_REGISTRY
DEVICE_00428,feature_phone,2024-04-05 00:21:47,TELCO_REGISTRY
DEVICE_00429,feature_phone,2025-01-06 23:50:46,TELCO_REGISTRY
DEVICE_00430,smartphone,2024-01-10 10:28:43,TELCO_REGISTRY
DEVICE_00431,feature_phone,2024-09-12 15:58:21,TELCO_REGISTRY
DEVICE_00432,feature_phone,2023-11-09 19:59:30,TELCO_REGISTRY
DEVICE_00433,feature_phone,2023-11-26 03:04:33,TELCO_REGISTRY
DEVICE_00434,smartphone,2024-03-19 17:20:53,TELCO_REGISTRY
DEVICE_00435,feature_phone,2025-10-11 12:18:57,TELCO_REGISTRY
DEVICE_00436,feature_phone,2024-08-10 01:23:06,TELCO_REGISTRY
DEVICE_00437,smartphone,2023-09-12 15:42:25,TELCO_REGISTRY
DEVICE_00438,smartphone,2023-08-17 22:45:18,TELCO_REGISTRY
DEVICE_00439,feature_phone,2025-05-07 10:59:45,TELCO_REGISTRY
DEVICE_00440,feature_phone,2022-11-27 05:40:47,TELCO_REGISTRY
DEVICE_00441,smartphone,2024-03-08 17:45:50,TELCO_REGISTRY
DEVICE_00442,smartphone,2023-02-26 06:36:27,TELCO_REGISTRY
DEVICE_00443,smartphone,2025-04-21 12:31:56,TELCO_REGISTRY
DEVICE_00444,feature_phone,2026-01-08 10:11:18,TELCO_REGISTRY
DEVICE_00445,smartphone,2025-06-05 23:14:19,TELCO_REGISTRY
DEVICE_00446,smartphone,2023-07-30 11:21:30,TELCO_REGISTRY
DEVICE_00447,feature_phone,2024-03-05 06:06:16,TELCO_REGISTRY
DEVICE_00448,smartphone,2025-06-20 03:32:00,TELCO_REGISTRY
DEVICE_00449,feature_phone,2023-06-04 13:40:10,TELCO_REGISTRY
DEVICE_00450,smartphone,2026-04-28 16:30:14,TELCO_REGISTRY
DEVICE_00451,smartphone,2026-02-02 15:39:58,TELCO_REGISTRY
DEVICE_00452,smartphone,2025-12-29 03:20:17,TELCO_REGISTRY
DEVICE_00453,feature_phone,2025-10-05 10:17:51,TELCO_REGISTRY
DEVICE_00454,smartphone,2024-11-07 00:49:01,TELCO_REGISTRY
DEVICE_00455,smartphone,2022-11-30 09:39:00,TELCO_REGISTRY
DEVICE_00456,smartphone,2025-02-17 18:49:52,TELCO_REGISTRY
DEVICE_00457,smartphone,2026-01-07 07:01:10,TELCO_REGISTRY
DEVICE_00458,feature_phone,2024-12-21 16:34:02,TELCO_REGISTRY
DEVICE_00459,feature_phone,2025-08-23 20:00:08,TELCO_REGISTRY
DEVICE_00460,smartphone,2024-10-22 10:47:29,TELCO_REGISTRY
DEVICE_00461,feature_phone,2024-08-06 23:14:29,TELCO_REGISTRY
DEVICE_00462,feature_phone,2025-07-08 07:21:14,TELCO_REGISTRY
DEVICE_00463,feature_phone,2024-08-20 12:04:34,TELCO_REGISTRY
DEVICE_00464,feature_phone,2022-12-30 23:46:43,TELCO_REGISTRY
DEVICE_00465,smartphone,2025-08-12 00:05:20,TELCO_REGISTRY
DEVICE_00466,feature_phone,2025-02-11 09:56:45,TELCO_REGISTRY
DEVICE_00467,smartphone,2026-03-05 11:20:01,TELCO_REGISTRY
DEVICE_00468,feature_phone,2024-08-23 12:51:42,TELCO_REGISTRY
DEVICE_00469,smartphone,2023-05-09 04:12:40,TELCO_REGISTRY
DEVICE_00470,feature_phone,2024-08-19 17:29:46,TELCO_REGISTRY
DEVICE_00471,smartphone,2025-05-07 14:04:40,TELCO_REGISTRY
DEVICE_00472,feature_phone,2025-08-06 15:30:05,TELCO_REGISTRY
DEVICE_00473,smartphone,2024-02-09 15:17:37,TELCO_REGISTRY
DEVICE_00474,smartphone,2026-02-06 02:10:38,TELCO_REGISTRY
DEVICE_00475,feature_phone,2025-07-26 17:28:40,TELCO_REGISTRY
DEVICE_00476,feature_phone,2025-09-15 07:54:04,TELCO_REGISTRY
DEVICE_00477,feature_phone,2023-06-07 23:10:59,TELCO_REGISTRY
DEVICE_00478,smartphone,2024-11-16 09:43:44,TELCO_REGISTRY
DEVICE_00479,smartphone,2024-04-12 07:15:15,TELCO_REGISTRY
DEVICE_00480,smartphone,2023-05-12 00:27:42,TELCO_REGISTRY
DEVICE_00481,smartphone,2025-07-06 03:52:35,TELCO_REGISTRY
DEVICE_00482,feature_phone,2025-04-23 19:45:43,TELCO_REGISTRY
DEVICE_00483,smartphone,2024-11-11 13:01:39,TELCO_REGISTRY
DEVICE_00484,feature_phone,2025-09-26 19:17:53,TELCO_REGISTRY
DEVICE_00485,feature_phone,2026-01-03 22:48:32,TELCO_REGISTRY
DEVICE_00486,feature_phone,2023-05-11 14:41:28,TELCO_REGISTRY
DEVICE_00487,smartphone,2024-12-02 20:40:10,TELCO_REGISTRY
DEVICE_00488,smartphone,2024-07-08 22:18:45,TELCO_REGISTRY
DEVICE_00489,smartphone,2023-05-09 20:41:33,TELCO_REGISTRY
DEVICE_00490,feature_phone,2023-12-07 04:25:21,TELCO_REGISTRY
DEVICE_00491,smartphone,2026-01-11 10:21:12,TELCO_REGISTRY
DEVICE_00492,smartphone,2024-12-14 04:52:19,TELCO_REGISTRY
DEVICE_00493,feature_phone,2024-09-27 23:02:50,TELCO_REGISTRY
DEVICE_00494,smartphone,2023-11-14 13:36:12,TELCO_REGISTRY
DEVICE_00495,smartphone,2023-05-01 10:12:48,TELCO_REGISTRY
DEVICE_00496,feature_phone,2025-08-15 20:24:09,TELCO_REGISTRY
DEVICE_00497,smartphone,2025-11-23 02:44:40,TELCO_REGISTRY
DEVICE_00498,feature_phone,2023-12-01 04:02:21,TELCO_REGISTRY
DEVICE_00499,smartphone,2024-04-09 12:30:44,TELCO_REGISTRY
DEVICE_00500,smartphone,2023-03-06 01:43:10,TELCO_REGISTRY
DEVICE_00501,smartphone,2024-06-13 12:29:20,TELCO_REGISTRY
DEVICE_00502,smartphone,2024-06-16 14:24:32,TELCO_REGISTRY
DEVICE_00503,feature_phone,2025-02-08 10:33:20,TELCO_REGISTRY
DEVICE_00504,smartphone,2023-05-09 22:29:04,TELCO_REGISTRY
DEVICE_00505,feature_phone,2024-07-05 03:05:35,TELCO_REGISTRY
DEVICE_00506,feature_phone,2023-11-24 03:17:38,TELCO_REGISTRY
DEVICE_00507,smartphone,2024-08-14 01:11:02,TELCO_REGISTRY
DEVICE_00508,smartphone,2024-12-31 03:10:10,TELCO_REGISTRY
DEVICE_00509,smartphone,2025-05-09 11:12:27,TELCO_REGISTRY
DEVICE_00510,smartphone,2023-11-28 10:09:00,TELCO_REGISTRY
DEVICE_00511,smartphone,2024-07-30 01:02:47,TELCO_REGISTRY
DEVICE_00512,feature_phone,2025-11-11 06:08:32,TELCO_REGISTRY
DEVICE_00513,smartphone,2025-03-19 06:26:07,TELCO_REGISTRY
DEVICE_00514,feature_phone,2025-08-22 11:02:23,TELCO_REGISTRY
DEVICE_00515,feature_phone,2025-10-25 05:08:23,TELCO_REGISTRY
DEVICE_00516,smartphone,2026-01-08 23:51:08,TELCO_REGISTRY
DEVICE_00517,smartphone,2023-02-11 16:53:05,TELCO_REGISTRY
DEVICE_00518,feature_phone,2024-04-02 10:10:06,TELCO_REGISTRY
DEVICE_00519,smartphone,2023-06-09 07:37:27,TELCO_REGISTRY
DEVICE_00520,feature_phone,2025-04-05 16:36:16,TELCO_REGISTRY
DEVICE_00521,smartphone,2024-02-17 13:13:36,TELCO_REGISTRY
DEVICE_00522,smartphone,2025-08-24 01:05:19,TELCO_REGISTRY
DEVICE_00523,smartphone,2024-08-17 21:23:24,TELCO_REGISTRY
DEVICE_00524,smartphone,2024-09-16 14:07:30,TELCO_REGISTRY
DEVICE_00525,feature_phone,2025-03-09 16:56:26,TELCO_REGISTRY
DEVICE_00526,feature_phone,2024-08-17 10:04:03,TELCO_REGISTRY
DEVICE_00527,smartphone,2023-10-07 11:57:32,TELCO_REGISTRY
DEVICE_00528,feature_phone,2026-03-06 05:56:17,TELCO_REGISTRY
DEVICE_00529,smartphone,2025-01-31 15:07:52,TELCO_REGISTRY
DEVICE_00530,smartphone,2026-02-08 09:13:43,TELCO_REGISTRY
DEVICE_00531,feature_phone,2024-10-12 17:24:14,TELCO_REGISTRY
DEVICE_00532,smartphone,2025-05-28 08:35:40,TELCO_REGISTRY
DEVICE_00533,feature_phone,2024-12-03 14:22:00,TELCO_REGISTRY
DEVICE_00534,smartphone,2023-05-15 16:14:49,TELCO_REGISTRY
DEVICE_00535,feature_phone,2024-04-15 07:24:38,TELCO_REGISTRY
DEVICE_00536,smartphone,2023-03-03 20:25:32,TELCO_REGISTRY
DEVICE_00537,smartphone,2024-05-28 01:14:45,TELCO_REGISTRY
DEVICE_00538,smartphone,2023-08-16 04:18:14,TELCO_REGISTRY
DEVICE_00539,smartphone,2025-06-07 23:30:32,TELCO_REGISTRY
DEVICE_00540,feature_phone,2025-06-03 17:45:27,TELCO_REGISTRY
DEVICE_00541,feature_phone,2024-09-02 12:09:33,TELCO_REGISTRY
DEVICE_00542,feature_phone,2025-02-13 11:17:15,TELCO_REGISTRY
DEVICE_00543,feature_phone,2024-11-03 18:41:32,TELCO_REGISTRY
DEVICE_00544,feature_phone,2023-11-26 06:32:09,TELCO_REGISTRY
DEVICE_00545,feature_phone,2023-04-25 02:13:30,TELCO_REGISTRY
DEVICE_00546,feature_phone,2024-09-24 07:55:44,TELCO_REGISTRY
DEVICE_00547,feature_phone,2025-01-19 14:10:41,TELCO_REGISTRY
DEVICE_00548,smartphone,2024-01-14 19:17:20,TELCO_REGISTRY
DEVICE_00549,smartphone,2024-02-25 15:30:10,TELCO_REGISTRY
DEVICE_00550,smartphone,2024-08-05 22:48:25,TELCO_REGISTRY
DEVICE_00551,feature_phone,2023-04-24 18:45:45,TELCO_REGISTRY
DEVICE_00552,feature_phone,2025-06-24 01:35:29,TELCO_REGISTRY
DEVICE_00553,smartphone,2023-05-13 07:51:35,TELCO_REGISTRY
DEVICE_00554,feature_phone,2025-08-20 01:45:27,TELCO_REGISTRY
DEVICE_00555,smartphone,2026-03-11 19:35:17,TELCO_REGISTRY
DEVICE_00556,smartphone,2024-03-03 01:38:57,TELCO_REGISTRY
DEVICE_00557,feature_phone,2025-05-21 06:10:25,TELCO_REGISTRY
DEVICE_00558,smartphone,2022-11-27 18:09:11,TELCO_REGISTRY
DEVICE_00559,smartphone,2023-11-06 10:55:49,TELCO_REGISTRY
DEVICE_00560,feature_phone,2024-01-11 00:41:37,TELCO_REGISTRY
DEVICE_00561,smartphone,2023-11-09 15:32:00,TELCO_REGISTRY
DEVICE_00562,smartphone,2024-08-04 23:43:17,TELCO_REGISTRY
DEVICE_00563,feature_phone,2024-11-12 20:59:09,TELCO_REGISTRY
DEVICE_00564,feature_phone,2023-05-26 13:29:08,TELCO_REGISTRY
DEVICE_00565,smartphone,2025-09-13 03:06:01,TELCO_REGISTRY
DEVICE_00566,smartphone,2024-10-29 21:47:06,TELCO_REGISTRY
DEVICE_00567,feature_phone,2023-07-15 18:26:04,TELCO_REGISTRY
DEVICE_00568,smartphone,2023-09-15 06:15:34,TELCO_REGISTRY
DEVICE_00569,smartphone,2026-01-06 13:38:32,TELCO_REGISTRY
DEVICE_00570,smartphone,2023-08-01 01:17:31,TELCO_REGISTRY
DEVICE_00571,feature_phone,2023-02-21 03:05:45,TELCO_REGISTRY
DEVICE_00572,feature_phone,2025-08-31 18:02:16,TELCO_REGISTRY
DEVICE_00573,feature_phone,2023-04-03 19:00:08,TELCO_REGISTRY
DEVICE_00574,smartphone,2024-02-22 09:17:43,TELCO_REGISTRY
DEVICE_00575,feature_phone,2026-02-12 09:54:26,TELCO_REGISTRY
DEVICE_00576,smartphone,2025-04-04 15:58:36,TELCO_REGISTRY
DEVICE_00577,smartphone,2024-08-18 12:19:41,TELCO_REGISTRY
DEVICE_00578,smartphone,2026-04-21 21:00:51,TELCO_REGISTRY
DEVICE_00579,smartphone,2024-06-30 22:20:15,TELCO_REGISTRY
DEVICE_00580,smartphone,2024-08-30 03:10:21,TELCO_REGISTRY
DEVICE_00581,feature_phone,2025-02-08 18:50:03,TELCO_REGISTRY
DEVICE_00582,smartphone,2023-07-11 22:04:00,TELCO_REGISTRY
DEVICE_00583,feature_phone,2023-09-11 09:11:33,TELCO_REGISTRY
DEVICE_00584,feature_phone,2022-12-31 05:19:13,TELCO_REGISTRY
DEVICE_00585,feature_phone,2023-05-21 08:47:38,TELCO_REGISTRY
DEVICE_00586,feature_phone,2026-03-10 18:20:56,TELCO_REGISTRY
DEVICE_00587,smartphone,2026-03-31 03:04:27,TELCO_REGISTRY
DEVICE_00588,feature_phone,2025-01-29 22:58:31,TELCO_REGISTRY
DEVICE_00589,smartphone,2023-09-26 03:42:51,TELCO_REGISTRY
DEVICE_00590,feature_phone,2024-03-29 06:16:59,TELCO_REGISTRY
DEVICE_00591,feature_phone,2024-03-06 09:44:10,TELCO_REGISTRY
DEVICE_00592,smartphone,2024-04-10 22:26:56,TELCO_REGISTRY
DEVICE_00593,smartphone,2022-12-23 21:28:15,TELCO_REGISTRY
DEVICE_00594,feature_phone,2025-02-23 06:28:13,TELCO_REGISTRY
DEVICE_00595,feature_phone,2023-08-06 05:12:00,TELCO_REGISTRY
DEVICE_00596,smartphone,2023-03-05 08:05:07,TELCO_REGISTRY
DEVICE_00597,smartphone,2026-02-25 14:45:03,TELCO_REGISTRY
DEVICE_00598,feature_phone,2023-09-23 01:00:45,TELCO_REGISTRY
DEVICE_00599,smartphone,2025-05-07 12:22:26,TELCO_REGISTRY
DEVICE_00600,feature_phone,2022-12-06 10:25:07,TELCO_REGISTRY
DEVICE_00601,smartphone,2024-02-07 06:34:34,TELCO_REGISTRY
DEVICE_00602,feature_phone,2023-05-21 01:20:10,TELCO_REGISTRY
DEVICE_00603,feature_phone,2023-03-06 08:21:42,TELCO_REGISTRY
DEVICE_00604,feature_phone,2023-05-11 11:06:18,TELCO_REGISTRY
DEVICE_00605,feature_phone,2023-03-20 18:10:15,TELCO_REGISTRY
DEVICE_00606,feature_phone,2023-11-01 03:49:38,TELCO_REGISTRY
DEVICE_00607,feature_phone,2024-01-04 16:39:59,TELCO_REGISTRY
DEVICE_00608,smartphone,2023-12-28 16:51:46,TELCO_REGISTRY
DEVICE_00609,feature_phone,2026-01-06 13:47:02,TELCO_REGISTRY
DEVICE_00610,smartphone,2025-01-26 15:01:57,TELCO_REGISTRY
DEVICE_00611,smartphone,2024-07-23 04:32:01,TELCO_REGISTRY
DEVICE_00612,feature_phone,2023-11-17 06:29:11,TELCO_REGISTRY
DEVICE_00613,smartphone,2025-02-03 14:58:28,TELCO_REGISTRY
DEVICE_00614,feature_phone,2025-02-04 05:02:36,TELCO_REGISTRY
DEVICE_00615,smartphone,2024-07-16 01:18:40,TELCO_REGISTRY
DEVICE_00616,smartphone,2023-07-04 22:27:17,TELCO_REGISTRY
DEVICE_00617,smartphone,2025-04-24 02:36:46,TELCO_REGISTRY
DEVICE_00618,smartphone,2024-08-15 12:39:47,TELCO_REGISTRY
DEVICE_00619,feature_phone,2025-10-20 23:54:29,TELCO_REGISTRY
DEVICE_00620,feature_phone,2025-02-10 02:01:58,TELCO_REGISTRY
DEVICE_00621,smartphone,2024-12-11 06:42:50,TELCO_REGISTRY
DEVICE_00622,feature_phone,2024-05-30 05:03:04,TELCO_REGISTRY
DEVICE_00623,smartphone,2023-01-30 09:02:31,TELCO_REGISTRY
DEVICE_00624,feature_phone,2023-10-31 20:17:12,TELCO_REGISTRY
DEVICE_00625,feature_phone,2023-04-10 20:11:30,TELCO_REGISTRY
DEVICE_00626,feature_phone,2024-07-27 11:56:04,TELCO_REGISTRY
DEVICE_00627,smartphone,2023-12-13 16:55:20,TELCO_REGISTRY
DEVICE_00628,feature_phone,2024-06-23 15:20:14,TELCO_REGISTRY
DEVICE_00629,feature_phone,2024-08-10 14:30:40,TELCO_REGISTRY
DEVICE_00630,smartphone,2025-10-09 11:25:11,TELCO_REGISTRY
DEVICE_00631,smartphone,2026-03-18 08:09:05,TELCO_REGISTRY
DEVICE_00632,feature_phone,2023-08-19 22:52:05,TELCO_REGISTRY
DEVICE_00633,smartphone,2023-07-01 10:06:28,TELCO_REGISTRY
DEVICE_00634,smartphone,2024-07-28 15:43:19,TELCO_REGISTRY
DEVICE_00635,feature_phone,2025-10-15 14:11:26,TELCO_REGISTRY
DEVICE_00636,feature_phone,2025-08-23 18:25:04,TELCO_REGISTRY
DEVICE_00637,smartphone,2022-11-28 13:17:47,TELCO_REGISTRY
DEVICE_00638,smartphone,2026-01-15 05:41:41,TELCO_REGISTRY
DEVICE_00639,smartphone,2023-10-04 01:57:22,TELCO_REGISTRY
DEVICE_00640,feature_phone,2025-06-12 03:57:54,TELCO_REGISTRY
DEVICE_00641,feature_phone,2024-12-01 02:56:11,TELCO_REGISTRY
DEVICE_00642,smartphone,2025-07-10 07:18:12,TELCO_REGISTRY
DEVICE_00643,feature_phone,2024-02-16 20:30:25,TELCO_REGISTRY
DEVICE_00644,smartphone,2025-03-23 08:55:34,TELCO_REGISTRY
DEVICE_00645,smartphone,2026-01-30 11:11:59,TELCO_REGISTRY
DEVICE_00646,feature_phone,2026-01-10 06:32:41,TELCO_REGISTRY
DEVICE_00647,smartphone,2025-02-12 09:08:37,TELCO_REGISTRY
DEVICE_00648,feature_phone,2025-02-14 01:34:03,TELCO_REGISTRY
DEVICE_00649,feature_phone,2025-11-30 16:25:24,TELCO_REGISTRY
DEVICE_00650,feature_phone,2024-12-13 18:38:51,TELCO_REGISTRY
DEVICE_00651,smartphone,2023-09-18 21:51:11,TELCO_REGISTRY
DEVICE_00652,smartphone,2026-01-01 22:18:48,TELCO_REGISTRY
DEVICE_00653,smartphone,2024-07-24 05:01:34,TELCO_REGISTRY
DEVICE_00654,feature_phone,2026-02-26 02:00:38,TELCO_REGISTRY
DEVICE_00655,smartphone,2024-05-24 13:23:09,TELCO_REGISTRY
DEVICE_00656,feature_phone,2024-03-27 09:24:50,TELCO_REGISTRY
DEVICE_00657,smartphone,2024-02-14 06:08:43,TELCO_REGISTRY
DEVICE_00658,smartphone,2025-08-25 19:55:20,TELCO_REGISTRY
DEVICE_00659,feature_phone,2023-03-18 14:43:47,TELCO_REGISTRY
DEVICE_00660,feature_phone,2025-08-11 09:00:33,TELCO_REGISTRY
DEVICE_00661,feature_phone,2024-04-07 05:38:23,TELCO_REGISTRY
DEVICE_00662,feature_phone,2025-12-12 05:19:19,TELCO_REGISTRY
DEVICE_00663,feature_phone,2024-07-04 17:04:51,TELCO_REGISTRY
DEVICE_00664,smartphone,2026-02-03 03:13:58,TELCO_REGISTRY
DEVICE_00665,feature_phone,2023-10-31 15:29:44,TELCO_REGISTRY
DEVICE_00666,feature_phone,2026-04-10 17:56:42,TELCO_REGISTRY
DEVICE_00667,smartphone,2024-03-14 01:29:46,TELCO_REGISTRY
DEVICE_00668,smartphone,2024-09-27 04:41:39,TELCO_REGISTRY
DEVICE_00669,smartphone,2025-05-29 22:39:53,TELCO_REGISTRY
DEVICE_00670,feature_phone,2026-01-01 14:55:20,TELCO_REGISTRY
DEVICE_00671,smartphone,2024-05-27 18:15:06,TELCO_REGISTRY
DEVICE_00672,feature_phone,2024-01-14 19:47:29,TELCO_REGISTRY
DEVICE_00673,smartphone,2025-12-12 16:11:34,TELCO_REGISTRY
DEVICE_00674,smartphone,2026-01-09 18:07:57,TELCO_REGISTRY
DEVICE_00675,smartphone,2024-03-26 19:35:25,TELCO_REGISTRY
DEVICE_00676,feature_phone,2025-10-05 14:34:19,TELCO_REGISTRY
DEVICE_00677,feature_phone,2025-05-31 01:43:13,TELCO_REGISTRY
DEVICE_00678,smartphone,2024-09-21 13:27:00,TELCO_REGISTRY
DEVICE_00679,feature_phone,2023-05-01 02:07:04,TELCO_REGISTRY
DEVICE_00680,feature_phone,2025-03-22 17:23:40,TELCO_REGISTRY
DEVICE_00681,smartphone,2023-04-27 08:07:00,TELCO_REGISTRY
DEVICE_00682,smartphone,2025-12-30 00:42:55,TELCO_REGISTRY
DEVICE_00683,feature_phone,2026-01-30 06:11:35,TELCO_REGISTRY
DEVICE_00684,feature_phone,2025-02-14 05:32:34,TELCO_REGISTRY
DEVICE_00685,smartphone,2025-02-24 16:46:26,TELCO_REGISTRY
DEVICE_00686,smartphone,2024-05-23 20:26:25,TELCO_REGISTRY
DEVICE_00687,smartphone,2023-10-02 00:47:59,TELCO_REGISTRY
DEVICE_00688,smartphone,2025-09-18 08:26:58,TELCO_REGISTRY
DEVICE_00689,smartphone,2024-06-13 04:16:27,TELCO_REGISTRY
DEVICE_00690,smartphone,2026-02-26 19:57:59,TELCO_REGISTRY
DEVICE_00691,feature_phone,2023-08-10 14:35:15,TELCO_REGISTRY
DEVICE_00692,feature_phone,2024-04-29 23:22:30,TELCO_REGISTRY
DEVICE_00693,smartphone,2023-05-06 14:07:37,TELCO_REGISTRY
DEVICE_00694,feature_phone,2023-12-31 05:05:20,TELCO_REGISTRY
DEVICE_00695,feature_phone,2024-10-25 05:17:57,TELCO_REGISTRY
DEVICE_00696,smartphone,2025-12-26 21:21:50,TELCO_REGISTRY
DEVICE_00697,feature_phone,2024-03-21 15:27:03,TELCO_REGISTRY
DEVICE_00698,feature_phone,2023-04-15 03:27:40,TELCO_REGISTRY
DEVICE_00699,feature_phone,2024-10-20 02:19:34,TELCO_REGISTRY
DEVICE_00700,smartphone,2025-10-29 03:33:36,TELCO_REGISTRY
DEVICE_00701,feature_phone,2024-01-23 03:12:01,TELCO_REGISTRY
DEVICE_00702,feature_phone,2024-04-24 17:25:32,TELCO_REGISTRY
DEVICE_00703,feature_phone,2024-01-21 13:32:42,TELCO_REGISTRY
DEVICE_00704,feature_phone,2023-09-30 19:55:55,TELCO_REGISTRY
DEVICE_00705,smartphone,2024-06-18 10:27:56,TELCO_REGISTRY
DEVICE_00706,feature_phone,2023-08-15 04:06:33,TELCO_REGISTRY
DEVICE_00707,smartphone,2023-10-23 15:54:59,TELCO_REGISTRY
