location_event_id,timestamp,entity_type,entity_id,tower_id,location_id,source,accuracy,confidence
LOCEV_000606,2026-05-17 18:06:23,PHONE,PHONE_00728,TOWER_0136,LOCATION_0266,CDR_DERIVED,0.84,0.87
LOCEV_000607,2024-10-11 01:51:44,PHONE,PHONE_01381,TOWER_0059,LOCATION_0299,CDR_DERIVED,0.84,0.92
LOCEV_000608,2025-11-24 13:59:46,PHONE,PHONE_00248,TOWER_0088,LOCATION_0258,CDR_DERIVED,0.58,0.94
LOCEV_000609,2024-10-26 23:54:40,PHONE,PHONE_01659,TOWER_0075,LOCATION_0235,CDR_DERIVED,0.98,0.94
LOCEV_000610,2025-10-03 02:10:43,PHONE,PHONE_00550,TOWER_0095,LOCATION_0265,CDR_DERIVED,0.89,0.88
LOCEV_000611,2024-12-17 23:01:37,PHONE,PHONE_00654,TOWER_0114,LOCATION_0074,CDR_DERIVED,0.66,0.98
LOCEV_000612,2025-06-10 08:04:37,PHONE,PHONE_01940,TOWER_0103,LOCATION_0113,CDR_DERIVED,0.58,0.95
LOCEV_000613,2025-12-26 13:15:43,PHONE,PHONE_01615,TOWER_0115,LOCATION_0005,CDR_DERIVED,0.9,0.9
LOCEV_000614,2025-06-22 21:37:54,PHONE,PHONE_00096,TOWER_0124,LOCATION_0234,CDR_DERIVED,0.64,0.95
LOCEV_000615,2026-01-07 00:40:01,PHONE,PHONE_01728,TOWER_0142,LOCATION_0272,CDR_DERIVED,0.87,0.89
LOCEV_000616,2026-05-23 03:10:27,PHONE,PHONE_00992,TOWER_0061,LOCATION_0001,CDR_DERIVED,0.93,0.95
LOCEV_000617,2024-03-26 09:12:54,PHONE,PHONE_00809,TOWER_0149,LOCATION_0069,CDR_DERIVED,0.61,0.97
LOCEV_000618,2025-04-10 14:24:12,PHONE,PHONE_00377,TOWER_0138,LOCATION_0248,CDR_DERIVED,0.82,0.93
LOCEV_000619,2024-05-01 04:30:31,PHONE,PHONE_00824,TOWER_0126,LOCATION_0036,CDR_DERIVED,0.9,0.98
LOCEV_000620,2024-05-19 17:35:51,PHONE,PHONE_00336,TOWER_0085,LOCATION_0145,CDR_DERIVED,0.52,0.97
LOCEV_000621,2025-03-01 13:09:56,PHONE,PHONE_01112,TOWER_0051,LOCATION_0231,CDR_DERIVED,0.96,0.87
LOCEV_000622,2025-07-09 11:55:03,PHONE,PHONE_00252,TOWER_0082,LOCATION_0092,CDR_DERIVED,0.79,0.9
LOCEV_000623,2024-12-13 02:45:05,PHONE,PHONE_01540,TOWER_0039,LOCATION_0219,CDR_DERIVED,0.79,0.96
LOCEV_000624,2024-12-09 11:43:02,PHONE,PHONE_01833,TOWER_0042,LOCATION_0142,CDR_DERIVED,0.65,0.91
LOCEV_000625,2024-01-20 14:50:38,PHONE,PHONE_00394,TOWER_0083,LOCATION_0023,CDR_DERIVED,0.57,0.98
LOCEV_000626,2025-07-28 03:06:19,PHONE,PHONE_01097,TOWER_0123,LOCATION_0283,CDR_DERIVED,0.97,0.88
LOCEV_000627,2024-12-30 23:54:51,PHONE,PHONE_01841,TOWER_0080,LOCATION_0190,CDR_DERIVED,0.73,0.94
LOCEV_000628,2026-01-01 09:34:30,PHONE,PHONE_01323,TOWER_0131,LOCATION_0171,CDR_DERIVED,0.7,0.92
LOCEV_000629,2025-07-03 00:17:10,PHONE,PHONE_01043,TOWER_0021,LOCATION_0011,CDR_DERIVED,0.67,0.88
LOCEV_000630,2025-08-30 17:05:24,PHONE,PHONE_01630,TOWER_0009,LOCATION_0009,CDR_DERIVED,0.89,0.85
LOCEV_000631,2026-03-25 14:10:18,PHONE,PHONE_01052,TOWER_0043,LOCATION_0173,CDR_DERIVED,0.65,0.93
LOCEV_000632,2026-06-01 22:16:40,PHONE,PHONE_00916,TOWER_0004,LOCATION_0164,CDR_DERIVED,0.58,0.93
LOCEV_000633,2024-07-01 09:21:16,PHONE,PHONE_00641,TOWER_0096,LOCATION_0056,CDR_DERIVED,0.74,0.96
LOCEV_000634,2025-02-22 16:52:12,PHONE,PHONE_00171,TOWER_0100,LOCATION_0090,CDR_DERIVED,0.61,0.91
LOCEV_000635,2024-08-15 05:27:04,PHONE,PHONE_00909,TOWER_0104,LOCATION_0014,CDR_DERIVED,0.55,0.89
LOCEV_000636,2026-05-23 16:14:33,PHONE,PHONE_00641,TOWER_0086,LOCATION_0146,CDR_DERIVED,0.52,0.95
LOCEV_000637,2024-10-20 23:20:10,PHONE,PHONE_00053,TOWER_0040,LOCATION_0300,CDR_DERIVED,0.53,0.93
LOCEV_000638,2024-09-27 03:38:05,PHONE,PHONE_00258,TOWER_0029,LOCATION_0299,CDR_DERIVED,0.86,0.87
LOCEV_000639,2025-11-22 18:43:51,PHONE,PHONE_01031,TOWER_0150,LOCATION_0200,CDR_DERIVED,0.66,0.97
LOCEV_000640,2024-02-21 18:08:35,PHONE,PHONE_01649,TOWER_0067,LOCATION_0227,CDR_DERIVED,0.85,0.91
LOCEV_000641,2024-10-30 10:42:04,PHONE,PHONE_00748,TOWER_0077,LOCATION_0257,CDR_DERIVED,0.95,0.95
LOCEV_000642,2024-12-21 02:31:42,PHONE,PHONE_00050,TOWER_0080,LOCATION_0190,CDR_DERIVED,0.74,0.98
LOCEV_000643,2025-05-25 20:38:44,PHONE,PHONE_00768,TOWER_0094,LOCATION_0274,CDR_DERIVED,0.9,0.94
LOCEV_000644,2025-06-15 09:10:41,PHONE,PHONE_00334,TOWER_0114,LOCATION_0074,CDR_DERIVED,0.61,0.86
LOCEV_000645,2024-07-26 19:08:17,PHONE,PHONE_00091,TOWER_0035,LOCATION_0205,CDR_DERIVED,0.94,0.87
LOCEV_000646,2025-07-20 04:35:44,PHONE,PHONE_00254,TOWER_0050,LOCATION_0290,CDR_DERIVED,0.73,0.92
LOCEV_000647,2024-12-01 13:06:52,PHONE,PHONE_01781,TOWER_0064,LOCATION_0184,CDR_DERIVED,0.58,0.94
LOCEV_000648,2025-07-04 05:56:50,PHONE,PHONE_01114,TOWER_0040,LOCATION_0300,CDR_DERIVED,0.52,0.9
LOCEV_000649,2024-01-02 22:15:55,PHONE,PHONE_00725,TOWER_0065,LOCATION_0275,CDR_DERIVED,0.86,0.92
LOCEV_000650,2025-05-14 02:31:41,PHONE,PHONE_00627,TOWER_0001,LOCATION_0041,CDR_DERIVED,0.91,0.9
LOCEV_000651,2024-07-18 19:21:43,PHONE,PHONE_01519,TOWER_0004,LOCATION_0164,CDR_DERIVED,0.84,0.92
LOCEV_000652,2026-04-27 11:06:28,PHONE,PHONE_02000,TOWER_0145,LOCATION_0075,CDR_DERIVED,0.7,0.93
LOCEV_000653,2024-11-02 19:25:03,PHONE,PHONE_00819,TOWER_0135,LOCATION_0045,CDR_DERIVED,0.55,0.93
LOCEV_000654,2026-06-26 18:46:37,PHONE,PHONE_00007,TOWER_0083,LOCATION_0023,CDR_DERIVED,0.62,0.86
LOCEV_000655,2026-05-06 03:12:38,PHONE,PHONE_00844,TOWER_0096,LOCATION_0056,CDR_DERIVED,0.88,0.87
LOCEV_000656,2024-10-20 02:35:48,PHONE,PHONE_00131,TOWER_0095,LOCATION_0265,CDR_DERIVED,0.87,0.88
LOCEV_000657,2026-03-27 21:24:23,PHONE,PHONE_00547,TOWER_0064,LOCATION_0184,CDR_DERIVED,0.7,0.92
LOCEV_000658,2025-07-06 10:06:17,PHONE,PHONE_00876,TOWER_0132,LOCATION_0032,CDR_DERIVED,0.97,0.87
LOCEV_000659,2025-05-07 07:31:28,PHONE,PHONE_01738,TOWER_0070,LOCATION_0020,CDR_DERIVED,0.78,0.96
LOCEV_000660,2024-02-29 19:09:47,PHONE,PHONE_00409,TOWER_0138,LOCATION_0248,CDR_DERIVED,0.76,0.94
LOCEV_000661,2025-03-09 12:34:53,PHONE,PHONE_00553,TOWER_0015,LOCATION_0205,CDR_DERIVED,0.59,0.9
LOCEV_000662,2025-09-11 06:16:01,PHONE,PHONE_01724,TOWER_0046,LOCATION_0166,CDR_DERIVED,0.98,0.94
LOCEV_000663,2024-04-09 07:47:11,PHONE,PHONE_01109,TOWER_0025,LOCATION_0205,CDR_DERIVED,0.73,0.99
LOCEV_000664,2025-05-22 20:45:40,PHONE,PHONE_00795,TOWER_0036,LOCATION_0016,CDR_DERIVED,0.98,0.91
LOCEV_000665,2024-04-22 12:50:14,PHONE,PHONE_01753,TOWER_0001,LOCATION_0041,CDR_DERIVED,0.83,0.91
LOCEV_000666,2025-03-01 09:58:32,PHONE,PHONE_00650,TOWER_0081,LOCATION_0261,CDR_DERIVED,0.79,0.87
LOCEV_000667,2024-12-12 13:07:05,PHONE,PHONE_00217,TOWER_0020,LOCATION_0090,CDR_DERIVED,0.73,0.89
LOCEV_000668,2024-06-24 04:04:23,PHONE,PHONE_01469,TOWER_0117,LOCATION_0227,CDR_DERIVED,0.72,0.91
LOCEV_000669,2025-12-31 00:45:28,PHONE,PHONE_00257,TOWER_0038,LOCATION_0188,CDR_DERIVED,0.81,0.88
LOCEV_000670,2025-08-06 12:01:24,PHONE,PHONE_01032,TOWER_0056,LOCATION_0006,CDR_DERIVED,0.67,0.93
LOCEV_000671,2024-03-22 08:22:17,PHONE,PHONE_01751,TOWER_0065,LOCATION_0275,CDR_DERIVED,0.59,0.88
LOCEV_000672,2024-07-24 17:45:00,PHONE,PHONE_01293,TOWER_0031,LOCATION_0151,CDR_DERIVED,0.7,0.88
LOCEV_000673,2025-03-12 07:55:39,PHONE,PHONE_00434,TOWER_0061,LOCATION_0001,CDR_DERIVED,0.98,0.97
LOCEV_000674,2025-11-06 02:14:19,PHONE,PHONE_00318,TOWER_0059,LOCATION_0299,CDR_DERIVED,0.66,0.92
LOCEV_000675,2024-07-04 07:20:50,PHONE,PHONE_01707,TOWER_0011,LOCATION_0161,CDR_DERIVED,0.83,0.95
LOCEV_000676,2024-07-20 08:59:46,PHONE,PHONE_00897,TOWER_0099,LOCATION_0109,CDR_DERIVED,0.73,0.88
LOCEV_000677,2026-04-25 04:11:54,PHONE,PHONE_00031,TOWER_0046,LOCATION_0166,CDR_DERIVED,0.93,0.94
LOCEV_000678,2024-08-05 02:14:38,PHONE,PHONE_01185,TOWER_0141,LOCATION_0141,CDR_DERIVED,0.54,0.92
LOCEV_000679,2024-07-16 11:21:00,PHONE,PHONE_00071,TOWER_0045,LOCATION_0065,CDR_DERIVED,0.89,0.97
LOCEV_000680,2026-03-16 04:29:17,PHONE,PHONE_00232,TOWER_0149,LOCATION_0069,CDR_DERIVED,0.66,0.9
LOCEV_000681,2026-02-03 09:02:02,PHONE,PHONE_01685,TOWER_0093,LOCATION_0113,CDR_DERIVED,0.73,0.9
LOCEV_000682,2026-04-04 03:15:39,PHONE,PHONE_01811,TOWER_0075,LOCATION_0235,CDR_DERIVED,0.85,0.93
LOCEV_000683,2025-03-08 16:15:14,PHONE,PHONE_00693,TOWER_0088,LOCATION_0258,CDR_DERIVED,0.96,0.97
LOCEV_000684,2025-08-16 05:11:15,PHONE,PHONE_00176,TOWER_0028,LOCATION_0158,CDR_DERIVED,0.74,0.87
LOCEV_000685,2024-09-14 08:17:19,PHONE,PHONE_01398,TOWER_0054,LOCATION_0174,CDR_DERIVED,0.9,0.99
LOCEV_000686,2024-01-06 21:39:30,PHONE,PHONE_01944,TOWER_0141,LOCATION_0141,CDR_DERIVED,0.84,0.91
LOCEV_000687,2025-06-15 20:00:59,PHONE,PHONE_01039,TOWER_0129,LOCATION_0169,CDR_DERIVED,0.78,0.99
LOCEV_000688,2025-05-08 00:14:27,PHONE,PHONE_00615,TOWER_0066,LOCATION_0166,CDR_DERIVED,0.52,0.96
LOCEV_000689,2024-02-01 12:19:04,PHONE,PHONE_01543,TOWER_0043,LOCATION_0173,CDR_DERIVED,0.87,0.93
LOCEV_000690,2025-08-08 01:59:57,PHONE,PHONE_01340,TOWER_0093,LOCATION_0113,CDR_DERIVED,0.67,0.95
LOCEV_000691,2025-07-26 16:01:53,PHONE,PHONE_00040,TOWER_0114,LOCATION_0074,CDR_DERIVED,0.85,0.85
LOCEV_000692,2026-03-15 13:29:30,PHONE,PHONE_02001,TOWER_0057,LOCATION_0107,CDR_DERIVED,0.56,0.99
LOCEV_000693,2026-05-10 00:01:48,PHONE,PHONE_01478,TOWER_0133,LOCATION_0113,CDR_DERIVED,0.79,0.89
LOCEV_000694,2024-10-25 03:52:56,PHONE,PHONE_00138,TOWER_0001,LOCATION_0041,CDR_DERIVED,0.83,0.93
LOCEV_000695,2025-08-23 06:15:30,PHONE,PHONE_01026,TOWER_0037,LOCATION_0287,CDR_DERIVED,0.86,0.96
LOCEV_000696,2024-05-25 10:12:05,PHONE,PHONE_00920,TOWER_0143,LOCATION_0193,CDR_DERIVED,0.85,0.96
LOCEV_000697,2024-05-27 18:43:39,PHONE,PHONE_00151,TOWER_0066,LOCATION_0166,CDR_DERIVED,0.53,0.96
LOCEV_000698,2026-02-22 17:29:11,PHONE,PHONE_01350,TOWER_0081,LOCATION_0261,CDR_DERIVED,0.98,0.95
LOCEV_000699,2025-06-18 23:22:32,PHONE,PHONE_00221,TOWER_0049,LOCATION_0249,CDR_DERIVED,0.84,0.89
LOCEV_000700,2024-05-11 08:09:31,PHONE,PHONE_00588,TOWER_0022,LOCATION_0282,CDR_DERIVED,0.61,0.99
LOCEV_000701,2024-06-02 15:57:01,PHONE,PHONE_01120,TOWER_0032,LOCATION_0222,CDR_DERIVED,0.58,0.9
LOCEV_000702,2025-12-11 23:43:02,PHONE,PHONE_01217,TOWER_0144,LOCATION_0244,CDR_DERIVED,0.64,0.86
LOCEV_000703,2025-09-04 08:51:06,PHONE,PHONE_00983,TOWER_0046,LOCATION_0166,CDR_DERIVED,0.82,0.94
LOCEV_000704,2025-05-23 14:56:53,PHONE,PHONE_01334,TOWER_0045,LOCATION_0065,CDR_DERIVED,0.9,0.89
LOCEV_000705,2025-05-28 18:27:29,PHONE,PHONE_01905,TOWER_0034,LOCATION_0134,CDR_DERIVED,0.86,0.98
LOCEV_000706,2026-01-30 07:43:39,PHONE,PHONE_00553,TOWER_0025,LOCATION_0205,CDR_DERIVED,0.56,0.91
LOCEV_000707,2026-06-11 23:58:58,PHONE,PHONE_00387,TOWER_0098,LOCATION_0108,CDR_DERIVED,0.54,0.9
LOCEV_000708,2025-04-08 07:00:02,PHONE,PHONE_00783,TOWER_0064,LOCATION_0184,CDR_DERIVED,0.61,0.88
LOCEV_000709,2024-07-19 02:17:35,PHONE,PHONE_00997,TOWER_0064,LOCATION_0184,CDR_DERIVED,0.86,0.91
LOCEV_000710,2024-08-11 21:44:00,PHONE,PHONE_01161,TOWER_0030,LOCATION_0220,CDR_DERIVED,0.63,0.88
LOCEV_000711,2024-01-22 11:44:48,PHONE,PHONE_01886,TOWER_0039,LOCATION_0219,CDR_DERIVED,0.94,0.95
LOCEV_000712,2024-12-19 04:26:37,PHONE,PHONE_01125,TOWER_0016,LOCATION_0196,CDR_DERIVED,0.97,0.92
LOCEV_000713,2025-02-16 02:05:34,PHONE,PHONE_00544,TOWER_0116,LOCATION_0246,CDR_DERIVED,0.56,0.89
LOCEV_000714,2026-03-23 15:08:00,PHONE,PHONE_00257,TOWER_0148,LOCATION_0018,CDR_DERIVED,0.9,0.85
LOCEV_000715,2024-08-05 04:01:47,PHONE,PHONE_01862,TOWER_0077,LOCATION_0257,CDR_DERIVED,0.93,0.88
LOCEV_000716,2026-02-08 14:04:06,PHONE,PHONE_00236,TOWER_0135,LOCATION_0045,CDR_DERIVED,0.63,0.91
LOCEV_000717,2024-10-03 08:24:42,PHONE,PHONE_01686,TOWER_0036,LOCATION_0016,CDR_DERIVED,0.91,0.95
LOCEV_000718,2025-04-27 23:54:47,PHONE,PHONE_01351,TOWER_0135,LOCATION_0045,CDR_DERIVED,0.77,0.99
LOCEV_000719,2024-02-25 18:19:15,PHONE,PHONE_00954,TOWER_0108,LOCATION_0298,CDR_DERIVED,0.65,0.96
LOCEV_000720,2025-04-01 01:48:19,PHONE,PHONE_00806,TOWER_0095,LOCATION_0265,CDR_DERIVED,0.58,0.97
LOCEV_000721,2025-01-28 01:36:20,PHONE,PHONE_01943,TOWER_0007,LOCATION_0127,CDR_DERIVED,0.86,0.94
LOCEV_000722,2024-05-13 18:30:24,PHONE,PHONE_00347,TOWER_0036,LOCATION_0016,CDR_DERIVED,0.83,0.86
LOCEV_000723,2024-08-31 02:08:10,PHONE,PHONE_00371,TOWER_0049,LOCATION_0249,CDR_DERIVED,0.61,0.9
LOCEV_000724,2024-11-14 11:26:37,PHONE,PHONE_01303,TOWER_0022,LOCATION_0282,CDR_DERIVED,0.52,0.87
LOCEV_000725,2024-05-13 16:49:20,PHONE,PHONE_01969,TOWER_0028,LOCATION_0158,CDR_DERIVED,0.97,0.94
LOCEV_000726,2024-01-10 12:59:27,PHONE,PHONE_01548,TOWER_0078,LOCATION_0068,CDR_DERIVED,0.92,0.89
LOCEV_000727,2025-08-30 17:54:22,PHONE,PHONE_00387,TOWER_0098,LOCATION_0108,CDR_DERIVED,0.74,0.89
LOCEV_000728,2024-06-16 21:48:40,PHONE,PHONE_01121,TOWER_0097,LOCATION_0237,CDR_DERIVED,0.59,0.9
LOCEV_000729,2025-10-12 12:13:04,PHONE,PHONE_01950,TOWER_0119,LOCATION_0229,CDR_DERIVED,0.5,0.9
LOCEV_000730,2024-11-15 08:59:15,PHONE,PHONE_00297,TOWER_0127,LOCATION_0207,CDR_DERIVED,0.87,0.96
LOCEV_000731,2025-12-20 21:51:31,PHONE,PHONE_01902,TOWER_0050,LOCATION_0290,CDR_DERIVED,0.51,0.95
LOCEV_000732,2024-12-29 07:20:19,PHONE,PHONE_00739,TOWER_0114,LOCATION_0074,CDR_DERIVED,0.8,0.87
LOCEV_000733,2024-09-29 21:47:50,PHONE,PHONE_00534,TOWER_0147,LOCATION_0227,CDR_DERIVED,0.56,0.88
LOCEV_000734,2025-12-03 06:04:14,PHONE,PHONE_01360,TOWER_0066,LOCATION_0166,CDR_DERIVED,0.68,0.88
LOCEV_000735,2025-02-06 17:28:53,PHONE,PHONE_00547,TOWER_0024,LOCATION_0094,CDR_DERIVED,0.96,0.9
LOCEV_000736,2025-03-30 18:09:49,PHONE,PHONE_00809,TOWER_0109,LOCATION_0159,CDR_DERIVED,0.85,0.9
LOCEV_000737,2025-05-09 14:12:26,PHONE,PHONE_00244,TOWER_0094,LOCATION_0274,CDR_DERIVED,0.59,0.97
LOCEV_000738,2025-07-28 22:54:10,PHONE,PHONE_01325,TOWER_0140,LOCATION_0080,CDR_DERIVED,0.72,0.92
LOCEV_000739,2024-03-04 05:21:48,PHONE,PHONE_01668,TOWER_0123,LOCATION_0283,CDR_DERIVED,0.7,0.88
LOCEV_000740,2024-09-04 17:10:54,PHONE,PHONE_01265,TOWER_0126,LOCATION_0036,CDR_DERIVED,0.64,0.9
LOCEV_000741,2025-07-28 14:38:13,PHONE,PHONE_01386,TOWER_0069,LOCATION_0079,CDR_DERIVED,0.91,0.98
LOCEV_000742,2025-09-14 01:23:16,PHONE,PHONE_00762,TOWER_0141,LOCATION_0141,CDR_DERIVED,0.55,0.97
LOCEV_000743,2024-11-06 16:29:42,PHONE,PHONE_00779,TOWER_0022,LOCATION_0282,CDR_DERIVED,0.64,0.91
LOCEV_000744,2024-02-24 09:05:28,PHONE,PHONE_00134,TOWER_0036,LOCATION_0016,CDR_DERIVED,0.72,0.99
LOCEV_000745,2026-04-09 09:04:23,PHONE,PHONE_01178,TOWER_0062,LOCATION_0192,CDR_DERIVED,0.95,0.93
LOCEV_000746,2026-05-05 11:22:11,PHONE,PHONE_00869,TOWER_0032,LOCATION_0222,CDR_DERIVED,0.89,0.91
LOCEV_000747,2024-08-12 00:24:56,PHONE,PHONE_00096,TOWER_0144,LOCATION_0244,CDR_DERIVED,0.93,0.9
LOCEV_000748,2024-11-18 16:26:04,PHONE,PHONE_01160,TOWER_0029,LOCATION_0299,CDR_DERIVED,0.82,0.86
LOCEV_000749,2024-05-25 05:51:24,PHONE,PHONE_01396,TOWER_0081,LOCATION_0261,CDR_DERIVED,0.76,0.89
LOCEV_000750,2025-10-29 21:42:16,PHONE,PHONE_01009,TOWER_0068,LOCATION_0138,CDR_DERIVED,0.71,0.91
LOCEV_000751,2024-06-30 01:05:47,PHONE,PHONE_01103,TOWER_0032,LOCATION_0222,CDR_DERIVED,0.62,0.89
LOCEV_000752,2025-11-27 18:22:13,PHONE,PHONE_00610,TOWER_0011,LOCATION_0161,CDR_DERIVED,0.72,0.92
LOCEV_000753,2025-01-09 22:55:14,PHONE,PHONE_01805,TOWER_0143,LOCATION_0193,CDR_DERIVED,0.65,0.86
LOCEV_000754,2024-10-30 07:52:35,PHONE,PHONE_00418,TOWER_0102,LOCATION_0112,CDR_DERIVED,0.85,0.96
LOCEV_000755,2025-10-19 01:10:25,PHONE,PHONE_00541,TOWER_0108,LOCATION_0298,CDR_DERIVED,0.61,0.92
LOCEV_000756,2025-08-11 09:11:36,PHONE,PHONE_01392,TOWER_0133,LOCATION_0113,CDR_DERIVED,0.85,0.88
LOCEV_000757,2024-07-25 16:45:12,PHONE,PHONE_01434,TOWER_0022,LOCATION_0282,CDR_DERIVED,0.54,0.99
LOCEV_000758,2025-05-05 16:53:00,PHONE,PHONE_01173,TOWER_0032,LOCATION_0222,CDR_DERIVED,0.93,0.87
LOCEV_000759,2025-09-23 15:25:43,PHONE,PHONE_00908,TOWER_0127,LOCATION_0207,CDR_DERIVED,0.83,0.9
LOCEV_000760,2024-07-20 17:58:35,PHONE,PHONE_00433,TOWER_0037,LOCATION_0287,CDR_DERIVED,0.57,0.95
LOCEV_000761,2025-03-09 18:14:55,PHONE,PHONE_00177,TOWER_0119,LOCATION_0229,CDR_DERIVED,0.82,0.88
LOCEV_000762,2025-08-30 11:28:25,PHONE,PHONE_01519,TOWER_0034,LOCATION_0134,CDR_DERIVED,0.57,0.96
LOCEV_000763,2025-02-27 13:37:33,PHONE,PHONE_00527,TOWER_0045,LOCATION_0065,CDR_DERIVED,0.84,0.85
LOCEV_000764,2024-11-06 17:59:47,PHONE,PHONE_00137,TOWER_0104,LOCATION_0014,CDR_DERIVED,0.74,0.96
LOCEV_000765,2024-07-28 02:32:40,PHONE,PHONE_01812,TOWER_0074,LOCATION_0144,CDR_DERIVED,0.83,0.98
LOCEV_000766,2026-03-07 14:07:32,PHONE,PHONE_00641,TOWER_0116,LOCATION_0246,CDR_DERIVED,0.65,0.9
LOCEV_000767,2025-10-03 22:53:19,PHONE,PHONE_01825,TOWER_0043,LOCATION_0173,CDR_DERIVED,0.79,0.9
LOCEV_000768,2026-03-10 11:37:58,PHONE,PHONE_01831,TOWER_0037,LOCATION_0287,CDR_DERIVED,0.86,0.87
LOCEV_000769,2024-05-14 10:41:34,PHONE,PHONE_01642,TOWER_0072,LOCATION_0032,CDR_DERIVED,0.65,0.9
LOCEV_000770,2025-07-09 01:51:16,PHONE,PHONE_00485,TOWER_0096,LOCATION_0056,CDR_DERIVED,0.61,0.93
LOCEV_000771,2024-01-29 23:05:14,PHONE,PHONE_01512,TOWER_0063,LOCATION_0073,CDR_DERIVED,0.55,0.94
LOCEV_000772,2025-05-11 13:12:15,PHONE,PHONE_00047,TOWER_0022,LOCATION_0282,CDR_DERIVED,0.87,0.86
LOCEV_000773,2024-06-21 04:32:41,PHONE,PHONE_00240,TOWER_0092,LOCATION_0232,CDR_DERIVED,0.73,0.98
LOCEV_000774,2026-03-10 16:47:54,PHONE,PHONE_00863,TOWER_0060,LOCATION_0300,CDR_DERIVED,0.53,0.98
LOCEV_000775,2025-08-27 00:43:35,PHONE,PHONE_01125,TOWER_0126,LOCATION_0036,CDR_DERIVED,0.64,0.95
LOCEV_000776,2025-10-13 23:21:25,PHONE,PHONE_01131,TOWER_0026,LOCATION_0186,CDR_DERIVED,0.5,0.98
LOCEV_000777,2024-03-02 07:01:36,PHONE,PHONE_00195,TOWER_0115,LOCATION_0005,CDR_DERIVED,0.63,0.97
LOCEV_000778,2024-08-30 18:53:16,PHONE,PHONE_00324,TOWER_0043,LOCATION_0173,CDR_DERIVED,0.66,0.92
LOCEV_000779,2026-01-22 20:37:48,PHONE,PHONE_00449,TOWER_0083,LOCATION_0023,CDR_DERIVED,0.82,0.87
LOCEV_000780,2024-11-27 09:07:20,PHONE,PHONE_00191,TOWER_0040,LOCATION_0300,CDR_DERIVED,0.88,0.93
LOCEV_000781,2025-02-07 01:36:34,PHONE,PHONE_00002,TOWER_0040,LOCATION_0300,CDR_DERIVED,0.68,0.99
LOCEV_000782,2026-04-03 10:33:50,PHONE,PHONE_01555,TOWER_0107,LOCATION_0137,CDR_DERIVED,0.95,0.96
LOCEV_000783,2024-08-14 18:53:16,PHONE,PHONE_00968,TOWER_0044,LOCATION_0154,CDR_DERIVED,0.75,0.91
LOCEV_000784,2024-01-30 00:21:20,PHONE,PHONE_01466,TOWER_0069,LOCATION_0079,CDR_DERIVED,0.73,0.91
LOCEV_000785,2026-06-28 04:41:38,PHONE,PHONE_00276,TOWER_0122,LOCATION_0182,CDR_DERIVED,0.93,0.9
LOCEV_000786,2025-04-27 17:22:03,PHONE,PHONE_00561,TOWER_0083,LOCATION_0023,CDR_DERIVED,0.55,0.95
LOCEV_000787,2024-01-31 23:36:54,PHONE,PHONE_01259,TOWER_0122,LOCATION_0182,CDR_DERIVED,0.73,0.89
LOCEV_000788,2025-05-20 14:16:29,PHONE,PHONE_00424,TOWER_0033,LOCATION_0263,CDR_DERIVED,0.92,0.91
LOCEV_000789,2025-03-05 05:19:03,PHONE,PHONE_00228,TOWER_0046,LOCATION_0166,CDR_DERIVED,0.71,0.95
LOCEV_000790,2024-05-31 11:48:23,PHONE,PHONE_00526,TOWER_0126,LOCATION_0036,CDR_DERIVED,0.95,0.9
LOCEV_000791,2025-04-22 01:22:46,PHONE,PHONE_00317,TOWER_0017,LOCATION_0197,CDR_DERIVED,0.67,0.95
LOCEV_000792,2026-05-11 23:33:22,PHONE,PHONE_00153,TOWER_0051,LOCATION_0231,CDR_DERIVED,0.9,0.99
LOCEV_000793,2024-01-14 10:04:52,PHONE,PHONE_01217,TOWER_0034,LOCATION_0134,CDR_DERIVED,0.58,0.92
LOCEV_000794,2025-09-25 15:33:15,PHONE,PHONE_00507,TOWER_0014,LOCATION_0054,CDR_DERIVED,0.91,0.88
LOCEV_000795,2025-03-11 15:15:37,PHONE,PHONE_01245,TOWER_0049,LOCATION_0249,CDR_DERIVED,0.77,0.91
LOCEV_000796,2024-03-23 17:33:06,PHONE,PHONE_01194,TOWER_0126,LOCATION_0036,CDR_DERIVED,0.6,0.92
LOCEV_000797,2024-08-13 18:32:59,PHONE,PHONE_00960,TOWER_0092,LOCATION_0232,CDR_DERIVED,0.64,0.94
LOCEV_000798,2024-08-18 07:27:29,PHONE,PHONE_01304,TOWER_0116,LOCATION_0246,CDR_DERIVED,0.53,0.96
LOCEV_000799,2024-09-06 09:15:07,PHONE,PHONE_00105,TOWER_0071,LOCATION_0221,CDR_DERIVED,0.66,0.87
LOCEV_000800,2024-10-31 20:54:19,PHONE,PHONE_00722,TOWER_0064,LOCATION_0184,CDR_DERIVED,0.58,0.88
LOCEV_000801,2025-09-25 07:21:48,PHONE,PHONE_01491,TOWER_0019,LOCATION_0249,CDR_DERIVED,0.86,0.97
LOCEV_000802,2025-09-26 18:29:58,PHONE,PHONE_01696,TOWER_0116,LOCATION_0246,CDR_DERIVED,0.62,0.87
LOCEV_000803,2024-05-30 11:41:13,PHONE,PHONE_01978,TOWER_0087,LOCATION_0097,CDR_DERIVED,0.65,0.94
LOCEV_000804,2025-09-18 07:52:37,PHONE,PHONE_00024,TOWER_0110,LOCATION_0160,CDR_DERIVED,0.68,0.88
