relationship_id,source_entity_id,source_entity_type,target_entity_id,target_entity_type,relationship_type,first_seen,last_seen,frequency,confidence,source_record_id,evidence_count,ground_truth_status
REL_000333,PERSON_0300,PERSON,PERSON_1231,PERSON,CALLED,2026-01-09 01:27:14,2026-01-09 01:27:14,1,0.72,CDR_AGG_PERSON_0300_PERSON_1231,1,WEAK
REL_000334,PERSON_1134,PERSON,PERSON_1193,PERSON,CALLED,2025-01-26 18:32:54,2025-01-26 18:32:54,1,0.46,CDR_AGG_PERSON_1134_PERSON_1193,1,UNKNOWN
REL_000335,PERSON_0066,PERSON,PERSON_0958,PERSON,CALLED,2025-12-09 16:57:36,2025-12-09 16:57:36,1,0.64,CDR_AGG_PERSON_0066_PERSON_0958,1,WEAK
REL_000336,PERSON_1053,PERSON,PERSON_1175,PERSON,CALLED,2026-04-20 16:05:43,2026-04-20 16:05:43,1,0.82,CDR_AGG_PERSON_1053_PERSON_1175,1,UNKNOWN
REL_000337,PERSON_0662,PERSON,PERSON_1037,PERSON,CALLED,2024-02-06 15:17:37,2024-02-06 15:17:37,1,0.41,CDR_AGG_PERSON_0662_PERSON_1037,1,WEAK
REL_000338,PERSON_0039,PERSON,PERSON_0394,PERSON,CALLED,2025-05-31 22:25:32,2025-05-31 22:25:32,1,0.81,CDR_AGG_PERSON_0039_PERSON_0394,1,WEAK
REL_000339,PERSON_0936,PERSON,PERSON_0998,PERSON,CALLED,2026-06-05 15:38:03,2026-06-05 15:38:03,1,0.82,CDR_AGG_PERSON_0936_PERSON_0998,1,WEAK
REL_000340,PERSON_0188,PERSON,PERSON_1223,PERSON,CALLED,2025-05-12 04:54:03,2025-05-12 04:54:03,1,0.57,CDR_AGG_PERSON_0188_PERSON_1223,1,WEAK
REL_000341,PERSON_0139,PERSON,PERSON_1227,PERSON,CALLED,2024-04-10 12:15:31,2024-04-10 12:15:31,1,0.59,CDR_AGG_PERSON_0139_PERSON_1227,1,WEAK
REL_000342,PERSON_1129,PERSON,PERSON_1271,PERSON,CALLED,2025-05-19 12:01:57,2025-05-19 12:01:57,1,0.73,CDR_AGG_PERSON_1129_PERSON_1271,1,UNKNOWN
REL_000343,PERSON_1153,PERSON,PERSON_1269,PERSON,CALLED,2025-01-08 23:52:10,2025-01-08 23:52:10,1,0.69,CDR_AGG_PERSON_1153_PERSON_1269,1,UNKNOWN
REL_000344,PERSON_0205,PERSON,PERSON_0532,PERSON,CALLED,2025-09-20 14:18:54,2025-09-20 14:18:54,1,0.61,CDR_AGG_PERSON_0205_PERSON_0532,1,UNKNOWN
REL_000345,PERSON_0702,PERSON,PERSON_1160,PERSON,CALLED,2024-08-18 06:53:03,2024-08-18 06:53:03,1,0.66,CDR_AGG_PERSON_0702_PERSON_1160,1,LIKELY
REL_000346,PERSON_0402,PERSON,PERSON_1250,PERSON,CALLED,2024-10-15 14:06:41,2024-10-15 14:06:41,1,0.67,CDR_AGG_PERSON_0402_PERSON_1250,1,WEAK
REL_000347,PERSON_0207,PERSON,PERSON_1038,PERSON,CALLED,2024-10-28 22:07:06,2024-10-28 22:07:06,1,0.49,CDR_AGG_PERSON_0207_PERSON_1038,1,WEAK
REL_000348,PERSON_0686,PERSON,PERSON_1327,PERSON,CALLED,2025-10-07 21:15:13,2025-10-07 21:15:13,1,0.44,CDR_AGG_PERSON_0686_PERSON_1327,1,UNKNOWN
REL_000349,PERSON_0603,PERSON,PERSON_0920,PERSON,CALLED,2024-05-09 05:33:14,2024-05-09 05:33:14,1,0.5,CDR_AGG_PERSON_0603_PERSON_0920,1,WEAK
REL_000350,PERSON_0148,PERSON,PERSON_0204,PERSON,CALLED,2026-04-28 02:29:12,2026-04-28 02:29:12,1,0.66,CDR_AGG_PERSON_0148_PERSON_0204,1,LIKELY
REL_000351,PERSON_0305,PERSON,PERSON_0607,PERSON,CALLED,2026-02-07 05:52:00,2026-02-07 05:52:00,1,0.52,CDR_AGG_PERSON_0305_PERSON_0607,1,UNKNOWN
REL_000352,PERSON_0480,PERSON,PERSON_0876,PERSON,CALLED,2026-03-07 16:51:22,2026-03-07 16:51:22,1,0.64,CDR_AGG_PERSON_0480_PERSON_0876,1,WEAK
REL_000353,PERSON_0199,PERSON,PERSON_0954,PERSON,CALLED,2024-07-25 20:15:28,2024-07-25 20:15:28,1,0.47,CDR_AGG_PERSON_0199_PERSON_0954,1,UNKNOWN
REL_000354,PERSON_0908,PERSON,PERSON_0963,PERSON,CALLED,2024-03-24 10:53:14,2024-03-24 10:53:14,1,0.68,CDR_AGG_PERSON_0908_PERSON_0963,1,UNKNOWN
REL_000355,PERSON_0893,PERSON,PERSON_1177,PERSON,CALLED,2025-01-03 02:57:04,2025-01-03 02:57:04,1,0.48,CDR_AGG_PERSON_0893_PERSON_1177,1,LIKELY
REL_000356,PERSON_0876,PERSON,PERSON_1272,PERSON,CALLED,2026-06-10 20:41:49,2026-06-10 20:41:49,1,0.53,CDR_AGG_PERSON_0876_PERSON_1272,1,UNKNOWN
REL_000357,PERSON_0303,PERSON,PERSON_1293,PERSON,CALLED,2024-05-20 07:51:31,2024-05-20 07:51:31,1,0.81,CDR_AGG_PERSON_0303_PERSON_1293,1,WEAK
REL_000358,PERSON_0275,PERSON,PERSON_1248,PERSON,CALLED,2024-12-17 16:29:31,2024-12-17 16:29:31,1,0.77,CDR_AGG_PERSON_0275_PERSON_1248,1,LIKELY
REL_000359,PERSON_0424,PERSON,PERSON_0596,PERSON,CALLED,2025-03-06 16:32:50,2025-03-06 16:32:50,1,0.46,CDR_AGG_PERSON_0424_PERSON_0596,1,UNKNOWN
REL_000360,PERSON_0127,PERSON,PERSON_1404,PERSON,CALLED,2024-09-03 11:16:20,2024-09-03 11:16:20,1,0.53,CDR_AGG_PERSON_0127_PERSON_1404,1,LIKELY
REL_000361,PERSON_0388,PERSON,PERSON_0512,PERSON,CALLED,2024-07-18 00:38:45,2024-07-18 00:38:45,1,0.41,CDR_AGG_PERSON_0388_PERSON_0512,1,WEAK
REL_000362,PERSON_0244,PERSON,PERSON_0929,PERSON,CALLED,2026-05-19 23:11:25,2026-05-19 23:11:25,1,0.84,CDR_AGG_PERSON_0244_PERSON_0929,1,LIKELY
REL_000363,PERSON_0891,PERSON,PERSON_1163,PERSON,CALLED,2025-05-04 16:19:06,2025-05-04 16:19:06,1,0.52,CDR_AGG_PERSON_0891_PERSON_1163,1,LIKELY
REL_000364,PERSON_0024,PERSON,PERSON_0483,PERSON,CALLED,2024-07-03 23:09:54,2024-07-03 23:09:54,1,0.7,CDR_AGG_PERSON_0024_PERSON_0483,1,UNKNOWN
REL_000365,PERSON_0243,PERSON,PERSON_0923,PERSON,CALLED,2025-01-15 13:23:26,2025-01-15 13:23:26,1,0.5,CDR_AGG_PERSON_0243_PERSON_0923,1,WEAK
REL_000366,PERSON_0060,PERSON,PERSON_0907,PERSON,CALLED,2024-02-09 10:32:56,2024-02-09 10:32:56,1,0.49,CDR_AGG_PERSON_0060_PERSON_0907,1,UNKNOWN
REL_000367,PERSON_0121,PERSON,PERSON_0841,PERSON,CALLED,2024-10-23 19:35:36,2024-10-23 19:35:36,1,0.56,CDR_AGG_PERSON_0121_PERSON_0841,1,UNKNOWN
REL_000368,PERSON_1439,PERSON,PERSON_1443,PERSON,CALLED,2026-02-06 18:23:07,2026-02-06 18:23:07,1,0.73,CDR_AGG_PERSON_1439_PERSON_1443,1,LIKELY
REL_000369,PERSON_0721,PERSON,PERSON_0811,PERSON,CALLED,2024-09-09 02:46:18,2024-09-09 02:46:18,1,0.59,CDR_AGG_PERSON_0721_PERSON_0811,1,WEAK
REL_000370,PERSON_0384,PERSON,PERSON_0729,PERSON,CALLED,2024-03-14 04:24:07,2024-03-14 04:24:07,1,0.83,CDR_AGG_PERSON_0384_PERSON_0729,1,WEAK
REL_000371,PERSON_0844,PERSON,PERSON_1100,PERSON,CALLED,2025-07-21 00:48:10,2025-07-21 00:48:10,1,0.79,CDR_AGG_PERSON_0844_PERSON_1100,1,WEAK
REL_000372,PERSON_0387,PERSON,PERSON_1396,PERSON,CALLED,2025-01-07 12:46:46,2025-01-07 12:46:46,1,0.63,CDR_AGG_PERSON_0387_PERSON_1396,1,WEAK
REL_000373,PERSON_0875,PERSON,PERSON_1340,PERSON,CALLED,2026-02-13 18:59:08,2026-02-13 18:59:08,1,0.7,CDR_AGG_PERSON_0875_PERSON_1340,1,WEAK
REL_000374,PERSON_0471,PERSON,PERSON_0549,PERSON,CALLED,2025-02-04 13:51:32,2025-02-04 13:51:32,1,0.82,CDR_AGG_PERSON_0471_PERSON_0549,1,WEAK
REL_000375,PERSON_0162,PERSON,PERSON_0194,PERSON,CALLED,2026-04-29 18:56:58,2026-04-29 18:56:58,1,0.57,CDR_AGG_PERSON_0162_PERSON_0194,1,WEAK
REL_000376,PERSON_0707,PERSON,PERSON_0796,PERSON,CALLED,2025-09-23 23:39:21,2025-09-23 23:39:21,1,0.81,CDR_AGG_PERSON_0707_PERSON_0796,1,LIKELY
REL_000377,PERSON_0603,PERSON,PERSON_0945,PERSON,CALLED,2026-04-03 10:33:50,2026-04-03 10:33:50,1,0.65,CDR_AGG_PERSON_0603_PERSON_0945,1,UNKNOWN
REL_000378,PERSON_0670,PERSON,PERSON_1307,PERSON,CALLED,2025-04-11 19:41:02,2025-04-11 19:41:02,1,0.85,CDR_AGG_PERSON_0670_PERSON_1307,1,WEAK
REL_000379,PERSON_0036,PERSON,PERSON_1253,PERSON,CALLED,2025-01-11 23:57:21,2025-01-11 23:57:21,1,0.74,CDR_AGG_PERSON_0036_PERSON_1253,1,UNKNOWN
REL_000380,PERSON_0340,PERSON,PERSON_0370,PERSON,CALLED,2024-03-29 07:45:00,2024-03-29 07:45:00,1,0.74,CDR_AGG_PERSON_0340_PERSON_0370,1,WEAK
REL_000381,PERSON_0426,PERSON,PERSON_0640,PERSON,CALLED,2025-05-20 08:06:15,2025-05-20 08:06:15,1,0.74,CDR_AGG_PERSON_0426_PERSON_0640,1,WEAK
REL_000382,PERSON_1363,PERSON,PERSON_1490,PERSON,CALLED,2025-02-13 10:05:58,2025-02-13 10:05:58,1,0.69,CDR_AGG_PERSON_1363_PERSON_1490,1,UNKNOWN
REL_000383,PERSON_0185,PERSON,PERSON_0625,PERSON,CALLED,2025-08-13 19:57:40,2025-08-13 19:57:40,1,0.64,CDR_AGG_PERSON_0185_PERSON_0625,1,UNKNOWN
REL_000384,PERSON_0408,PERSON,PERSON_0883,PERSON,CALLED,2025-07-02 09:12:13,2025-07-02 09:12:13,1,0.76,CDR_AGG_PERSON_0408_PERSON_0883,1,UNKNOWN
REL_000385,PERSON_0044,PERSON,PERSON_0678,PERSON,CALLED,2024-12-14 16:49:36,2024-12-14 16:49:36,1,0.57,CDR_AGG_PERSON_0044_PERSON_0678,1,WEAK
REL_000386,PERSON_0092,PERSON,PERSON_0220,PERSON,CALLED,2024-07-14 11:45:48,2024-07-14 11:45:48,1,0.71,CDR_AGG_PERSON_0092_PERSON_0220,1,LIKELY
REL_000387,PERSON_0788,PERSON,PERSON_1373,PERSON,CALLED,2026-03-18 05:49:36,2026-03-18 05:49:36,1,0.51,CDR_AGG_PERSON_0788_PERSON_1373,1,LIKELY
REL_000388,PERSON_1325,PERSON,PERSON_1407,PERSON,CALLED,2025-07-28 22:54:10,2025-07-28 22:54:10,1,0.44,CDR_AGG_PERSON_1325_PERSON_1407,1,UNKNOWN
REL_000389,PERSON_0615,PERSON,PERSON_1139,PERSON,CALLED,2026-03-06 06:15:49,2026-03-06 06:15:49,1,0.71,CDR_AGG_PERSON_0615_PERSON_1139,1,UNKNOWN
REL_000390,PERSON_0861,PERSON,PERSON_1155,PERSON,CALLED,2024-10-05 23:14:28,2024-10-05 23:14:28,1,0.43,CDR_AGG_PERSON_0861_PERSON_1155,1,UNKNOWN
REL_000391,PERSON_0206,PERSON,PERSON_0543,PERSON,CALLED,2025-05-27 00:50:06,2025-05-27 00:50:06,1,0.58,CDR_AGG_PERSON_0206_PERSON_0543,1,LIKELY
REL_000392,PERSON_1049,PERSON,PERSON_1164,PERSON,CALLED,2024-07-31 12:08:28,2024-07-31 12:08:28,1,0.62,CDR_AGG_PERSON_1049_PERSON_1164,1,WEAK
REL_000393,PERSON_1161,PERSON,PERSON_1249,PERSON,CALLED,2025-07-23 04:21:20,2025-07-23 04:21:20,1,0.67,CDR_AGG_PERSON_1161_PERSON_1249,1,UNKNOWN
REL_000394,PERSON_0293,PERSON,PERSON_0913,PERSON,CALLED,2024-11-27 11:37:52,2024-11-27 11:37:52,1,0.6,CDR_AGG_PERSON_0293_PERSON_0913,1,WEAK
REL_000395,PERSON_0726,PERSON,PERSON_1081,PERSON,CALLED,2026-01-07 11:39:57,2026-01-07 11:39:57,1,0.76,CDR_AGG_PERSON_0726_PERSON_1081,1,UNKNOWN
REL_000396,PERSON_0175,PERSON,PERSON_0878,PERSON,CALLED,2026-04-01 05:17:50,2026-04-01 05:17:50,1,0.57,CDR_AGG_PERSON_0175_PERSON_0878,1,UNKNOWN
REL_000397,PERSON_0196,PERSON,PERSON_1113,PERSON,CALLED,2026-02-19 12:51:07,2026-02-19 12:51:07,1,0.56,CDR_AGG_PERSON_0196_PERSON_1113,1,LIKELY
REL_000398,PERSON_0707,PERSON,PERSON_1009,PERSON,CALLED,2025-06-29 19:32:18,2025-10-29 21:42:16,2,0.57,CDR_AGG_PERSON_0707_PERSON_1009,2,WEAK
REL_000399,PERSON_1160,PERSON,PERSON_1320,PERSON,CALLED,2025-07-01 09:23:45,2025-07-01 09:23:45,1,0.65,CDR_AGG_PERSON_1160_PERSON_1320,1,LIKELY
REL_000400,PERSON_0741,PERSON,PERSON_1377,PERSON,CALLED,2024-07-28 07:43:30,2024-07-28 07:43:30,1,0.73,CDR_AGG_PERSON_0741_PERSON_1377,1,WEAK
REL_000401,PERSON_0443,PERSON,PERSON_1211,PERSON,CALLED,2026-03-06 13:16:32,2026-03-06 13:16:32,1,0.52,CDR_AGG_PERSON_0443_PERSON_1211,1,UNKNOWN
REL_000402,PERSON_0358,PERSON,PERSON_1051,PERSON,CALLED,2025-10-10 10:25:56,2025-10-10 10:25:56,1,0.52,CDR_AGG_PERSON_0358_PERSON_1051,1,WEAK
REL_000403,PERSON_0679,PERSON,PERSON_0789,PERSON,CALLED,2026-05-02 01:53:09,2026-05-02 01:53:09,1,0.72,CDR_AGG_PERSON_0679_PERSON_0789,1,UNKNOWN
REL_000404,PERSON_0910,PERSON,PERSON_1097,PERSON,CALLED,2024-04-02 00:37:49,2024-04-02 00:37:49,1,0.51,CDR_AGG_PERSON_0910_PERSON_1097,1,UNKNOWN
REL_000405,PERSON_0709,PERSON,PERSON_1149,PERSON,CALLED,2024-06-03 08:15:20,2024-06-03 08:15:20,1,0.84,CDR_AGG_PERSON_0709_PERSON_1149,1,WEAK
REL_000406,PERSON_0706,PERSON,PERSON_1082,PERSON,CALLED,2025-11-14 09:52:10,2025-11-14 09:52:10,1,0.73,CDR_AGG_PERSON_0706_PERSON_1082,1,WEAK
REL_000407,PERSON_0233,PERSON,PERSON_0526,PERSON,CALLED,2024-01-21 15:37:25,2024-01-21 15:37:25,1,0.59,CDR_AGG_PERSON_0233_PERSON_0526,1,WEAK
REL_000408,PERSON_0224,PERSON,PERSON_0234,PERSON,CALLED,2025-01-14 03:28:01,2025-01-14 03:28:01,1,0.74,CDR_AGG_PERSON_0224_PERSON_0234,1,LIKELY
REL_000409,PERSON_0309,PERSON,PERSON_1359,PERSON,CALLED,2025-02-08 02:49:06,2025-02-08 02:49:06,1,0.73,CDR_AGG_PERSON_0309_PERSON_1359,1,WEAK
REL_000410,PERSON_0414,PERSON,PERSON_1459,PERSON,CALLED,2024-10-06 14:36:04,2024-10-06 14:36:04,1,0.79,CDR_AGG_PERSON_0414_PERSON_1459,1,WEAK
REL_000411,PERSON_0669,PERSON,PERSON_1202,PERSON,CALLED,2026-06-19 16:22:44,2026-06-19 16:22:44,1,0.7,CDR_AGG_PERSON_0669_PERSON_1202,1,WEAK
REL_000412,PERSON_0550,PERSON,PERSON_0625,PERSON,CALLED,2025-09-17 20:31:10,2025-09-17 20:31:10,1,0.63,CDR_AGG_PERSON_0550_PERSON_0625,1,UNKNOWN
REL_000413,PERSON_0220,PERSON,PERSON_1088,PERSON,CALLED,2026-02-11 01:51:47,2026-02-11 01:51:47,1,0.73,CDR_AGG_PERSON_0220_PERSON_1088,1,LIKELY
REL_000414,PERSON_0583,PERSON,PERSON_1379,PERSON,CALLED,2024-04-29 21:21:30,2024-04-29 21:21:30,1,0.62,CDR_AGG_PERSON_0583_PERSON_1379,1,WEAK
REL_000415,PERSON_0340,PERSON,PERSON_0870,PERSON,CALLED,2024-05-25 03:10:41,2024-05-25 03:10:41,1,0.55,CDR_AGG_PERSON_0340_PERSON_0870,1,LIKELY
REL_000416,PERSON_0641,PERSON,PERSON_1231,PERSON,CALLED,2024-12-26 16:28:35,2024-12-26 16:28:35,1,0.5,CDR_AGG_PERSON_0641_PERSON_1231,1,LIKELY
REL_000417,PERSON_0469,PERSON,PERSON_0631,PERSON,CALLED,2024-07-26 15:55:59,2024-07-26 15:55:59,1,0.53,CDR_AGG_PERSON_0469_PERSON_0631,1,LIKELY
REL_000418,PERSON_0175,PERSON,PERSON_1161,PERSON,CALLED,2025-08-11 19:05:48,2025-08-11 19:05:48,1,0.4,CDR_AGG_PERSON_0175_PERSON_1161,1,UNKNOWN
REL_000419,PERSON_0027,PERSON,PERSON_0840,PERSON,CALLED,2025-06-13 12:39:52,2025-06-13 12:39:52,1,0.75,CDR_AGG_PERSON_0027_PERSON_0840,1,LIKELY
REL_000420,PERSON_0004,PERSON,PERSON_0474,PERSON,CALLED,2024-03-23 15:22:04,2024-03-23 15:22:04,1,0.69,CDR_AGG_PERSON_0004_PERSON_0474,1,WEAK
REL_000421,PERSON_0048,PERSON,PERSON_0145,PERSON,CALLED,2024-05-26 07:21:00,2024-05-26 07:21:00,1,0.69,CDR_AGG_PERSON_0048_PERSON_0145,1,WEAK
REL_000422,PERSON_0325,PERSON,PERSON_1334,PERSON,CALLED,2025-02-12 15:03:08,2025-02-12 15:03:08,1,0.6,CDR_AGG_PERSON_0325_PERSON_1334,1,UNKNOWN
REL_000423,PERSON_0216,PERSON,PERSON_0561,PERSON,CALLED,2024-07-29 05:04:57,2024-07-29 05:04:57,1,0.73,CDR_AGG_PERSON_0216_PERSON_0561,1,LIKELY
REL_000424,PERSON_0841,PERSON,PERSON_1219,PERSON,CALLED,2025-03-07 16:58:48,2025-03-07 16:58:48,1,0.45,CDR_AGG_PERSON_0841_PERSON_1219,1,UNKNOWN
REL_000425,PERSON_0477,PERSON,PERSON_1491,PERSON,CALLED,2026-04-30 15:26:17,2026-04-30 15:26:17,1,0.85,CDR_AGG_PERSON_0477_PERSON_1491,1,UNKNOWN
REL_000426,PERSON_0335,PERSON,PERSON_0731,PERSON,CALLED,2024-04-18 04:47:06,2024-04-18 04:47:06,1,0.64,CDR_AGG_PERSON_0335_PERSON_0731,1,LIKELY
REL_000427,PERSON_0038,PERSON,PERSON_0623,PERSON,CALLED,2025-03-02 10:16:39,2025-03-02 10:16:39,1,0.46,CDR_AGG_PERSON_0038_PERSON_0623,1,LIKELY
REL_000428,PERSON_0568,PERSON,PERSON_0894,PERSON,CALLED,2025-11-24 10:45:38,2025-11-24 10:45:38,1,0.54,CDR_AGG_PERSON_0568_PERSON_0894,1,LIKELY
REL_000429,PERSON_0008,PERSON,PERSON_0338,PERSON,CALLED,2024-03-09 18:50:52,2024-03-09 18:50:52,1,0.69,CDR_AGG_PERSON_0008_PERSON_0338,1,UNKNOWN
REL_000430,PERSON_0004,PERSON,PERSON_1201,PERSON,CALLED,2026-05-17 17:54:25,2026-05-17 17:54:25,1,0.81,CDR_AGG_PERSON_0004_PERSON_1201,1,UNKNOWN
REL_000431,PERSON_0063,PERSON,PERSON_1437,PERSON,CALLED,2024-03-04 15:14:39,2024-03-04 15:14:39,1,0.51,CDR_AGG_PERSON_0063_PERSON_1437,1,UNKNOWN
REL_000432,PERSON_0640,PERSON,PERSON_1151,PERSON,CALLED,2025-02-24 08:38:12,2025-02-24 08:38:12,1,0.48,CDR_AGG_PERSON_0640_PERSON_1151,1,LIKELY
REL_000433,PERSON_0949,PERSON,PERSON_1327,PERSON,CALLED,2024-01-22 16:42:46,2024-01-22 16:42:46,1,0.6,CDR_AGG_PERSON_0949_PERSON_1327,1,LIKELY
REL_000434,PERSON_0681,PERSON,PERSON_1047,PERSON,CALLED,2025-01-18 08:38:12,2025-01-18 08:38:12,1,0.72,CDR_AGG_PERSON_0681_PERSON_1047,1,WEAK
REL_000435,PERSON_0418,PERSON,PERSON_0873,PERSON,CALLED,2025-01-15 11:51:11,2025-01-15 11:51:11,1,0.8,CDR_AGG_PERSON_0418_PERSON_0873,1,WEAK
REL_000436,PERSON_0258,PERSON,PERSON_1392,PERSON,CALLED,2024-05-22 04:55:36,2024-05-22 04:55:36,1,0.42,CDR_AGG_PERSON_0258_PERSON_1392,1,UNKNOWN
REL_000437,PERSON_1020,PERSON,PERSON_1027,PERSON,CALLED,2025-09-05 13:45:28,2025-09-05 13:45:28,1,0.64,CDR_AGG_PERSON_1020_PERSON_1027,1,WEAK
REL_000438,PERSON_1330,PERSON,PERSON_1414,PERSON,CALLED,2024-04-15 16:33:13,2024-04-15 16:33:13,1,0.71,CDR_AGG_PERSON_1330_PERSON_1414,1,WEAK
REL_000439,PERSON_0782,PERSON,PERSON_1119,PERSON,CALLED,2025-09-01 20:39:45,2025-09-01 20:39:45,1,0.5,CDR_AGG_PERSON_0782_PERSON_1119,1,UNKNOWN
REL_000440,PERSON_0758,PERSON,PERSON_0852,PERSON,CALLED,2025-02-03 18:45:49,2025-02-03 18:45:49,1,0.56,CDR_AGG_PERSON_0758_PERSON_0852,1,WEAK
REL_000441,PERSON_0127,PERSON,PERSON_0786,PERSON,CALLED,2025-08-23 18:15:21,2025-08-23 18:15:21,1,0.75,CDR_AGG_PERSON_0127_PERSON_0786,1,WEAK
REL_000442,PERSON_0457,PERSON,PERSON_1116,PERSON,CALLED,2026-04-11 12:41:40,2026-04-11 12:41:40,1,0.4,CDR_AGG_PERSON_0457_PERSON_1116,1,UNKNOWN
REL_000443,PERSON_0805,PERSON,PERSON_0824,PERSON,CALLED,2026-02-25 14:38:16,2026-02-25 14:38:16,1,0.53,CDR_AGG_PERSON_0805_PERSON_0824,1,WEAK
REL_000444,PERSON_1144,PERSON,PERSON_1390,PERSON,CALLED,2026-01-16 06:06:15,2026-01-16 06:06:15,1,0.69,CDR_AGG_PERSON_1144_PERSON_1390,1,WEAK
REL_000445,PERSON_0599,PERSON,PERSON_1221,PERSON,CALLED,2026-01-06 05:25:20,2026-01-06 05:25:20,1,0.8,CDR_AGG_PERSON_0599_PERSON_1221,1,UNKNOWN
REL_000446,PERSON_0346,PERSON,PERSON_1363,PERSON,CALLED,2025-10-09 18:07:19,2025-10-09 18:07:19,1,0.74,CDR_AGG_PERSON_0346_PERSON_1363,1,LIKELY
REL_000447,PERSON_0906,PERSON,PERSON_1242,PERSON,CALLED,2024-08-06 19:49:49,2024-08-06 19:49:49,1,0.58,CDR_AGG_PERSON_0906_PERSON_1242,1,UNKNOWN
REL_000448,PERSON_0858,PERSON,PERSON_1377,PERSON,CALLED,2026-04-17 03:23:00,2026-04-17 03:23:00,1,0.51,CDR_AGG_PERSON_0858_PERSON_1377,1,WEAK
REL_000449,PERSON_1177,PERSON,PERSON_1398,PERSON,CALLED,2024-09-22 05:44:40,2024-09-22 05:44:40,1,0.46,CDR_AGG_PERSON_1177_PERSON_1398,1,WEAK
REL_000450,PERSON_1121,PERSON,PERSON_1194,PERSON,CALLED,2026-03-31 07:55:59,2026-03-31 07:55:59,1,0.59,CDR_AGG_PERSON_1121_PERSON_1194,1,LIKELY
REL_000451,PERSON_0151,PERSON,PERSON_0270,PERSON,CALLED,2026-04-10 04:33:50,2026-04-10 04:33:50,1,0.8,CDR_AGG_PERSON_0151_PERSON_0270,1,UNKNOWN
REL_000452,PERSON_0355,PERSON,PERSON_0643,PERSON,CALLED,2024-12-12 00:07:54,2024-12-12 00:07:54,1,0.55,CDR_AGG_PERSON_0355_PERSON_0643,1,WEAK
REL_000453,PERSON_1129,PERSON,PERSON_1203,PERSON,CALLED,2025-08-27 06:03:31,2025-08-27 06:03:31,1,0.41,CDR_AGG_PERSON_1129_PERSON_1203,1,WEAK
REL_000454,PERSON_1347,PERSON,PERSON_1368,PERSON,CALLED,2025-02-20 06:42:06,2025-07-21 22:58:19,2,0.57,CDR_AGG_PERSON_1347_PERSON_1368,2,WEAK
REL_000455,PERSON_0010,PERSON,PERSON_0720,PERSON,CALLED,2024-11-03 07:12:02,2024-11-03 07:12:02,1,0.61,CDR_AGG_PERSON_0010_PERSON_0720,1,UNKNOWN
REL_000456,PERSON_0145,PERSON,PERSON_0597,PERSON,CALLED,2024-04-17 10:00:53,2024-04-17 10:00:53,1,0.48,CDR_AGG_PERSON_0145_PERSON_0597,1,LIKELY
REL_000457,PERSON_0028,PERSON,PERSON_1141,PERSON,CALLED,2025-09-29 21:01:15,2025-09-29 21:01:15,1,0.48,CDR_AGG_PERSON_0028_PERSON_1141,1,UNKNOWN
REL_000458,PERSON_0434,PERSON,PERSON_1395,PERSON,CALLED,2026-06-23 23:30:00,2026-06-23 23:30:00,1,0.49,CDR_AGG_PERSON_0434_PERSON_1395,1,WEAK
REL_000459,PERSON_0956,PERSON,PERSON_1376,PERSON,CALLED,2024-02-05 20:58:11,2024-02-05 20:58:11,1,0.63,CDR_AGG_PERSON_0956_PERSON_1376,1,WEAK
REL_000460,PERSON_0429,PERSON,PERSON_1475,PERSON,CALLED,2025-08-09 08:13:05,2025-08-09 08:13:05,1,0.58,CDR_AGG_PERSON_0429_PERSON_1475,1,UNKNOWN
REL_000461,PERSON_0468,PERSON,PERSON_1014,PERSON,CALLED,2025-04-10 16:00:42,2025-04-10 16:00:42,1,0.6,CDR_AGG_PERSON_0468_PERSON_1014,1,LIKELY
REL_000462,PERSON_0404,PERSON,PERSON_1274,PERSON,CALLED,2024-06-17 19:34:57,2024-06-17 19:34:57,1,0.49,CDR_AGG_PERSON_0404_PERSON_1274,1,UNKNOWN
REL_000463,PERSON_0240,PERSON,PERSON_1325,PERSON,CALLED,2024-03-12 09:34:54,2024-03-12 09:34:54,1,0.59,CDR_AGG_PERSON_0240_PERSON_1325,1,WEAK
REL_000464,PERSON_0692,PERSON,PERSON_1241,PERSON,CALLED,2025-05-06 09:33:51,2025-05-06 09:33:51,1,0.61,CDR_AGG_PERSON_0692_PERSON_1241,1,WEAK
REL_000465,PERSON_0458,PERSON,PERSON_0558,PERSON,CALLED,2024-07-12 18:05:51,2024-07-12 18:05:51,1,0.62,CDR_AGG_PERSON_0458_PERSON_0558,1,LIKELY
REL_000466,PERSON_0202,PERSON,PERSON_1415,PERSON,CALLED,2025-08-03 20:17:15,2025-08-03 20:17:15,1,0.79,CDR_AGG_PERSON_0202_PERSON_1415,1,LIKELY
REL_000467,PERSON_0611,PERSON,PERSON_1344,PERSON,CALLED,2026-03-03 03:27:54,2026-03-03 03:27:54,1,0.62,CDR_AGG_PERSON_0611_PERSON_1344,1,WEAK
REL_000468,PERSON_0732,PERSON,PERSON_1107,PERSON,CALLED,2025-05-28 14:44:55,2025-05-28 14:44:55,1,0.55,CDR_AGG_PERSON_0732_PERSON_1107,1,WEAK
REL_000469,PERSON_0976,PERSON,PERSON_1445,PERSON,CALLED,2025-10-10 11:31:51,2025-10-10 11:31:51,1,0.62,CDR_AGG_PERSON_0976_PERSON_1445,1,LIKELY
