history_id,person_id,case_id,crime_type,date,role,status,source,confidence
HIST_00187,PERSON_0731,CASE_0010,organized theft,2022-03-22 16:12:47,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.61
HIST_00188,PERSON_1311,CASE_0067,cyber fraud,2022-02-13 06:51:26,witness,acquitted,CRIMINAL_RECORDS_DATABASE,0.91
HIST_00189,PERSON_0824,CASE_0216,forgery,2025-10-11 23:11:46,acquitted,closed,CRIMINAL_RECORDS_DATABASE,0.88
HIST_00190,PERSON_0824,CASE_0240,vehicle theft,2023-05-21 09:39:22,witness,closed,CRIMINAL_RECORDS_DATABASE,0.8
HIST_00191,PERSON_1093,CASE_0109,organized theft,2024-04-22 23:24:27,convicted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.81
HIST_00192,PERSON_0637,CASE_0161,cyber fraud,2023-10-01 22:49:19,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.88
HIST_00193,PERSON_0637,CASE_0083,robbery,2022-01-08 18:22:27,witness,closed,CRIMINAL_RECORDS_DATABASE,0.95
HIST_00194,PERSON_0160,CASE_0124,smuggling,2024-05-08 02:09:04,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.6
HIST_00195,PERSON_0160,CASE_0164,illegal betting,2023-08-18 09:55:40,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.83
HIST_00196,PERSON_1076,CASE_0052,financial fraud,2023-06-19 16:31:00,witness,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.94
HIST_00197,PERSON_0870,CASE_0133,financial fraud,2025-12-31 22:17:54,convicted,closed,CRIMINAL_RECORDS_DATABASE,0.76
HIST_00198,PERSON_0870,CASE_0231,cyber fraud,2025-09-14 17:49:30,convicted,closed,CRIMINAL_RECORDS_DATABASE,0.65
HIST_00199,PERSON_0848,CASE_0241,illegal betting,2023-02-21 04:53:02,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.71
HIST_00200,PERSON_0848,CASE_0292,cyber fraud,2026-04-11 06:46:29,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.7
HIST_00201,PERSON_0049,CASE_0149,organized financial crime,2024-12-09 09:32:34,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.72
HIST_00202,PERSON_0049,CASE_0213,organized financial crime,2023-07-23 17:45:47,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.67
HIST_00203,PERSON_0623,CASE_0295,organized financial crime,2024-07-01 01:54:42,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.86
HIST_00204,PERSON_0623,CASE_0121,cyber fraud,2024-01-28 02:27:37,acquitted,closed,CRIMINAL_RECORDS_DATABASE,0.62
HIST_00205,PERSON_0191,CASE_0226,extortion,2025-01-13 05:50:09,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.81
HIST_00206,PERSON_0270,CASE_0225,illegal betting,2022-09-16 04:49:37,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.76
HIST_00207,PERSON_0044,CASE_0078,smuggling,2023-10-12 22:52:25,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.68
HIST_00208,PERSON_0939,CASE_0038,extortion,2024-01-06 15:52:31,convicted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.73
HIST_00209,PERSON_0173,CASE_0004,cyber fraud,2022-07-29 05:05:40,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.7
HIST_00210,PERSON_0173,CASE_0201,organized theft,2023-11-08 14:24:13,witness,closed,CRIMINAL_RECORDS_DATABASE,0.92
HIST_00211,PERSON_0232,CASE_0035,financial fraud,2023-11-18 08:55:22,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.96
HIST_00212,PERSON_0232,CASE_0158,forgery,2024-08-09 18:18:11,accused,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.66
HIST_00213,PERSON_0759,CASE_0135,smuggling,2023-09-07 05:22:32,convicted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.95
HIST_00214,PERSON_0759,CASE_0300,smuggling,2022-11-02 03:47:56,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.89
HIST_00215,PERSON_0549,CASE_0238,organized theft,2025-12-08 21:28:58,witness,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.94
HIST_00216,PERSON_1297,CASE_0027,organized theft,2023-10-23 11:55:36,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.67
HIST_00217,PERSON_0595,CASE_0286,organized financial crime,2024-01-13 15:03:36,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.88
HIST_00218,PERSON_0438,CASE_0231,organized theft,2025-03-14 04:17:56,accused,closed,CRIMINAL_RECORDS_DATABASE,0.68
HIST_00219,PERSON_1487,CASE_0095,smuggling,2023-02-07 02:22:41,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.64
HIST_00220,PERSON_1200,CASE_0085,organized financial crime,2021-12-10 05:24:05,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.69
HIST_00221,PERSON_1258,CASE_0172,financial fraud,2023-08-10 21:55:54,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.77
HIST_00222,PERSON_1050,CASE_0292,organized theft,2024-02-04 06:49:10,acquitted,closed,CRIMINAL_RECORDS_DATABASE,0.77
HIST_00223,PERSON_0760,CASE_0185,extortion,2023-12-20 00:29:46,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.87
HIST_00224,PERSON_0760,CASE_0215,illegal betting,2026-05-05 13:49:22,convicted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.78
HIST_00225,PERSON_1406,CASE_0238,cyber fraud,2026-06-13 00:09:24,witness,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.92
HIST_00226,PERSON_0681,CASE_0134,extortion,2025-05-30 05:17:42,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.93
HIST_00227,PERSON_0681,CASE_0101,vehicle theft,2025-01-20 05:35:39,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.62
HIST_00228,PERSON_1025,CASE_0215,organized theft,2024-02-24 08:46:43,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.63
HIST_00229,PERSON_1098,CASE_0006,forgery,2025-10-11 21:30:06,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.81
HIST_00230,PERSON_0367,CASE_0167,cyber fraud,2025-07-28 01:41:34,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.76
HIST_00231,PERSON_1239,CASE_0089,robbery,2023-01-30 01:09:39,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.74
HIST_00232,PERSON_0890,CASE_0009,illegal betting,2025-08-30 21:25:21,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.86
HIST_00233,PERSON_0072,CASE_0206,forgery,2024-08-24 02:49:07,accused,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.89
HIST_00234,PERSON_0216,CASE_0064,illegal betting,2023-02-16 19:08:57,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.84
HIST_00235,PERSON_1350,CASE_0102,robbery,2024-04-02 02:13:40,accused,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.83
HIST_00236,PERSON_0508,CASE_0164,smuggling,2025-10-31 04:11:21,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.85
HIST_00237,PERSON_1325,CASE_0061,forgery,2024-07-10 14:20:54,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.74
HIST_00238,PERSON_0021,CASE_0049,organized theft,2025-06-17 00:59:26,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.9
HIST_00239,PERSON_1106,CASE_0064,organized financial crime,2023-04-27 08:04:29,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.83
HIST_00240,PERSON_0498,CASE_0235,organized financial crime,2022-02-14 00:57:56,witness,closed,CRIMINAL_RECORDS_DATABASE,0.96
HIST_00241,PERSON_1276,CASE_0236,smuggling,2023-02-24 23:21:30,accused,closed,CRIMINAL_RECORDS_DATABASE,0.73
HIST_00242,PERSON_0908,CASE_0129,extortion,2025-11-13 23:49:06,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.78
HIST_00243,PERSON_0659,CASE_0090,illegal betting,2024-08-24 20:40:44,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.81
HIST_00244,PERSON_0659,CASE_0088,illegal betting,2022-05-02 03:14:13,witness,closed,CRIMINAL_RECORDS_DATABASE,0.96
HIST_00245,PERSON_0581,CASE_0165,illegal betting,2024-03-10 17:31:20,witness,acquitted,CRIMINAL_RECORDS_DATABASE,0.88
HIST_00246,PERSON_0581,CASE_0022,extortion,2025-12-24 20:42:01,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.77
HIST_00247,PERSON_1287,CASE_0032,smuggling,2023-06-04 00:03:56,convicted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.88
HIST_00248,PERSON_1287,CASE_0014,extortion,2021-11-11 07:01:25,convicted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.67
HIST_00249,PERSON_0540,CASE_0165,cyber fraud,2022-11-17 14:26:54,convicted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.66
HIST_00250,PERSON_0540,CASE_0172,smuggling,2025-11-26 18:05:42,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.66
HIST_00251,PERSON_0064,CASE_0164,organized theft,2025-07-14 03:48:22,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.84
HIST_00252,PERSON_0975,CASE_0078,vehicle theft,2024-04-28 03:36:49,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.74
HIST_00253,PERSON_1446,CASE_0170,organized theft,2026-03-16 15:40:02,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.88
HIST_00254,PERSON_1274,CASE_0144,organized theft,2024-07-04 18:20:23,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.7
HIST_00255,PERSON_0131,CASE_0158,financial fraud,2025-03-19 15:37:28,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.93
HIST_00256,PERSON_0633,CASE_0092,vehicle theft,2026-04-24 01:57:47,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.88
HIST_00257,PERSON_0633,CASE_0292,forgery,2024-05-05 01:54:25,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.61
HIST_00258,PERSON_0611,CASE_0070,forgery,2022-07-01 00:56:11,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.95
HIST_00259,PERSON_1254,CASE_0008,organized theft,2021-11-14 06:16:46,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.68
HIST_00260,PERSON_1254,CASE_0077,organized theft,2022-09-30 01:50:37,acquitted,closed,CRIMINAL_RECORDS_DATABASE,0.9
HIST_00261,PERSON_1281,CASE_0163,extortion,2025-05-29 09:18:30,witness,closed,CRIMINAL_RECORDS_DATABASE,0.77
HIST_00262,PERSON_0138,CASE_0159,organized financial crime,2024-12-19 20:40:25,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.7
HIST_00263,PERSON_0864,CASE_0237,vehicle theft,2025-10-10 19:55:08,witness,acquitted,CRIMINAL_RECORDS_DATABASE,0.66
HIST_00264,PERSON_0966,CASE_0165,vehicle theft,2025-01-31 00:38:05,witness,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.91
HIST_00265,PERSON_0013,CASE_0046,robbery,2025-04-17 09:38:52,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.89
HIST_00266,PERSON_0604,CASE_0041,extortion,2023-05-25 22:19:57,acquitted,closed,CRIMINAL_RECORDS_DATABASE,0.81
HIST_00267,PERSON_0852,CASE_0103,forgery,2024-02-07 21:12:15,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.88
HIST_00268,PERSON_0852,CASE_0251,organized theft,2022-11-20 05:41:53,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.83
HIST_00269,PERSON_1236,CASE_0110,smuggling,2023-07-20 03:40:55,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.95
HIST_00270,PERSON_1236,CASE_0162,robbery,2026-04-30 19:24:27,convicted,closed,CRIMINAL_RECORDS_DATABASE,0.78
HIST_00271,PERSON_0391,CASE_0081,robbery,2026-01-02 20:42:54,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.73
HIST_00272,PERSON_0035,CASE_0088,illegal betting,2026-01-30 17:45:30,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.9
HIST_00273,PERSON_0035,CASE_0267,extortion,2022-07-10 13:37:26,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.84
HIST_00274,PERSON_0306,CASE_0238,extortion,2023-05-15 01:25:29,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.62
HIST_00275,PERSON_0306,CASE_0282,organized financial crime,2024-04-21 03:55:40,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.94
HIST_00276,PERSON_0489,CASE_0038,organized theft,2026-02-20 02:15:48,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.86
HIST_00277,PERSON_0640,CASE_0238,forgery,2023-04-11 06:02:13,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.7
HIST_00278,PERSON_0640,CASE_0124,financial fraud,2024-04-23 00:03:25,witness,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.93
HIST_00279,PERSON_0161,CASE_0125,robbery,2024-04-15 02:48:47,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.67
HIST_00280,PERSON_1194,CASE_0107,robbery,2024-09-23 23:01:20,accused,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.73
HIST_00281,PERSON_1255,CASE_0111,cyber fraud,2024-05-26 22:19:31,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.96
HIST_00282,PERSON_0802,CASE_0267,forgery,2023-02-19 22:43:21,accused,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.97
HIST_00283,PERSON_1290,CASE_0208,organized financial crime,2023-12-14 11:42:09,acquitted,closed,CRIMINAL_RECORDS_DATABASE,0.93
HIST_00284,PERSON_1146,CASE_0253,forgery,2022-09-13 05:51:11,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.62
HIST_00285,PERSON_1146,CASE_0235,cyber fraud,2024-08-04 20:45:30,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.66
HIST_00286,PERSON_0178,CASE_0163,organized theft,2024-11-30 18:47:24,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.79
HIST_00287,PERSON_0454,CASE_0203,robbery,2025-07-04 04:42:06,witness,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.94
HIST_00288,PERSON_1265,CASE_0145,illegal betting,2023-09-01 05:31:07,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.82
HIST_00289,PERSON_0552,CASE_0230,illegal betting,2025-02-22 06:53:43,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.71
HIST_00290,PERSON_0552,CASE_0014,extortion,2022-10-15 10:36:26,convicted,closed,CRIMINAL_RECORDS_DATABASE,0.84
HIST_00291,PERSON_0712,CASE_0020,extortion,2025-10-30 03:38:22,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.81
HIST_00292,PERSON_0817,CASE_0299,financial fraud,2022-10-02 10:35:16,accused,closed,CRIMINAL_RECORDS_DATABASE,0.77
HIST_00293,PERSON_0040,CASE_0299,illegal betting,2025-11-20 04:22:13,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.67
HIST_00294,PERSON_1431,CASE_0003,robbery,2026-05-22 19:22:45,convicted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.7
HIST_00295,PERSON_1431,CASE_0010,forgery,2021-12-03 00:07:57,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.97
HIST_00296,PERSON_0286,CASE_0293,organized theft,2022-03-23 21:31:32,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.66
HIST_00297,PERSON_0569,CASE_0223,cyber fraud,2022-05-14 23:27:43,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.96
HIST_00298,PERSON_0305,CASE_0173,cyber fraud,2023-09-27 02:58:16,acquitted,closed,CRIMINAL_RECORDS_DATABASE,0.66
HIST_00299,PERSON_0248,CASE_0130,organized theft,2022-10-27 17:23:07,witness,closed,CRIMINAL_RECORDS_DATABASE,0.8
HIST_00300,PERSON_1004,CASE_0210,organized theft,2024-11-23 10:20:33,acquitted,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.64
HIST_00301,PERSON_1004,CASE_0249,smuggling,2021-11-23 09:36:06,convicted,closed,CRIMINAL_RECORDS_DATABASE,0.87
HIST_00302,PERSON_0954,CASE_0039,organized theft,2022-02-26 10:20:55,witness,acquitted,CRIMINAL_RECORDS_DATABASE,0.63
HIST_00303,PERSON_0954,CASE_0049,financial fraud,2023-09-21 23:50:08,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.81
HIST_00304,PERSON_1237,CASE_0232,extortion,2022-07-25 09:47:38,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.62
HIST_00305,PERSON_0625,CASE_0129,organized theft,2025-06-05 20:36:08,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.68
HIST_00306,PERSON_0625,CASE_0046,vehicle theft,2023-03-05 13:28:02,convicted,closed,CRIMINAL_RECORDS_DATABASE,0.75
HIST_00307,PERSON_0233,CASE_0123,organized financial crime,2022-04-22 00:06:23,acquitted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.94
HIST_00308,PERSON_0529,CASE_0135,illegal betting,2025-09-29 21:03:06,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.7
HIST_00309,PERSON_1424,CASE_0017,robbery,2023-02-21 01:40:10,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.9
HIST_00310,PERSON_1152,CASE_0029,forgery,2022-05-20 00:23:04,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.97
HIST_00311,PERSON_0247,CASE_0231,illegal betting,2023-02-22 00:28:31,witness,acquitted,CRIMINAL_RECORDS_DATABASE,0.91
HIST_00312,PERSON_0196,CASE_0202,forgery,2024-07-08 06:58:36,witness,acquitted,CRIMINAL_RECORDS_DATABASE,0.87
HIST_00313,PERSON_1299,CASE_0262,robbery,2022-06-03 17:43:50,witness,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.8
HIST_00314,PERSON_0806,CASE_0067,vehicle theft,2022-08-14 07:08:56,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.77
HIST_00315,PERSON_0258,CASE_0158,vehicle theft,2026-02-19 14:32:34,convicted,acquitted,CRIMINAL_RECORDS_DATABASE,0.61
HIST_00316,PERSON_1018,CASE_0267,organized financial crime,2021-11-05 16:28:48,witness,acquitted,CRIMINAL_RECORDS_DATABASE,0.79
HIST_00317,PERSON_1018,CASE_0038,cyber fraud,2024-02-09 09:07:37,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.83
HIST_00318,PERSON_0982,CASE_0105,smuggling,2024-11-26 23:27:18,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.78
HIST_00319,PERSON_0982,CASE_0073,forgery,2023-11-15 20:21:24,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.78
HIST_00320,PERSON_0070,CASE_0034,robbery,2023-05-05 21:32:40,witness,closed,CRIMINAL_RECORDS_DATABASE,0.67
HIST_00321,PERSON_0341,CASE_0259,smuggling,2025-06-06 19:27:24,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.8
HIST_00322,PERSON_1078,CASE_0205,extortion,2023-07-02 15:47:13,acquitted,closed,CRIMINAL_RECORDS_DATABASE,0.96
HIST_00323,PERSON_1163,CASE_0187,financial fraud,2024-04-29 01:46:55,convicted,closed,CRIMINAL_RECORDS_DATABASE,0.67
HIST_00324,PERSON_1359,CASE_0184,robbery,2021-11-12 17:15:15,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.9
HIST_00325,PERSON_0499,CASE_0044,vehicle theft,2022-12-27 15:31:47,witness,ongoing_investigation,CRIMINAL_RECORDS_DATABASE,0.75
HIST_00326,PERSON_0887,CASE_0172,financial fraud,2026-03-03 08:29:17,accused,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.82
HIST_00327,PERSON_0887,CASE_0043,extortion,2026-02-11 16:44:22,witness,closed,CRIMINAL_RECORDS_DATABASE,0.97
HIST_00328,PERSON_0958,CASE_0280,robbery,2026-06-23 22:20:44,acquitted,acquitted,CRIMINAL_RECORDS_DATABASE,0.82
HIST_00329,PERSON_0958,CASE_0227,vehicle theft,2024-03-11 23:30:07,convicted,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.82
HIST_00330,PERSON_0421,CASE_0208,organized theft,2023-08-01 13:41:59,accused,acquitted,CRIMINAL_RECORDS_DATABASE,0.88
HIST_00331,PERSON_1383,CASE_0214,financial fraud,2025-03-26 02:58:59,witness,chargesheet_filed,CRIMINAL_RECORDS_DATABASE,0.64
