fir_id,case_id,date,crime_type,complainant_id,accused_id,witness_id,location_id,narrative,source,confidence
FIR_0209,CASE_0209,2025-08-12 11:58:51,extortion,PERSON_0764,PERSON_0664,,LOCATION_0150,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.7
FIR_0210,CASE_0210,2024-08-14 04:08:57,forgery,PERSON_0620,PERSON_0571,,LOCATION_0041,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.64
FIR_0211,CASE_0211,2024-06-15 02:23:07,extortion,PERSON_1218,PERSON_1244,,LOCATION_0219,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.86
FIR_0213,CASE_0213,2025-09-08 11:05:58,illegal betting,PERSON_0184,PERSON_1494,,LOCATION_0219,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.59
FIR_0214,CASE_0214,2026-04-13 17:53:47,organized theft,PERSON_1080,PERSON_0529,,LOCATION_0143,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.61
FIR_0215,CASE_0215,2024-07-29 16:51:51,cyber fraud,PERSON_0557,PERSON_0435,,LOCATION_0158,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.89
FIR_0216,CASE_0216,2025-07-19 19:18:18,smuggling,PERSON_1049,PERSON_0510,,LOCATION_0152,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.59
FIR_0218,CASE_0218,2026-02-11 21:31:23,vehicle theft,PERSON_1335,PERSON_0604,,LOCATION_0008,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.58
FIR_0219,CASE_0219,2024-11-09 21:11:08,robbery,PERSON_1299,PERSON_0114,,LOCATION_0181,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.65
FIR_0220,CASE_0220,2025-08-23 22:47:49,smuggling,PERSON_0488,PERSON_0344,,LOCATION_0121,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.68
FIR_0221,CASE_0221,2025-03-21 15:38:57,organized financial crime,PERSON_0879,PERSON_0841,,LOCATION_0152,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.86
FIR_0222,CASE_0222,2024-10-13 06:44:56,cyber fraud,PERSON_1427,PERSON_0984,,LOCATION_0104,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.57
FIR_0224,CASE_0224,2026-04-05 22:28:26,extortion,PERSON_0687,PERSON_0165,,LOCATION_0008,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.74
FIR_0226,CASE_0226,2025-07-27 01:32:13,extortion,PERSON_0899,PERSON_0589,,LOCATION_0067,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.8
FIR_0227,CASE_0227,2026-04-29 22:57:46,vehicle theft,PERSON_1098,PERSON_1083,,LOCATION_0172,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.66
FIR_0229,CASE_0229,2024-10-13 23:02:49,extortion,PERSON_0116,PERSON_0054,,LOCATION_0122,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.55
FIR_0230,CASE_0230,2024-11-06 16:04:41,forgery,PERSON_0934,PERSON_1315,,LOCATION_0043,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.86
FIR_0231,CASE_0231,2025-03-11 20:43:44,forgery,PERSON_0912,PERSON_0318,,LOCATION_0164,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.86
FIR_0232,CASE_0232,2025-03-25 00:57:55,financial fraud,PERSON_1225,PERSON_0709,,LOCATION_0008,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.85
FIR_0233,CASE_0233,2024-07-16 13:46:34,cyber fraud,PERSON_0347,PERSON_0312,,LOCATION_0081,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.56
FIR_0235,CASE_0235,2025-05-13 05:15:03,vehicle theft,PERSON_0782,PERSON_0218,,LOCATION_0240,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.61
FIR_0236,CASE_0236,2025-10-15 23:09:03,organized theft,PERSON_1073,PERSON_0094,,LOCATION_0183,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.58
FIR_0237,CASE_0237,2025-12-06 22:22:54,cyber fraud,PERSON_0259,PERSON_0020,,LOCATION_0296,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.54
FIR_0239,CASE_0239,2024-11-06 18:30:45,forgery,PERSON_1175,PERSON_0186,,LOCATION_0021,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.75
FIR_0240,CASE_0240,2024-08-29 03:11:21,illegal betting,PERSON_1307,PERSON_1100,,LOCATION_0034,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.85
FIR_0241,CASE_0241,2025-05-03 14:50:23,extortion,PERSON_0309,PERSON_0272,,LOCATION_0056,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.51
FIR_0242,CASE_0242,2025-07-31 06:16:16,organized theft,PERSON_1319,PERSON_0293,,LOCATION_0173,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.77
FIR_0243,CASE_0243,2025-11-05 20:53:34,extortion,PERSON_0689,PERSON_1004,,LOCATION_0202,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.85
FIR_0244,CASE_0244,2026-04-08 08:04:48,extortion,PERSON_0249,PERSON_0333,,LOCATION_0152,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.82
FIR_0246,CASE_0246,2024-10-22 18:19:39,organized theft,PERSON_1275,PERSON_0536,,LOCATION_0006,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.75
FIR_0248,CASE_0248,2025-05-21 05:17:04,financial fraud,PERSON_0864,PERSON_0497,,LOCATION_0205,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.55
FIR_0249,CASE_0249,2024-08-22 20:13:40,vehicle theft,PERSON_0419,PERSON_0337,,LOCATION_0098,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.89
FIR_0250,CASE_0250,2025-08-21 21:10:54,cyber fraud,PERSON_0690,PERSON_1059,,LOCATION_0025,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.7
FIR_0251,CASE_0251,2025-10-17 13:19:00,illegal betting,PERSON_0056,PERSON_0141,,LOCATION_0072,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.6
FIR_0252,CASE_0252,2025-03-18 07:29:54,organized theft,PERSON_0610,PERSON_1430,,LOCATION_0076,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.9
FIR_0253,CASE_0253,2025-06-11 10:48:22,organized theft,PERSON_0144,PERSON_0176,,LOCATION_0137,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.81
FIR_0254,CASE_0254,2025-11-05 16:48:08,forgery,PERSON_1058,PERSON_0303,,LOCATION_0247,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.66
FIR_0255,CASE_0255,2026-03-12 14:21:31,extortion,PERSON_0135,PERSON_1409,,LOCATION_0098,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.75
FIR_0256,CASE_0256,2026-03-05 02:55:32,cyber fraud,PERSON_1057,PERSON_0638,,LOCATION_0077,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.88
FIR_0257,CASE_0257,2025-03-16 04:05:26,financial fraud,PERSON_1277,PERSON_0350,,LOCATION_0089,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.63
FIR_0258,CASE_0258,2025-07-27 09:38:15,organized theft,PERSON_1263,PERSON_0813,,LOCATION_0297,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.89
FIR_0259,CASE_0259,2025-05-25 20:15:04,organized theft,PERSON_1130,PERSON_1147,,LOCATION_0141,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.82
FIR_0262,CASE_0262,2025-08-14 22:45:27,financial fraud,PERSON_0781,PERSON_0390,,LOCATION_0282,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.7
FIR_0264,CASE_0264,2025-01-12 21:37:09,organized theft,PERSON_0409,PERSON_0377,,LOCATION_0221,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.58
FIR_0265,CASE_0265,2025-05-16 08:08:03,vehicle theft,PERSON_1331,PERSON_0936,,LOCATION_0133,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.78
FIR_0266,CASE_0266,2024-10-25 19:00:38,financial fraud,PERSON_0915,PERSON_0434,,LOCATION_0101,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.81
FIR_0267,CASE_0267,2025-10-11 08:14:20,organized theft,PERSON_1020,PERSON_0693,,LOCATION_0120,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.56
FIR_0268,CASE_0268,2025-05-23 09:47:35,organized financial crime,PERSON_1451,PERSON_0053,,LOCATION_0115,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.74
FIR_0269,CASE_0269,2024-07-11 00:56:55,organized financial crime,PERSON_0480,PERSON_0755,,LOCATION_0082,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.89
FIR_0271,CASE_0271,2025-01-17 13:43:21,organized financial crime,PERSON_0203,PERSON_0625,,LOCATION_0112,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.82
FIR_0272,CASE_0272,2026-05-14 04:00:40,vehicle theft,PERSON_0078,PERSON_1220,,LOCATION_0198,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.83
FIR_0275,CASE_0275,2025-05-28 13:59:23,cyber fraud,PERSON_0240,PERSON_0635,,LOCATION_0037,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.81
FIR_0276,CASE_0276,2026-03-19 01:58:45,smuggling,PERSON_0343,PERSON_1297,,LOCATION_0219,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.6
FIR_0278,CASE_0278,2026-04-02 14:09:55,forgery,PERSON_1368,PERSON_1123,,LOCATION_0265,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.74
FIR_0279,CASE_0279,2025-10-26 13:54:30,illegal betting,PERSON_0839,PERSON_0691,,LOCATION_0261,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.82
FIR_0281,CASE_0281,2025-07-13 16:20:11,financial fraud,PERSON_0183,PERSON_0450,,LOCATION_0130,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.86
FIR_0282,CASE_0282,2025-12-25 09:21:35,extortion,PERSON_0021,PERSON_0233,,LOCATION_0254,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.84
FIR_0284,CASE_0284,2026-01-27 08:33:54,vehicle theft,PERSON_0122,PERSON_0438,,LOCATION_0162,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.85
FIR_0285,CASE_0285,2026-01-18 18:49:05,financial fraud,PERSON_1181,PERSON_1245,,LOCATION_0078,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.63
FIR_0286,CASE_0286,2024-06-05 15:36:15,illegal betting,PERSON_0448,PERSON_1121,,LOCATION_0128,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.85
FIR_0287,CASE_0287,2025-09-24 17:19:14,smuggling,PERSON_1011,PERSON_0346,,LOCATION_0223,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.66
FIR_0288,CASE_0288,2025-05-17 01:15:00,extortion,PERSON_0501,PERSON_0680,,LOCATION_0202,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.87
FIR_0289,CASE_0289,2026-01-24 16:51:47,organized financial crime,PERSON_0913,PERSON_1395,,LOCATION_0183,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.74
FIR_0290,CASE_0290,2025-12-19 06:17:14,vehicle theft,PERSON_1139,PERSON_0917,,LOCATION_0200,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.65
FIR_0291,CASE_0291,2025-10-11 04:27:25,organized financial crime,PERSON_0100,PERSON_1040,,LOCATION_0110,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.54
FIR_0293,CASE_0293,2024-12-29 20:48:46,organized financial crime,PERSON_1316,PERSON_1246,,LOCATION_0259,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.52
FIR_0295,CASE_0295,2024-12-26 00:30:38,smuggling,PERSON_1097,PERSON_1274,,LOCATION_0047,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.76
FIR_0296,CASE_0296,2025-11-06 08:00:55,organized financial crime,PERSON_1300,PERSON_0330,,LOCATION_0127,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.69
FIR_0298,CASE_0298,2025-05-04 10:38:54,forgery,PERSON_1492,PERSON_1493,,LOCATION_0269,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.78
FIR_0300,CASE_0300,2025-06-24 04:45:16,organized theft,PERSON_0859,PERSON_1365,,LOCATION_0275,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.81
